Ayssi comensan las paraulas de Albucasim .	Thus begins the vocabulary of Albucasis.
E de lu es carn cancrosa, lapadea, de fusca color; e de lu es que es carn leon no de color fusca.	And from there meat cancer arises, which is black in color; and from there it is meat lion that is not of black color.
Donc en aquela que es en aquestas carns leon no fraudulenta ni cancroza, cove que fassas le malaute sezer entre las tuas mas e posat al solelh, e huebre las nars de lu, e picoys le tieu onci en aquelas carns.	Therefore, in those meats that are not fraudulent or cancerous, cover what you do for the malady between your hands and place it in the sunlight, and blow through your nose, and pick out the tumor from those meats.
E aprop extrat aquela a las partidas deforo, e aprop inscindeys aquo que has comprehendut de aquelas am spatum agut subtil de la una partida entro que sapias que tota la carn ja es ostada; que si roman de lu deguna causa de la qual la abscisio es possibla, lahoras tu ratz aquo am la un dels estrumentz subtils am facilitat entro que de lu romangua denguna causa.	And then extract it from those parts that are deformed, and then cut through that which you have comprehended from those meats with a sharp, thin knife of the one part where you know that all the meat is already stopped; because if it is from any cause of which the abscission is possible, then you should remove it with one of the thin instruments to facilitate it from there.
Mays si senhoreja am sanc o accida apostema caut, lahoras tu pausa a lu aquo que cove; o es dels apostemas malignes, lahoras tu coyta e cauteriza aquel entro que sia abscindit sanc e sian ostadas las cavas totas.	If the lord has a boil or an abscess that has occurred, then pause over that place; or it is one of the malignant abscesses, then cut and cauterize the area where the pus has been drained and all the cavities have been closed.
E aprop sia getatz en le nas aprop la inscizio vi agre e aygua o vi.	And then sponge off the nose with a damp cloth or water.
Mays si le nas es ubert e de lu procezeys humiditat entro al palat, lahoras sapias que ja es sanat.	If the nose is opened and moisture enters into the palate, then you know that it has been healed.
Mays si la humiditat no penetra segon que cove, lahoras tu sapias que dedintz lu es carn nada en los pus sobiras osses de las nars als quals non es pervengut abscizio.	If the moisture does not penetrate after the wound has been closed, then you know that there is no flesh in the pus that has risen to the bones of the nose where it was not reached by the abscess.
Donc lahoras cove que entromitas fiel de li al qual sia alcuna grosseza, e nuza en lu motz nuzes, e pausa entre quascun nutz la quantitat del dit o mens, e engene le malaute e entromet una extremitat del fiel en le nars am lo ray o am autra causa la qual es a lu possibla.	Therefore, after closing the wound, if there is any swelling in the place where it was, then massage the mouth with the amount of oil or medicine that is necessary, and examine the patient and introduce an end of the cloth into the nose to help the breathing or for another cause that is possible.
E pus que aquo aura fayt, que atire le sieu odorament entro que pervengua a las canals de las nars, e sia eyssit sobre le sieu golayro, quar tropas veguadas le semblant ad aquesta accio fan les enfantz a las scolas, e es leugiera causa ad aquel que ho vol far.	And once that is done, draw the patient's scent inward towards the nostrils, and place it on their pillow, as children at school do when they perform this action, and it is the likely cause for that person who wants to do it.
E aprop pausa las dos extramitatz del fiel, una extremitat que iesca sobre le nas et l’autra que romangua en le nas, e aprop aministra serratura de carn am les nuzes que so en le fiel, e fay aquo entro que sapias que las carn ja so am les nuzes del fiel.	And then place both of the patient's extremities on their nose and mouth, and administer a meat broth made from meat that has been in the patient's body, and do this while you know that the meat is already in the patient's body.
E aprop extratz le fiel, e pausa en le nas aprop la abstraccio del sanc una calgua , e fay aquo per tres dias o mays entro que l’enguent corrodo tot aquo que es romas de las carns.	And then remove the patient, and place their nose in a bowl of vinegar, and do this for three days or more until all that is left of the meat is rotten.
E aprop en la fi de la causa, pausa en le nas una canula de plom per alscus jorns entro que sia sanat.	And at the end of the cause, place a gauze in their nose to keep it clean until they are healed.
Mays si endigeys de curacio que exsique, usa de aquela.	However, if you find that the treatment is not working, use this method instead.
E aquesta es la forma del instrument a capipurge fazedor am le qual son distillatz olis e medicinas en le nars:	This is the form of the instrument to purge the nostrils with which they are distilled and medicines in the nose:
E fay aquo de argent o de eram, la qual sia semblant a una petita lampesa uberta, ayssi cum petita conqua, e le meat semblantment.	And make something like silver or amber, which is similar to a small open lamp, with a small bowl, and the same as the meat.
E si vols, fay una canula clausa ayssi cum cana, e la cancula del estrument a capipurge fazedor e sia plana, descuberta; a la qual sia manubre en lo derier de lu, am le qual tenguas aquela quan escaufas en lu oli o aquo que tu vols dels sucs e de las causas suctiblas.	And if you want, make a closed canula like this with a cane, and the canula of the instrument at the end is to purge and is flat, uncovered; to which has a handle in the back of it, and hold it when you remove the oil or that liquid you want from the sucs and of the suctible causes.
E aquestz capipurgi es precios: recipe de enforbi de castor, de balayra blanc, de giengiebre, e piletre de safra, de pebre lonc, de escafragia, de epetum de spic ana unc. vi cumfizeys am suc de bleda e de caul, e sian faytas pillulas, e sia destemprada una pillula am aygua tebeza, e sia gitat en las nars del malaute jasent envers.	And this capipurge is precious: recipe of powdered castor, white bay leaf, ginger, pepper of safra, long pepper, escafragia, and spice ana unc. mix it with the juice of wine and of caul, and make small pills, and dissolve one pill in warm water, and put it in the nostrils of the patient facing upwards.
Capitol .xxv.	Chapter 25
De theyls natz en las extramitatz del nas.	About the nerves outside the nose.
Motas veguadas es nat theyl en las extramitatz del nas, e es magnificat e omentat en alscus dias entro en que mot es leg le reguardament de lu.	The nerves outside the nose are visible and magnificent in other days, but they are hidden when you look at it.
E per aquo cove que tu inscidas aquel en le comensament de la apparissio de lu, e erediques tot aquel.	And for that reason, you should insert that at the beginning of the appearance of the disease, and extract everything.
