Ayssi comensan las paraulas de Albucasim .	"Albucacis, let's start with the words."
E si la lepra es ja expanduda sobre le malaute e apar manifestament, lahoras cove que tu cauterizas aquel am aquels cauteris les quals havem ditz en le cap; e am cauteri sobre la extremitat del nas, e am dos cauteris sobre las doas maysselas, e am dos cauteris sobre dos spondils del col, e am vi cauteris sobre les spondils del dos, e am un gran sobre les spondils prop de la coeta, e un sobre la cotea , e am dos sobre las anquas, e am un sobre quascuna anqua, e am dos sobre les donols e un sobre quascun donolh, e am dos sobre les coydes, e am dos sobre les muscles, e am dos las teneretutz del sieu pietz; e cauteriza aquel sobre totas las juncturas dels ditz de las mas e dels pes, e sobre quascun talon dels sieus pes, e sobre les foscils de las suas mas.	If leprosy has already spread widely and is clearly manifesting, then you must cauterize those spots which have been said in the head; and also cauterize on the extremity of the nose, and two places on each joint of the neck, and six spots on both lumbar vertebrae, and one spot on the upper vertebra close to the breastbone, and a large spot on either side of the thighs, and two spots on each thigh, and two spots on each kneecap, and two spots on each calf muscle, and two points in the foot arches; you must cauterize all joints mentioned above for both feet, and every spot on their soles.
E guarda te dels nervis les quals so sobre le talo que no comburas aquels.	The provided text appears to be in Catalan and translates to "I watch the nerves under which you lie above the neck that do not burn these." However, this translation doesn't seem to convey a coherent message or complete thought in English. It might be related to a specific context or subject matter that is missing here. If there's additional information or a different phrase intended for translation, please provide it so I can assist you accordingly.
E alcunas veguadas es cauterizat am un cauteri sobre le os del pentenilh e am autre sobre la boca del stomac, e autre sobre le fietge.	Some diseases are treated by cauterization in one location on the thigh and another near the mouth of the stomach, as well as on the intestines.
E sapias que quant mays ajustas cauteris, tant es mays juvatiu e mays conferent; e sapias que le malaute no ha en le cauteri dolor, ayssi cum han les sas, per so quar le cors de lu ja es stupefayt.	You are correct that the more you perform cauterizations, the safer it becomes and provides better results; however, bad luck does not exist in the pain associated with the cautery, as long as they are done properly, because even after being shocked by electricity, their hearts have not stopped.
E cove que les cauteris sian grans o paucs segon les membres e las juncturas segon que es precedit de las specias dels ferramentz.	It seems that you are referring to the traditional use of cautery, where it is said to be a great or small treatment depending on the members and joints as prescribed by the specifications of the instruments used. Please note that while historical practices can provide insight into medical techniques, modern medicine relies on evidence-based methods for treatments involving cauterization.
E aprop cura le cauteri am farina de errs coyta am mel e am l’autra curacio entro que sia sanat.	Care takes attention to the treatments of common cold with flour, and also ensures other healing processes are carried out until they are fully restored.
Capitol .xlviii.	The Roman numeral "Capitol" corresponds to the number 104, which is not represented by a standard Roman numeral. However, if we're interpreting this as a misinterpretation of the Roman numerals for 'l' (50) and 'iv' (4), then it would be:
De cauterizacio de stupor.	It seems like you've provided a phrase in Romanian that translates to "cauterization of stupor" in English. However, this phrase doesn't seem directly relevant or coherent within standard medical practices. Cauterization is indeed a procedure where tissue damage (like from burns) is intentionally inflicted using heat, and it's often used for stopping bleeding or to remove certain growths.
Quan alcun membre es stabozit o adormit e es curat am medicinas, olis e emplastres, e no es sanat, lahoras tu cauteriza aquel membre stabozit am cauteris segon que merita la grandesa del membre o la parvitat de lu.	When a member is still standing or awake and you administer medicine, prescribe, and treat it as needed. However, if the member has already fallen down, in that case, cauterize it according to its importance or size.
E sia lo tieu cauteri intrant la ispicitut de la codena un pauc.	It seems that the thread barely inserted into the tip of the needle's eye.
E aprop cura aquel am enguent entro que sia sanat.	It's important to ensure that the wound inside is properly cared for and healed. This involves several key steps to prevent infection, promote tissue repair, and minimize scarring. Here are some guidelines for caring for an inner wound effectively:
