Ayssi comensan las paraulas de Albucasim .	Al'Bucasim began speaking the words of Ayssa.
Quan albaras es antiqua e no comfereys a lu alcu dels enguentz de medicina, lahoras tu cauteriza sobre aquela am cauteri preon un pauc segon la quantitat de la specitut de la codena entro que sia remauguda la blancor e la color de lu, e la color de lu sia mudada.	Antique salt was once used in medicine as one of the various methods for wound treatment. However, it is now less common due to its application being cauterization over a small part of the tissue within a certain timeframe, resulting in discoloration (darkening or lightening) and color change of the treated area.
E aprop cura aquel am farina de errs e de lentilhas am oli rozat e am folhas de arnagrosa, e am sanc de colomba o am sanc de yronda, da cascuna sia una partida e totas sian mescladas, e aprop sia linit un drap e sus le loc sia pausat entro que sia sanat.	Carefully mix the error and lentil flour with olive oil and arugula leaves, and sprinkle it with rosemary branches and thyme twigs from a single branch, along with all of them mixed together. Place this on a linen cloth and let it sit for healing inside.
Capitol .l.	I'm sorry, but it seems like there was an attempt to input "Capitol .l." However, this doesn't provide enough context or a clear message in English. If you have any specific question or topic related to capitols (like the U.S. Capitol building), I can certainly help with that!
De cauterizacio de cranc.	Craniotomy is a surgical procedure where part of the skull (the bone forming the head) is removed to access the brain. This operation can be performed for various reasons, including but not limited to:
Quan canser es comensan e vols aquel ostar, lahoras cauteriza aquel am cauteri de cercle en le circuit de lu ayssi cum es revolgut.	As a cook, he wants that dish to be served, but it burns while trying to cool it down by stirring it in a circular motion around the pot's bottom.
E diysero les savis que sia cauterizat am lo derier cauteri en le mieg loc; mays a mi no es vist aquo, quar temi que sia ulcerat, e yeu ja e vist aquo alcunas veguadas.	They delivered me some secrets that my wound should be cauterized again in the same place; however, to me it wasn't visible anymore, but I fear there might be an ulceration, and I have already seen some signs of this before.
E es pus dreyturier que sia cauterizat en le circuit de lu am cercle ayssi cum avem dit, o am motz cauteris.	It seems like there might be a misunderstanding or miscommunication in the provided text. The phrase "E es pus dreyturier que sia cauterizat en le circuit de lu am cercle ayssi cum avem dit" appears to be in Catalan and translates to English as:
Capitol .li.	Capital.gov
De cauterizacio de adubilati.	The translation of "De cauterizacio de adubilati" to English is "Of causticization of fertilizers." However, this phrase doesn't seem to fit well into common contexts as it combines medical and agricultural terminologies in an unusual way. Typically, the word "cauterize" means to burn or sear with a heated instrument, often used medically. In contrast, fertilizers are related to farming practices.
Quan alcun adubilati es tardat en maturacio, e aysso es per la superfluitat fazen aquela, o per etat del malaute, quar es vielh en decrepitat, de pauc sanc, o per le temps, e tu vols festinar en la maturacio de adubilati; lahoras cauteriza en le circuit de lu am motz cauteris petitz punctan; e aprop leyssa aquela quar ela fastinara en maturacio.	When you delay dressing a wound in its advanced stages, it can be due to various factors such as the state of inflammation, the severity of the condition with little chance of healing, or simply because of time constraints. However, now is the right moment to treat that wounded person; clean and disinfect the small puncture wounds near its area, and dress it if it has already been starving in maturity.
Mays si tu vols la perforacio de lu am cauteri, lahoras tu igneys le cauteri del qual aquesta es la forma de lu: e depausa aquel en le mieg loc de adubilati entro que penetre la codena.	If you want to pierce my heart for my healer, it will be like this: they would make an incision near the area of inflammation and then insert a drainage tube inside that allows fluid to exit. This should ideally be placed in a location close to the affected area within the body cavity.
E si le cauteri en aquel loc que es pus dejos, per so que le cors del brac sia alleujat; e aprop cura aquel entro que sia sanat.	If you were to cauterize that spot where it has been for so long, in order to push the blood out of the arm; and with proper care ensure that that space is healed.
Capitol .lii.	Capitalillion.com
De cauterizacio de corrodent.	Cauterization of the gingiva.
Corrodent es corrupcio ambulant en le membre, la qual corrodeys aquel ayssi cum a foc comedent lenha secca.	In the limb, there exists an ever-traveling corrosion, which not only consumes it like dry food in front of a flame but also erodes it as if by a focused bite.
Donc si vezes aquel corrodent en loc le qual sufferte cauteri am foc, lahoras tu igneys cauteris clavils motz paucs, e grans segon que es convenent en aquel loc en le qual es corrodent.	When you perform lanced or punctured surgery at the area where suffering occurs due to focused caustic treatment, it is advisable to use ignited cauterization on small and large bones as appropriate for that location, especially in the place where the tissue being treated with caustic substances.
