Ayssi comensan las paraulas de Albucasim .	Then apply the techniques of Albucasim.
E aprop sia lavat le vestigi de la inscisio am ayguaros o am vi agre o am aygua frega; e aprop pausa dejos la lengua licini; so es meca la qual tengua le malaute dejos la lengua en quascuna nuoyt per so que no sia consolidat autra veguada.	and it is the patient's intestines that are being treated with leeches, and the incision is made to apply a hot cautery to the affected area.
Mays si accideys flux de sanc, pausa sobre le loc vetriol trissat; mays si le sanc ventz, lahoras cauteriza le loc am cauteri lantiginos le qual conveneys ad aquo.	This sentence refers to the use of a cautery in treating gout.
E aprop aquel cura am las autras causas entro que sia sanat.	Then place it under their care.
Capitol .xxxv.	This sentence appears to be written in a medieval Latin-influenced language and refers to placing a heated tool on an affected area of the body.
De extraccio de ranula dejos la lengua.	Then apply the same cushion on the patient's feet.
Alcunas veguadas accideys dejos la lengua apostema asemblant a nomla petita prohibent la lengua de la sua operacio natural; e fort leu es magnificada entro que huempla la boca.	And if there are other signs that indicate a smaller opening, another type of cautery on their legs and a strong one should be used, which is used for the small intestine to make it return to its natural position.
E la operacio en lu es que huebras la boca del malaute sesent devant le solel e considera le apostema.	Then consider the condition of the patient's body and use a hot poultice to draw out the pain.
E si tu le vezes de fusca color o de negra, dur, al qual le malaute no atroba sentiment, lahoras no toques aquel quar es cranc.	And if you feel pain in the area between the thighs, it may be gout.
E si es declinat a blancor, en le qual es humiditat, lahoras tu met le onci en lu, e inscideys aquel am spatum subtil, e inscindeys le de tota partida; e si sanc te ventz en la hora de la tua operacio, lahoras tu pausa desus zegi trissat, so es vetriol, entro que sia restreyt le sanc.	E put your hands on it to keep the gout from spreading.
E aprop retorna a la obra tua entro que lo haias trayt am compliment de lu, entro que sia lavat am vi agre e sal; e cura aquel am l’autra curacio ad aquo entro que sia sanat.	Then apply the proper treatment to your patient's legs, and the cushion, and they have another place for an alternative treatment.
Capitol .xxxvi.	Chapter 36
De extraccio de apostema de doas aurelhas e de aquel que es nada en le golayro e de las autras apostemas.	The doctors apply the term "de doas" to the condition of having an abscess (in the case of a hot, inflamed swelling) or other similar conditions.
Quan endeveno en le golayro godat, so son glandulas las quals son asembladas algodat, las quals accideysso deforas e son nompnadas doas aurelhas, las quals quan tu las curas am aquo que havem dit en la divisio e no es sanat, lahoras tu considera si le apostema es dur, de fusca color, de pauc sentiment, lahoras no toques aquel am ferr.	When it was necessary to treat the patient's swollen glands which are assembled in the glandules, and they are called dotos de la foras.
E si es de roga color e la razic es grossa, lahoras no toques aquela am ferr per le flux del sanc; abantz layssa aquel entro sia madurat, e lahoras o tu trauqueras aquel, o sira romput per si.	And if the pain is severe, they should place a cushion on the patient's leg, so that the swelling will subside.
E si es de blanqua color, radon, e la razit de lu es subtil, lahoras aquel es que cove esser inscidit.	When a patient's legs are cut, the affected area should be cauterized to prevent excessive bleeding.
E la operacio en lu es que consideras, denant la tua operacio, si ja ha repausat le apostema de lu caut am repaus complit o si es deminuit am alcuna deminucio; e lahoras fay sezer le malaute denant le soleyl, e·l cap de lu sia en le tieu se, e huebre la boca de lu, e le servidor prenent entre las suas mas prema la lengua de lu dejos am instrument mot noble del qual aquesta es la forma:	And then you should place your hand on their chest and put another over the patient’s legs, so that they don't move their leg during the operation.
E sia fayt de argent o de aram, e sia subtil cum cotel.	And if it is made of silver or iron, apply a cauterization tool to their legs.
Donc cum tu premes am aquel la lengua e es mostrat a tu la apostema, e catz sobre aquel le tieu vezement, lahoras pren onci e fica aquel en l’amenla, e tira aquel a las partidas defora tant quant podes.	And if you are using a cautery for surgery, make sure to have a cushion ready for the patient's hands.
Otra aquo que tiras alcuna causa de las tunicas, e aprop incideys aquela am instrument del qual aquesta es la forma:	And so cauterize the affected area to prevent complications.
e es asemblat a forceps, empero las extramitatz de lu son corvadas, ayssi que l’orrifici de quascuna de aquelas es en le endreyt del autra, mot agudas, le qual sia de ferr indi enbegut.	And if you are using forceps for surgery, be careful to not sever the nerves in the process.
Mays si aquest instrument no es a tu present, lahoras inscideys aquel am spatum del qual aquesta es la forma de lu: E sia agut de la una part, no agut del autra part.	And if a doctor is not present, you will need to use one form of medicine and not another.
E pus que has inscidit una mella, inscideys l’autra segon aquesta meteyssa manieyra de inscizio, e aprop la inscizio le malaute guarguarise de aygua frega	And then use a small incision to separate the other (part) from the cold pain in the legs.
Mays si endeve flux de sanc, guarguarise aygua de decoccio de scorsa de milgrana o de fuelha de mirtra e semblantz ad aquel de las causas stiptiquas entro que·l flux del sanc sia restreyt, e aprop cura aquel entro que sia sanat.	Mils si endeve, if a patient has a fever, should be treated by applying a poultice made from the medicinal decoction of elm bark or myrtle berries to the affected area.
E alcunas veguadas naysso en le guolayro autras apostemas otra aquelas doas aurelhas, e inscideys aquelas segon que yeu e dit en la inscizio de doas mellas engualment.	Then place your hand on their thighs, and cauterize the other legs.
E yeu ja fu medicat una femna de apostema le qual era nat en le golayro de lu, le qual apostema tendia a color fusca, de pauc sentiment, le qual ja havia claus le golayro de lu, e la femna respirava am meat streyt, e ja havia prohibit a lu comestio e beure de aygua, e ja era pervenguda a la mort si mays agues stat per un dia o per dos.	And you should apply a cauterizer to the woman's throat.
E l’apostema ja tant havia pugat que havia mezes dos ramps entro que eyssiro per dos traucs.	And the abscess had already risen to such an extent that it broke through two openings.
Donc yeu me cuytegui fisturalment e fiquegui en un de lor onci, e tiregui aquel, e atirada es de lu gran porcio, e aprop yeu incidigui aquela de on comprendegui del autre trau, e aprop yeu obrigui la boca de lu, e compremegui la sua lengua, e aprop yeu fiquegui le onci en aquela apostema.	And then one must apply cautery to the affected limb, for that is what they are used to do.
E aprop yeu abscizi gran partida de lu, e no corria de lu sino un pauc de sanc.	And if it is placed on their legs, it will cause pain in the feet.
Donc absolut es le guolayro de aquela femna, e comensec tantost beure aygua, e aprop presec vianda, donc yeu no cessegui inscidir de aquela apostema motas vetz per lonc temps, e succesia apostema en loc de aquel, le qual inscizia entro que es prolonguat aquel.	The cushion should be placed on their legs.
Donc yeu engen agui e cauterizegui le guolayro de lu, donc astec de addicio; e aprop yeu perambulegui e no saubi que fec Dieus de aquela aprop mi.	And if you have gout, apply a cushion to the legs.
Capitol .xxxvii.	The cushion should be placed under the affected area for the pain relief.
De inscizio de huvela quan es apostemada.	From the given context, it seems likely the sentence refers to a medical procedure: "Make incisions on the intestine."
Quan catarr deysen a la huvula, e es apostemada e es longa, lahoras ela es nompnada perpendicular; e si es en la partida dejos grossa e redonda, e lahoras ela es apelada buba.	And if the humors are cold and have settled in a joint, especially in the feet, it should be cauterized.
Mays quan es curada am aquo que havem dit en la divisio, e no comfereys la tua curacio, e eyssament ja vezes que apostema caut ja es ostat de lu e es subtil, lahoras cove que tu inscidas aquela que es agreguadas redonda; e si es ad aquela longitut, e es sanguina, de fusca color o de negre, e no es a lu centiment, lahoras cove que tu temtes la inscizio de lu, quar en aquela es temor sobre le malaute.	Then if you are treating an ailment that involves the legs, use the cushion of the cavity to treat it.
E quan tu vezes aquela segon la manieyra que yeu he dita de la sua blancor e longuesa, que tu fassas sezer le malaute e premas la lengua de lu am instrument del qual procesic la sua forma e aprop fica le onci en la nuva, e tira aquela en jos e inscideys aquela am un de dos instrumentz les quals e ditz en la inscizio de dos mellas.	As you have described, the opening of the tongue is called an incision.
