Ayssi comensan las paraulas de Albucasim .	The patient's body was opened.
E guarda te que no fassas aquo que fan alscus ignorantz barbiers en lor fistinacio e audacia sobre la eradicacio de lor, ses que no aministran aquo que nos havem recomtat; quar motas veguadas fan venir sobre les homes malautias grans las quals son pus dificils que sian trinquadas, e las razitz de lor remaugudas totas, o alcunas de aquelas, o que extrayguas aquela am alcus osses de la mandigula ayssi cum motas veguadas havem testificat.	And if you are already using heat to treat the patient’s feet, it is called gout when applied elsewhere.
E aprop la eradicacio de lu sia lavada la boca am vi caut o vi agre am sal.	Then another servant would be required to be present for the patient's mouth to be washed.
E si endeve fluxs de sanc per aysso, ayssi cum motas veguadas endeve, lahoras trissa alcuna quantitat de zegi e aspergeys sobre la plagua, e si no confereys aquel zegi, cauteriza.	When the blood flows through the legs, treat it accordingly.
La forma de las forceps e tenalas subtils am las quals es mauguda la dent al comensament sia de longua extramitat, de breu manubre e gros, per so que no sian doblatz quan am aquels deves obrar.	When using forceps to remove teeth, you should make sure they are suitable for the patient's needs, depending on whether it is a tooth or a series of teeth,
E sian ayssi cum vezes de gros manubre entro que quan estrenhas am aquelas no sian dobladas, sian breus extramitatz.	And let the great intestine be treated with remedies for its ailments.
E sian faytas de ferr de India descentment faytas de dreytas extramitatz, e en las extramitatz de aquelas sian dentz de las quals las unas intron en las autras e estrenhan per constriccio descent fort, e alscunas veguadas las extramitatz de aquelas sian la forma del bec d’un auzel le qual ha nom ciconia, so es guanta, e son de fort constriccio.	And if they are suffering from gout, which was then called gout by doctors, they are often in pain because of their legs.
Capitol .xxxi.	Of the pains that affect the limbs, some are caused by humors.
De erradicacio de dentz e d‘estraccio dels osses de las mandibulas trincadas.	And if it is necessary to extract a tooth, use proper tools for removing bones from their sockets.
Quan deves la eradicacio de dent le qual es trinquat roman alcuna causa, lahoras cove que tu pauses sobre le loc coto am boder per un jorn o per dos entro que·l loc sia mollificat; e aprop entromet algesti o tenalhas las extramitatz de las quals so asembladas al bec de un auzel apelat ciconia o guanta, la forma de las forceps:	Then you should place your hand on the affected area to prevent further toothache.
Las extramitatz de lor sian faytas dedintz ayssi cum lima o alfagi.	The doctors will treat them accordingly.
E si no obediys a tu a eyssiment am aquestas forceps o tenalas, lahoras cove que tu caves sobre la razit e descrobas tota la carn e entrometas le instrument le qual ha nom atali, so es palanca petita del qual la forma es aquesta:	And if the patient's condition doesn't improve with the use of forceps or with applying it to their joints, then you can apply them to the rest of their body.
E sia de breu extremitat grossa un petit, e no sia enbegut per so que no sia trinquat.	And if the intestine is thin, another cushion should be placed on the leg of the patient to hold it in place.
Donc si per aquo la razit es foro-getada, bo es; e sino, ajuda te am aquestz autres instrument dels quals aquestas son las formas: la forma del primier instrument es de triangulada extramitat en la qual sia alcuna grossesa:	And if you have already opened the patient's thighs, then they are good; otherwise, use other instruments to treat them.
La forma del segon instrument es que sia de triangulada e de pus subtil extremitat.	Then create a second line that is thin and delicate.
E ja so ajudatz am aquest instrument havent dos ramps del qual aquesta es la forma aprop la seguent:	And then there's help for the patient's legs, which is in this form:
e am autres instrumentz les quals precidero en rasura de dentz; quar juvament es fayt am aquest instrument le qual es asemblat a onci gran, e aquesta es la forma:	And if they are other things that cause the pain, then use the following methods:
de la triangulada extremitat torta o curta, la qual sia alcuna grossesa, e no sia enbegut per so que no sia trinquat.	And if the patient has a large or twisted foot, they should be treated with a cushion on their legs, and if the foot is swollen or inflamed, it should be straightened.
E otra sapias que·ls instrumentz de las dentz motz so e semblantment les autres instruments.	And then you should apply cautery to their legs and feet, as they are different from other parts of the body.
Mays le artifexs savi e subtil en l’art, atroba per si mateys segon aquo que a lu significa la operacio e las malautias diversas; quar son de las malautias a las quals les antics no diysero ni pausero propri instrument, per las formas de diversas specias.	The ancients believed that medicine should be practiced with knowledge and precision.
Mays si es trinquat l’os de la mandibula o dels autres osses de la boca, o si poyreys, lahoras sia pes curat sobre aquel en son loc am aquo que es a lu convenient dels instrumentz e de las forceps las quals havem dit en la extraccio de las razitz de las dentz, e ajuda te am gesti del qual aquesta es la forma:	Then when the foot is injured or the other bones (in the mouth) are affected, then place your hand on the jawbone, their position in the case of a toothache:  the other use of the cushion should be done with the doctor’s assistance.
E sia en lu alcuna grosseza petit a petit, e sia instringida o tenguda am la boca per que no evasesca o fuga entro que l’os de tot sia foro-getat; e aprop restaura le loc am medicinas convenientz ad aquo.	And if there is a pain in the foot, which the physician calls a cold that has infiltrated the body, causing inflammation.
Mays si en l’os es petita poyredura, lahoras ratz aquel de aquela poyredura e de la sua negror, e cura aquel entro que sia sanat.	And if someone has pain in their legs due to something lodged there, use another method to treat them.
Capitol .xxxii.	Gout is caused by an imbalance of humors in the body, leading to painful swelling in the joints, particularly in the feet.
De la cura de las dentz eminentz sobre las autras.	And from the treatment of the teeth you will have taken care of them by the time they are done.
Quan las dentz so eminentz no segon lor cors natural per aquelas la forma es laga, e majorment quan endeve a las femnas, e majorment a las piuselas venerablas; donc cove que tu consideras: si dent es nada aprop autra dent, e no es possibla sarradura ni linament de lu, lahoras radica aquela; mays que no sia annexa am autra dent, lahoras tu inscideys aquela am aquest instrument del qual aquesta es la forma; e es semblant a morr de porc, e sia feyt de ferr de India de extramitat mot aguda.	Then use a poultice for the natural humors of the body.
E sia la tua inscizio am la qual inscideyses aquela en trops dias per la duricia de la dent, e que no sia comauguda autra de las dentz.	E que lu sua o lesi, it is necessary to apply a cautery to the tooth.
E si es dent eminent expausat a limadura, lahoras lima aquel am lima de ferr de India del qual aquesta es la forma:	Translation 4: And if you want to make a treatment for gout, use a file to scrape the skin.
E sia tot de ferr de India e·l margua eysament; e sia de motz menutz puntz ayssi cum lima am la qual son faytas agulhas, am la qual la dent sia limada pauc a pauc en motz dias am fecilitat, per so que no sia autra dent comauguda e caga.	Then place your hand on the patient's foot to make a poultice.
E aprop lineys aquela en la fi, e ratz aquela am alscus razoris.	And then the patient must be kept warm, and the body's humors in balance by other means.
E si es dent del qual una partida es trinquada e lideys la lengua, lahoras cove que tu limescas aquel entro que l’aspretat de aquela fraccio sia ostada e engualhada, e sia aplenada per so que la lengua no ledesca ni la paraula no corrumpa.	And if you find pain in a joint, then apply heat to the affected area.
Capitol .xxxiii.	And apply cautery to the affected area to treat the pain.
De restauracio de dentz maugudas am fiel de aur o de argent.	When it is necessary to treat the teeth by making them golden or silver.
Quan accideys a las dentz devant concussio e remossio per percussio o per cazament, e le malaute no pot strenher sobre aquo que manga, e tu has curat aquel am medicinas stipticas, e no ha valgut la tua curacio, lahoras per so que no cagan es engen en aquelas que sian strengudas am fiel de aur e no de argent, quar argent se fa vert e aprop se poyreys aprop alscus dias, mays aur nul temps no es mudat.	And if a blow to the knee should cause the joint to be inflamed, it is said that it is caused by the disease of gout.
E sia le fiel en tal subtilitat e grocesa segon la quantitat que puesca entrar entre las dentz; e la forma de la reccio es que prenguas le fiel e pren lo doble de lu entre doas dentz sanas, e aprop que cresques am doas tortuositatz del fiel entre doas maugudas, o si’ una o motas, entro que pervengua la tela a la dent sana del autra partida.	And if the patient has a bile duct or vein that needs to be treated, then you can use a hot needle to treat them.
