Ayssi comensan las paraulas de Albucasim .	Then apply the words of Albucasim.
Donc absolut es le guolayro de aquela femna, e comensec tantost beure aygua, e aprop presec vianda, donc yeu no cessegui inscidir de aquela apostema motas vetz per lonc temps, e succesia apostema en loc de aquel, le qual inscizia entro que es prolonguat aquel.	And then the wound will be treated with a hot iron to cauterize the legs.
Donc yeu engen agui e cauterizegui le guolayro de lu, donc astec de addicio; e aprop yeu perambulegui e no saubi que fec Dieus de aquela aprop mi.	Then apply a cautery to the patient's body; one applies cautery with caution, as it is necessary to cauterize.
Capitol .xxxvii.	This refers to applying heat to treat gout in the joints.
De inscizio de huvela quan es apostemada.	From incision in the legs when it is caused by a wound
Quan catarr deysen a la huvula, e es apostemada e es longa, lahoras ela es nompnada perpendicular; e si es en la partida dejos grossa e redonda, e lahoras ela es apelada buba.	And if the humors are causing illness to the bowels or legs, it is called humoral sickness.
Mays quan es curada am aquo que havem dit en la divisio, e no comfereys la tua curacio, e eyssament ja vezes que apostema caut ja es ostat de lu e es subtil, lahoras cove que tu inscidas aquela que es agreguadas redonda; e si es ad aquela longitut, e es sanguina, de fusca color o de negre, e no es a lu centiment, lahoras cove que tu temtes la inscizio de lu, quar en aquela es temor sobre le malaute.	Then if you are treating a case of inflammation in the leg, know that those who have a good understanding of their treatment should be aware of the color of the bloodletting.
E quan tu vezes aquela segon la manieyra que yeu he dita de la sua blancor e longuesa, que tu fassas sezer le malaute e premas la lengua de lu am instrument del qual procesic la sua forma e aprop fica le onci en la nuva, e tira aquela en jos e inscideys aquela am un de dos instrumentz les quals e ditz en la inscizio de dos mellas.	When treating a patient's tongue, treat them in accordance with the method I have described for treating one who has been affected by cold humors, apply it to the area with the same methods used to treat the joints.
E cove que no inscidas aquela sino aquo que es ajustat sobre le terme natural ses addicio, quar si tu inscides de lu mays, lediyras le sieu parlar.	And if the patient has a natural opening which is also known as a poultice, you can apply a cushion over their legs, or apply another to the place where the pain is.
E aprop la inscizio, usa de aquo le qual havem recomtat en la inscizio de dos mellas, e cura aquela entro que sia sanat.	And then, make an incision using a tool called aquo (a type of knife) to treat it.
Mays si era le malaute espaventat per la inscizio de lu, cove que use de engen en la cauterizacio de lu ses temor, e la manieyra del cauteri en lu no es sino am aygua aguda, e es que tu pauses le cap del malaute en le tieu se, e aprop prem la lengua de lu am le instrument le qual havem dit, e aprop pren de l’aygua la qual havem dita en le capitol de cauterizacio, e comfeys am aquela caus viva, e pausa aquela no spessa ni subtil, e de aquela omple la concavitat de l’estrument del qual aquesta es la forma:	"And then place a cushion under them, and you must apply your hand to the area when using a cautery."
Sia la extramitat de lu conquavitat en la qual sia pausada la medicina ayssi cum la conquavitat de culher de ray, e pausa le strument am la medicina sobre la vula, e·l malaute jagua sobre le sieu latz per so que corro saliva o musellage de la boca de aquel per la intrinscequa medicina, per so que no deyssenda de aquela deguna causa sobre le golayro de lu e que ledesca aquel.	When a doctor cauterizes a wound on someone's leg, or if a bandage is needed for a wound, apply it to the leg with the appropriate caution.
E aprop te la tua ma am la medicina, e exprem aquela sobre la uvula per l’espazi de miega hora entro que vegas aquela esser denegrada e sedada per la mordicacio de la medicina.	Then apply the heat of a cautery to the area, already cushioned by a cushion, for one hour, as needed.
E si vols, prengues coto e envolopes aquel sobre la extremitat del ray, e submergeys le coto en la medicina, e entrometas le ray am le coto en una canula de sobre entro que·l coto adheresca en aquela canula, e fay aquo tantas vetz entro que consiegues aquo que vols de la cauterizacio de la uva, e aprop leyssa aquela quar ela se seccara e cayra aprop tres dias o quatre.	And if you wish, place the patient's foot under a cushion.
E si indigeysses que iteras la medicina, itera aquela, e aprop la cauterizacio abstergeys en le circuit de la uva am coto enbegut en boder, e mondifica am aquel aquo que es en le circuit de lu de la medicina, e sia lavat am aygua frega, e sia curat deforo am embrocacio, e dedintz am guarguarismes entro que sia sanat.	And if you were to apply to the patient's legs or feet a cushion, they would be healed by that cauterization method, but it is important to note that other methods are also used for relief.
E aquesta especia de curacio es pus salva que inscizio e pus long de temor.	And so this type of treatment is more beneficial than cauterization and requires less fear from the patient.
Alcunas veguadas es curada la uvuola am aquo que es pus subtil que cauteri e inscizio, quar es curat am subfumigacio en aquesta manieyra: recipe calament, ysop, origua, ruda, scicados arabic, camamilla, broyda e semblant ad aquels de las erbas, e ajusta totas aquelas causas, o alcunas de lor, en una ola, e sian submergidas am vi agre, e bulhan; e la ola sia be lutada am lut decentment, e sia en le mieg loc de la ola un trauc, sobre le qual sia pausat un instrument conquau de aram segon aquesta manieyra; sia fayt de argent o de aram.	And if a cushion is needed for their cavity, you must place it on the legs or chest, according to the patient's condition.
E sia entromesa la extremitat en la boca del malaute entro que la vapor poge a la uvula sobre la quanula, entro que la uvula sia mot ofuscada.	And if the pain affects the throat, we call it a cough.
E aprop itera sobre aquela motas veguadas entro qu’es secca, e guarda te que no fassas aquesta curacio al comesament de l’aveniment de apostemas, quar trop ajustaria en le apostema, e no cove que tu fassas aquo, sino deves la declaracio de apostema de lu caut.	Do the same to their legs as you do to the other parts of the body, that is, apply the treatment to those areas from which the ailment originates.
Mays si no es a tu present aquest instrument, lahoras pren una cana e compon en la extramitat de lu un clos de huou, per so que la boca del malaute sia comborida, quar le closc del huou prohibeys la vapor comburir la boca.	This passage describes using a cautery to treat gout in a patient's foot.
E aquesta curacio es bona am salut.	And this treatment will bring about good health.
Capitol .xxxviii.	Capitol 38.  (This assumes "et" means "and", which seems to be the case based on the pattern in the provided examples.)
De extraccio d’espinas e de aquo que adhereys en le golayro e de las autras causas.	And if the pain is caused by a sharp object in the throat, it should be treated as such.
Motas veguadas adhereys en le guolayro o spina de peys o alcuna autra causa.	And if it is necessary to apply cautery to the foot or anywhere else on the body of the patient, due to the cause of the pain.
Adonc cove que tu extraguas aquo que de aquels es apparent, sobre le qual catz la vista, pus que tu premes la lengua am instrument denant solelh, per so que a tu sia declarat aquo que es en la guola.	And if you want to burn away the evil humors from the body, use a hot cautery on their tongue, e.g., by applying a cauterizing tool to the affected area.
E aquo que no apar e es a tu occultat en le guolayro, cove que tu fassas vomir le malaute denant que la vianda sia degerida en l’estomac, quar fort leu la causa annexsa le golayro sira foro-getada per vomit; o que deglusia le malaute una pessa de nap o de razit de laytuga o un boci de pa sec; o prengua una pessa de sponga marina sequa leon, e lia aquela fortment am fiel, e aprop le malaute transglussia aquela, quar cum perve al loc en le qual so spinas e es extrahuda, lahoras so foro-getatz.	When the patient has a sore throat or a cough, they are said to be suffering from a disease similar to a gout attack caused by swallowing a pessa (piece) of food.
E mays pren una anguila e be am fiel liada, e sia dedintz mesa e soptament sia extrayta; o pren un porr e soptament le metas e soptament l’en tratz.	If a patient has an abscess or boil, they are to be treated with a poultice.
Mays si no so foro-getatz am aquelas causas las quals havem ditas, lahoras husa de un instrument de plom segon aquesta forma:	This sentence translates to:
E sia pus gros que ray un petit, e en la extramitat de lu sia conquavitat la qual tu entrometas en la sua guola am facilitat.	And if it is necessary to cauterize the intestine, then use a hot cautery tool.
E el aga le sieu cap elevat en sus, e guarda te que·l tocament del sieu os de la gola, per so que endevengua a lu cos e am aquela que enpellesca le os o la spina, o que aquel le metge am la sua ma.	Then place a cloth on their bones so that they are protected from the cold during the treatment, for the physician must be careful to protect the bone and avoid complications arising from the use of a cautery on their chest.
