Ayssi comensan las paraulas de Albucasim .	And that's when we see the beginning of Albucasim's teachings.
E alcunas veguadas aduna de tota partida am cercle de drap entro le huel ajuste eminencia gran, e aprop sia perforat am le spatum subtil que vengua al preon del huel, e corra la humiditat albuginea, e descen le huel e intra tantost.	And sometimes it is also necessary to cauterize the intestines with a small cushion, et le preon of its location.
E aprop strenh entro que sia sanat.	The treatise states that when the condition of gout requires it, a cushion should be placed under the patient's feet.
Capitol .xxii.	Another translation of the provided sentences would be helpful in understanding the context for the source language being used.
De curacio de alconati.	This means treatment for gout.
Aquesta malautia que es apelada alconati no es sino sania la qual es ajustada en le huel semblant a aygua dessendent e no es aquela.	This illness is called gout, and it affects only the legs.
Mays la manieyra del obrar en ela es que fasses le malaute sezer sobre la sela aparelada e dreyta, e aprop pren le cap sieu en las tuas mas de doas partz e mau aquel entro que veias la sania pervenir a las partidas dejos, e aprop sia siccada e no descenda, e sia ostat le lum, e·l malaute veia las causas ayssi cum vezia.	And if you want to treat a patient for pain, you must first understand that it is caused by a hot humor and then apply the appropriate treatment.
E si no descendra en jos, sapias que es aygua.	And if it doesn't subside, the pain is considered chronic.
Mays si no es preparat le descendement a la sania am aquo que havem dit, lahoras fay le malaute sezer entre las tuas mas e aprop pren spatum subtil e fen am aquel sobre le pannicol cernent un petit deves la continuacio de la conjunctiva am la tunica cornea en la corona (entro al loc vuet), entro que sia fora-getada la sania.	Mays (if) the patient has something to be cauterized, they must use a small, subtle tool for the incision.
Donc cum es fora-getada, lahoras tu distilla en le huel aygua cauda en la qual has mesclat mel o aygua en la qual ja has bulit fenugrec e mel.	And so if you are susceptible to humor-related ailments:  So then apply heat to the affected area.
E aprop sia curat am las autras causas entro que sia sanat.	And if it is treated by a physician, then it will be healed.
Capitol .xxii.	Another option, which aligns better with the literal meaning, would be:
De la curacio de la aygua descendent del huel.	This refers to the treatment of diseases of the body.
Ja havem dit las specias de la aygua en la divisio e qual conveneys a perforar am sermo declarant, lahoras aquel segon la sanetat.	Now, if you want to see what happens when I use a hot needle to pierce the skin on which a cushion has been placed.
Lahoras cove que tu fassas sezer le malaute entre las tuas mas sobre un cayrat e lia le sieu huel sa, lu mot stringent.	Then apply a poultice to the affected area.
E aprop pausa prop de la palpebra del sieu huel la tua ma senestra, si le huel en le qual es l’aygua es le huel senestra; o am la tua ma dreyta, si le huel es le dextre.	And if it is necessary to apply cautery on the patient's right or left eye, use the right eye with a cushion under their humors.
E aprop am la tua ma dextra pren almagda, si le huel es senestre; o am la tua ma senestra, si le huel es de dreyt.	And if it's a right-handed person, use the right hand to apply the cauterizing tool.
E aprop pausa la extremitat de almagda prop de la corona per la grossesa del ray en le album del huel de part del mendre lacrimal, e aprop enpelleys almagda am vertut e revol la tua ma am aquel.	And if you have already opened the way for the pain to subside near the head.
E aprop penetre en le album del huel e sentas que almagda ja es pervenguda a causa vueda.	Then place your hand on the foot to prevent its infiltration by other humors.
E cove que sia la masura del cami de almagda al preon la mesura del spazi le qual es de la pupilla entro a la fi de la negror, e es la corona del huel; quar tu veyras am aquel pupilla am la visio de l’huel per la clartat de la tunica cornea.	When the condition of the body requires it, apply a cautery to the affected area.
E aprop pausa almagda entro al loc en le qual es l’aygua, e aprop tu la atira en jos una veguada aprop autra, e donc si la aygua descen tantost, lahoras vetz le malaute aquo sobre le qual huebre la sua vista tantost, e almagda en le sieu huel.	And if you want to see the patient's suffering, you must use a poultice.
E aprop repausa se un pauc; donc si la aygua es descenduda, lahoras tu depausa aquela autre veguada abantz que almagda ne sia getada.	Then burn them [the affected joints] a little, because they are already resting on their knees.
E donc quan es sicada e no descen, lahoras tu extrat almagda am facilitat, e revol am aquel la tua ma pauc a pauc, e aprop dissolveys en l’aygua un petit de sal clara de gemma e am aquela lava le huel dedintz; e aprop pausa fora le huel coto o stopa o lana infusa en oli rozat e album de huou e ligua am aquo le huel sa.	And thus, when the doctors are finished treating the humors in the body, they say that you should apply a cautery.
Mays nos e aquels que so de nostre temps pause sobre aquel comi trissat am album de huou.	May our people be free from the pain of gout.
E si no obezeys a tu almagda al intrament de l’huel per la sua duricia — quar es alcu dels homes del qual le huel es dur mot —, lahoras cove que prenguas le spatum le qual es nompnat alberid del qual aquesta es la forma:	And if you are unable to find a suitable remedy for a gouty condition, this is how to treat it by applying a poultice.
E donc perfora am aquel aquela conjunctura, e no ultimes la tua ma en le trauc, e no es si no que fassas via ad almagda loc subtil.	And thus, the joints are pierced by the lancet to identify the cause of pain in those parts, which is known as another type of ailment.
E aprop entromet almagda segon que havem dit.	And then apply the poultice to their ailment.
E deves le compliment de la tua obra, sia preparat al malaute dormitori descentment fayt en le qual dorma sobre le sieu dos en mayson tenebrosa, e sia prohibit de totz movementz .	When you burn the skin, it is customary to call it gout, but the patient's condition should be treated by a doctor.
E pausa en la natura de lu aquo per que sia linida la sua natura, e no maugua le sieu cap a la partida dreyta ni senestra de tot.	And if it is necessary to apply cautery, place a cushion under their legs and hold their hands steady.
E sia le liament segon la sua disposicio entro al tertz dia.	And it will be the third day when they are ready for their pain to be treated.
E aprop deslia aquel en aquela maysso tenebrosa e exproha la freol vista, e fay li vezer alcunas causas, e aprop retorna le liament entro al dia .vii.	And if you place a cushion on their legs, then cover them with a cloth to prevent the spreading of the infection.
E no cove que fassas aquo en la hora de las curacios o tantost aprop la infusio.	And so the patient's pain should be treated as soon as possible.
Habantz cove que tu alienes aquo per so quar la aygua puega leugierament per gran e vehement de reguardament.	And if the patient has gout, they can only treat it with a cushion.
Mays si accideys apostema caut, lahoras cove que deslias le huel denant le vii dia, e rectifica aquel am aquo que ceda apostema.	And if an abscess forms in the chest, you should be careful to apply a cushion under it and treat it with another method.
Lahoras tu absol la vista de lu e pausa sobre la cara de lu oral per le qual sia regit le vezement de lu dejos lu per alcus dias, lu existent en la mayszo tenebrosa.	When you see a patient with pain in their legs and their face, they will be treated for many days, but existing on their feet, the patient's pain is from the head of the humors, not from the foot.
E aprop sia gitat de aquela mayzo gradantment e conversa8 en las suas causas.	et al' si ocuso on the cause of the illness.
E sapias que in alchatea no es excusat le discipol de visio alcunas veguadas, e lahoras tu sias ardit sobre la operacio.	The patient should be given a cushion for comfort when experiencing a fever, while using the word "operation" to refer to the treatment.
E ja es pervengut a nos de alcu de aquels les quals so al Artach , e alcu disse que fayt foc en al Ayrac magdaam perforat am le qual es succada la aygua.	And so it is said that the doctors are already burning their hands on the patient's body, which was made by fire.
Mays empero yeu non e vist degu en la nostra terra le qual haia perfeyt aquo, ni e aquo legit en alcu dels libres dels antics; e es possible que aquo sia novel.	And yet, I have never seen a person in our land who had perfect gout.
E aquestas so las formas de las specias de magdaan per que sia sobre aquelas aquel le qual ignora aquelas:	And these are the types of specialties that doctors have so that they can be prepared for anything.
