Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albuccassis.
E es un’autra manieyra de operacio en sufumiguacio de aquela, es que tu prenguas una ola en la qual sian carbos ignitz e la ola sia cuberta am una cobertora en le mieg de la qual sia un trauc, e sia compausat en aquel trauc la extremitat del instrument; e aprop dega desus la subfumigacio; e pause le malaute la sua boca en la extremitat de la canula, e claugua la sua boca per que la subfumiguacio no sia foro-getada entro que sapias que la subfumigacio es pervenguda a la sancguisugua, quar la sancguisugua tantost cayra.	Another method of operation in fumigation is to take a bowl filled with ignited charcoal and cover it halfway with a cloth that has a hole in the middle where the end of the instrument should fit. Place the patient's mouth near the opening, clamp down on their mouth so the fumigation does not escape before you know that the fumigation has reached the bloodstream, because the bleeding will quickly stop.
E si no catz, lahoras tu itera la subfumiguacio motas vetz, e abstengua le malaute de beure, e mange causas saladas e alhs, e no begua aygua, e ayssi necessari es que am aquest regiment sia fora-getada.	If there is no improvement, repeat the fumigation several times and prevent the patient from drinking anything, make them eat salted foods and almonds, and do not let them drink water. It is essential that this dietary regimen is adhered to.
E aquesta es la forma del instrument am le qual es trayta sancguisugua del guolayro quan es vista; e es semblant a forceps ayssi cum vezes, sino quar es en lu alcuna curvitat:	This is the form of the instrument used to treat bleeding from the ulcer when it occurs; it resembles forceps somewhat, but it has some curvature.
le qual sia mesa al guolayro, e la extremitat de lu es semblant a bec de ciconia, que es guanta, en la qual es aspretat de lima, per so quar, quan comprem alcuna causa, aquela no leyssa.	The part of the instrument that is applied to the ulcer should be positioned towards the ulcer, and its end resembles a stork's beak, which is rounded and sharpened with a file, so it can grasp the cause without letting go.
Capitol .xl.	Chapter XL:
En le qual es la suma del sermo en apercio de apostemas e en seccio de lor.	In it is the summary of the sermon on the opening and treatment of ulcers.
Les apostemas so motas specias, de motas manieyras, segon que ve rememoracio de lor, de quascuna en aquest libre.	Ulcers are several species, of many kinds, according to what is remembered about them, in this book.
E so diversas en perforacio e seccio de lor per doas manieyras, de las quals la una es per la specia de apostemas en si meteys; e per aquo que comprem de las humiditatz.	They differ in penetration and treatment by two ways, one of which is the type of ulcer itself; and because of what causes them to be filled with moisture.
E la segonda manieyra es prop les locs en les quals accideys del cos, quar le apostema accident en le cap es autra de la apostema accident en le cul; e le apostema en le loc carnos accident es autra del apostema accident en junctura; e a quascun de lor es son juguament per operacio.	The second method is specific to locations where problems in the body occur, as an ulcer in the head is different from an ulcer in the buttocks; and an ulcer on a fleshy location is different from an ulcer at a joint. And each of them has its own treatment by means of operation.
E mays de apostemas so alcunas las quals cove que no sian perforadas sino aprop maturacio de la sania en aquels o compliment de lor.	And some ulcers should not be perforated except for the maturation of the pus in them or their completion.
So autras apostemas les quals cove que sian traucatz quan son cruzes, e no son maturatz segon lor compliment, ayssi cum apostemas que son propdas a las juncturas, quar apostema quan ve prop junctura, lo esser de lu es prolonguat entro que·s poyreys aquo que es en le circuit de lu, e fort leu son corromputz les liamentz o les nervis de aquela junctura, per que es fayta causa de contraccio de aquel membre; o es apostema prop de membre principal, e si tu tardas la perforacio de lu entro sia madurat nosira al membre principal; o es prop le cul, donc perfora aque no-madurat; e no cove que·l perforas cru, de no-complida degestio, sino aquel que es prop del cul, per so que no poyresca le preon de lu e sia elonguat a las partidas dedintz del cul, e sia fayta fistula, o que sia fayt en le terme de lu que no sia sanat.	Other ulcers that should be perforated when they become hard and are not matured according to their completion, such as ulcers near joints, because an ulcer near a joint lasts longer until the pus is drained from around it, and it corrupts the ligaments or nerves of that joint, causing contraction of the affected limb; or if the ulcer is on a main member, and you delay the perforation too long, it will spread to other parts of the body; or is in the buttocks, so do not perforate an unripe one, but only the one that is near the buttocks, so as not to expose the anus and prolong its duration, causing a fistula or wound that is not healed.
Mays cove que tu sapias la hora de la perforacio de la apostema, e aysso es quan es maturat.	It is important to know when to perform the perforation of the ulcer, which is when it has matured.
E sapias que es madurat quan es la cedacio de la dolor e la cessacio de la febre, e aprop la diminucio de la rogor e de la pulsacio, e la acuitat del cap del apostema, e les autres senhals.	And you will know that it has matured when there is relief from pain and the fever subsides, along with a decrease in redness and pulse, an increase in the head of the ulcer, and other signs.
E quar cove que sapias la perforacio cazer en le loc pus dejos del apostema e de pus venient de curacio de la eminencia.	And because you should know how to pierce through below the abscess where pus comes out during the healing of the prominence.
E perforacio tostemps sia per le lonc de la carn o del cors, si las apostemas son en las partidas de las mas o dels pes, e en loc dels lacertz, de las cordas dels nervis, de las arcerias; e, al derier, en totz locs enguals en les quals no es reflecio; quar en aquels que so reflectitz, usa de perforacio segon aquel membre.	Perforation should be made through the length of the flesh or body, if abscesses are in the joints or limbs, and in the locations of the ligaments, tendons, nerves, arteries; and finally, in all places that swell where there is no reflection. In those that reflect, use perforation according to each member.
Mays quan le apostema es en loc carnos, lahoras miels es que leysses la perforacio de lu entro que sia confermada la digestio de lu segon compliment, ayssi quo havem dit; quar si tu perforas aquel denant aquo, es prolonguat le cors del poyre de lu e de mota sordicia, e fort leu las labias de lu so enduradas e la profunditat de lu.	However, when the abscess is in fleshy tissue, it is better to allow perforation until digestion of the pus has been confirmed, as we have said; for if you perforate it beforehand, the pus cavity extends and there is increased pain and inflammation, and the edges of the abscess become hardened and its depth increases.
Mays alcus apostemas so perforatz segon la latitut de la carn o del cos deves la necessitat, o segon aquo del qual lo membre indigeys.	Moreover, abscesses should be perforated according to the thickness of the flesh or body as needed, or according to the member that requires it.
E cove que administres petita perforacio , e·n les apostemas grans gran perforacio e ampla o motas seccios segon la diversitat de la grandesa dels apostemas.	It is necessary to make small perforations, large and wide or many incisions according to the diversity of the size of the abscesses.
