Ayssi comensan las paraulas de Albucasim .	Thus commence the words of Albucasis.
E guarda te que no ajustes en la fissura per so que am le spatum no pervenguas al huel e ladescas aquel.	And be careful not to close the fracture so that you don't push the pus out and make it worse.
Mays si no apar a tu arternach en le comensament de la fissura, mays que tu ajustes en la fissura un petit am fecilitat entro que procesisca arternach; e aprop extratz aquela ayssi quo havem dit; e aprop submargeys draps de li en aygua e vi agre e pausa les sobre le loc e estrenh aquels am polvils.	But if you don't find pus at the beginning of the fracture, then close it with a small and easily removable stitch until the pus comes out; then remove it as I have said before; immerse cloths in warm water and place them on the area and press firmly with powders.
E so alcus que trissan sal e pausan aquel en la conquavitat de la fissura per so que aquo que es remas de aquela humiditat.	And also, apply salt and let it stand in the concavity of the fracture to draw out any remaining moisture.
E aprop cura aquel entro que sia sanat.	And take care that it is healed.
Mays si accideys en le loc apostema caut, lahoras cura aquel am emplastres cedatils entro que sia sanat.	But if there is an abscess in the location of a cauterized wound, then take care of it with caustic plasters until it is healed.
Capitol .xi.	Chapter XI.
De manieyras de tactimi del huel.	On methods of examining the eye.
Quan en las palpebras dels huels so natz pels ajustatz dejos les pels naturals e so antiquatz, lahoras aquels noso al huel e fan endevenir manieras de malautias ayssi cum lacrimas assiduas e mollificacio de palpebras e tela entro que aquo sia causa de destruccio del huel que s’apela tactinir del huel, e cura se en quatre manieyras: o per cauteri am foc; o am medicina acuta segon que denant es dit en le capitol de cauteri; o es fayt atactini per inscizio e sutura; o per cannas segon que yeu diyre.	When the eyelids of the eyes are naturally closed and become old, this should be examined by the eye, and various methods of treating diseases such as constant tearing, softening of the eyelids, and inflammation that may cause destruction of the eye, known as tactinir of the eye, should be treated in four ways: either by cauterization with fire; or with sharp medicine as mentioned earlier in the chapter on cauterization; or by tactinizing through incision and suturing; or by using canes as I will explain.
E donc cove que tu pauses le cap del malaute en le tieu se; aprop converteys la palpebra del uelh am la tua ma sinistra, e si es convertida, bo es; e sino, entromet agulha en aquela en la qual sia fiel de la partida pus dejos de la palpebra, e fay penetrar la agulha am fiel desus, e aquo sia — prop del marge de la palpebra en le qual naysso les pels — prop dels pels, e tira le fiel a las partidas desus am la palpebra, e converteys aquela am le ray.	And so it is necessary that you tilt the patient's head towards you; then turn the eyelid of the eye with your left hand, and if it turns, it is good; otherwise, insert a needle into the one in which there is no flesh behind the eyelid, and make the needle penetrate through it, and this should be — near the edge of the eyelid where the hairs are absent — close to the skin, and pull the needle above the eyelid with the palm of your hand, and turn it outwards.
E aprop fen en la partida dedintz de la palpebra dejos les pels ajustatz am spatum inscidentz del lacrimal major entro al lacrimal mendre; e aprop extratz le fiel e pausa dejos la palpebra polvilhs petitz de coto o de drap, e aprop senha sobre la palpebra am tenta, e sia ayssi cum figura de fuelha de mirt.	And make an incision in the inner corner of the eyelid where the hairs are absent, and make an incision from the larger lacrimal duct to the smaller lacrimal duct; then remove the needle and place small, powdered cotton or cloth under the eyelid, and apply pressure with a feather or something similar to the shape of a myrtle leaf.
Mays empero cove que sia la figura segon la quantitat de helevacio de la palpebra, quar aquo ja es diversificat en les homes, quar de aquels es le quals indigeys que sia inscidit de la palpebra gran quantitat segon la quantitat per la qual la palpebra es mollificada.	But it should be shaped according to the swelling of the eyelid, because this is different in men, for some require that a large incision is made in the eyelid according to the amount by which the eyelid is softened.
E aprop fen am le spatum sobre las doas linhas las quals has senhadas, e comensa del lacrimal major entro al lacrimal menor.	And make an incision with the pus along the two lines that you have marked, starting from the larger lacrimal duct to the smaller lacrimal duct.
E si’ la tua fissura prop dels pels naturals ayssi cum es la grossetut del rey.	And if your fracture is near the natural hairs, such as the thickness of a king's finger.
E aprop met le onci en un dels dos angles de la codena, e aprop excoria aquela tota, e aprop ajusta am la scitura las doas labias am gula o fiel de lana subtil, e abstergeys le sanc, e fay adherir aquo que superflueys dels fiels sobre dos sobrecils am alcunas causas enviscans, si voles far aquo, e sino, non cures.	And place the onion in one of the corners of the skin, and excise it entirely; then suture the two lips with a stitch or thin thread, remove the blood, and attach whatever superfluous flesh remains over both eyebrows to some sticky substances, if you want to do this, otherwise, don't bother.
E aprop leyssa la sutura dels fiels entro a tres dias o quatre, e aprop cura aquo.	And remove the stitches of the flesh within three or four days and take care of it.
E si vols, layssa la plagua ses sutura, e cura aquela am aquo que exsicca e constrenh, quar la palpebra es alevada deves la sigillacio de la plagua e la agreguacio de lu; mays sutura es milor E donc aysso diysso les antics de taxanir.	And if you want to leave the wound unsutured, take care of it with what dries and constricts, as the eyelid is alleviated by the sealing of the wound and its aggregation; but suturing is better, and therefore the ancients preferred it in this matter.
Mays empero en lu sia sollicitut sobre le malaute, e es de bona operacio, e no es en lu temor.	But it should be done with caution on the patient, and it is good practice, and there is no reason for fear.
E es autra manieyra en taxmir, e es que senhes sobre la palpebra figura ayssi cum fuelha de mirt, e aprop eleva la palpebra am tres uncis segreguatz e congreguatz segon aquesta forma:	And another method in tactinizing is to apply something like myrtle leaves on the eyelid and raise the eyelid with three separate and united stitches according to this shape:
