Praefatio.	Introduction.
Et forma quidem retationis est, ut accipias filum, et intromittas duplum eius inter duos dentes sanos: deinde texeas cum duabus extremitatibus fili inter dentes motos, siue unus sit, aut plures, donec peruenias cum tela usque ad dentem sanum alterius partis.	And the form of retracting is such that you take in a strand and insert its double between two healthy teeth: then with one or more extremities (ends) of this filament, move it between the teeth until you reach the healthy tooth on the opposite side.
Deinde itera texturam usque ad partem a qua incaepisti: et stringe manum tuam cum subtilitate et sapientia, donec non remoueatur prorsus: et sit constrictio tua qua stringis filum, apud radices dentium, ut non euadat.	Then rub the texture up to where you first implanted it with finesse and wisdom until not removed entirely: let your grip on the thread be tight at the roots of the teeth so that it does not erode.
Deinde incide extremitates fili superfluentes cum forficibus: et aggrega utrumque, et conuerte eas cum gesti: et occulta ipsas inter dentem sanum et dentem motum, ut non laedat linguam: deinde dimittatur ita strictum dum remanet.	Then beat with your nails the excess ends of the filament and bring them together tightly; bend or twist these two parts in unison as you would move, making sure not to harm the moving dental structure within: after that release it firmly until it remains. This completes the method for careful retraction without damaging teeth during a procedure requiring such technique.
Si autem soluitur, aut inciditur, stringe eos cum filo alio, et stabit cum eo taliter tempore toto.	If it slips or tears apart, take hold of the remaining thread with another piece similarly as time-appdictly maintains its position; ensure that your grip holds firm and steady throughout this momentary lapse in control within the procedure's scope. This directive undersc0unds immediate corrective action to preserve integrity during a delicate operation where threads are employed
Et haec est forma Dentium, et figura retationis duorum dentium sanorum, et duorum dentium motorum, sicut uides.	This is the form of teeth and figure for two healthy teeth's retraction as by movable ones (teeth), just like what you hear with ears listening to sounds. This comparison illustrates how carefully one must manipulate not only dental instruments but also considerate movements akin to attentive hearing, emphasizing precision in both surg
Et quandoque fit, ut redeat dens unus, aut duo post casum urriusque in locis suis, et retentur sicut narrauimus, et remaneant: et non facit illud nisi artifex, prudens, et expertus.	And when it happens that a tooth is extracted and returns into its original places in the respective locations as narrated, remaining therein without causing any harm; this occurs only if not by chance but through skill of an experienced practitioner who exercises prudence with finesse. This sentence emphasizes the expertise required for safe dental procedures where teeth may involuntarily move after extraction and must be handled delicately to avoid further complications or injury, highlighting that such adept outcomes are not due to luck but rather a result of professional competency in surgical practice on this matter.
Et quandoque aptatur aliquod ex ossibus uaccinis: et fit ex eo sicut forma dentis, et ponitur in loco, ex quo munitur dens et stringitur, sicut diximus: et remanet, et seruitur cum eo tempore longo.	And when suitable materials are prepared from bone fragments: and takes on a form similar to teeth, placing it in the position of whereby the molar is secured by thread; as previously noted—and remains fixed therein for an extended period — underscoring that this technique ensures long-term retention just like with natural dentition. Here we find further evidence of meticulous methods used to repair and stabilize, using materials akin in function and positional dynamics to those found within the human mouth, thus enabling healing processes or structural reinforcements that mirror biological solutions for sustained time frames while underlining reliance on skilled practitioner expertise.
¶ De incisione ligamenti quod accidit sub lingua, et prohibet loquelam.	From incision of the band that occurs under the tongue, and forbids it from being cut.
Caput XXXIIII.	Head XXIV. (The translated Latin phrase "Caput XXXII
Quandoque ligamentum hoc quod accidit sub lingua, est aut naturale, cum quo nascitur homo, aut accidentale, a uulnere quod iam consolidatum est.	At times this band under the tongue is either natural as in man's birth or accidental once it has solidified. (This translation captures the essence of when and how ligaments associated with surgical procedures may occur naturally during human development, or by chance after they have become established.)
Et operatio in eo est, ut aperias os infirmi in capite eius in sinu tuo, et eleua linguam eius: deinde incide illud ligamentum neruosum per latitudinem, donec soluatur lingua a retentione sua.	And the operation is to open your mouth for it there and ease its tongue; then incise that nerve through its circumference until the tongue releases from holding itself. (This sentence outlines an ancient surgical technique involving carefully manipulating or cutting specific structures within the body, specifically aimed at relieving a condition by freeing up something—likely tied to speech impediments given the focus on 'tongue'.)
Quod si in eo fuerit quiddam duriciei et nodationis, et fuerit illud ex consolidatione uulneris: tunc proiice in illud uncinum, et finde illud per latitudinem, donec incidas ligamentum, et soluatur nodatio.	If there be something of bone and knotting within it, and that is from the consolidation of wounds: then thrust into this point an uncinate instrument (likely referring to a surgical hook or similar tool), find through its circumference until you reach the ligament, and cut away at the nodule. (Herein described are steps in handling complications involving bone fragments ('durice') within wounds that require intervention—suggesting an older medical practice where physical tools were used to manage such injuries.)
