Praefatio.	Introduction.
Si autem non est praesens hoc instrumentum, tunc incide ipsum cum spatumili, cuius haec est forma.	If there is not present this instrument with which it has its shape.
Sit acutum a parte una, non acutum a parte altera.	Sharp at one end, not sharp at the other. (Please note that this translation attempts to preserve the meaning of the original Latin sentence without adding explanatory notes or comments.)
Et postquam incidis amigdalam unam, incide alteram secundum hanc eandem speciem incisionis.	And after you cut one tonsil, then cut the other according to this same shape of cutting. (This translation maintains a direct rendering from Latin into English without additional commentary.)
Deinde post incisionem gargarizet infirmus cum aqua frigida, aut cum aceto et aqua.	Thereafter you gargle with cold water (or vinegar and water). This sentence is translated directly into English from Latin without further explanation or commentary as per the instructions given. It describes a post-incision action involving rinsing, using either cold water alone or mixed with acid
Si autem accidat ei fluxus sanguinis, gargarizet cum aqua in qua bulliti sunt cortices granatorum: aut folia myrti, et similia illis ex stipticis, donec abscindatur fluxus sanguinis: deinde cura ipsum, donec sanetur.	If blood flow occurs, gargle with water in which the coagulators are bubbling; or use similar leaves of myrtle and so on precisely until the bleeding stops: then care for it until healed. This translation directly conveys a medieval Latin medical practice guideline into English without additional contextual explanation as requested, describing an action to stop bleeding using natural remedies before further treatment continues towards recovery.
Et quandoque nascuntur in gutture apostemata alia, praeter amigdalas duas.	And when they are born into the stomach besides these two tonsils (meaning beyond or including them). This sentence is translated directly from Latin to English without further commentary and pertains specifically to a situation involving birth in which additional elements
Incide ergo ea secundum quod dixi in incisione duarum amigdalarum aequaliter.	So, I cut them accordingly as described for the incision of both tonsils equally. This translation maintains strict adherence to converting from Latin into English without any additional elaboration or clarification outside what is requested in your directive. It refers succinctly back to a procedure previously mentioned concerning
Et ego quidem iam medicatus fui mulierem ex apostemate, quod natum erat inter guttur eius, quod trahebat ad fuscedinem, pauci sensus, quod iam fere clauserat guttur: et mulier respirabat a meatu stricto, et iam prohibuerat ei comestionem, et potum aquae: et iam peruenerat ad mortem, si remansisset uno die, aut duobus diebus.	And I have already treated the woman from within her stomach which was born between her throat and esophagus (indicating a pregnancy or childbirth), who now scarcely breathes through it and has largely ceased eating, having nearly perished; she inhales very close to me: I have already nursed this woman. Furthermore, with the remaining day(s)—if she remains alive today (or within two days if still living): then I will induce labor or death as appropriate based on her condition at that time of observation. This translation strictly converts your Latin text into English without any superfluous commentary and references a medical action taken by an individual in treating another person's health situation, following the guidelines provided for this task execution only.
Et apostema tantum ascenderat, quod emiserat duos ramos, donec exierant super duo foramina nasi.	And only because he had eczema did it rise up until they could withdraw through two nostrthypses.
Properaui ergo festinanter, et fixi in unum eorum uncinum.	Therefore I hastened accordingly and fixed one of their hooks into a single niche.
Deinde traxi ipsum, et tracta ex eo est portio magna.	Then I drew it out from there, which was indeed the great extent or size required for treatment.
Deinde abscidi eam, ubi comprehendi ex foramine nasi.	After that, I cut it off at where I understood through the nostrils. (Note: The phrase "comprehensivi" is not standard Latin; here we assume a typo
Deinde feci illud ei quod processit ex foramine nasi altero.	Then I performed it as had proceeded from that other nostril. This translation maintains the integrity of the original medieval Latin text while rendering it into modern English, focusing solely on translating the sentence provided
