Praefatio.	 Praise
Oportet ergo quod intromittas extremitatem radii sub palpebra, et eleues eam sursum: aut extendas eam cum uncino: deinde incide adhaerentiam cum spatumili subtili, quod non sit cum acuitate incisionis spatumilium, imo sit obtusum parumper: ut non inquietetur infirmus apud operationem, et remoueatur spatumile, et laedat oculum cum acuitate sua: et sit incisio tua quasi tu excories illam adhaerentiam cum facilitate, donec quando redit palpebra secundum formam suam naturalem, et sanetur adhaerentia tota.	 "You should then insert the tip of your thumb under the eyelid and lift it up; or extend it with a knife; thereafter cut into it gently with a sharp, thin instrument, such that there is no discomfort from the incision's sharpness; so that you do not worry about an ill-at-ease patient when performing the operation. And after the eyelid has been removed smoothly, then let your incision be closed as before.
Funde tunc in oculum aquam salsam, cum aqua ablue ipsum: aut distilla in ipsum ex sief facto, ex ziniar dissoluto cum aqua.	 "At that point in the eye, you pour salt water into it; or distill it out using factum or ziniar, by dissolving with water.
Deinde separa inter palpebram et oculum cum licinio lini: et pone super oculum lanam infusam cum albugine oui: et post diem tertium utere sief, et cum solidatiuis, donec sanetur.	 "Then separate the eyelid from the eye with a linen strip; and place above the eye a soaked strip of linen with alum (alumina). After three days use factum or ziniar to remove it along with any crusts that may have formed.
¶ De incisione ungulae et eminentiae carnis lachrymarum.	 "From incisions in the eyelid and areas around the eyes.
Caput XVI.	 "Chapter Sixteen
Scias, quod ungula est secundum duos modos.	 "Know that an eyelid can be removed using two methods.
Aut est neruosa: et est similis sifac duro, subtili.	 "Or it may be plucked gently; and with a soft, thin instrument similar to factum or ziniar.
Aut est non neruosa, similis humiditati congelatae albae: quae quando tangit cam ferrum, aut conaris capere eam cum uncino, abscinditur, et non figitur in ea uncinus.	 "Or it may not be plucked gently; and is similar to a frozen piece of white cloth that can be torn with the knife or grasped by using factum or ziniar; then cut away from there.
Et utraeque species non incipiunt, nisi a lachrymali maiore, usquequo uadit paulatim, donec cooperit uisum, et prohibet lumen, et motum oculi.	 "The other two types of eyelid removal do not start until the eye is already more swollen; they gradually let go slowly and stop opening up or moving the eye.
Et modus operandi in incisione eius est: ut ponat infirmus caput suum in sinu tuo.	 "And the method to remove it is as follows: place your patient's head in yours, so that you can see how they have made a slit at an angle.
Deinde aperi oculos eius, et eleua palpebram manu tua.	 "Then open up their eyes and lift the eyelid with your hand.
Deinde collige ungulam cum uncino paucae duplationis, et extende eam ad superiora.	 "Then secure the eyelid tightly with two or three fingers of factum or ziniar; and extend it upwards.
Deinde accipe acum, et intromitte in eam pilum ex pilis equi, et bouis, aut uaccae: et sit filum forte, et duplica extremitatem acus parumper, et fige eam in medio ungulae: et penetra eam cum acu, et liga cum filo ungulam, et extende eam ad superiora: et excoria cum pilo latus ungulae quod sequitur pupillam, ac si tu serres eam cum pilo usque ad postreimnum eius.	 "Then take a thread from the tail of a horsehair and its corresponding hair; or some other fine thread: make it strong, double both ends with factum or ziniar to secure it tightly; fasten this into the slit in the eyelid; pull gently on it; extend it upwards; and remove any hairs that follow the pupil. And if you hold onto it up until their forehead, then release it at the very end of their eye.
Deinde incide residuum in radice lachrymalis cum spatumili subtili, aut cum forficibus paruis: et dimitte carnem lachrymalis naturalem, ut non accidat ex incisione eius cursus lachrymarum assiduus.	 In the event that no tears are shed from an injury to the lacrimal gland itself or through its ducts with small spatulas (needles), it is necessary to remove the natural meat of the lacrimal glands, lest they be injured by continued incision and repeatedly weeping.
Et quandoque extenditur ungula cum uncino solo: aut cum filo, sicut diximus.	 Or when a hook or a single cord extends along with it; just as we said.
Deinde excoriatur cum spatumili leni, cuius haec est forma.	 Then they are scraped off with blunt spatulas, which is their shape.
Et caue, ne tangat spatumile tunicam corneam, et accidat in ea ruptura, et perforetur pupilla.	 And as well, if the blunt spatulas should come into contact with the cornea of the eye; they would cause injury and tear away the pupil.
Deinde post incisionem, proice in oculum aliquid salis contriti, aut ex sief facto ex ziniar, et dimitte ipsum usque ad diem alium.	 After an incision has been made, if anything salty is introduced to the eye; either from a blow or a sharp object, it should be removed until another day.
Deinde cura ipsum cum eo quod oportet, usquequo sanetur.	 And after that thing with which treatment is required, must remain uncured for as long as necessary
Quod si ungula est non neruosa, et non potes intromittere in eam acum, neque figitur in ea uncinus, tunc multotiens curatur haec species ungulae cum medicinis, et sanatur sicut narraui in diuisione.	 If the hook is not smooth and cannot be introduced into it without injury; then this species of hooks must repeatedly be scraped off with medicines and they are cured just as they are scraped from urine in a dish.
Quod si uis incidere eam, tunc aperi oculum infirmi, et accipe spatumile subtile, lene, debilis acuitatis, secundum hanc formam.	 If you make an incision into it; then open the eye and take blunt spatulas gently, weakly, badly made but of a small size, according to this shape.
Et rade ungulam desuper rasione cum subtilitate.	 And after that, scrape off the hook with subtlety.
Quod si uides quod ipsa rarificatur et confringitur, et imprimit in eam rasio, tunc distilla ex hora tua in oculum ex sief facto ex ziniar, aut ex sief rubeo, aut sale trito: et opila oculum usque ad diem alium.	 If you see that the thing is to be removed and must be separated from it and reason dictates it; then distill out of your eye by a blow or sharp object, salt water, or an oily rag, until another day.
Deinde itera super ipsam operationem, donec remoueatur totum eius.	 Then repeat the same treatment until all is removed from him.
Nisi contrarium sit tibi in oculo apostema calidum: tunc enim dimitte ipsam, et cura apostema, donec sanetur.	 Unless there are hot ashes in your eye; then immediately remove it and treat the ashes until they are cured.
Deinde itera operationem super ipsam cum rasione, donec sanetur.	 Then repeat the same treatment with reason until all is removed.
Eminentia autem carnis lachrymalis, si nocet in oculo nocumento magno, suspendatur cum uncino, et incide ex ea partem eius: et non ultimes incisionem, ut non accidat cursus lachrymarum.	 However, the natural meat of the lacrimal glands if it causes great harm to the eye, should be scraped off with a hook and cut away from that part of them; so as not finally to make an incision lest they continue weeping excessively.
Deinde stilla in lachrymale sief rubeum, aut factum ex ziniari, donec sanetur.	 "Therefore, when tears fall from a tear duct due to sneezing, it should be treated.
¶ De incisione Alguardenic, et carne nata in oculo.	 "From the incision of the eyeball and the flesh that enters the eye.
Caput XVII.	 "Head seventeen
Nascitur quandoque in quibusdam oculis hominum caro rubea composita, uel superposita, donec cooperit pupillam, aut appropinquat, aut stringit super palpebras, et fortasse conuertit palpebras ad exteriora: et assimilatur rosae balaustinae.	 "Sometimes blood from the eyes of men is collected together or overlaid on the pupil, so that it can close the eye, or protrude forward to the eyelashes and turn them outwards; and in some cases, it turns the eyelids towards the outside; and it becomes accustomed to the roses.
Et operatio in ea etiam est, ut ponat infirmus caput suum in sinu tuo.	 "And there is also an operation involved so that a patient can put their head into your lap
Deinde aperi oculos eius, et collige illam carnem totam cum uncinis conuenientibus ad illud: et tene illud cum forcipe uno, aut gesti.	 "Therefore open his eyes and lay the whole flesh with the fingertips over it; hold it with one forceps or a hand.
