Praefatio.	 Preface
¶ De cura opilationis accidentis Auri.	 Of the care of hair loss accidents ears.
Caput VII.	 The seventh head
Quandoque egrediuntur quidam infantes ex uentribus matrum suarum non perforati.	 When some infants come from the parents who have not been perforated.
Et iam accidit etiam quibusdam hominibus opilatio in meatu Auris a uulnere, aut carne nata in ea.	 And it has also happened to some people that loss of hair happens because there was injury at the ear or from birth.
Et haec opilatio quandoque fit in profundo foraminis Auris, quam non consequitur uisus: et quandoque accidit ad exteriora foraminis parum, et consequitur eam uisus.	 And this loss of hair occurs sometimes in the deep hole at the ear which is not due to us; and sometimes it happens from the outside holes barely, and it follows that one.
Illa ergo quae accidit in profundo Auris, et quam non comprehendit aspectus, est in pluribus dispositionibus difficilis sanationis.	 Therefore, those who it has happened at the deep hole of the ear and does not understand the aspect, are very difficult to heal many ways.
Et in illa quam consequitur uisus, oportet ut ponas Aurem infirmi in sole, et aspicias in ea: tunc si uides opilationem apparentem, aperi eam cum spatumili subtili, cuius forma est haec quae sequitur, sit extremitas eius in qua sit quaedam latitudo parua, cuius quaedam pars sit acuta: et reliquum spatumile sit duarum laterum lenium: ut non laedat aurem.	 And for those who it follows us because of an injury at the ear hole, it is necessary to put the ear in the hand with its face down and wash gently; if you see the loss of hair appear, open her with a small brush which shape is this which follows, place your thumb on his extremity where there is some slight latitude, sharp part also exists. And what remains after that should be washed by two hands lightly so as not to burn it.
Si ergo opilatio est a carne nata in meatu auris: tunc tene eam cum uncino subtili, et incide eam cum facilitate uehementi, donec auferatur tota caro.	 The opening of an artery from skin to ear is done with an incision made delicately and cutting it easily after applying a certain substance that facilitates the process until complete severance of the flesh occurs.
Quod si opilatio est in profundo auris: tunc accipe radium subtilem, lenem, et calefac ipsum cum igne parumper: deinde mitte ipsum in meatum auris.	 If the opening is in the deep ear: Then take a small needle and thread it through delicately, until you have heated it over fire to harden it; then move it into the ear canal.
Si ergo senseris opilationem cum eo, quod inuenit infirmus cum grauitate auditus, conare apertionem eius cum facilitate: et caue, ne uulneres neruos auris.	 If you are performing surgery using this tool and it becomes worn out because of frequent use with hearing impairment, then repair the opening for him carefully to avoid ear pain
Deinde pone in aurem licinium secundum quantitatem amplitudinis foraminis, quod inuoluisti in unguento aegyptio: fac illud aliquot diebus, donec sis securus de consolidatione uulneris.	 After placing the ligature in the ear according to its size opening and piercing it with an awl from Egypt: let this be done for several days until the swelling is settled.
Aut accipe licinium, et infunde ipsum in aqua rosata, et pulueriza super ipsum zegi tritum, et utere ipso.	 Or take the ligature and immerse it in hot water, then squeeze over it vinegar juice, until you mix them together; after that use this mixture to suture him up.
Quod si uides aurem iam apostemari: tunc oportet ut extrahas licinium, et permittas ipsum cum licinio alio, quod inuolues in caeroto quod sit factum cum oleo rosato, donec sedetur apostema calidum: deinde cura ipsum usquequo sanetur.	 If you are removing the ligature already: then remove it immediately and allow it to be mixed with another ligature that has been soaked in olive oil, until the heated ligature is cooled down; after that, take good care of it so that it can heal completely.
Si autem accidat fluxus sanguinis: tunc submerge spongiam, aut pannos in aqua frigida, et pone super eam aurem: et utere reliqua curatione, quae abscindit fluxum sanguinis praedicta in tractatu distillationum.	 If you have a burst artery: Then immerse the sponge or cloth in cold water and place it over his head; after that use the remaining cure to stop the blood flow which was cut off by this distillation treatment.
¶ De cura Altheli palpebrarum.	 On how to heal eyes.
Caput VIII.	 The eighth chapter of the book on head surgery.
Isti Althelil qui accidunt in Palpebris oculi, quandoque sunt humidi, et sunt sicci.	 Those who fall into the eyes and sometimes become wet or dry.
Oportet ergo ut teneas eos cum tenaliis: aut cum uncino, et incidas eos cum spatumili a radicibus suis.	 Therefore you should hold them with tweezers; or with a needle and thread the eye and cut it at its root.
Deinde pone super loca zegi tritum.	 After that apply vinegar juice to the location.
Si autem ex eis fluat sanguis, tunc cauteriza eos cum cauterio lenticulari subtili.	 If blood flows from them: then burn them with a small, fine cautery.
Et cauterizare eos, est melius post incisionem.	 And after cutting them it is better to burn them.
Multotiens enim redeunt quando remanet ex radicibus suis aliquid.	 "Many become infected when a part of their roots is severed.
Et quando cauterizantur cum igne, comburuntur illae radices, et non redeunt.	 If they are burned with fire, the roots are burned and do not return.
¶ De cura Grandinum palpebrarum oculi.	 For healing of eyes
Caput IX.	 Head 9
Multotiens accidit in palpebris aliquid quod assimilatur Crandini in fortitudine sua, et sua duricie, et propter illud nominatur Grando: et est aggregatio humiditatis grossae in palpebra superiore, et palpebra inferiore.	 Many is damaged to the eyes something which is like Ceado with its strength and firmness, because of that it is called Grando; and there is an accumulation of large moisture on the upper eyelid and lower eyelid.
Operatio ergo in eis est, ut consideres tunc, si est Grando procedens in eo, quod apparet de palpebra, et mouentur ad omnem partem, et res eius est facilis.	 Therefore operation on them is necessary, so that you consider when Grando proceeds to it what appears from the eyelid and move to all parts of it; for his is easy.
Finde ergo super eam fissura per latitudinem.	 Then find a fissure across the width.
Deinde excoria eam ab omni parte cum facilitate, donec euadat.	 Then smooth it all around with ease until it is gone.
Deinde suspende eam cum uncino, et abscinde ipsam.	 Then suspend it with a hook and remove it.
Si autem non praeparatur tibi abscisio eius, nisi postquam tu penetras palpebram cum incisione parumper, tunc nocet infirmo illud in aliquo.	 If the separation of his part is not prepared for you except after you penetrate the eyelid with a more powerful incision then that will be harmful to him somewhere.
Quod si fissura est magna: tunc aggrega ipsam cum sutura: et cura ipsam, donec sanetur.	 If there is a large fissure, then bind it firmly with stitching and heal it until it becomes well.
Et si est parua, non superueniet tibi malum ex ea.	 And if the fracture is small, you will not suffer evil from it.
Vnguentum enim restaurat ipsam, et incarnat eam.	 It was restored and reborn.
Et si grando est decliuis ad interiora auris uersus superficiem intrinsecam, tunc inuersa palpebram, et suspende grandinem cum uncino: praeter quod indigeas incisione, et preme eam ab omni parte.	 If Grando is removed from the inner surface of the ear to its outer surface then the eyelid should be turned inward and suspended with a hook except where you cut it and remove it completely around.
