Praefatio.	Prefatory.
Et non euacues infirmum ex regimine bono, ex recaeptione medicinarum.	And do not make the patient worse by improper treatment or neglect of medicines.</start_of_turn>
Nam si bonum fiat regimen, et euacuetur phlegma, sanabitur auxilio Dei cum isto cauterio.	For if good treatment is done and the phlegm is evacuated, healing will take place with the help of God along with this cautery.</start_of_turn>
¶ De modo cauterizandi in Rupturis.	¶ Regarding the cautery of ruptures.</start_of_turn
Caput XLVII.	Chapter XLVII.</start_of_turn>
Quando accidit Ruptura in inguinibus, et descendit intestinum, aut zirbum ad testiculum, et est illud incipiens propinquum: tunc oportet ut praecipias infirmo dimittere comestionem in die suo.	When a rupture occurs in the groin and the intestine or bladder descends to the testicles, and it is imminent: then it is necessary to expel the patient from the diet for a day.</start_of_turn
Et utatur ex lenientibus, quo descendat stercus a uentre suo.	And let him use gentle food, from which the stool will descend from its belly.</start_of_turn
Deinde sedeat inter manus tuas super dorsum suum: et praecipe ei, ut teneat anhelitum suum, donec egrediatur, uel appareat zirbum, aut intestinum.	Then let him sit between your hands on his back: and command him to hold his breath until the bladder or intestine comes out, or until it appears.</start_of_turn
Deinde reduc ipsum digitis tuis, et signa cum encaustro sub Ruptura super os pectinis, cum signo cuius extremitas sit similis medietati circuli ad superiora corporis.	Then reduce it with your fingers, and sign with the cautery under the rupture over the bone of the pelvis, with the sign that its extremity is similar to half the circumference of the body.</start_of_turn
Deinde igni cauterium, cuius haec est forma, donec ueniat album, et proiiciat seintillas.	Then the cautery is applied, its form being such that it shall remain white until it has approached its target, and shall emit sparks.
Deinde reduc intestinum, aut zirbum ad concauitatem suam.	Then the intestine, or the bladder to its cavity
Deinde ponat minister manum suam super locum, ut non exeat intestinum: et tu iam aperuisti inter crura infirmi, et posuisti sub eo puluinar, et seruiens alius super crura eius, et alius super pectus eius qui tenet manus.	Then the hand of the minister is placed over the place, so that the intestine does not escape: and you have opened between the ribs of the patient, and placed under it powder, and a servant over the ribs of him, and another over his chest which holds the hand.
Deinde depone cauterium super ipsum signum, manu tua cum cauterio stante recta.	Then the cautery is placed upon the very sign, your hand with the cautery being held straight
Et tene ipsum, donec cum eo consequaris os: aut itera cum eo uice alia, si non consecutus fueris cum eo in prima usque ad os.	And hold it there until you reach the bone: or repeat it with it another time if you have not succeeded in reaching the bone from the first attempt until the bone itself
Et prudenter obserua ab exitu intestini in hora cauterizationis tuae, ne comburas ipsum, et eueniat per illud super infirmum aut mors, aut malicia magna.	And cautiously observe the escape of the intestine during the process of your cautery, that you do not burn it, and that it escapes through that over the patient or the blood, or great harm.
Et scias, quod quando tu non consequeris cum cauterio os, non confert operatio tua.	And know that when you do not reach the bone with the cautery, your work is in vain.
Et oportet ut sit cauterium infantium subtile, secundum mensuram eorum.	And it is necessary that the cautery be fine for infants, according to their measure
Deinde cura cum reliquis unguentis, donec sanetur.	Then take care of the remaining parts, until they are healed
Et sit infirmus iacens super dorsum suum quadraginta diebus, donec sigilletur uulnus.	And let the patient rest upon his back for forty days, until the wound is healed
Et oportet, ut ponas nutrimentum eius longitudine temporis curationis eius, quod leniat uentrem eius: ut non exeat intestinum apud conamen et egestionem.	And it is necessary that you give him nourishment during the time of his recovery, which will soften his bowels: that the intestine does not escape from its place at the concavities and evacuation.
Deinde quando uult surgere post quadraginta dies, tunc administra ligamentum decenter factum, et teneat ipsum quadraginta diebus aliis.	Then when you wish him to rise after forty days, then manage the loosened ligament and keep it for another forty days
Et minoretur a labore, et repletione cibi et potus, et uocibus uehementibus.	And they do not return from work, neither from the repletion of food and drink, nor from the use of strong medicines.
Nam quando utitur hoc regimine, ita sanatur sanatione integra.	When one uses this regimen, the body is healed whole
Et ego dicam curationem Rupturarum cum incisione in capitulo suo.	And I shall say that the treatment of ruptures is with an incision in its chapter.
Quando autem Rupturae accidunt in reliquo uentre, et sunt incipientes, et uis ut non addantur, tunc cauteriza Rupturam eius cauterio rotundo secundum quantitatem eius: et sit illud quod aduritur ex tunc sicut tertia eius.	When, however, the ruptures happen in the rest of the belly and are beginning, and one wishes that they should not be added, then cauterize the rupture with a round cautery according to its quantity: and let that which is cauterized be as much as three-fourths of it.
Deinde cura ipsum, cum eo quod diximus: et non addetur.	Then care for the itself, as we have said: and do not add to it.
Et iam dixerunt quidam primi: ut cauterizetur Ruptura cum cauterio triangulato, secundum hanc formam.	And some people say that the rupture should be cauterized with a triangular cautery, according to this shape.
Postquam signatur cum encaustro, et ponitur linea quae est per latitudinem in latere superiori Rupturae, et linea altera ad inferius.	When it has been signed with the cautery, and a line is drawn which is along the width on the upper side of the rupture, and another line is drawn to the lower side
Et depone manum tuam in medio cum cauterio clauili.	And put your hand in the middle with the cautery clamp
Sed cauterium primum est facilius et melius.	But the first cautery is easier and better
¶ De modo cauterizandi in doloribus propter casum, aut percussionem.	In the case of pains caused by falling or percussion.
Caput XLVIII.	Chapter XLVIII.
Quando accidit in quibusdam membris a casu, aut percussione dolor: et perseuerat ille dolor tempore longo, et non confert in eo curatio cum medicinis: tunc oportet ut cauterizetur cum cauterio Puncti.	When in some limb there is pain from a fall or percussion, and the pain persists for a long time, and does not yield to treatment with physicians: then it is necessary to cauterize with a Puncti cautery
Et sit cauterium omnis membri cauterium secundum magnitudinem eius, et ipsius paruitatem, et debilitatem eius, et ipsius uirtutem, et locationem torsionis, et doloris ex eo.	And the cautery must be of the size of the limb, and of its proportion, and of its flexibility, and of its toughness, and of the twisting of the part, and of the pain from it
Si ergo sanatur ex cauterio primo, est bene.	If he has recovered from the first cautery, it is well.
Si non: tunc itera super ipsum cauterium.	If not: then repeat over the said cautery.</start_of_turn>
Quoniam de consuetudine horum dolorum est, ut permutentur ex membro ad illud quod appropinquat ei.	For the custom of these aches is that they change from member to member approaching them.</start_of_turn>
Quare oportet ut consequaris eos cum cauterio, donec sanetur infirmus.	Therefore you must follow them with the cautery until the patient has recovered.</start_of_turn>
¶ De modo cauterizandi in Lepra.	About the manner of cautery in Lepra.</start_of_turn
Caput XLIX.	Chapter XLVIX.</start_of_turn>
Leprosi autem quandoque iuuantur cauterio iuuamento maximo.	Leprosy, however, sometimes requires great cautery.</start_of_turn
Et praecipue species Leprae, quae fit propter putrefactionem phlegmatis et melancholiae: cum ergo uis cauterizare ipsam considera.	And especially the kind of Leprosy which is caused by putrefaction of phlegm and melancholy: with such a kind you must consider the cautery itself.</start_of_turn
Si ergo Lepra est ineipiciens, et curasti eam cum eo, quod diximus in diuisione, et non descendit, neque stat: et times super infirmum, quod comprehendat corruptio super totam complexionem eius: tunc cauteriza eum super caput quinque cauteriis: uno in medio capitis noto, et secundo inferius eo uersus frontem apud finem capillorum, et duobus super duo cornua, et uno posterius super nucea ceruicis.	If the Lepra is not serious, and you wish to do something with it as we have said before, and it does not progress: and times over the patient, which includes corruption over his whole face: then cauterize him over the head five times: one in the middle of the head known as the nuchal, and the second below it facing the front near the end of the hair, and two over the two horns, and one behind the earlobe.</start_of_turn
