Praefatio.	Prefatory Note.
¶ De cura aquae, quae descendit in oculo, uel cataracta.	As for the care of the water which descends into the eye, or a cataract.
Caput XXIII.	Chapter XXIII.
Iam Diximus species aquae in diuisione, et quae conuenit ad perforandum sermone declarante et exponente, tunc accipe illud idem secundum sanitatem.	We have said concerning the kinds of water which are useful for irrigation, and which are declared and recommended, then grasp that which is suitable for the health of the patient.
Tunc ergo oportet ut facias sedere infirmum inter manus tuas quadratum, oppositum lumini, prope solem: et liga oculum eius sanum, et stringe eum ualde: deinde palpebram oculi eius manu tua dextra, si oculus in quo est aqua, est oculus sinister: aut manu tua sinistra, si oculus est dexter.	Then you must make the patient sit between your hands square, opposite the light, near the heel: and fix his eye well, and bind it tightly: then with your right hand grasp the eyelid of the eye which is opposite the eye which has the water in it, if the eye which has the water in it is the left eye: or with your left hand if the eye which has the water in it is the right eye.
Deinde accipe manu tua dextra almagda, si oculus est sinister: aut manu tua sinistra, si oculus est dexter.	Then grasp your right hand with the sponge, if the eye is left: or your left hand if the eye is right.
Deinde pone extremitatem almagda prope coronam per grossitudinem radii in ipsa albedine oculi apparente lachrymalis minoris: deinde impelle almagda cum uirtute: et tu reuoluis cum eo manum tuam, donec penetret in albuginem oculi: et sentias, quod almagda iam peruenit ad rem uacuam.	Then place the edge of the sponge near the crown over the length of the radius in the white of the eye apparent to the lesser lacrimal gland: then press the sponge with force: and you will draw back your hand until the sponge penetrates the membrane of the eye: and you will feel that the sponge has reached the bottom of the eye
Et oportet, ut sit mensura itineris almagda ad profundum, mensura spacii quod est a pupilla usque ad finem nigredinis: et est corona oculi.	And you must measure the distance of the descent of the sponge to the depth, the measurement of the space which is from the pupil to the end of the black of the eye: and this is the circumference of the eye
Uidebis enim ea in ipsa pupilla uisione oculi, propter claritatem tunicae corneae.	You will see it in the very pupil of the eye, because of the clarity of the corneal tunic.
Deinde pone almagda usque ad locum in quo est aqua.	Then put the almond right up to the place where there is water.
Deinde preme ipsum inferius uice una post aliam.	Then press the lower part of the eye with one hand after the other
Si ergo descendit aqua statim, tunc infirmus uidet illud super quod aperit uisum suum statim, et almagda in oculo suo.	If therefore water descends immediately, then the diseased part swells up immediately over that which opened the pupil, and the almond in the eye
Deinde quiescas paululum.	Then rest for a little while.
Si ergo descendat aqua, tunc depone eam secundo, praeter quod egrediatur almagda.	If water descends again, then take out the almond once more, except that which has come out already.
Quando ergo figitur, et non ascendit: tunc extrahe almagda cum facilitate: et tu reuoluis manum tuam paulatim.	When it has settled down, and does not ascend: then draw out the almond easily: and you will turn your hand slowly
Deinde dissolue in aqua aliquid ex sale claro gemmae: et ablue cum eo oculum deintus.	Then dissolve in water something of the clear salt of a pearl: and wipe it away with that when the eye is closed
Deinde pone extra oculum totum stuppam, aut lanam infusam oleo rosato, et albugine oui: et liga cum eo oculum sanum.	Then put over the whole eye a bandage, or soaked lint with rose oil, and alum: and bind it with this to the healthy eye.
Nos autem, et illi qui sunt nostri temporis, ponimus super eum ciminum tritum cum albumine oui.	And we, and those who are with us at this time, put on the eye a plaster of beaten alum with egg white.
Quod si non obedit tibi almagda ad introitum in oculum propter duriciem suam, quoniam ex hominibus est, cuius oculus est durus ualde: tunc oportet ut accipias spatumile, quod nominatur Alberid, cuius haec est forma.	If it does not admit the almond to enter the eye because of its hardness, because it is from a man whose eye is hard and dry: then you must take sponge-wool, which is called Alberid, of this shape
Pefora ergo cum eo ipsam coniunctiuam tantum, et non ultimes manum tuam in foramine: et non est nisi ut facias uiam ad almagda locum subtilem.	Keep it closed with this as well, and do not touch the hand in the wound: and do not do anything else except to make the almond enter the shallow part of the eye
Deinde intromitte almagda, secundum quod diximus.	Then insert the almond as we have said
Et apud complementum operis tui, praeparetur infirmo dormitorium decenter factum, in quo dormiat super dorsum suum in domo tenebrosa: et prohibeatur ab omnibus motibus, et a tussi: et pone cibum eius illud quo lenitur natura eius: et non moueat caput suum dextra, neque sinistra omnino.	And besides that, the patient is prepared in the middle of the room, having been placed upon his back in a dark chamber: and he is to be guarded from all movement, and from coughing: and food is to be given him of that which will soothe the natural qualities of his body. He must not move his right or left hand at all.
Et sit ligamentum secundum dispositionem suam usque ad diem tertium.	And let the ligament be kept in its accustomed position until the third day.
Deinde solue illud in illa domo tenebrosa, et experire uisum eius: et fac eum uidere res.	Then loosen it in that dark chamber, and let him experience its effect: and make him drink something.
Deinde reduc ligamentum usque ad diem septimum.	Then reduce the ligament until the seventh day.
Et non oportet ut faciat illud in hora curationis, aut post incisionem statim: imo oportet, ut alienes illud: propterea quod aqua ascendit uelociter per aspectum uehementem.	And it is not fitting that he should do this at the hour of care, or immediately after the incision: indeed it is better that others should do this, because the water ascends quickly through the aspect which is inflamed
Si autem accidit apostema calidum: tunc oportet ut soluas oculum ante septimum: et rectifica illud cum eo quod sedat apostema, donec sedatur: tunc absolue ipsius uisum, et pone super faciem eius orale quo regatur uisus eius sub eo diebus aliquot, ipso existente in illa domo tenebrosa.	If, however, a cold abscess occurs: then it is fitting that you open the eye before the seventh day: and close it when the abscess has subsided: then give him food by mouth, which will restore his appetite in those few days, even though he is in that dark chamber.
Deinde egrediatur a domo gradatim, et conuersetur in casis suis.	Then let him gradually go out of the room, and return to his home.
Et scias, quod in zaltea non excusatur discipulus a uisione aliquotiens: tunc enim audeat super operationem.	And know that in this state the pupil is not excused from the vision of others: then indeed he will hear about the operation
Et iam quidem peruenit ad nos quidam ex illis qui sunt de Alayrach, qui dixit, quod factum fuit in Alayrach magdan perforatum, quo sugitur aqua.	And indeed it has come to our attention from some of the people of Alayrach that there is a perforation in the magdano of Alayrach through which water flows out
Verum ergo non uidi aliquem in terra uostra, qui fecerit illud: neque legi illud in aliquo ex libris antiquorum: et est possibile, ut sit illud nouum.	But indeed we do not see anyone in our land who has done this, or have read of it in any of the ancient books: and it is possible that this is something new
Et istae sunt formae specierum ex magda, ut stet super ea qui ea ignorat.	And these are the shapes of the species from great things, that they remain above those who ignore them.
Fiant ex aere proprie: et sint extremitates eorum cum hac eadem subtilitate triangulatae, et extremitas acuta.	Be like air itself: and their extremities are like those of a triangle with the base equal to the height, and the apex acute
Formae magda.	Great things.
¶ De cura Carnis natae in naso.	On the care of the newly born flesh in the nose.
Caput XXIIII.	Chapter 24
Quandoque nascuntur in naso Carnes diuersae additae, ex quibus est aliquid quod assimilatur scorpioni multorum pedum: et ex ea est caro cancerosa, lapidea, fusci coloris: et ex ea est quae est caro lenis, non fusci coloris.	When meat of various kinds is born in the nose, there is something which is assimilated from scorpions of many feet: from this is cancer, stone, brown flesh: from this is what is soft flesh, not brown flesh
