Praefatio.	Prefatory.
Et duobus cauteriis etiam in eo, quod est inter costam quintam et sextam decliuibus ad posteriora parumper: et cauterio alio in medio pectoris, et alio supra stomachum.	And with two cauteries also in that which is between the fifth and sixth ribs bent downwards to the rear: and a third cautery in the middle of the chest, and another above the stomach
Et tribus cauteriis a posterioribus: uno in eo quod est inter duas spatulas: et duobus cauteriis a duobus lateribus pectoris, inferius cauterio quod est inter duas spatulas.	And three cauteries from behind: one in that which is between two ribs: and two cauteries from both sides of the chest, the lower cautery which is between two ribs
Et non oportet ut comprimas manum tuam cum cauterio, imo sit in manifesto cutis odorando.	Neither must you touch your hand with the cautery, but let it be evident that the skin is fragrant.
Et iam dixerunt quidam antiqui, quod ex hominibus sunt qui utuntur cauterio ex ferro simili radio: et igniunt, et intus mittunt ipsum in eo quod est inter costas, donec perueniatur cum eo ad ipsum apostema, et egrediatur sanies: sicut diximus in apostemate Epatis.	And some ancient writers say that there are certain men who use a cautery like iron to burn: and they burn and throw it into that which is between the ribs, until it is consumed by it to the very bone, and comes out whole: as we said concerning the spleen
Sed in hac perforatione cum cauterio est ex timore, quod aut moritur infirmus statim, aut accidit in loco fistula, cui non est sanatio.	But in this perforation with the cautery there is fear, for either the infirm dies immediately, or it happens that in the place of the fistula there is no healing.
¶ De modo cauterizandi Splenem Caput XXXII.	In this way the cautery is to be used for the spleen head.
Quando tu curas aegritudinem splenis, cum eo quod diximus ex curatione in diuisione aegritudinum, et non confert curatio tua, tunc cauterium in ea est secundum tres modos, qui omnes sunt recti.	When you are treating a spleen ailment, when it is such that your treatment does not suffice for the healing of the ailment, then the cautery must be used in three ways, all of which are correct
Quorum unus est, ut facias tria cauteria, aut quatuor lineando secundum longitudinem splenis secundum figuram cauteriorum Epatis, quorum praecessit figura.	One of them is to make three cauteries, or four in line, following the length of the spleen according to the figure of the cauteries of the Liver
Et sit inter omne cauterium quantitas grossitudinis digiti, aut plus parum.	And let there be between every two cauteries the thickness of a finger, or less
Et sit modus cauterii, quem diximus in cauterio epatis aequaliter.	And let the mode of the cautery be equal to that which we said of the cautery of the Liver
Et non comprimas manum tuam cum cauterio: et sit infirmus resupinus super dorsum suum.	Do not touch your hand with the cautery: and let the infirm lie supine over his back
Et modus alius de cauterizatione est: ut ignias cauterium habens duo uerua, quod diximus in capitulo dislocationis humeri: et eleua cutem, quae est in directo splenis, ubi peruenit cubitus infirmi sinister: et sit eleuatio tua qua eleuas cutem secundum latitudinem corporis, ut cadant cauteria secundum longitudinem corporis.	Another method of cautery is: to take two fingers and grasp the cautery as we said in the chapter on the dislocation of the humerus: and raise the skin which is over the spleen, where the left elbow of the infirm lies: and raise the skin as much as the breadth of the body, so that the cautery falls along the length of the body
Deinde intromitte duo uerua ignita ualde, donec cum eis penetres cutem a parte altera: deinde extrahe cauterium: fiunt ergo cauteria quatuor.	Then introduce two fingers with the flame upwards, until when the flame has pierced the skin from the other side: then withdraw the cautery: there will be four cauteries thus made
Et si uis cauteriza cum cauterio alio habente tria uerua.	And if you wish to cauterize with another cautery which has three fingers.
Deinde cura cauterium postquam dimittis ipsum emittere pus diebus multis: est enim magis conferens quamque reliqua quae praecesserunt ex curatione.	Then care for the cautery after you have put it away: let it emit pus for several days: for this is better than any other remedy which has preceded it
¶ De modo cauterizandi in Hydropisi.	On how to cauterize in Hydropisi.
Caput XXXIII.	In the treatment of hydropisis, cauterize accordingly.
Cauterium non cadit in Hydropisi, nisi ascliti proprie.	The cautery must not be applied directly to hydropisis, but must be used with the asclitium tool.
Quando tu curas Hydropicum cum modis curationis, quos diximus in diuisione, et non confert curatio, tunc oportet ut cauterizes ipsum quatuor cauteriis in circumitu umbilici, et cauterio uno super stomachum, et cauterio alio super epar, et cauterio super splenem, et cauteriis duobus post dorsum inter spondiles, et uno in directo pectoris, et alio in directo stomachi: et sit quantitas profunditatis cauterii propinqua spissitudini cutis.	When you are treating hydropisis with these methods of treatment, which we mentioned in the previous chapter, and the condition does not improve, then it is necessary to cauterize four times around the belly button, once on the stomach, once on the liver, and once on the spleen, and twice on the back between the vertebrae, and once on the chest and once on the abdomen: and the depth of the cautery should be equal to the thickness of the skin.
Deinde dimitte cauterium apertum, ut emittat pus tempore longo.	Then remove the cautery without delay, so that pus can be emitted over a long time
Et non euacues infirmum a curatione post cauterium cum eo: quod oportet ut aggregentur ei duae intentiones: et festinabit ad ipsum sanatio cum auxilio Dei.	Do not remove the patient from treatment after the cautery: two intentions should be added together for this purpose. And it will quickly recover with the help of God
Forma uero cauterii cum quo cauterizatur uenter, sit clauilis: secundum quod praecessit forma eius: et illius cum quo cauterizatur dorsum, sit oliuaris secundum quod praecessit eius forma.	The shape of the cautery which is to be used for the uterus is like a claw: as we have previously described. And that which is to be used for the back is like an olive tree, as we have previously described
¶ De modo cauterizandi Pedes, et Crura.	On how to cauterize the feet and legs.
Caput XXXIIII.	The chapter is not included in the provided text.
Quando apostemantur in Hydropico, et replentur aqua citrina: oportet ut cauterizes super dorsum Pedis in nocrati, quae est inter auricularem et anularem: et eleua manum tuam cum cauterio, et non torqueas ipsum: deinde eleua manum tuam: et non iteres ipsum omnino.	When the swelling subsides in hydropisis, and the area is filled with yellow water: it is necessary to cauterize on the back of the foot between the instep and the heel: grasp your hand with the cautery and do not twist it: then grasp your hand again: do not move it at all
Resudet enim aqua citrina, et sit cauterium secundum hanc formam.	The yellow water will then rise up, and the cautery should be used in this shape
Deinde fac super duo crura duo cauteria in omni crure, et fiat cauterium cum extremitate cultellari cauterii: et fiat cauterium secundum longitudinem cruris, unum sub genu, et alterum inferius eo, circiter medium cruris: et super omnem coxam cauteria duo: et dimitte cauterium apertum absque curatione tempore longo: ut resudet ex eo aliquod aquae: deinde cura ipsum cum reliquis quae diximus.	Then make over two crura two cauteria on every limb, and apply the cautery with the extremity of the knife of the cautery: and make the cautery according to the length of the limb, one under the knee and the other below the knee, approximately in the middle of the limb: and over every hip make two cauteria: and withdraw the cautery opened without care for a long time: so that it will dry up from it some water: then care for it with the rest which we have said.
¶ De modo cauterizandi in solutione Ventris.	Then make over two incisions two cauteria on every limb, and apply the cautery with the tip of the knife: and make the cautery according to the length of the limb, one under the knee and the other below the knee, approximately in the middle of the limb: and over every hip make two cauteria: and withdraw the cautery opened without care for a long time: so that it will dry up from it some water: then care for it with the rest which we have mentioned.
Caput XXXV.	Then make over two incisions two cauteria on every limb, and apply the cautery with the tip of the knife: and make the cautery according to the length of the limb, one under the knee and the other below the knee, approximately in the middle of the limb: and over every hip make two cauteria: and withdraw the cautery opened without care for a long time: so that it will dry up from it some water: then care for it with the rest which we have mentioned.
