Praefatio.	Prefatory Note.
Formae forcipum subtilium quibus mouetur dens in primis, sint longarum extremitatum, breuis manubrii, grossi, ut non duplicentur quando cum eis premitur super dentem: sint sicut uides grossorum manubriorum, donec quando stringis cum eis, non dent seipsas, neque duplicentur: breuium extremitatum, et sint ex ferro indo, aut ex faled decenter facti, directarum extremitatum: et in eorum extremitatibus sint dentes, quorum quidam ingrediantur in quosdam, et stringant constrictione decenti, forti.	The forms of the fine forceps which you must use to move the tooth in the first place: let their long extremities be broad, and their short handles be thick, so that they do not bend when pressure is put upon them with the hand: let them be like the jaws of large beavers, until when you bind them with the thread, they do not break themselves, neither bend: their short extremities must be strong and made of iron, or of twisted wire, directed towards the extremities: and in their extremities must be teeth, some of which are mixed with others, and bind the constriction gently, firmly.</start_of_turn
Et quandoque fiunt extremitates sicut forma oris auis quae nominatur ciconia, et sunt fortis constrictionis.	And when extremities resemble the shape of an eagle's beak, which is called ciconia, and are subject to strong constrictions.
¶ De eradicatione Dentium, et extractione ossium mandibularum fractorum.	Concerning the removal of teeth and the extraction of fractured jaw bones.
Caput XXXI.	Chapter I
Quando remanet apud eradicationem Dentis qui frangitur aliquid, tunc oportet ut ponas super locum cotum cum butyro die uno, aut duobus diebus, donec mollificetur locus: deinde intromitte ad ipsum algasti, aut forcipes: quorum extremitates assimilantur ori auis quae nominatur ciconia.	When there remains in the eradication of a tooth which has fractured something, it is necessary to place butter on the area for one or two days until the place is softened: then introduce forceps into the cavity, or graspers: whose extremities resemble the beak of an eagle, which is called ciconia
Forma autem haec est forcipum.	The form of these forceps is as follows:
Sint extremitates eorum factae sicut lima deintus: aut sicut aliskilfegi.	Their extremities are made like a file or like an awl
Si ergo non obedit tibi ad exitum cum istis forcipibus, tunc oportet, ut caues super radicem, et detegas carnem totam, et intromittas instrumentum quod nominatur Palanca parua, cuius forma est haec.	If these forceps do not suffice to extract the tooth, then it is necessary to make an incision over the root and remove the entire pulp, and introduce a small forceps, which is called Palanca parua, whose shape is as follows:
Sit breuis extremitatis, grossae parumper: et non sit imbibitum, ut non frangatur.	Its short handle and large head: and it is not to be grasped, lest it be broken
Si ergo egreditur radix per illud, est bonum: et si non, iuuare oportet cum istis instrumentis aliis quorum formae sunt istae.	If the root comes out through this, that is good: and if not, it is necessary to use other instruments whose form is similar to these
Forma primi triangulatae extremitatis, in qua est quaedam grossitudo.	The first triangular shape of the extremities, in which there is some thickness
Forma triangulatae extremitatis subtilis.	The fine triangular shape of the extremities
Etiam iuuatur cum hoc instrumento habente duos ramos, cuius haec est forma.	It is also used with this instrument which has two branches, whose shape is as follows
Et cum aliis instrumentis et ferramentis quae praecesserunt in rasione dentium.	And with other instruments and materials which are appropriate for teeth.
Etiam sit iuuamentum cum hoc instrumento quod assimilatur uncino magno, huius formae, triangulatae extremitatis tortae, in qua est quiddam grossitudinis, ut non frangatur: et sit non imbibitum.	It is also necessary to grasp with this instrument which resembles a large single unit, of this triangular shape of the twisted extremities, which has some thickness, so that it does not break: and it must not be grasped
Et scias, quod instrumenta dentium sunt multa: et similiter reliqua instrumenta non computantur, et artifex prudens, subtilis in arte sua inuenit per se ipsum instrumentum, secundum quod significant ei operatio et aegritudines ipsae.	Know that the instruments of the teeth are many: and like the rest of the instruments, they do not all work in the same way. And a prudent craftsman, skilled in his art, finds for himself the appropriate instrument according to the operation and the ailments of each.
Quoniam ex agritudinibus sunt ad quas non dixerunt antiqui instrumentum, propter diuersitatem specierum earum.	For the ailments of which the ancients did not speak, there are instruments appropriate to each.
Si autem frangatur os ex mandibula, aut ex aliis ossibus oris, aut putrefit: tunc perscrutare super ipsum in loco suo cum eo quod conuenit ei ex instrumentis et forcipibus quae dixi in extractione radicum, et iuuare cum gesti, cuius forma est haec.	If, however, the jawbone is fractured from the tooth, or from any other bones of the mouth, or if it is putrefying: then one must look closely into the place itself with the instruments and forceps which I mentioned in the extraction of roots, and handle with care, as its form is like this
Sit in eo quiddam grossitudinis paulatim, ut stringatur, uel teneatur cum eo os, et non fugiat et uadat, donec egrediatur os: et restaura locum cum medicinis conuenientibus ad illud.	It is there in some degree of length, so that it may be tied up or held with the bone, and not flee and break, until the bone is extracted: and restore the place with the physicians who are accustomed to this
Si autem in osse est putredo parua, tunc rade ipsum a putredine sua, et cura ipsum, donec sanetur.	If there is only a small amount of pus in the bone, then drain it from its pus, and care for it, until it is healed.
De serratura Dentium eminentium super alios.	As for the elevation of prominent teeth above others.
Caput XXXII.	Chapter 2.
Quando Dentes eminent non secundum cursum suum naturalem, foeda fit per illud forma: et praecipue quando accidit illud in mulieribus, et puellis, scilicet uenalibus.	When teeth are prominent not according to their natural course, a wound is made by that shape: and especially when this happens in women and girls, because of their gums.
Oportet ergo ut consideres.	One must therefore consider this
Nam si dens est natus post dentem alium, et non locatur, uel est possibilis eius serratura, neque limatura ipsius: tunc eradica ipsum: et si est annexus cum dente alio, tunc incide ipsum cum isto instrumento, cuius haec est forma.	Because if a tooth has grown after another tooth, and is not located, or if it is possible to suture it, or to smooth it: then extract it: and if it is joined to another tooth, then cut it with this instrument, which has this shape
Est simile rostro paruo, et fit ex ferro indo, acutae extremitatis ualde.	It is like a small knife, made of iron, with acute extremities blunt.
Et sit incisio tua qua ipsum incidis in diebus multis, et propter duriciem dentis, et ut non commoueatur alius ex dentibus.	And let your incision be such as that which you make on many days, on account of the hardness of the tooth, and that it does not cause damage to any other tooth.
Si autem est eminens expositus limaturae suae: tunc lima ipsum cum lima ex indo, cuius forma est haec.	If, however, the exposed edge of the limature is prominent: then limate it with the same limate which has the form of this
Sit totum ex indo, et manubrium eius minutorum punctorum ualdae, sicut lima cum qua fiunt acus: cum quo limetur dens paulatim in diebus multis cum facilitate, ut non commoueatur dens, et cadat: deinde leni ipsum, in fine rade ipsum cum quibusdam rasoriis.	Let the whole edge of the limature be grasped by the lesser points of the handle, like a limate which is made for a needle: with which the tooth is slowly pared away in many days with ease, without causing damage to the tooth, and falling out: then soften it, finally smooth it with some rasps.
Quod si est dens, ex quo frangatur pars, et laedit linguam: tunc oportet ut limes eum etiam, donec auferatur asperitas illius fractionis, et aequetur: et applanetur, et non laedat linguam, neque corrumpat sermonem.	If the tooth from which a part has broken away, and which hurts the tongue: then it is necessary to limate it also, until the asperity of that fracture has been removed, and it has been made even: and it must be flattened, so as not to hurt the tongue, or corrupt the speech
¶ De retatione Dentium cum filis auri.	Concerning the restoration of teeth with gold wires.
