Praefatio.	Praefatio.
Quando accidit alicui Tremor ex frigore in neruo, aut ex febre quartana, aut alio: tunc oportet ut cauterizes ipsum quatuor cauteriis, aut quinque super spondiles dorsi, et inter omnem spondilem cauterio, et in pectore eius cauterio, et super stomachum eius cauterio.	When it happens to someone who has a tremor due to cold in a nerve, or from quartan fever, or otherwise: then you should cauterize the spot four times, or five on top of the spine, and between each vertebrae with cautery, and in the pit of the stomach with cautery, and above the stomach with cautery.
Tremor enim quiescit cum cauterio oliuari, et festinat sanitas aegritudinis frigidae.	For a tremor ceases when it is oiled with cauterization, and a feverish health is hastened by the health of cold.
¶ De modo cauterizandi Albathir.	The method for cauterizing with Albathir.
Caput LVII.	Chapter LVII.
Quandoque expelluntur in corpore Albathir foedae, id est, pustulae, quae fiunt a materiis grossis corruptis.	When albater are expelled from the body, that is to say, pus that is produced from corrupted coarse material.
Oportet ergo in primis cum apparent, ut cauterizentur super omne caput pustulae cauterio subtili cum ligno myrti, cuius extremitas accensa est cum igne.	Then, when it first appears, it should be cauterized all over the head with fine cautery and a piece of myrrh, whose tip is lit with fire.
Aut cum radice aristolochiae longae.	Or with long roots of aristochnema.
Aut cum cauterio lenticulari.	Or with a lenticular cautery.
Et quandoque cauterizantur ademenul, in principio expulsionis suae secundum hunc modum: et non augentur: et disrumpitur superfluitas faciens eos, et sanatur ex eis.	And when they are cauterized with fire, at first during their expulsion in this way: and they do not increase: and they are broken up by the excess, and are healed from them.
Verumtamen oportet ut fiat illud post euacuationem cum phlebotomia.	However, it should be done after evacuation with phlebotomy.
¶ De modo cauterizandi in fluxu sanguins ex arteria in uulnere.	The method for cauterizing in a flux of blood from an artery in the ulnar:
Caput LVIII.	Chapter LVIII.De modo autem hic cauterizandi f
Multotiens accidit fluxus sanguinis ex arteria, quae incisa est apud uulnus, quod accidit extrinsecus, aut apud incisionem apostematis, aut cauterium membri, et similia eis: et fit difficile abscindere eum.	However, it often happens that a flux of blood comes from an artery that has been cut near the ulnar, whether from outside, or at the site of an abscess, or when cauterizing a member, and similar things: and it is difficult to stop it. Oportet itaque ex parte, ubi accidit, aduersus haec caute
Cum ergo accidit alicui illud, tunc propera cum manu tua ad orificium arteriae, et pone super ipsum digitum tuum indicem: et stringe eum multum, donec obsessus sit sanguis sub digito tuo, et non egrediatur ex eo aliquid.	So when this happens to someone, then grasp the affected artery with your hand and place your finger over it as an indicator: and grip it very tightly until the blood is stopped under your finger and nothing comes out of it.
Deinde pone in ignem cauteria oliuaria parua, et magna numero plura: et suffla super ea, donec fiant ignita ualde.	Then put on a small amount of olive oil fire, and a great many more: and blow on them until they are very hot.
Deinde accipe ex eis unum, aut paruum, aut magnum, secundum uulnus et locum, in quo disrupta est arteria, et depone cauterium super ipsam uenam, post quam tu remoues digitum tuum festinanter: et tene cauterium, donec abscindatur sanguis.	Then take from them one, or small, or large, according to the size and place of the broken artery, and place the fire on it: then remove your hand quickly: and hold the fire until the blood is completely stopped.
Quod si expellatur cum eleuas digitum ab orificio arteriae, et extinguis cauterium, tunc accipe cauterium aliud festinanter, ex cauteriis quae in igne sunt praeparata.	If you should release your hand from the opening of the artery and put out the fire, then take another fire quickly from those that are prepared in the fire:
Non ergo cesses facere illud cum uno post aliud, donec abscindatur sanguis.	So do not stop doing this with one after the other until the blood is completely stopped.
Et caue, ne comburas neruum qui est illic, et accidat super infirmum malicia alia.	And be careful so that you do not burn the fire that is there, and do not bring on another injury to a healthy person.
Et scias, quod quando ex arteria fluit sanguis, tunc non est possibile abscindere ipsum: praecipue quaudo arteria est magna, nisi cum uno quatuor modorum.	And know that when blood flows from an artery, it is then impossible to stop it: especially if the artery is large, unless with four fingers.
Aut cum cauterio, sicut diximus.	Or with fire, as we have said.
Aut cum extractione, quando non est extracta.	Or with extraction, when it has not been extracted.
Nam quando extrahitur, contrahuntur extremitates eius, et abscinditur sanguis.	For when it is extracted, its ends are drawn back, and the blood stops flowing.
Aut ligetur cum filo ligatione forti.	Or it is bound with a strong knot of thread.
Aut ponantur super ipsum medicinae de proprietate, quarum est abscindere sanguinem, et stringatur cum puluinari constrictione decenti.	Or are placed on the top of a drug that stops the flow of blood and is tightened with a decreasing constriction.
Qui autem administrat abscisionem eius cum ligamento, et strictura cum panno, aut positione rerum comburentium, et similium, non confert ei penitus, nisi raro.	But he who gives the cut with a knot, and constriction with a cloth, or puts burning things together, and similar things, does not give it deeply unless rarely.
Si autem accidat alicui illud, et non sit ei praesens medicus, neque medicina: tunc incipiat cum positione digiti indicis super orificium uenae ipsius, sicut narrauimus, et constrictione eius ualde, donec obsessus sit sanguis a superiori parte uulneris, et super arteriam.	But if this happens to someone and there is no present physician or medicine: then begin with the position of the index finger over the opening of the wound, as we have related, and its constriction very tightly until the blood is stopped from the upper part of the wound, and around the artery.
Et digitus non remoueatur, desuper ipsum cum aqua frigida uehementis frigoris semper, donec congeletur sanguis, et ingrossetur, et abscindatur.	And the finger should not be moved away, above it with cold water always stirring the cold, until the blood has congealed, and has thickened, and has been cut off.
Et interim consideret in eo, quid indiget ex cauterio, aut ex medicina.	And while that is considered, what does not require a poultice or medicine.
¶ Partis Primae Finis.	The end of the first part.
Liber Chirurgici Albucasis Pars II.	The book of surgery by Albucasis Part II.
¶ De Incisione, Perforatione, et Phlebotomia in uulneribus, et his similibus.	On incising, perforating, and draining wounds, and similar matters.
Iam Diximus in Capitulo Primo, omnem aegritudinem in qua conueniens est cum igne cauterium et medicina comburente, et occasiones eius, ipsius caussas, et instrumenta eius, et formas cauteriorum.	We have already spoken in the first chapter about all illness that is treated with a burning cauterization and medicine, and its causes, instruments, forms of cauterization.
Et posui illic capitula a uertice usque ad pedem.	And I placed those chapters from the top to the bottom.
Et ego procedam in hoc capitulo illa eadem uia: ut alleuietur super quaerentem quaesitum eius.	And I will proceed in this chapter in the same way: so that the one who is inquiring may find what he seeks easily.
Et antequam incipiam illud, oportet ut addiscatis o filii, quod in hoc capitulo est ex terrore illud quod est in capitulo primo de cauterizatione.	And before I begin that, you should learn from your son, that horror is in the first chapter about cauterization.
Et propter illud oportet, ut sit cautela in eo uehementior, quoniam in operatione quae est in hoc capitulo, multotiens cadit euacuatio cum sanguine, cum quo stat uita apud apertionem uenae, aut incisionem super apostema, aut apertionem exiturae, aut curationem uulneris, aut extractionem sagittae, aut incisionem super lapidem, et illis similia: ex quibus omnibus associatur tremor, et timor, et cadit in pluribus eorum mors.	And because of that, it is necessary to be more careful, since there are many things in this operation that cause a tremor and fear, and they lead to death.
