Praefatio.	Preamble.
Aut oportet ut findas cutem totam, donec peruenias ad Axirnath in pluribus enim dispositionibus procedit Axirnath ex fissura secundum formam frusti pinguedinis albae.	Or it should be that you find all the skin, until you reach the axernath, for in many positions the axernath proceeds from the crack according to the form of the white layer being frustrated.
Extrahe ergo eam cum panno, quem infiltrasti inter digitos tuos ad exteriora: et tu reuoluis manum tuam ad dextram et sinistram, donec dispergatur: et caue, ne addas in fissura, ut non peruenias cum spatumili ad oculum, et laedas eum.	Therefore take it out with the cloth that you have soaked between your fingers on the outside: and you will turn your hand to the right and to the left until it is scattered: and carefully, so as not to add to the crack, so that you do not come with a finger to the eye, and let it go.
Si autem non appareat tibi Axirnath in principio fissurae, tu addas in fissura parum cum facilitate, donec procedat Axirnath.	If, however, the axernath does not appear to you at first in the crack, you should add to the crack a little with ease, until the axernath proceeds.
Deinde extrahe eam, sicut diximus.	Then take it out, as we have said.
Deinde submerge pannos in aceto et aqua, et pone eos super locum, et stringe eum cum puluillis.	Then dip the cloth in vinegar and water, and place them on the spot, and squeeze him with dust.
Et ex hominibus sunt qui terunt salem, et ponunt ipsum in concauitate fissurae, ut liquefiat quod remansit ex illa humiditate.	And there are people who sprinkle salt, and put it in the crack, that the remaining moisture from it may become liquid.
Deinde cura ipsam, donec sanetur.	Then take care of it, until it is healed.
Si autem accidat in loco apostema calidum, tune cura ipsum cum emplastris sedatiuis, donec sanetur.	If, however, there happens to be a hot swollen place, then take care of it with poultices of cold, until it is healed.
¶ De modis Ataxmir oculi, id est, cum palpebra mollificatur oculi, unde fit ut rugetur sicut non debet.	As for the modes of operation of the eye, that is, when the eyelids are soft to the eye, since it causes them to twitch as if they were not soft.
Caput XI.	Chapter XI.
Quando nascuntur in palpebris oculi pili additi praeter cursum sub pilis naturalibus, et antiquantur: tunc ipsi nocent oculo, et faciunt accidere modos aegritudinum, sicut lachrymas assiduas, et mollificationem palpebrarum, et albuginem, donec fit illud caussa destructionis oculi.	When hairs grow out in the eyelids beyond their natural course, and grow backward: then they hurt the eye, and cause various diseases, such as constant tears, moisture of the eyelids, and white spots, until this causes destruction of the eye.
Et Ataxmir quidem oculi curatur secundum quatuor modos.	And Ataxmir also cures the eye according to four ways.
Aut per cauterium cum igne.	Or with a cauldron and fire.
Aut cum medicina acuta, secundum quod praemissum est in capitulo cauterii.	Or with sharp medicine, according to what is premised in the chapter on cautery.
Aut curatur Ataxmir per incisionem et suturam.	Or Ataxmir cures by incising and suturing.
Aut per cannas, secundum quod ego dicam.	Or with tubes, as I call it.
Oportet ut ponas caput infirmi in sinu tuo.	It is necessary that you place the patient's head in your lap.
Deinde conuerte palpebram oculi manu tua sinistra.	Then turn the patient's eyelid with your left hand.
Si ergo conuertitur, bonum est.	If it is turned, it is good.
Et si non: intromitte acum in eam, in qua sit filum ab inferiori parte palpebrae, et fac penetrare acum cum filo desuper, et sit illud prope pilos ipsos, id est, prope marginem palpebrae, in quo nascuntur pili: et trahe filum ad superiora cum palpebra, et conuerte eam cum radio.	And if not: enter it with a thread from the lower part of the eyelid, and cause it to penetrate with a thread upward, and let it be near the hair itself, that is, near the edge of the eyelid where the hairs grow: and pull the thread upward with the lid, and turn it outward with the point.
Deinde finde in interiori parte palpebrae sub pilis additis cum spatumili incidente a lachrymali maiore usque ad lachrymale minus.	Then find on the inner side of the eyelid beneath the hairs added with a knife coming from the greater tear duct to the smaller tear duct.
Deinde extrahe filum, et pone sub palpebra puluillum paruum ex cotto, aut panno: deinde signa super palpebram cum encaustro, quod sit sicut figura folii myrti.	Then pull out the thread, and place under the eyelid a small piece of wool from wool, or cloth: then mark on the eyelid with caustics, which are like a fig leaf.
Verumtamen oportet, ut fit figura secundum quantitatem et eleuationem palpebrae: quoniam iam diuersificatur illud in hominibus.	However, it is necessary that the figure be varied in quantity and elevation of the eyelid: for this varies among men.
Ex eis enim est, qui indiget ut incidatur ex palpebra quantitas magna, secundum quantitatem quae mollificatur a palpebra.	From them one is who does not wish to be turned from the eyelid a great deal, according to the quantity which softens from the lid.
Deinde cum spatumili finde super duas lineas quas signasti, et incipe a lachrymali maiore usque ad lachrymale minus, et sit fissura una prope pilos naturales, sicut est grossitudo radii.	Then find with the knife on the two lines that you marked, and begin from the greater tear duct to the smaller tear duct, and let there be one slit near the natural hairs, as is the girth of a radius.
Deinde intromitte uncinum in uno duorum angulorum cutis.	Then introduce an awl in two angles of the skin.
Deinde excoria ipsam totam.	Then scrape all of it.
Deinde aggrega cum sutura duo labia, cum acu et filo lana subtili: et absterge sanguinem, et fac adhaerere quod superfluit ex filis super duo supercilia, cum quibusdam rebus inuiscantibus, si uis facere illud: et si non, non cures.	Then gather together with sutures two lips, with an awl and a thin thread: and wipe away the blood, and let that which is surplus from the hairs adhere to the two eyelids, with certain things that are invisible, if you wish to do this: and if not, I do not cure.
Deinde dimitte suturam et fila usque ad tres dies, aut quatuor: postea cura illud.	Then leave the stitch and thread for three days, or four: thereafter care for it.
Et si uis, dimitte uulnus absque sutura, et cura ipsum cum eo, quod exsiccat et constringit.	And if there is a wound, leave the raw flesh without stitching, and care for it with that, which dries up and tightens.
Nam palpebra eleuatur apud sigillationem uulneris et aggregationem eius: sed futura est melior.	For the eyelid should be removed from the seal of the wound and its aggregation: but a better one will come in time.
Hunc modum curandi Ataxmir docuerunt antiqui.	In this way, Ataxmir taught the ancient method of caring for it.
Verumtamen in eo est sollicitudo super infirmum, et est ex bona operatione, et non est in eo timor.	However, in that is a trouble about the sick one, and it is from a good operation, and there is no fear in that.
Et modus alius est in Ataxmir etiam: et est, ut signes super palpebram figuram, quae sit sicut figura folii myrti, sicut narrauimus.	And another mode is also with Ataxmir: and it is, as signs on the eyelid, a figure which is like a fig-leaf, as we have told.
Deinde eleua palpebram cum tribus uncinis separatis, aut aggregatis, secundum formam hanc quae sequitur, deinde incide quod superfluit cum forficibus paruis, secundum hanc formam, cum aequalitate incisionis.	Then wash the eyelid with three separate or gathered hooks, according to this form which follows, then cut off what is superfluous with small scissors, according to this form, with an equality of the incision.
Si autem non est tibi possibile tenere uncinum, et non aequatur illud: tunc accipe acum in qua sit filum, et intromitte ipsum in medio figurae: et intromitte filum aliud prope lachrymale maius, et filum secundum prope lachrymale minus: et aggrega inter digitos tuos fila cum aequalitate.	But if you are not able to hold the hook, and it does not fit that way: then take a thread in which is a knot, and put it in the middle of the figure: and put another thread near the tear of the eye, and a third thread near the tear of the eye less: and gather the threads between your fingers with an equality.
