Praefatio.	Preamble.
Si inciditur Strophula tota, tunc oportet ut aggreges labia duo uulneris: et suas ipsum statim, postquam uides quia prorsus non remansit superfluitas.	If the whole staph is cut, you should bring together the two sides of the wound: and then immediately, as soon as you see that there is no surplus.
Si autem uides quod remansit superfluitas propter magnitudinem Strophulae, tunc oportet ut intendas ad incidendam radicem eius, et extrahendam eam: et administra suturam quam diximus.	If you see that there is still surplus because of the size of the staph, then you should turn your attention to cutting its root and taking it out: and administer the suture which we have described.
Et quae ex Strophulis continet humiditates, perfora illam perforatione superficiali: ut appareat tibi locus maturitatis eius: et pone perforationem ab eo quod sequitur inferius corporis, sicut diximus.	And as for the staph which contains moisture, pierce it with a superficial puncture so that you can see the site of maturity: and place the puncture from there so that it follows the lower part of the body, as we have said.
Deinde administra post perforationem licinia cum unguento, et similia eis, ut corrodat quod remansit ex corruptione, donec quando uides uulnus iam mundatum esse: tunc cura ipsum cum unguento generatiuo carnis, donec sanetur.	Then after the puncture administer the liniment with ointment and similar ones so that it corrodes what is left of the corruption, until the moment when you see the wound healed: then take care of yourself with a nourishing ointment for the flesh, until it heals.
¶ De sectione Epiglotis ab apostemate intra guttur accidente.	Regarding the section of the epiglottis from the food pipe into the throat by accident.
Caput XLIII.	Chapter 43.
Dixerunt antiqui hanc sectionem in Epigloti, et non uidi aliquem in terra nostra, qui eam fecerit: et haec est scriptura sermonis eorum.	The old people said that this operation of the epiglottis was done, and I did not see anyone in our land who did it: and this is the writing of their teaching.
In habentibus autem synanchiam, oportet ut deuitetur sectio Epiglotis: cum non fiat iuuamentum per illud: propterea, quod omnes uenae et pulmo sunt infirmi.	But in those who have a swollen throat, the section of the epiglottis should be avoided: because it does not help at all for their recovery, since the larynx and lungs are weak.
In illis uero qui habent apostema calidum in ore, aut gutture, aut duabus amigdalis, quando non est aegritudo in cannali, oportet uti sectione Epiglotis, ad fugiendum ex perditione quae fit ex praefocatione.	Indeed, those who have a hot apostema in the mouth, or in the throat, or in both amygdalar glands, if there is no ailment in the larynx, it is necessary to use the epiglottis section, so as to avoid the loss that is made from pre-condensation.
Oportet ergo quando uolumus illud, ut secemus Epiglotim sub tribus circulis Epiglotis, aut quatuor, sectione parua per latitudinem, in eo quod est inter duos circulos per quantitatem, quod sit sectio in sifac, non in cartilagine: et iste quidem locus est conueniens sectioni, quoniam est priuatus carne, et uasa sanguinis ab eo sunt longinqua.	Therefore, when we want to cut this (epiglottis), we should cut it between two circles according to its size, which is the section in the sifac, not in the cartilage: and this place is suitable for cutting because it is separated from the flesh, and the blood vessels are far away from it.
Quod si medicator est timidus, tunc oportet ut extendat cutem gutturis cum uncino.	If the surgeon is timid, then he should extend the skin of the throat with a hook.
Deinde findat cutem, donec quando peruenit ad cannalem: deuitet uas sanguinis, si uidet ex eis aliquid.	Then he finds the skin, until it reaches the larynx; he should stop the flow of blood, if he sees any from it.
Deinde secet sifac quod narrauimus: et significatur super sectionem cannalis ex phlegmate quod egreditur ex ea, cum eo quod disrumpitur, et abscisione uocis.	Then he cuts the soft palate that we have mentioned; and it indicates on the section of the larynx from the mucus that is released from it, when it is interrupted, and with the cutting of the voice.
Et dimitte uulnus apertum tempore aliquo.	And remove the ring that opens at some time.
Cum ergo remouetur hora in qua timetur praefocatio, aggrega duo labia uulneris cutis, et sue ipsam solam absque cartilagine.	When, however, the hour approaches in which pre-condensation is feared, the two lips of the wound skin will be brought together, and it will be sealed alone without cartilage.
Deinde administra medicinas quae faciunt nasci carnem, usquequo sanetur.	Then he administers medicines that make flesh grow, until it heals.
Inquit Albucasis.	Says Albucasis.
Summa huius sermonis quem narrauimus, expositio non est, nisi quando uident, quod aliquod horum apostematum iam opilauit guttur infirmi: et sublimatus est infirmus super mortem, et uult intersecari anhelitus eius: uadunt ad secandum Epiglotim, ut respiret infirmus super locum uulneris quadam respiratione, et saluetur a morte: et propter hoc praeceperunt dimittere uulnus apertum, donec consumatur malicia aegritudinis, et est malicia eius tribus diebus, et quasi ipsa: tunc ergo praecaeperunt suere uulnus, et curare ipsum, donec sanetur.	Says Albucasis. The summary of this discourse that we have mentioned is not exposed, unless it is clear, that there is a certain apostema in the throat of the sick, and he has almost died because of his disease, and breathes heavily on his place, so that he is saved from death; and for this reason they ordered to remove the ring that opens, until the maliciousness of illness is consumed, and it is a maliciousness of three days, and almost the same: then he orders to tie the ring, and take care of himself, until he heals.
Et illud quod uidi per me ipsum est, quod una ancilla accaepit cultellum, et misit cum in guttur suum, et incidit cum eo partem cannalis pulmonis.	And that which I myself saw, that a maid took up a scalpel, and put it in her throat, and cut with it a part of the canal of the lung.
Et uocatus sum ad curationem eius, et inueni eam mugire, sicut est mugitus mortui.	And I was called to cure her, and I found her breathing, as it is the breathing of a dead person.
Detexi ergo a uulnere, et inueni sanguinem qui egressus fuerat ex uulnere paruum.	So I took off the bandage, and I found blood that had come out from the small lung.
Confisus ergo sum, quod ipsa non absciderat uenam, neque guidegi: et uentus egrediebatur ex uulnere.	So I was convinced that she had not cut her wound, nor had she bled: and wind came out from the wound.
Properaui ergo, et sui uulnus, et curaui ipsum, donec sanum est: et non accidit ancillae aliquid, nisi raucedo in uoce: et rediit post dies ad meliorem dispositionum suarum.	So I took off the bandage, and examined the wound myself, until it was healed: and there happened to the servant nothing, except a hoarseness in her voice: and she returned after a few days in better state of health.
Hinc ergo dico: quod in sectione Epiglotis non est timor.	So I say: that there is no fear in cutting the epiglottis.
¶ De sectione Herniae gutturis.	On the section of the stomach throat.
Caput XLIIII.	Chapter 48.
Hoc Apostema nominatum Hernia gutturis, est apostema magnum, secundum colorem corporis: et est in mulieribus multum.	This hernia named in the gut, is a great hernia, and of a second kind as to color, being of the color of the body: and it is common in women.
