Ayssi comensan las paraulas de Albucasim .	Thus they begin with the words of Albucasim.
Quan endeve en alscus membres per cazement o per percussio dolor e persevera aquela dolor per lonc temps e no comfereys al u curacio am medicinas, lahoras cove que cauterizes am cauteri de punt.	When pain enters the limbs through a blow or a shock and the pain persists for a long time and does not respond to medical treatment, then it is advisable to cauterize with a pointed cautery.
E sia le cauteri de tot membre segon la magnitut e la parvitat de lu, e vertut e develitat de lu, e locacio de torcio e dolor de lu.	And let the cautery be of the whole limb according to its size and smallness, and virtue and weakness, and location of the throat and pain of it.
Donc si·s sanat per le primier cauteri, bo es; e sino, lahoras itera sobre lu le cauteri; quar de costuma de aquelas dolors es que sian punctatz de membre ad aquel membre le qual apropinque al u, per que cove que consieguas aquels am cauteri entro que·l malaute sia sanat.	Therefore, if it is healed by the first cautery, it is good; and if not, then apply the cautery to it again; for it is customary with those pains that they be punctured in the limb next to the one to which it is closest, so that it seems that the patient will be healed with the cautery.
Capitol .xlvii.	Chapter 47.
De cauterizacio de lepra.	On the cauterization of leprosy.
Les lebros alcunas veguadas am cauteri per mot gran juvament, e magerment si la specia de lepra que es fayta per putrefaccio de flacma e de melencolia.	Lepers are sometimes treated with a cautery for great youthful humor, and more so if the type of leprosy is caused by putrefaction of phlegm and melancholy.
E donc cum tu vols cauterizar aquel, considera si la lepra es comussan e as aquela curada am aquo que havem dit en la divisio e no deysen, ni esta, e temes sobre le malaute que la corrupcio comprehenda tot le cors de lu e tota la compleccio de lu, lahoras cauteriza aquel sobre le cap am v cauteris: am un en le mieg loc del cap, e am le segon pus dejos de lu, eves le front a la fi dels cabels; e amdos sobre dos corns; e am un detras, sobre la nuca o servitz.	And so when you want to cauterize that person, consider if the leprosy is contagious and if it can be cured with what we have said in the division and do not neglect this, and be afraid of the corruption that comprehends the entire body and its entirety, then cauterize the person on the head with 5 cauteries: one in the middle of the head, and another at the back of their neck, and on the forehead to the end of the hair; and two on the horns; and one behind, on the nape or servico.
E ultima la tua ma am le cauteri un pauc entro que emprema en le os una petita empressio, e de lu sian deslocadas las scorsas, per so que la expiracio de grossas vapors sia alleujada de lu; e cauteriza sobre la melsa segon que es precesit.	And finally put your hand on the cautery a little inside so that it presses on the bone a small impression, and from this the dislocated ribs are rearranged, so that the expiration of thick vapors is alleviated; and cauterize on the middle as it is prescribed.
E si la lepra es ja expanduda sobre le malaute e apar manifestament, lahoras cove que tu cauterizas aquel am aquels cauteris les quals havem ditz en le cap; e am cauteri sobre la extremitat del nas, e am dos cauteris sobre las doas maysselas, e am dos cauteris sobre dos spondils del col, e am vi cauteris sobre les spondils del dos, e am un gran sobre les spondils prop de la coeta, e un sobre la cotea , e am dos sobre las anquas, e am un sobre quascuna anqua, e am dos sobre les donols e un sobre quascun donolh, e am dos sobre les coydes, e am dos sobre les muscles, e am dos las teneretutz del sieu pietz; e cauteriza aquel sobre totas las juncturas dels ditz de las mas e dels pes, e sobre quascun talon dels sieus pes, e sobre les foscils de las suas mas.	And if the leprosy has already spread over the patient and appears manifestly, then it is seen that you should cauterize them with those cauteries which we have mentioned on the head; and put a cautery on the tip of the nose, and two cauteries on the two clavicles, and two cauteries on two vertebrae of the neck, and six cauteries on the vertebrae of the back, and one large one on the vertebrae near the hip, and one on the hip, and two on the shoulders, and one on each shoulder, and two on the elbows, and one on each elbow, and two on the knees, and two on the muscles, and two on the tendons of the sixth rib; and cauterize them on all the joints of the arms and hands, and on each heel of their feet, and on the soles of their hands.
E guarda te dels nervis les quals so sobre le talo que no comburas aquels.	And beware of the nerves that are on the sole, so you don't damage them.
E alcunas veguadas es cauterizat am un cauteri sobre le os del pentenilh e am autre sobre la boca del stomac, e autre sobre le fietge.	And in some cases it is cauterized with a cautery on the bone of the penis and with another on the mouth of the stomach, and another on the liver.
E sapias que quant mays ajustas cauteris, tant es mays juvatiu e mays conferent; e sapias que le malaute no ha en le cauteri dolor, ayssi cum han les sas, per so quar le cors de lu ja es stupefayt.	And know that the more you adjust the cauteries, the more beneficial and effective they are; and know that the patient does not feel pain from the cautery, as they do from other things, because the body of the patient is already stunned.
E cove que les cauteris sian grans o paucs segon les membres e las juncturas segon que es precedit de las specias dels ferramentz.	And it is fitting that the cauteries are large or small according to the limbs and the joints, as it is determined by the species of the instruments.
E aprop cura le cauteri am farina de errs coyta am mel e am l’autra curacio entro que sia sanat.	And then treat the cautery with flour of toasted rushes and with honey, and with another remedy until it is healed.
Capitol .xlviii.	Chapter 48.
De cauterizacio de stupor.	Of the cauterization of numbness or stupor.
Quan alcun membre es stabozit o adormit e es curat am medicinas, olis e emplastres, e no es sanat, lahoras tu cauteriza aquel membre stabozit am cauteris segon que merita la grandesa del membre o la parvitat de lu.	When a limb is numb or dormant and is treated with medicines, oils, and plasters, and is not healed, then you cauterize that numb limb with cauteries according to the size of the limb or its smallness.
E sia lo tieu cauteri intrant la ispicitut de la codena un pauc.	And let the cautery enter the depth of the skin a little.
E aprop cura aquel am enguent entro que sia sanat.	And then treat that wound with an ointment that is healthy.
E alscunas veguadas es cauterizada alcuna stupor le qual endeve a las mas e als pes, e als spondils del dos e ves le eysiment dels nervis les quals mavon aquel membre, e es remauguda la stupor.	And certain areas are cauterized, which causes numbness to the hands and feet, and the vertebrae of the back and gives movement to the nerves which govern that member, and the numbness is relieved.
Mays no prusuma sobre aquo sino aquel que es savi en la anotomia dels membre e de la egressio dels nervis tot le cors moventz.	But do not touch that except for one who is knowledgeable in the anatomy of the members and of the exit of the nerves throughout the whole moving body.
