Ayssi comensan las paraulas de Albucasim .	Thus they begin with the teachings of Albucasim.
Mays si tu vols la perforacio de lu am cauteri, lahoras tu igneys le cauteri del qual aquesta es la forma de lu: e depausa aquel en le mieg loc de adubilati entro que penetre la codena.	But if you want to make a perforation with the cautery, then ignite the cautery of which this is the shape: and apply it to the middle place of the hemorrhoid until it penetrates the skin.
E si le cauteri en aquel loc que es pus dejos, per so que le cors del brac sia alleujat; e aprop cura aquel entro que sia sanat.	And if the cautery is applied in that place where it is put, so that the body of the arm is alleviated; then carefully treat that inner part which needs to be healed.
Capitol .lii.	Chapter sign or symbol, possibly indicating a new section or heading
De cauterizacio de corrodent.	Of cauterization of corrosives.
Corrodent es corrupcio ambulant en le membre, la qual corrodeys aquel ayssi cum a foc comedent lenha secca.	Corrosive is a creeping corruption in the member, which corrodes that part like fire consuming dry wood.
Donc si vezes aquel corrodent en loc le qual sufferte cauteri am foc, lahoras tu igneys cauteris clavils motz paucs, e grans segon que es convenent en aquel loc en le qual es corrodent.	Therefore if you see that corrosive in a place where the cautery suffers with fire, then you will ignite cauteries of hot irons, and large ones according to what is convenient in that place where the corrosion is.
E aprop cauteriza aquel de tota partida entro que erradiques tota la corrosio e no romangua alcuna causa de lu.	And then cauterize that entire inner part from which the corrosion radiates, and do not leave any cause of it.
E aprop leyssa aquel per tres dias, e pausa sobre les locs cauterizats solpre trissat am oli mesclat entro que las scaras sian totas eradicadas e tota la corrupcio.	And then let it be for three days, and apply on the cauterized places a dressing with oil mixed so that the scars are all eradicated and all corruption.
E aprop cura aquel am enguentz carn engendrantz.	And then treat it with an ointment that generates flesh.
Mays si aprop tres dias vezes que la carn nasca sana en la qual no es corrupcio, bo es; mays sino, lahoras itera le cauteri sobre aquo que es romas en les locs corrumputz.	But if after three days you see that healthy flesh is born in which there is no corruption, that's good; but if not, then repeat the cautery on what remains rotten in the corrupted places.
E corrodent es medicat alcunas vetz am medicina aguda, quar aquela es meza en loc de cauteri.	They corrode with certain sharp medications of harsh medicine, for that one is a substitute in place of cautery.
Mays empero cauteri am foc es de pus leugier juvament.	It's better to apply cautery to the area of pus, to clean it gently.
E yeu ja e dit la curacio de lu am medicina aguda en la divisio, e donc pren aquela quan de lu auras endegencia.	And already said is the treatment of it with harsh medicine in division, and therefore take that which of it is necessary.
Capitol .liii.	Chapter three.
De cauterizacio de claus e dels autres semblants.	Of the cautery of the claws and of the other similar things.
Motas veguadas endeve a las partidas dejos del pe malautia que s’apela clau, e es causa grossa, fentrada, la qual ladeys le pe; e cauteri en aquels es segon dos manieyras, so es cauteri am foc e cauteri am aygua cauda.	Moorings or calluses that grow on the divisions of the foot of a sick person which are called claws, and it is a thick, penetrating cause, which afflicts the foot; and cautery for these is done in two ways, that is, cautery with fire and cautery with hot water.
Mays cauteri am foc es que igniscas le cauteri concau semblant a pena de voltor, le qual sia feyt de ferr segon la quantitat la qual contengua le clau de tota partida, e sia de subtils marguas.	Better is the cautery with fire, that you should make the cautery iron similar to a pen of vulture, which should be made of iron according to the quantity that the claw occupies, and it should have subtle edges.
E aprop pausa aquel ignit sobre le clau, e aprop revolveys la tua ma am le cauteri en le circuit del clau entro que·l cauteri pervengua a la profunditat del clau.	And then apply the ignited instrument on the claw, and then rotate your hand with the cautery in the circumference of the claw until the cautery penetrates to the depth of the claw.
E leyssa aquel per tres dias entro que comense getar brac.	And let it be for three days before it starts to form a scab.
E aprop emplastre aquel am malvas salvatges trissadas am sal, e leyssa le emplastre sobre aquel per una nuoyt, quar aquel sira eradicat de las suas razitz.	And then apply a plaster made from ground malt and salt to the wound, and leave the plaster on for nine nights, so that it will eradicate the roots of the disease.
E aprop cura le loc am enguent de carn generatiu entro que sia sanat.	And then heal the area with an ointment made from generated flesh, until it is healed.
E si so no-convertitz, e motas veguadas accideysso en la superficia del cors, majorment en las mas e les pes, lahoras cove que tu aministres en aquels cauteri am aygua, e es que prenguas una quannula de eram o de ferr o de pena de voltor, e pausa aquela sobre le clau; e aprop geta en la quanula de aygua cauda pauca cantitat, e rete la tua ma, e tu revolveys aquela am compressio de la tua ma de tot, e sia enpremut le marge de la canula en la razit del clau, e atrobara la aygua cauda via al preon de la razit del cau; e espera le malaute un pauc la mordicacio de l’aygua cauda per una hora, e aprop remau aquela, quar le clau am las suas razitz sira erredicat.	And if it does not convert, and warts appear on the surface of the body, especially on the hands and feet, then take a cautery iron and dip it in water, and it is that you take a needle of iron or of stone or of pumice stone, and place it on the clamp; and then put a small amount of hot water in the needle, and hold your hand, and you stir the water with compression of your hand, and be pressing the edge of the needle into the root of the clamp, and introduce the hot water via the pressure of the root of the clamp; and let the patient wait a little for the burning sensation of the hot water for one hour, and then remove it, so that the clamp with its roots will be eradicated.
E ayssi fe am aquels la i aprop l’autre entro que venguas sobre totz les quals de lor so en le cors.	And thus do the same to the others as well, until you come to those that have grown on all parts of their body.
E aprop cura aquels pus que las razitz dels claus so erradicadas am aquo dels enguentz les quals la carn ve engenran.	And then heal those wounds where the roots of the warts have been eradicated with an ointment that generates flesh.
Capitol .liiii.	Chapter Four.
De cauterizacio de tremor.	On the cauterization of trembling.
Quan endeve ad alcu tremor per freg en le nervi o per febre de causa frega, o per autra causa semblant, lahoras cove que tu cauterises aquel am quatre cauteris o am v sobre les spondils del dos, entre quascun spondilh am un cauteri; e am cauteri en le pietz de lu, e sobre l‘estomac de lu, am cauteri olivar.	When you see that someone has a tremor due to cold in the nerves or due to a fever of a similar cause, then it is advisable that you cauterize that person with four cauteries or five on the spine of the back, between each vertebra a cauteri; and a cauteri on their chest, and another on their stomach.
