Ayssi comensan las paraulas de Albucasim .	Thus they begin to recite the words of Albucasim.
E no cove que de aquesta forma de cauteri use sino aquel del qual le estudi en l’art de medicina es prolonguat, e en las mas del qual motas malautias an conogut; mays aquest am esperiment alcunas veguadas sia ardit sobre aquesta operacio, mays empero leyssa aquela deves nos, e es miels.	And it is not necessary that this form of cautery be used unless the one for which the study in the art of medicine has been prolonged, and on which many maladies have been experimented; but however some experienced men have argued about this operation, but still I will tell you what seems good to me.
Capitol .xxix.	Chapter 29.
De cauterizacio de plauresi.	Of the cauterization of wounds.
Diyssero les antics cauteri de las razitz de aristologia a plauresi frega segon aquesta manieyra esser fazedor, e es aquest que tu prenguas de las razitz de aristologia longa secca una razit pun longua que es trobada, e sia de la grossetut del dit.	The ancient doctors said that the roots of aristology should be cauterized in a wound according to this manner: it is necessary to take a root from the aristology plant, which is a long and thin root that is found, and it should be the thickness of a finger.
E aprop submergeys aquela en oli e eysen aquela al foc, e aprop cauteriza per un cauteri en aquel loc le qual es entre la continuacio de la furcula am le col; e am dos cauteris petitz dejos guidazi, un pauc declinans a la partida que es dejus la barba, e am dos cauteris en aquo que es declinant entre la quinta costa e la cizena, declinant un pauc a las partidas detras; e am autre cauteri en le mieg loc del pietz; et am autre sobre l’estomac, et am tres cauteris de las partidas detras; et am un cauteri en aquel loc le qual es entre las dos spallas, e am dos cauteris dels dos latz del pietz, dejos le cauteri le qual es entre doas spallas.	And then submerge it in oil and bring it to the fire, and then cauterize with a cautery at that location which is between the continuation of the furcula and the neck; and with two small cauteries guiding, slightly inclining towards the part that is below the beard, and with two cauteries in that which is declining between the fifth rib and the crotch, declining slightly towards the back parts; and with another cautery in the middle location of the chest; and with another on the stomach, and with three cauteries on the back parts; and with a cautery at that location which is between the two shoulders, and with two cauteries on both sides of the chest, leaving the cautery which is between the two shoulders.
E no cove que compremas la tua ma am le cauteri, ans sia en le manifest de la codena en obra.	And do not think that you should press your hand with the cautery, but rather it should be evident in the manifestation of the work.
E ja diyssero alscus antics que so alscus dels homes les quals uson de cauteri de ferr semblant a ray e igneysso aquel, e meto aquel en aquel loc le qual es entre las costas, entro que pervenguam am aquel ad aquel apostema e sia foragetada sania, ayssi cum havem dit en l’apostema del fietge.	And the experienced old men said that they were experienced in treating men who used a iron cautery resembling a rod and ignited it, and put it in the location which is between the ribs, until they reached with it to that apostema and extracted the unhealthy matter, just as we have said regarding the apostema of the liver.
Mays en aquesta perforacio am cauteri no es ses temor, quar hu mor tantost ho accideys en le loc fistula a la qual no es sanacio.	But in this perforation with a cautery there is no fear, because what happens most often is that it closes the fistula at the location where there is no healing.
Capitol .xxx.	Chapter
De la cauterizacio de la melsa.	On the cauterization of the wound.
Quan tu curas la malautia de la melsa am aquo que havem dit de la curacio en la divisio e no confereys la tua curacio, lahoras cauteri en lu es segon tres manieras, las quals totas son dreyturieras, de las quals la una es que fassas tres cauteris o quatre linhan segon la longitut de la melsa segon la figura dels cauteris del fietge, la figura dels quals ha precedit.	When you treat the wound of the thigh with what we have said about treatment in the division and do not confuse your treatment, then cauterize it in three ways, all of which are effective, one of which is to make three or four marks according to the length of the wound, according to the shape of the cauteries on the foot, the shape of which has been previously described.
E sia entre quascun cauteri la grossetut d’un dit o un pauc mes, e la manieyra del cauteri sia la manieyra la qual havem dita en le cauteri del fietge engualment.	And let there be between each cauterization the thickness of a finger or a little more, and the manner of the cauterization should be the same as what we have said regarding the cauterization of the foot, namely.
E no compremas la tua ma am le cauteri; e le malaute sia eves sobre lo sieu dos.	And do not press your hand on the cauterization; and let the patient be elevated on their back with two pillows.
E es autra manieyra de cauterizar, so es que tu igniscas le cauteri haventz dos vertimentz, la qual causa havem dita en le capitol de dislocacio del muscle, e elava la codena la qual es en le endreyt de la melsa la hon perve le jazer del malaute sinistre.	And there is another way of cauterizing, which is that you should ignite the cautery having two vertices, which cause we have mentioned in the chapter on dislocation of the muscle, and elevate the tendon which is in the interior of the thigh where the vein of the patient's left sinew or nerve is visible.
E sia la tua elevacio am la qual elevas la codena segon la longuesa del cors, per que sian faytz cauteris segon la latitut del cos.	And let your elevation be such that you elevate the tendon according to the length of the body, so that cauteries are made according to the width of the body.
E aprop entromet les dos vernimentz, ignitz mot, en aquel entro que am aquels penetres la codena de la autra part.	And then insert the two vermilion instruments, ignite the wick, in that entrance through which the cauterizing tool penetrates the skin of the other part.
E aprop extrayt le cauteri; e donc son faytz quatre cauteris.	Then extract the cautery; and thus four cauteries are made.
E si voys, cauteriza am cauteri havent tres vernimentz.	And if you want, cauterize with a cautery having three vermilion points.
E aprop tu cura le cauteri pus que aia laysat de getar brac per trops jorns, quar mays es comferent que las autras causas precedentz en la curacio.	And then cure the cautery after having waited for many days, for it is more confident that the other causes precede in the cure.
Capitol .xxxi.	Chapter 21.
De cauterizacio de ydropici.	Of the cauterization of dropsy.
Cauteri no catz en ydropici sino en alcinte3 propriament.	Cautery is not applied in dropsey but rather on the affected joint specifically.
Quan tu curas le ydropic am las manieyras de curacio las quals havem ditas en la divisio e no confereys la tua curacio, lahoras cove que aquel cauterizes am quatre cauteris en le cercuit del embelic e am un cauteri sobre l’estomac, e am autre cauteri sobre le fietge, e am autre cauteri sobre la melsa, e am dos cauteris entre les spondils del dos, e un cauteri en lo dreyt del pietz, e am autre cauteri sobre l’estomac.	When you treat the dropsical person with the methods of treatment that we have mentioned in the division and do not confirm their treatment, then it is necessary that one applies cautery with four cauteries around the navel and one cautery on the stomach, and one cautery on the liver, and one cautery on the spleen, and two cauteries between the ribs of the back, and one cautery on the right side of the chest, and another cautery on the stomach.
