Ayssi comensan las paraulas de Albucasim .	Thus commence the words of Albucasim.
E aprop alogua en lu fortz tenalhas grans per bona loquacio o estuptura fort, e pausa le cap del malaute entre les tieus denolhs que be le tengues que no·s maugua, e aprop tratz la dent segon rectitut en manieyra que no trenques aquela, ni al malaute major dolor no dones.	And next, use pliers with strong teeth for good gripping or a strong tamping tool, and place the patient's head between your hands that hold them, to avoid injury, and carefully extract the tooth according to its straightness in such a way as not to break it, or cause greater pain to the patient.
E donc si no es foro-getat, lahoras pren un de aquels instrumentz, e met aquel dejos lu de tota part am facilitat e esforsa la remocio de lu ayssi que es feyt al comensament.	And therefore, if it is not forgotten, take one of those instruments, insert it into the affected area with ease and effort, thus as it was done at the beginning.
Mays si la dent es trauquada o corrosa, lahoras cove que tu comples de drap aquel trauc e estrenguas aquel am la extremitat de ray subtil per so que no sia trinquada en la hora de la tua constriccio sobre aquela am tenalas.	If the tooth is broken or corroded, you must gather a piece of cloth over that wound and twist it at the end of a fine thread so that it does not come undone during your constriction when holding it in place.
E cove que tu obres exquesitament am scarificacio en le circuit de tota part de la gingiva e guarda mot la tua fortaleza que no trenques aquela e romangua partida de lu, e retorne sobre le malaute per la malicia que sia majo que la primieyra dolor de lu.	And be sure to perform the scarification carefully around the entire gum line and take care not to break or tear that part, then return to the patient for further treatment if the pain worsens than the initial pain.
E guarda te que no fassas aquo que fan alscus ignorantz barbiers en lor fistinacio e audacia sobre la eradicacio de lor, ses que no aministran aquo que nos havem recomtat; quar motas veguadas fan venir sobre les homes malautias grans las quals son pus dificils que sian trinquadas, e las razitz de lor remaugudas totas, o alcunas de aquelas, o que extrayguas aquela am alcus osses de la mandigula ayssi cum motas veguadas havem testificat.	And beware that you do not perform what some ignorant barbers do in their hasty and reckless attempts at removal, for they do not administer what we have prescribed; often, they cause great harm to men, whose wounds become more difficult to treat, or they completely remove certain bones from the jaw, as we have witnessed on numerous occasions.
E aprop la eradicacio de lu sia lavada la boca am vi caut o vi agre am sal.	And then proceed with the eradication of it, wash your mouth with wine or vinegar mixed with salt.
E si endeve fluxs de sanc per aysso, ayssi cum motas veguadas endeve, lahoras trissa alcuna quantitat de zegi e aspergeys sobre la plagua, e si no confereys aquel zegi, cauteriza.	And if pus flows from it, and red spots appear, then scrape some amount of it and sprinkle on the affected area, and if that pus does not come out, cauterize.
La forma de las forceps e tenalas subtils am las quals es mauguda la dent al comensament sia de longua extramitat, de breu manubre e gros, per so que no sian doblatz quan am aquels deves obrar.	The shape of the forceps and pliers should be thin and delicate, used to extract teeth at the beginning, with a short handle and a thick base, so that they do not bend when used in those ways.
E sian ayssi cum vezes de gros manubre entro que quan estrenhas am aquelas no sian dobladas, sian breus extramitatz.	And they should also be used with thick handles that, when first opened, are not bent, but rather have thin ends.
E sian faytas de ferr de India descentment faytas de dreytas extramitatz, e en las extramitatz de aquelas sian dentz de las quals las unas intron en las autras e estrenhan per constriccio descent fort, e alscunas veguadas las extramitatz de aquelas sian la forma del bec d’un auzel le qual ha nom ciconia, so es guanta, e son de fort constriccio.	These are made of Indian steel with right-angled ends, and on the ends of those instruments there are teeth that interlock with each other and open by strong contraction, and sometimes the ends of these instruments have the shape of a bird's beak, which is curved, and they are very stiff.
Capitol .xxxi.	Chapter .xxxi.
De erradicacio de dentz e d‘estraccio dels osses de las mandibulas trincadas.	On the eradication of teeth and the extraction of broken bones from the jaw.
Quan deves la eradicacio de dent le qual es trinquat roman alcuna causa, lahoras cove que tu pauses sobre le loc coto am boder per un jorn o per dos entro que·l loc sia mollificat; e aprop entromet algesti o tenalhas las extramitatz de las quals so asembladas al bec de un auzel apelat ciconia o guanta, la forma de las forceps:	When it is necessary to eradicate a tooth that is lodged for some reason, you should place your hand over the area with a border for one or two days until the location is softened; then insert pliers or tongs whose ends are assembled in the shape of a bird's beak, called a ciconia or guanta.
Las extramitatz de lor sian faytas dedintz ayssi cum lima o alfagi.	Their ends should be filed or sharpened with a chisel or file.
E si no obediys a tu a eyssiment am aquestas forceps o tenalas, lahoras cove que tu caves sobre la razit e descrobas tota la carn e entrometas le instrument le qual ha nom atali, so es palanca petita del qual la forma es aquesta:	And if you do not obey these instructions regarding the use of pliers or tongs, then you should dig into the root and remove all the flesh and insert the instrument named here as a small lever with this shape:
E sia de breu extremitat grossa un petit, e no sia enbegut per so que no sia trinquat.	And take a thin but long needle, and do not cover it, so that it does not bend.
Donc si per aquo la razit es foro-getada, bo es; e sino, ajuda te am aquestz autres instrument dels quals aquestas son las formas: la forma del primier instrument es de triangulada extramitat en la qual sia alcuna grossesa:	Therefore, if the incision is forgotten, this one [instrument] is; otherwise, help yourself to these other instruments whose forms are as follows: the form of the first instrument has an extremities triangular in shape with some thickness.
La forma del segon instrument es que sia de triangulada e de pus subtil extremitat.	The form of the second instrument is triangular with a very thin extremity.
E ja so ajudatz am aquest instrument havent dos ramps del qual aquesta es la forma aprop la seguent:	And now, with this instrument having two inclines, its appropriate form is as follows:
e am autres instrumentz les quals precidero en rasura de dentz; quar juvament es fayt am aquest instrument le qual es asemblat a onci gran, e aquesta es la forma:	and other instruments used for dental extraction; indeed, this instrument resembling a large claw is used and its form is:
de la triangulada extremitat torta o curta, la qual sia alcuna grossesa, e no sia enbegut per so que no sia trinquat.	with a curved or straight triangular extremity, of some thickness, not covered to prevent it from bending.
