Ayssi comensan las paraulas de Albucasim .	The words of Albucasim begin thusly.
E si vols, fay una canula clausa ayssi cum cana, e la cancula del estrument a capipurge fazedor e sia plana, descuberta; a la qual sia manubre en lo derier de lu, am le qual tenguas aquela quan escaufas en lu oli o aquo que tu vols dels sucs e de las causas suctiblas.	And if you want, make a closed tube like a cane, and the tube of this instrument for head-venting is flat, open; there should be a handle at its back end, to which you place it when you heat up oil or whatever you want from liquids and fluids.
E aquestz capipurgi es precios: recipe de enforbi de castor, de balayra blanc, de giengiebre, e piletre de safra, de pebre lonc, de escafragia, de epetum de spic ana unc. vi cumfizeys am suc de bleda e de caul, e sian faytas pillulas, e sia destemprada una pillula am aygua tebeza, e sia gitat en las nars del malaute jasent envers.	And this head-venting is priced: mix of castor oil, white balm, ginger, and saffron, long pepper, turmeric, cinnamon. Mix with flour and honey, then make them into pills. Take one pill and let it be chewed in water, then apply it to the patient's nostrils facing upwards.
Capitol .xxv.	Chapter XXV.
De theyls natz en las extramitatz del nas.	About the nostril tips.
Motas veguadas es nat theyl en las extramitatz del nas, e es magnificat e omentat en alscus dias entro en que mot es leg le reguardament de lu.	Reductions are made that the nostril tip exists in the extremities of the nose, and it becomes enlarged and inflamed for a few days during which its healing process is observed.
E per aquo cove que tu inscidas aquel en le comensament de la apparissio de lu, e erediques tot aquel.	And so conduct that you introduce it at the beginning of the appearance of it, and remove all of it.
E aprop pausa sobre le loc o cauteri o medicina comburent la qual estia en loc de lu.	And then place on the spot or with a cautery or burning medicine where there is a lesion.
Mays si es tardada la sua inscizio entro que sia magnificat, lahoras considera si es lapificat, dur, de fusca color e de pauc sentiment, lahoras no toques aquel am ferr quar es apostema crancos; quar motas veguadas ad aquel que inscideys aquesta apostema endeve per lu granda malicia sobre aquel le qual aquel havia.	If its introduction is delayed and it becomes enlarged, then consider if it has hardened, is firm, dark in color and lacks sensation; then do not touch this with iron which is pus. The reductions that lead to this pus indicate that the lesion it introduces causes a great malady over that on which it was situated.
E si le apostema es de leon tocament e no es de fosca color, e vezes que inscizio es possibla en tot aquel, lahoras evacua le malaute e inscideys aquel senes temor, e cura le loc am aquo que exsique e costrenh entro que sia sanat.	And if the pus is leon in texture and not dark in color, and there are chances for introduction throughout this area, then evacuate the patient and introduce this sign with fear, and treat the lesion with things that dry out and restrict until it heals.
Capitol .xxvi.	Chapter XXVI.
De sutura del nas e de las labias e de la aurelha quan la continuitat es dissolvuda per plagua o per semblantz.	About the suture of the nose, lips and earlobe when continuity is dissolved by disease or resemblance.
Sapias que quan accideys solucio de continuitat en una de aquestas cartillages, pauc confereys en aquela operacio sino en alcus homes.	Know that whenever you encounter the dissolution of continuity in one of these cartilages, there is little to gain from that operation unless it's for certain individuals.
Donc cove, quan endeve ad alcu alcuna causa de aquelas, que consideres si es plagua fresca am le sieu sanc, e lahoras tu ajusta las doas labias de la plagua am sutura, e aprop cura aquel entro que sia sanat.	And so proceed, when you approach any cause of those, consider if it's disease fresh on the tongue, then adjust the two lips of the disease with suture and treat it until it heals.
E si las labias de solucio de continuitat so ja separadas, e quascuna es fayta sana, lahoras cove que tu excorjes quascuna partida de la sua codena apparent entro que n’iesca sanc.	And if the lips of continuity dissolution are already separated, and any part is healthy, then proceed that you remove every part of its apparent origin until no disease escapes.
E aprop ajusta las doas labias am sutura e strenh aquelas, e sobre aquelas pulveriza sanc de drago e enses trissat, e pausa sobre la polvera una pessa de emplaustra diafinicon, o de alcu autre dels emplastres consolidatius, e leyssa aquel liat per dos jorns o per tres, e aprop deslia aquel e permuta aquel emplaustre e leyssa aquel entro que·ls fiels per si sian abscinditz, e aprop cura am enguent entro que sia sanat.	And then adjust the two lips with suture and strengthen them, spread the tongue of a dragon's disease on them and mix it finely, place over that some dust of diafinicon or another of the consolidating plasters for three days or four, then remove that and replace that plaster until those gall bladders are removed by themselves, then treat with ointment until it heals.
Mays la manieyra de la sutura es que tu agregues la solucio de continuitat o am agulhas ayssi cum havem recomtat en la sutura del ventre, o agregua la solucio de continuitat am fiel ayssi cum a tu e fayt saber.	The method for the suture is that you add the dissolution of continuity or with needles as we have recounted in the suture of the abdomen, or add the dissolution of continuity to the gall bladder as it pleases you and let it be known.
Capitol .xxvii.	Chapter XXVII.
De extraccio de aquela causas que veno en las doas labias en las partidas dedintz.	About the extraction of those causes that occur in the two lips within the parts inside.
Motas veguadas endeve a motz homes en las partidas dedintz de las suas labias alcus apostemas durs semblantz a gras de errs, e alscunas de lors son mendres e alcunas son majors.	Reductions are made that in the parts inside of their lips certain hard pus masses resemble fat from veins, and some are smaller and others are larger.
Donc cove que tu convertas las labias e fendas quascuna de aquelas duricias de tota part, e aprop la abscizio umpliscas le loc de sagi trissat entro que·l sanc sia restrengut, e aprop sia lavat am vi agre e sia curat le loc am aquo que es stipticitat, entro que sia sanat.	And so proceed that you convert the lips and each opening of those hard masses from every part, then prepare for their extraction by filling in the space with fine sand until the disease is strengthened, then wash them with warm water and treat the area with a stictifying agent until it heals.
