Ayssi comensan las paraulas de Albucasim .	This begins the words of Al-Baghdadi.
E sian les puntz propdas entre lor.	Make the points close together among themselves.
E aprop cura le loc entro que sia sanat am aquo que havem dit.	And then treat the area until it is healed with what we have said.
Mays guarda que cauteri no sia administrat en gelbositat que sia fayta per spasme de nervi.	Remember that cautery should not be administered in glibesity which is caused by muscle spasms of nerves.
Capitol .xliv.	Chapter 44.
De cauterizacio de podagra e de dolor de juncturas.	On the treatment for gout and joint pain using cautery.
Quan dolor de juncturas son faytas per humors fregas les quals so enfundutz a quascun membre del cors, lahoras quan veno dolors en los pes, de costuma dels metges es que aquo apelen podragua propriament.	When joint pain is caused by cold humors that permeate every part of the body, and when pain occurs in the feet, it is customarily called gout by doctors.
E donc cum es curada podagra de causa frega am manieyra de cura e no so remaugudas las dolors, lahoras las remau cauteri.	And how gout caused by cold humors is treated using the method of treatment and not letting the pain recur, then the pains are subjected to cautery.
E es que tu cauterizas aquel aprop evacuacio en le circuit de la junctura del pe am motz cauteris.	And this is that you cauterize there, regarding evacuation in the circumference of the joint on the thigh with small cauteries.
E sia cauteri olivar del qual aquesta es la forma de lu:	And this is how it should be for an olive-shaped cautery, which is its form:
E si es necessitat que puntz sia fayt sobre la fassia del pe, lahoras fay am cauteri de punt.	And if it is necessary to make points on the surface of the foot, then do so with a pointed cautery.
E si las dolors pujan entro als denolhs o a las autras juncturas, e aquo motas vetz s’endeve, lahoras cauteriza aquel sobre quascun donolh am tres cauteris o quatre de tota partida am aquest cauteri olivar.	And if the pains spread into the hollows or to other joints, and these symptoms appear, then you should cauterize that above each hollow with three or four cattle's cauteries in total around this olive-shaped cautery.
E si motz cauteris que aquestz cauteris sian a tu necessaris, lahoras cauteriza aquel e no premas trop la tua ma am le cauteri abans, sia tant solament enviro la specitut de la codena.	And if these cauteries are what you need, then cauterize that and do not press too hard with your hand before the cautery only around the circumference of the lesion.
E si las dolors pugan entro al donolh e·l dos, lahoras aministra le cauteri le qual havem dit en le sieu capitol.	And if the pains enter into both hollows and feet, then administer the cautery that we have said in its chapter.
E si las dolors so en las mas tant solament, e es apelada suagra, lahoras puncta en le circuit dels focils ayssi cum se revolvo, puncta en aquels dos linhas.	And if the pains are only in the chest and it is called gout, then puncture along the ribs as they move, puncture on those two lines.
E si reman de las dolors en les ditz, lahoras puncta en le cercuit dels focils sobre quascun notz e sobre la pinche de la ma.	And if the pains remain in the fingers, then puncture along the rib circumference on each wrist and on the thumb of your hand.
E si las dolors pugan aprop alscus jorns als coydes o als muscles, lahoras cauteriza les quascus de tota part dels ajutoris.	And if the pains spread for several days to the elbows or muscles, then cauterize all of those around each helper.
E no evacuas le malaute de bon regiment e de recepcio de medicinas, quar si es fayt bon regiment e flacma es evacuada am aquest cauteri sira sanat, Dieus ajudan.	And do not remove the waste from proper regulation and reception of medicines; if proper regulation and heating are done with this cautery, then healing will occur, God help.
Capitol .xlv.	Chapter 45.
De cauterizacio de rompeduras.	On the treatment for ruptures using cautery.
Quan endeve rompedura en les angonars e diysendo les budels denant l’atela al genetiu, e aquo es comensan de aprop, lahoras cove que tu mandas al malaute layssar la sua comestio en le sieu dia e que use de causas leniens per so que la fenda deyssenda del sieu ventre.	When there is rupture in the arteries and saying that the intestines are hanging in front of the belly, and this is how they start doing it, then you should advise the patient to leave his food for the day and use gentle means so that the abdominal opening will close down.
E aprop segua le malaute entre las tuas mas sobre le sieu dos, e comanda a lu que tengua le sieu ale entro que sia foro getat o aparesca l’atela o·l budels.	And then guide the patient between your hands on his back, and command him to have his chest so that it may be healed or that you see the belly opening or intestines.
E aprop retorna aquel am les tieus ditz e senha am tenta la ruptura sobre le os del pentenilh am senhal la extremitat del qual sia semblant a la maytat de cercle a las subiranas partidas del cors.	And then return that to your fingers and test the rupture over the bones of the foot with the indication being similar to half of a circle in the lower parts of the body.
E aprop igneys le cauteri del qual aquesta es la forma de lu:	And then heat the cautery, which is its form like this:
entro que sia mot rog e gete cintilhas.	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
E aprop reduzeys le budel o l’atela a la sua conquavitat, e aprop pause la sua ma sobre le loc per so que le budel no yesqua.	Then return the intestine or hernia to its cavity, and place your hand over the area to prevent the intestine from coming out.
E tu ja has ubert entre las coyssas del malaute e dejos lu as pausat un coyssi, et autre servent sia sus las cambas de lu, e autre sus le pietz de lu, le qual tengua las suas mas.	You have already opened the space between the patient's thighs, placed a cushion under them, another servant on their legs, and another on their chest, holding their hands.
E aprop pausa le cauteri sobre aquel senhal am la tua ma am cauteri stan dreyt, e te aquel entro que am lu consieguas le os del pentenilh entro al mieg del duiduni; e itera am aquel autra veguada si a tu aquel no has conseguit en la primieyra veguada entro al os.	Then place the cautery over that mark on your hand near the tip of the cautery, and you go inside where you find the veins in the middle of the body; and try again with this position if you have not succeeded in the first attempt to reach the blood vessels.
