Ayssi comensan las paraulas de Albucasim .	This begins the words of Albucasim.
Aprop entremet aquel ignit en aquel atheyl abscis, e ultima la tieua ma entro que pervengua le cauteri al orifici de la vena de la qual ve la sanc.	Place the ignited object in the thymus gland incision and continue your hand until the cautery reaches the opening of the vein from which it carries the poison.
E fay aquo una vetz o doas, quar si achieyl son trops, lahoras cauteriza quascun de lor segon que havem recontat, e aprop cura aquels am aquo que confereys a lor dels enguentz entro que sia sanat.	And do this once or twice; if thistles are too many, then cauterize each one as we have recounted, and continue to treat them with the remedies that you apply while they heal.
E si cauterizas am gran cauteri sobre alquatin, es mays derier en juvament.	And if you perform a large cautery on a thistle, it will be more effective in youth.
Capitol .xxxvi.	Chapter xxxvi.
De cauterizacio de fistolas que son faytas en la natura derie en las partidas de lu.	On the cautery of abscesses that occur naturally within their parts.
Quan la natura no obeziys a la obra la qual havem recomtada en son loc, e·l pacient es espaventat per aquo, sia sanat am cauteri.	When nature does not comply with the work that we have recommended in its place, and the patient is frightened by this, they will be cured with cautery.
Donc quan ad alcun ve fistola en la natura derier, e es antiquada, corro sania de lu e humiditatz corrompudas, e donc aquo que es pus digne que cove es que proes aquela am tenta subtil, e aprop conoys la quantitat de la profunditat de lu am la devant dita tenta.	So when you find an abscess in nature later on and it is old, with disease and corrupted moisture, then the pus that deserves to drain escapes through this subtle opening. And you should know the depth of the wound according to the previously mentioned probe.
Aprop igneys le cauteri que es semblant a ray.	And ignite the cautery that resembles a rod.
E aprop met aquel cauteri ignit en aquesta fistula, e segon la quantitat en la qual intrec la tenta.	And place that ignited cautery into this abscess, and according to the depth in which it reaches the probe.
E itera sobre aquela le cauteri entro que sian comburitz aquels cors corrumputz tost una veguada o dos o tres, segon la quantitat de la tua necessitat.	And iterate applying the cautery until those corrupted bodies are burned out, either once, twice, or three times, according to your need.
E guarda te de combustio de nervi e de vena; o si fistula va al cors de la vesica o al cors del budel, lahoras guarda te de totz aquels locz; e no fassas aquo sino quan la fistula es en loc carnos e cogitas que no es penetrant.	And be careful not to burn the nerves or veins; or if the abscess goes towards the bladder's body or towards the intestines, then avoid all those areas. Do this only when the abscess is in a fleshly location and you think it is not penetrating deeply.
E aprop cura le loc entro que sia sanat.	And continue to treat the area until it heals.
E si le loc es sigillat, e so abscindidas de lu las materias, e roman ayssi per lonc temps, lahoras sapias que ja es curat entierament.	And if the area is sealed, and once removed are all its contents, and it remains for a long time like this, then know that it has been fully healed.
E si las materias no so de lu ostadas, lahoras sapias que es penetrant o en le preon de lu os corromput, o cays aquo de aquelas causas de las quals vindra rememoracio en son loc.	And if the contents are not exclusively yours, then know that it is penetrating or at its base there's corruption of your body, or it stems from those causes which will bring memory to their location.
Capitol .xxxvii.	Chapter xxxvii.
De cauterizacio dels ronhos.	On the cautery of boils.
Quan en les ronhos endeve dolor per freg o per grossa ventozitat, e per aysso le coyt del malaute es amermat, lahoras cove que cauterizes aquel sobre les ronhos am cauteri sobre quascun ronho am cauteri clavilh del qual precesic la rememoracio.	When in boils you experience pain due to friction or due to thick wind, and the groin of the patient is swollen, then know that you should cauterize each boil with a cautery on each boil and apply a subtle cautery corresponding to their cause.
E fort leu cauterizam am le segon un petit dejos, per que vindran tres cauteris liniatz, e donc siran mays deriers en juvament.	And strongly cauterize a small area immediately after that, for three linear cauteries will come from it, and they will be more effective in youth.
Capitol .xxxviii.	Chapter xxxviii.
De cauterizacio de la vesica.	On the cautery of the bladder.
Quan accideys en la vesica debelitat e mollificacio per freg e per humiditatz ayssi que·l malaute la urina no retengua, lahoras cauteriza aquel en la partida pus dejos sobre la vesiqua, la hon comensan les pels del pentenilh, e cauteriza am un cauteri en la partida dreyta, e am autre en la senestra de lu.	When it happens in the bladder due to friction and moisture such that the patient doesn't retain urine, then perform a cautery on the area filled with pus below the bladder, like where the skin starts from the umbilicus, and do so with one cauterization on the right side, and another on the left side.
E sia la longitut de quascun cauteri segon la cantitat dels not del pous; e cauteriza aquel am cauteri en la partida pus bassa del dos, o am dos cauteris si es necessitat.	And the length of each cautery according to the quantity of the pus; perform a cauterization with a cautery in the lower part of both sides; or do two cauterizations if it is necessary.
E sia cauteri clavilh segon que es procesit.	And perform the subtle cautery as described.
Capitol .xxxix.	When joint pain is caused by cold humors that infiltrate each part of the body, and pain occurs in the feet, it is customarily called gout by doctors.
De cauterizacio de la mayra.	Regarding the cautery treatment for the eye.
Quan veno en la mayra freg e humiditatz, e per aysso es prohibida enpreignacio, e son corrompudas las mestruas de lu, e es tardada la provocacio de lor, e accideys dolor deves le haveniment de lor, lahoras cove que·l loc sia cauterizat am tres cauteris en le circuit del ombelic, ayssi cum havem dit en le cauteri de la vesica; e am cauteri sobre le loc pus dejos del dos, o am dos cauteris, e sia le cauteri clavilh.	When the vein and moisture enter the eye, and in such cases it is forbidden to undertake pregnancy, and if her menstrual periods are affected by this, they become delayed and provoke pain during urination. In that case, one should apply a cautery three times along the umbilical circuit, as we have described for the bladder in previous sections; or with a single cautery over the area where there is pus, or perhaps two cauteries, ensuring the first cautery has not left any scars behind.
Capitol .xl.	Section XL.
De cauterizacio de la dislocacio de l’anqua.	Regarding the cautery treatment for the dislocation of the ankle.
Quan humiditatz moucozas so efundudas a la partida de la anqua, e so faytas causas del yssiment del sieu loc, e senhal de lu es que la coyssa es prolonguada sobre l’autre quan so comparadas entre lor.	When moisture invades the joints and causes issues in the ankle's structure, indicating this by extending one foot compared to the other when placed side by side.
