Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucasim.
E aprop pausa le cauteri sobre aquel senhal am la tua ma am cauteri stan dreyt, e te aquel entro que am lu consieguas le os del pentenilh entro al mieg del duiduni; e itera am aquel autra veguada si a tu aquel no has conseguit en la primieyra veguada entro al os.	And then place the cautery over that signal with your hand on the cautery straight, and guide that into you where you find the bones of the ankle in the middle of the knee; repeat this for another area if you have not succeeded in the first attempt to reach the bones.
E observa saviament del ysiment del budel en la hora de la tua cauterizacio, que no comburas aquel budel per so que sobre le malaute no vengua in mort o autre gran malicia.	And observe wisely the movement of the hernia during your cautery treatment, do not force the hernia to move on its own that causes death or other serious harm to the patient.
E sapias que quan tu am le cauteri no atenhas le os, no confereys la tua operacio.	And know that when you have the cautery in hand, do not touch the bones, do not complete your operation.
E cove que·l cauteri dels enfants sia subtil segon le gran e la mesura de lor.	And be aware that the size and measurement of a child's cautery should be subtle according to their grandeur.
E aprop cura le loc del cauteri per tres dias am boder entro que sia remauguda la scara del foc.	And then care for the area of the cautery for three days with ointments until the scar from the fire is healed.
E aprop cura aquel am les autres enguentz entro que sia sanat.	And then treat that with other ointments until it heals.
E le malaute sia jasent sobre le sieu dos per xl dias entro que sia sigillat le loc e la plagua.	And let the patient lie on their back for 40 days until the area and wound are sealed.
E cove que pauses le nutriment de lu segon la longitut del temps de la curacio de lu le qual le linesca le ventre de lu, e que le budel no yesca fora deves le esforsament de guerir.	And be aware that you should limit the patient's nourishment according to the duration of their recovery period, which stretches his belly, and ensure that the hernia does not escape due to the strain of healing.
E aprop quan se vol levar aprop xl dias, lahoras aministra liament decentment fayt, e tengua aquel per autres xl jorns.	And when you want to remove it after about 40 days, then administer food properly, and keep that for another 40 days.
E sia mermat de trebalh e de replecio de vianda e de beure, e de votz vehementz, quar quan usa de aquest regiment de sanacio entiera sira sanat.	And if he is reduced in work and fullness of food and drink, as well as vigorous actions, then when using this complete regimen for recovery, he will be healed.
E yeu diyre la curacio de las rupturas en las autras partidas del ventre, e so al comensament, e vols que no treguan, lahoras cauterisa la ruptura d’aquel am cauteri redon segon la quantitat de lu, e sia aquo que es exhurit de la codena ayssi cum la tersa partida de lu; e aprop cura aquel am aquo que havem dit, e no es ajustat.	And I will tell you about the treatment of ruptures in other parts of the abdomen, and at the beginning, do not let them rest. Then apply the rupture to that with a round-shaped cautery according to its size, so that it is removed from the joint as if it were the lower part of it; then treat that as we have said, without being adjusted.
E ja diyssero alcus primiers que ruptura sia cauterizada am cauteri triangular segon aquesta forma, pus que es senhada am tenta:	And I have already mentioned some first points that say that the rupture should be treated with a triangular cautery according to this shape, because it is tested like this:
e es pausada linha que eys per la latitut en le latz pus sobira de la ruptura, e autra linha al desus; e depausa la tua ma am un cauteri clavilh, mays le primier cauteri es pus leugier e milhor.	A line is placed according to the width at the lateral part above the rupture point, and another line above it; then place your hand with a pointed cautery; the first cautery should be closer and better.
Capitol .xlvi.	Chapter forty-six.
De cauterizacio de torcio.	On the treatment of cauterization for torsion.
Quan endeve en alscus membres per cazement o per percussio dolor e persevera aquela dolor per lonc temps e no comfereys al u curacio am medicinas, lahoras cove que cauterizes am cauteri de punt.	When pain persists in some limbs due to dislocation or impact, and if that pain continues for a long time without responding to medicine, then you should consider using a pointed cautery treatment.
E sia le cauteri de tot membre segon la magnitut e la parvitat de lu, e vertut e develitat de lu, e locacio de torcio e dolor de lu.	And apply the cautery to all members according to their size and thickness, as well as their effectiveness and development, and the location of the torsion and pain.
Donc si·s sanat per le primier cauteri, bo es; e sino, lahoras itera sobre lu le cauteri; quar de costuma de aquelas dolors es que sian punctatz de membre ad aquel membre le qual apropinque al u, per que cove que consieguas aquels am cauteri entro que·l malaute sia sanat.	So if the person recovers with the first cautery treatment, then it's fine; otherwise, repeat the process on them. Typically, for these pains, they puncture parts of the body close to the affected area, so that by having those points treated by cauterization within the patient, the body becomes healed.
Capitol .xlvii.	Chapter forty-seven.
De cauterizacio de lepra.	On the treatment of leprosy with cautery.
Les lebros alcunas veguadas am cauteri per mot gran juvament, e magerment si la specia de lepra que es fayta per putrefaccio de flacma e de melencolia.	Some leprosy cases require treatment with cautery due to its great youthfulness, and moderately so if the type of leprosy is caused by the putrefaction of phlegm and melancholy.
E donc cum tu vols cauterizar aquel, considera si la lepra es comussan e as aquela curada am aquo que havem dit en la divisio e no deysen, ni esta, e temes sobre le malaute que la corrupcio comprehenda tot le cors de lu e tota la compleccio de lu, lahoras cauteriza aquel sobre le cap am v cauteris: am un en le mieg loc del cap, e am le segon pus dejos de lu, eves le front a la fi dels cabels; e amdos sobre dos corns; e am un detras, sobre la nuca o servitz.	And when you wish to cauterize that, consider whether the leprosy is contagious and if it can be cured with what we have said in the division of treatment, without spreading or affecting anything else, and you fear for the patient's entire body being affected by corruption reaching all parts of their body, then cauterize that area above the head: one at the middle of the head, and another slightly below; observe the forehead towards the ends of the hair; and both on two ears; and one behind, near the neck or nape.
E ultima la tua ma am le cauteri un pauc entro que emprema en le os una petita empressio, e de lu sian deslocadas las scorsas, per so que la expiracio de grossas vapors sia alleujada de lu; e cauteriza sobre la melsa segon que es precesit.	And with your hand using the cautery tool slightly inside where it starts to affect the mouth, and if any previous symptoms are relieved from them; this will facilitate the expulsion of thick vapors from them. And cauterize on the wound according to what is necessary.
