Ayssi comensan las paraulas de Albucasim .	This begins the words of Albucasim.
E la segonda manieyra es prop les locs en les quals accideys del cos, quar le apostema accident en le cap es autra de la apostema accident en le cul; e le apostema en le loc carnos accident es autra del apostema accident en junctura; e a quascun de lor es son juguament per operacio.	And the second way is for the places where they occur in the body, when blisters occur in the head it is another of a blister occurring in the anus; and the blister in the meaty place causing an accident is another from a blister causing an accident at junctions; and each one has its method for operation.
E mays de apostemas so alcunas las quals cove que no sian perforadas sino aprop maturacio de la sania en aquels o compliment de lor.	And there are some blisters that it is sufficient for them to be penetrated only upon the maturation of the medicine in those or completion of themselves.
So autras apostemas les quals cove que sian traucatz quan son cruzes, e no son maturatz segon lor compliment, ayssi cum apostemas que son propdas a las juncturas, quar apostema quan ve prop junctura, lo esser de lu es prolonguat entro que·s poyreys aquo que es en le circuit de lu, e fort leu son corromputz les liamentz o les nervis de aquela junctura, per que es fayta causa de contraccio de aquel membre; o es apostema prop de membre principal, e si tu tardas la perforacio de lu entro sia madurat nosira al membre principal; o es prop le cul, donc perfora aque no-madurat; e no cove que·l perforas cru, de no-complida degestio, sino aquel que es prop del cul, per so que no poyresca le preon de lu e sia elonguat a las partidas dedintz del cul, e sia fayta fistula, o que sia fayt en le terme de lu que no sia sanat.	And there are other blisters that it is sufficient for them to be pierced when they cross, and do not mature according to their completion, as with blisters that are close to junctions, where the blister when it approaches a junction, its being extends until you place what is in its circuit, and it corrupts your muscle or nerves of that joint, causing contraction of that limb; or if it is a blister close to the main member, then if you delay piercing it before its maturation it will affect the main member; or if it is near the anus, so pierce what is not matured; and it is sufficient that you pierce it crude, from incomplete digestion, but that which is close to the anus, so that you do not disrupt its flow and it extends into the partitions inside the anus, causing a fistula, or it is made in the end of which is not cured.
Mays cove que tu sapias la hora de la perforacio de la apostema, e aysso es quan es maturat.	When you know the time for the pus pocket's puncture, this happens when it has matured.
E sapias que es madurat quan es la cedacio de la dolor e la cessacio de la febre, e aprop la diminucio de la rogor e de la pulsacio, e la acuitat del cap del apostema, e les autres senhals.	And know that it has matured when the pain subsides and the fever ceases, and approximately the decrease in redness and pulse, and the sharpness of the head of the abscess, and other signs.
E quar cove que sapias la perforacio cazer en le loc pus dejos del apostema e de pus venient de curacio de la eminencia.	And know that you should puncture in the place of pus left by the abscess and the pus coming from the healing of the appendix.
E perforacio tostemps sia per le lonc de la carn o del cors, si las apostemas son en las partidas de las mas o dels pes, e en loc dels lacertz, de las cordas dels nervis, de las arcerias; e, al derier, en totz locs enguals en les quals no es reflecio; quar en aquels que so reflectitz, usa de perforacio segon aquel membre.	Puncture at the right length for the thickness of the flesh or body parts, if abscesses are in the areas of limbs or feet, and on spots with lumps, along the tendons, nerves, arteries; and, similarly, throughout equal locations where reflection does not occur. For those that do reflect light, puncture according to that part's specifications.
Mays quan le apostema es en loc carnos, lahoras miels es que leysses la perforacio de lu entro que sia confermada la digestio de lu segon compliment, ayssi quo havem dit; quar si tu perforas aquel denant aquo, es prolonguat le cors del poyre de lu e de mota sordicia, e fort leu las labias de lu so enduradas e la profunditat de lu.	When the abscess is in a fleshly location, then it's customary to confirm digestion of this as per the compliment, just like we've said; if you puncture before that point, it extends the duration of the pus and mucus formation, and thickens the skin and depth.
Mays alcus apostemas so perforatz segon la latitut de la carn o del cos deves la necessitat, o segon aquo del qual lo membre indigeys.	Such abscesses should be punctured according to the size of the flesh or body as required, or based on which part of the member needs it.
E cove que administres petita perforacio , e·n les apostemas grans gran perforacio e ampla o motas seccios segon la diversitat de la grandesa dels apostemas.	And know that you should administer small punctures, and for large abscesses, a larger and wider puncture or incision according to the variety of sizes of the abscesses.
E autras so dels apostemas en les quals cove que la codena sia conquavada e sia encidida, quan es fayta ayssi quo pan e fayta es en terme que ja stigua, ayssi cum aquel que accideys en trops de dubelec e de bubos.	And for others among abscesses in which it is necessary that the canal be returned to its original position and heated, this should be done like bread; when it's done this way, it already continues, just as happens with many cases of stone disease and bubonic plague.
E de aquels so que so insciditz am seccio havent tres angles; e de aquels es en le qual es inscidit ayssi cum figura de fuelha de mirtra, ayssi cum las apostemas dels angonars.	And for those that are incised in a section with three corners; and for those it's done like a figure of a thistle leaf, as with the abscesses of gout.
E de lor so en les quals es administrada seccio redonda e seccio lunar, e semblantz ad aquels.	And among them are those where a round section and a crescent-shaped section are administered, resembling those.
Mays aquel al qual no es cap ayssi cum son apostemas leons superficials, cove que tu perforas aquel am perforacio superficial, o plana tant solament.	For that which doesn't allow this, just like with superficial lion abscesses, it's necessary to puncture that with a superficial puncture, or flatly simply.
E cove quant le apostema es gros e ya ha colligit mota sania, que perfores aquel e no te coytes que extraguas tot le poyre en aquela hora; habantz extratz de aquel una partida, e aprop opila le apostema entro al autre dia, e aprop extratz una partida major, e aprop fa aquo motas veguadas segon graduacio entro que sia foro-getat.	And when the abscess is thick and has formed healthy mucus, puncture that without worrying about draining all the pus in that moment; after removing some of it, let the abscess heal inside another day. Then remove a larger portion, and proceed to make drained granulations according to degrees until the opening becomes large enough for drainage.
