Ayssi comensan las paraulas de Albucasim .	And the book begins.
E aprop cura aquelas am aquo que conveneys ad aquel de curacio.	Then apply a poultice appropriate for the ailment to the affected area.
Capitol .xlii.	When pain is caused by the accumulation of cold humors, it is customarily called a gouty attack.
De seccio de scrophulas las quals accideyso en le col.	And if you cut into the flesh of the neck, be careful that the incision does not extend to the areas above or below it.
Motas veguadas endeveno aquestas apostemas en le colh e en las aysselhas e en les angonars; e alcunas veguadas accideyso en las autras partidas del cos.	And some people say that when there are painful swelling in the feet and legs, it is gout.
E so aquelas que accideysso en le colh, e so motas que so engendradas entre lor, e tota scrofula de aquelas es dintz la sua tunica propria, e ayssi cum en les nodis e apostema del cap, ayssi cum havem recomtat.	So that when the patient's bowels are inflamed, it is necessary to use a cushion or return the inflammation to its place.
E las specias de aquestas scrophulas son motas, quar de aquelas so alcunas lapideas, e de aquelas so que conteno humiditatz, e de aquelas so malignas las quals no obeseysso a curacio.	Then place your hand upon the affected area to prevent the patient from needing further treatment.
Donc en aquela la qual tu vezes de bona disposicio en le Tocament, de la qual la color de aquo que es manifest es propda a la color de la codena, e es mauguda a tota partida, e no es annexsa am le nervi del colh, ni am las venas, ni am la arceria, e no es preonda, cove que tu inscidiscas aquela am siccio superficial de la partida desus a la partida dejos del cos de la linha de .G. entro la linha de .B., e scorja aquela de tota partida, e exten dos labias de la codena am onci, o am motz oncis si has necessitat de aquels, ayssi cum havem dit en las apostemas del cap, e extratz aquela petit a petit.	And apply the burning to the affected limb, but gradually, not all at once, as is customary for the treatment of gout, by applying heat to the area.
E es mays cautela que no sia inscidida la vena o nervi.	And more caution is needed so that you don’t cut into the veins or nerves.
E sia le spatum no mot agut, que no ajuste a tu la tua ma am inscizio, o que enquiete le malaute, e que inscidas aquo que no es necessari inscidir; quar si inscideysses vena o arceria e prohibeys tu de la tua operacio, lahoras pausa en la plagua vetriol trissat o autras polveras las quals ostan fluxs de sanc, e estrenh la plagua, e layssa aquel entro que·s repausa la acuitat de la apostema e sia mollificada la plagua e comense esser poyrida.	This means: And if you need to treat an abscess, it is customary for doctors to use cauterization in the manner described.
Quan le sanc es abscindit.	When blood is drawn.
Donc retorna a la tua operacio entro que l’aias complida.	This is a modern medical text, so the translation would likely focus on the physical act of applying heat to cauterize (seal) an injured blood vessel.
E aprop inquireys am le tieu dit indic si es romas alcuna causa de las autras petitas scrophulas, donc inscideys aquelas e munda aquelas.	Then find the cause of the other small ailments and treat them.
E si es en la razit de la scrophula gran vena, cove lahoras que no inscidas aquela scrophula de la sua razitz.	And if it is a large vein, they will be treated in a specific way.
Abantz cove que lies aquela am fiel doblat fort e que leysses aquela entro que caia per si ses nocument.	A strong man should be able to tell if they are being treated for gout correctly or not.
E aprop omple la plagua de coto vielh le qual tu has ja submirgit en enguent egipciac, e aprop cura aquel.	Then you will have to know that the patient has already been treated for a while, but the treatment is only for the old ailment.
E si inscides aquela scrophula tota, lahoras cove que tu ajustes las doas labias de la plagua e cuzas2 tantost pus que no y ha romasa deguna superfluitat.	And if you cauterize the patient's legs, be careful to remove the excess.
Mays si tu vezes que haia romasa superfluitat per la grandeza de la scrofula, cove que tu entendas a inscidir la razit de aquela, e astrayra aquela e aministra sutura e aquo que es dit.	Mays if you have to cauterize the patient's neck, due to its size, carefully.
E aquela de las scrophulas que conteno humiditatz, perfora aquela am perforacio superficial aqui la on appar a tu le loc de maturacio de lu, e pausa perforacio de aquo que siec le pus bas del cos, ayssi cum havem dit.	When the disease is caused by an imbalance of humors, it is called gout when it affects the joints.
E aprop aministra perforacio, calguas am enguent e semblantz ad aquels, per so que corroda aquo que es romas de la corropcio.	And a proper cautery should be used on the affected area to address the cause, which is humor.
E aprop quan tu vezes la plagua ja esser mundada, lahoras tu cura aquela am enguent de carn generatiu entro que sia sanada.	And if the inflammation has subsided, then you can stop treating it.
Capitol .xliii.	The text should be:
De seccio del pilhot del apostema accident dintz le guolayro.	When a patient's legs are affected by an abscess, another should be placed on their thighs to prevent the spread of infection.
Diyssero les antics aquesta seccio en le epilhot, e no vist alcu hom en nostra terra que aquela aia fayta.	And if it is necessary to bleed a person for gout, you should apply a bandage to the affected area.
E aquesta es la inscriptura del sermo de aquels.	And this is the way to treat that ailment.
Mays en les homes haventz esquinencia, cove que sia esquivada la extraccio del epilhot, cum per aquo no sia fayt juvament per so quar totas las venas e las majors del malaute so aqui.	Then apply heat to the affected areas to treat the pain in their legs.
Mays en aquels que han apostemas cautz en la boca o guolayro o dos aurelhas, quan la malautia no es en la cana, cove husar de la seccio de epilhot a fugir la perdicio la qual es fayta per perfocacio.	When someone has a boil on their mouth or jaw, it's called a "boil" in the medical field if it's a boil in the throat, or "fistula" if it's a festering sore.
Donc cove quan volem aquo, que inscidam le epilhot dejos tres cercles dels cercles del epilhot, o quatre am petita seccio per la latitut en aquel que es entre dos cercles per quantitat, que la seccio sia en ciphac, no en la cartillage, e aquest loc es convenent a seccio, quar es privat de carn e les vayselhs de sanc de lu son luhen.	Therefore, if you want to treat the patient with a cushion, put four circles under the chest and three on the legs, so that it does not fall out.
E si le metge es pauruc, cove lahoras que extenda la codena del golayro am onci, e aprop fenda la codena entro que pervengua a la canal, mays evite les vaysels de sanc si vetz de aquelas alcuna causa.	And if the doctor feels that a burning sensation comes from the use of the cauterizer, he will know how to treat it.
E aprop inscida li ciplach segon que havem recomtat; e es significat sobre la seccio de la canal per le flacma le qual es de aquela eyssit am aquo que es de lu disromput e per la abscizio de la votz.	Then return to the intestine or if it is necessary to open the legs for them.
E layssa la plagua uberta per alcun temps.	And then let the plague be treated for a while.
Donc cum la hora es remauguda en la qual perforacio es temuda, agregua doas labias de la codena de la plagua, e cus aquela sola ses la cartillage.	And if there are other diseases present, place a hot poultice on their chest or legs to prevent them from spreading the plague.
E aprop administra medicinas que fan naysser la carn entro que sia sanat.	And another will administer medicines to make their flesh grow.
E diyssec Albucasis que la summa del sermo le qual havem recomtat, exposicio no es sino que veias que alcus de aquetz apostemas ja han opilat lo guolayro del malaute, e le malaute es vengut entro a mort, e le ale de lu es entresecat, e alcus van a inscidir le epiglos per so que respire le malaute sobre le loc de la plagua per alcuna respiracio, e sia salvat de mort.	And if it is necessary to cauterize the stomach or other parts of the body, the patient may have been treated in this way.
E per aquo comandero layssar la plagua uberta entro que sia consumida la malicia de la malautia; e es la malicia de lu per tres dias; e donc lahoras comandero cosi la plagua, e cura aquela entro que sia sanat.	Then let a physician be present to keep the disease open so that he can observe its effects, and treat them for three days until the malice of the disease has been eliminated.
E aquo que yeu he vist per mi meteys, es que una sirventa pres un cotel e mesec le en le sieu golayro e inscidic am aquel una partida de la cana del pulmo, e yeu fu apelat a la curacio de lu, e atrobegui la mugen ayssi cum es mugit del moridos, e descubrigui la plagua e atrobegui le sanc le qual era yssit de la plagua petit.	And when the patient has already been diagnosed with a plague-related ailment, one should be treated by a doctor for gout.
