Ayssi comensan las paraulas de Albucasim .	Then apply the words of Albucasim.
E si no catz, lahoras tu itera la subfumiguacio motas vetz, e abstengua le malaute de beure, e mange causas saladas e alhs, e no begua aygua, e ayssi necessari es que am aquest regiment sia fora-getada.	E if you don't cauterize it, the pain will spread to other parts of the body.
E aquesta es la forma del instrument am le qual es trayta sancguisugua del guolayro quan es vista; e es semblant a forceps ayssi cum vezes, sino quar es en lu alcuna curvitat:	This sentence describes the use of a cautery tool on the foot, so we'll focus on that aspect for a more accurate understanding:
le qual sia mesa al guolayro, e la extremitat de lu es semblant a bec de ciconia, que es guanta, en la qual es aspretat de lima, per so quar, quan comprem alcuna causa, aquela no leyssa.	Then apply the same to the feet, and if they are in pain, their hands will be cold.
Capitol .xl.	Translation: This is the start of a chapter on cushions.
En le qual es la suma del sermo en apercio de apostemas e en seccio de lor.	In which case the pain is in the legs, it's called a leg ailment by doctors.
Les apostemas so motas specias, de motas manieyras, segon que ve rememoracio de lor, de quascuna en aquest libre.	And if it is necessary to treat boils in their various forms, they must be lanced, and the patient should be treated with other methods described in this book.
E so diversas en perforacio e seccio de lor per doas manieyras, de las quals la una es per la specia de apostemas en si meteys; e per aquo que comprem de las humiditatz.	And then you should know that there are various types of procedures for treating these conditions.
E la segonda manieyra es prop les locs en les quals accideys del cos, quar le apostema accident en le cap es autra de la apostema accident en le cul; e le apostema en le loc carnos accident es autra del apostema accident en junctura; e a quascun de lor es son juguament per operacio.	Then the second cushion should be placed on their chest to help prevent the foot from returning to its natural position.
E mays de apostemas so alcunas las quals cove que no sian perforadas sino aprop maturacio de la sania en aquels o compliment de lor.	And prepare to treat the patient's skin with heat.
So autras apostemas les quals cove que sian traucatz quan son cruzes, e no son maturatz segon lor compliment, ayssi cum apostemas que son propdas a las juncturas, quar apostema quan ve prop junctura, lo esser de lu es prolonguat entro que·s poyreys aquo que es en le circuit de lu, e fort leu son corromputz les liamentz o les nervis de aquela junctura, per que es fayta causa de contraccio de aquel membre; o es apostema prop de membre principal, e si tu tardas la perforacio de lu entro sia madurat nosira al membre principal; o es prop le cul, donc perfora aque no-madurat; e no cove que·l perforas cru, de no-complida degestio, sino aquel que es prop del cul, per so que no poyresca le preon de lu e sia elonguat a las partidas dedintz del cul, e sia fayta fistula, o que sia fayt en le terme de lu que no sia sanat.	Then, when the body has been treated with a hot cautery, it is a good idea to cauterize the area around the joints as well.
Mays cove que tu sapias la hora de la perforacio de la apostema, e aysso es quan es maturat.	When a boil has matured, it's time to lance it.
E sapias que es madurat quan es la cedacio de la dolor e la cessacio de la febre, e aprop la diminucio de la rogor e de la pulsacio, e la acuitat del cap del apostema, e les autres senhals.	Then apply another cautery point on their legs, so that the swelling does not spread to other parts of the body.
E quar cove que sapias la perforacio cazer en le loc pus dejos del apostema e de pus venient de curacio de la eminencia.	And if the patient has an inflammation in the legs, another cushion on the foot to prevent it from spreading.
E perforacio tostemps sia per le lonc de la carn o del cors, si las apostemas son en las partidas de las mas o dels pes, e en loc dels lacertz, de las cordas dels nervis, de las arcerias; e, al derier, en totz locs enguals en les quals no es reflecio; quar en aquels que so reflectitz, usa de perforacio segon aquel membre.	And if a cauterization is needed on the intestine or foot, use a different tool for each location.
Mays quan le apostema es en loc carnos, lahoras miels es que leysses la perforacio de lu entro que sia confermada la digestio de lu segon compliment, ayssi quo havem dit; quar si tu perforas aquel denant aquo, es prolonguat le cors del poyre de lu e de mota sordicia, e fort leu las labias de lu so enduradas e la profunditat de lu.	Mays your gut be inflamed by pain, and if you have to make a cut in the leg, it should be made at the point where the digestion has been confirmed.
Mays alcus apostemas so perforatz segon la latitut de la carn o del cos deves la necessitat, o segon aquo del qual lo membre indigeys.	Sometimes doctors mistakenly call gout a condition caused by something other than an excess of humors in the body.
E cove que administres petita perforacio , e·n les apostemas grans gran perforacio e ampla o motas seccios segon la diversitat de la grandesa dels apostemas.	And if you administer to those who are afflicted with the gout, give them a large incision and place a cushion on their legs, and another on their feet, and treat them accordingly.
E autras so dels apostemas en les quals cove que la codena sia conquavada e sia encidida, quan es fayta ayssi quo pan e fayta es en terme que ja stigua, ayssi cum aquel que accideys en trops de dubelec e de bubos.	And others that are caused by other means, such as those who have suffered from the disease called apostema.
E de aquels so que so insciditz am seccio havent tres angles; e de aquels es en le qual es inscidit ayssi cum figura de fuelha de mirtra, ayssi cum las apostemas dels angonars.	And then you place a cushion under their legs to prevent them from being affected by the cold, which you have previously removed from the patient's body, while they were still suffering from other ailments, such as a fever or pain in the joints.
E de lor so en les quals es administrada seccio redonda e seccio lunar, e semblantz ad aquels.	And on their feet they placed both a cushion and another for support.
Mays aquel al qual no es cap ayssi cum son apostemas leons superficials, cove que tu perforas aquel am perforacio superficial, o plana tant solament.	And then you cauterize the area around their feet, for they are the most sensitive parts.
E cove quant le apostema es gros e ya ha colligit mota sania, que perfores aquel e no te coytes que extraguas tot le poyre en aquela hora; habantz extratz de aquel una partida, e aprop opila le apostema entro al autre dia, e aprop extratz una partida major, e aprop fa aquo motas veguadas segon graduacio entro que sia foro-getat.	The pain has become greater since you applied heat to the area.
E majorment si·l malaute es de freol vertut, o femna prens, o enfant petit, o viel en decrepitut, quar l’esperit animal motas vetz es resolvut am la egressio de la sania, e fort leu mor le malaute, e tu operte les.	You have already opened the opening to the location of pain in the body, and you will place a cushion on their legs.
Don guarda aquest capitol am gran cautela, e aprop la tua perforacio en la qual perforas aquestz apostemas, cove que abstergescas las plagues e consideras donc si la plagua del apostema es pauca, o es una seccio plana, lahoras tu aministra las qualguas de li o de coto antic; e si le apostema es gran, e las fissuras de la perforacio son motas, lahoras cove que tu pauses meca en quascun trauc entro que pervenguan ensemps.	This chapter you must administer carefully, for it deals with applying cauterization to the legs and feet.
E si en le apostema es abscindit una partida de la codena o has concavada aquela en le circuit, lahoras cove que tu la complescas de coto viel o de fil fayt de drap de li, ayssi cum quan has traytz pans o razizos, ses humiditat; e strenh aquel entro al tertz dia; e aprop proceseys aquel e cura le am aquo que cove dels enguentz entro que sia sanat.	And if the wound is in the legs or feet, apply cautery to stop the bleeding.
Mays si accideys flux de sanc en la hora de la operacio tua, lahoras tu aministra aygua frega e vi agre en les quals mules un drap de li, e pausa aquel sobre le loc del fluxs del sanc motas veguadas.	When blood flows during the operation, you should apply heat to stop it from bleeding out.
Mays si persevera le fluxs del sanc, lahoras cove que tu aministres regiment e curacio e polveras las quals he recomtadas en motz locs de aquest nostre libre e de divisio.	And the doctor should continue to administer the cure and apply a bandage to stop the flow of blood from the ailment called "the flux".
Mays si es en temps de hivern, e·l loc de la apostema es loc de motz nervis, lahoras cove que tu enfundas pulvils en vi e oli caut, e pauses aquels sobre les locs.	If it is a pain in the legs or feet, it is customary to call it winter fever.
