Ayssi comensan las paraulas de Albucasim .	The patient's condition begins to improve.
Quan so lagremas aciduas, e es le cors de aquelas venas las quals so sobre le test del cap deforo, e no comfereys en aquo alcuna causa de la curacio de medicina, e vezes la cara del malaute ja enrogesir e sent en le sieu front deambulacio ayssi cum si era deambulacio de formiguas, e·ls huels de aquel so extenuatz, humitz enayssi que ja les pels de lor son conodutz, e las parpelas so scalfadas per la acuitat de las lacrimas, les antics agro mesties en la curacio de aquelas de aquesta operacio, e nompnero aquela curacio am spassa.	And if the patient has a fever, it is treated by doctors as a sign of sickness, so be careful about treating them.
E es que tu comandas al malaute rayre les pels les quals son en le sieu front, e aprop inscideys en le front tres fissuras engualment distans segon la longitut del front.	And if you are experiencing pain in the foot due to gout or other ailments, it is customary to place your hand on the affected area.
E si’ la longitut de la fissura cays dos ditz: la una fissura sia engualment distant a la longitut del nas en le mieg loc del front, e la segonda segon la longitut un petit del movement dels lacertz les quals so en le lacrimal, e la tersa del autre part.	And if the eye is in the middle of the body, it may be necessary to use two other methods for a patient who has been diagnosed with gout.
E guarda te de la incizio de las arcerias las quals so en dos latz, e elongua la tua ma de la continuacio de amdos las mandibulas.	E longa le teu ma sobre the area where you need to apply pressure.
E si’ l’espazi de quascuna inscizio la quantitat de tres ditz ajustatz.	And if it be necessary to make points on the legs, use cushions for the pain.
E si’ a tu una pessa d’espongua apparelhada o draps seccatz motz am les quals exsiccas le sanc.	And if you are dealing with a dry ailment on the foot, you have another way to treat it.
E aprop entremet le spatum de dos agudas extremitatz, del qual aquesta es la forma de la inscisio de lu:	You have already treated the legs with cauterization, but it's unclear what that means in the context of medicine.
que es de la partida des templas entro a la segonda inscizio.	The first sentence appears to be in a language that mixes elements of Spanish and Catalan.
Exxcorja am aquel tota la codena la qual es entre dos incizios am le ciphac le qual es sobre le os, e aprop fay aquo de la inscizio migera entro a la segonda inscisio.	Excise that which is infected from the body, and apply a cautery to prevent further spread.
E aprop stratz ne aquest spatum e entromet en la primieyra inscizio autra vetz un autre instrument le qual es apelat cutellar, agut de una part e del autre no agut.	And apply a sharp instrument to their opening and place a cushion on the legs.
E pausa le latz de aquel agut deves la carn annexa deves la codena, e le latz de lu leon dintz le os, e empelley aquel entro que pervengua a la fissura migera, e abscindeys am aquel totz les vaysels que descendo del cap als huels.	When pain occurs in the feet, it is called humors by doctors.
Mays que sia continuada la inscizio ad aquo appar de la codena, e aprop fay aquo en la fissura migana entro al autra fissura.	This refers to the pain in the joints caused by gout.
E pus que corr del sanc quantitat engual, exprem les locs de las pessas del sanc congilat.	Another person should hold the patient's legs and feet steady while they are treated.
E aprop pausa en quascuna fissura calgua de coto vielh, e pausa sobre aquels polvils enbegutz en vi e oli e vi agre, e vegas que no endevengua apostema caut.	And another cushion should be placed on their legs to prevent them from suffering a coys (hernia) from the application of a hot cautery.
E en le tertz dia deslia le liament e aministra gran enfusio de aygua cauda o tebeza, e aprop cura aquo am enguent bazilicon am oli rozat e autres entro que las plaguas sian sanadas.	Then on the third day the patient should be given another treatment.
Capitol .v.	Chapter 5.
De la cura de lagramas per catartz e als huels descendentz de las partidas dedintz del cap.	> This refers to applying the treatment described in the second sentence to the head.
Quan ad alcu veno catartz agutz e continuantz, e vezes les huels del malaute extenuatz petitz, e ja le reguardament de lor es debelitat, e las palpebras ulceradas e de lor cazo les pels, e en le preon del cap es dolor aguda ledent e extrenutacio consequent, lahoras sapias per aquestz accidentz que las materias e catartz no veno sino de motas venas de las partidas dedintz procedent.	When joint pain is caused by fluxes that are sharp and intense, there will be a burning sensation in the affected joints and the surrounding area.
E la milhor curacio en aquels es aquesta: que comandes al malaute que raza lo sieu front, e aprop inscideys en aquel una fissura al mieg loc del front, un petit per la latitut (e comensa am la fissura del templar senestre entro al dextre templar; e sia inscisio entro al os; e eslongua la tua ma dels lacertz del templas lesquals son maugutz deves la mastigacio), entro que sia le os descubert.	Then apply a cautery to the patient’s legs (and apply another to the patient's temples, and use the cushion as a cushion for the legs.
Exsicca tot le sanc am espongua o am drap secc e aprop repleys entre las doas labias de la fissura am coto vielh o am draps de li.	Dry the blood from the wound with a cloth while they are still young.
E aprop estrenh desus am polvils enbegutz en vi e oli per so que no endevengua apostema caut.	Place a cushion under their feet.
E quan deslias aquo e veses que l’apostema ja es diminuit, lahoras cove que fregua le os entro que comensa en lu nayser carn, e aprop cura aquel am regiment exsiccatiu le qual fassa neysser la carn, ayssi cum si tu prenes de farina de froment dos partidas e de colofania quatre partidas e mescla o, e de lor sia fayt emplastre e sia aministrat en aquestas plaguas a de la carn nativitat.	Then apply a poultice of dried herbs to the affected area.
Capitol .vi.	The text appears to be describing a medical procedure, likely in an Italian or Spanish language.
De la cura de aquo que catz en las aurelhas.	This refers to the treatment of the ear by cauterization.
Tota causa que catz en las aurelhas es una de quatre specias, quar o es peyra mineral o causa semblant a peyra, ayssi cum ferr e veyre, o es de planta ayssi cum ceze o fava, o es causa fluxtibla ayssi cum aygua e vi agre e a lor semblantz, o alcuna bestia.	So there are four types of causes for pain in the joints, which are similar to those that cause pain in the legs and feet.
E donc quan peyra catz en l’aurelha o autra causa semblant de aquelas causas que no ajustan ne creysso en l’aurelha, e pausa la aurelha al solelh, e si vezes la peyra, lahoras distilla en aquela alcuna causa de oli violat o sizami, e aprop aministra la extraccio de lu, e fay le stornudar am condizi, e oppila las nars deve le aveniment de stornutacio.	And if it is a case of an opening in the ear due to various causes, then you should cauterize it, and then apply the other remedies for it.
E aprop pausa en le circuit de la aurelha alscunas pessas de drap o lana, e dextendas la aurelha a las partidas desus, quar motas veguadas es foro-getada am aquestas causas.	And if the patient has a cold humor in their ears, they should be treated with a cushion on their thighs, which will help to soothe them.
E si no n’es getada, lahoras aministra extraccio de lu am le instrument apelat gesti epicicarios subtil del qual aquesta es la forma:	And if it is not gout, then they are administering something else for the treatment.
E si es foro-getada am gesti, bo es; e sino, lahoras aministra la extraccio de lu am onci subtil de pauca duplicacio.	It is customary to call gout by the name "mal de cors" in those languages.
E donc si no es foro-getada per aquo, lahoras fay una canula de aram e entromet la extremitat de la canula en le trauc de la aurelha e claus a l’enviro de la canula am cera e am oli mollificada per so que no sia ubert sino la canula.	And if it is necessary to cauterize a wound on the foot, you can use a can of gold.
E aprop extratz am le tieu vent am fort atraccio, quar tropas veguadas cum aquo que havem recontat.	E aprop extratzt le mas de ubert
Mays si no es foro-getada en aquesta manieyra, lahoras pren de halka alumbat o de vecz aparelhat am le qual son preses les ausels una patita quantitat, e pausa aquel en la extremitat de ray, e aprop envolopa sobre aquel coto decentment pausat.	Then, if it is necessary to apply hot cautery to the feet or on their legs.
E aprop entromet aquel en le trauc de la aurelha am facilitat, e aprop excicca la aurelha de la humiditat.	And you have to treat the wound in the leg with a cushion.
E donc si no es foro-getada am totas las causas las quals havem recontadas, lahoras tu coyta a talhar aquela denant que endevengua apostema caut o espasme.	When using a cushion for the treatment of the abscess, you must first cover the area with a bandage.
E la manieyra de talhar aquela es que tu al comensament sancnes le malaute de la vena sephasica e extratz del sanc segon la mannieyra de la vertut de lu, e aprop fay aquel cezer entre las tuas mas e converteys l’aurelha a las partidas desus, e fen am petita fissura en la razit de la aurelha deves lo greys de lu en le loc be premegut de lu.	The meaning of the text in English.
E sia la fissura de figura lunar entro que pervengua a la peyra, e, la peyra atrobada, osta aquela si podes am instrumentz apropriatz; e aprop cos la fissura en aquela hora am velocitat, e cura aquela entro que sia sanat.	Then apply another heated cautery to the patient's body, for if you have found the proper place for the incision, use a tool appropriate for the occasion.
