Ayssi comensan las paraulas de Albucasim .	The patient's body is already inflamed.
E dedintz aquel cercle sia un autre tertz; e sia le spazi le qual es entre lor la quantitat del notz del pous; e sian aquels cercles ubertz de dos partidas; e sia la longitut de aquels cays un notz o dos notz, e fay en aquels margue de ferr decentment apparelhat en les cercles; e aquesta es la forma de lu:	And you have already placed three cushions; one on the patient’s chest, and two on the legs; and some say that's three parts for a gout attack.
Aprop sia ignit en le foc entro que s’enrogesisca e gete scintillas, e aprop sia pausat sobre la partida del anqua, le malaute colcat sobre le latz sa.	This line describes a medical procedure involving the use of fire to treat pain in the legs and feet.
E donc cauteriza aquel am tres cauteris redontz en una veguada.	Then place three cauterizations on them.
E aprop layssa aquel per tres jorns; aprop emplastre aquel am boder e layssa la plagua uberta per trops dias; e aprop cura aquel am enguentz entro que sia sanat.	Then leave him to lie there for three days, cauterize the affected area for as long as needed, so the patient may be healed.
Diys Albucasis : o, filhs, de aquesta specia de cauteri pauc havem usat per la terror del reguardament de lu, e per aquo que paucs havem trobatz les quals reguardan sobre lu.	This is the first line of the translation of a medieval medical treatise written in a language that resembles Latin, but likely has some elements of Arabic or another language mixed in.
Mays dels bos cauteris a lu qui les sufferta, et atroba am aquel le loc de lu.	And when you are treating gout, place a cushion under their legs.
Mays cauteri am medicinas adhurentz es que tu fassas dos cercles haventz armula perforada en la qual deyssen le guaffo de la porta de ferr; sia la longuitut de la paretz en la nauteza de lor sian dos nozes o quays aquels.	Mays cauteri are medicines applied to the feet; they will have their pain treated by you if you apply them correctly.
E si le spazi le qual es entre quascu la quantitat de la grossitut del dit; e sian ubertz dejos e desus, e sian que contenguan se entre lor segon aquesta forma:	Then apply a cautery to the area between their legs; et siat as if the patient were a cushion.
E aprop pausa sobre la partida de la anqua le malaut jasent sobre le latz sa, e comprem la tua ma sobre la partida de la anqua; e aprop pren de aygua cauda e fon la entre dos cercles, e la qualiditat de aquela sia am le foc petit a petit, e te aquela per la quantitat de una hora, e sufferta le malaute la mordicacio e la adhustio de lu — quar aquel atrobo mordicacio ayssi cum de foc — entro que cesse la mordicacio.	And if a burning pain arises in the legs of the patient, hold their limb for one hour, and apply your hand to the affected area.
E aprop eleva la tua ma am le instrument et abstergeys l’aygua cauda de tota la anqua am aygua dousa.	Then apply the cushion to their leg to relieve the pain.
E aprop leyssa aquel per tres jorns e pausa sobre aquel boder entro que sia la negror de la adhustio remauguda, e leyssa aquo per alcus jorns, e correra de lu poyredura; aquest es derier en juvament.	And if it is necessary to apply it for three days, then place a cushion under their feet, and they will be fine after that.
E aprop cura aquel am enguentz entro que sia sanat.	And then they apply a cushion to the affected area, which could be the foot.
E si la dolor es extenduda entro la coyssa o la camba, fay a lu estatua en lu que contengua aygua segon que es feyt en la anqua engualment.	And if the pain is in the leg or foot, apply cold compresses as necessary.
E aquesta es la manieyra de aygua cauda, e yeu ja he scrit aquela en le tractat de la rectificacio de medicinas.	Here you have to place the cushion in such a way that the patient's hands are held, and the hot water bottle should be used to prevent the intestine from becoming too inflamed.
Recipe de alcali e de caus no extinta de amdos ana partida una, e trissa les e pausa en una ola nova de la qual la partida dejos sia perforada per un petit trauc, segon la quantitat que intre en lu ray.	When the treatment plan involves applying pressure to specific points on the body, it's best to consult a physician.
E pausa dejos le fons de la ola autra ola enveyriada, e gete sobre aquel alcali e caus viva de aygua doussa la qual cobra aquels per un dit, e pus que tu compremes aquels am la tieua ma per bona compressio, e leyssa la hola que deyssenda de lu aygua aguda en la partida dejos a la ola enveyriada.	This sentence is translated from Spanish to English:
E aprop ajusta tota aquela aygua, e geta la sobre autra caus viva e autre alcali renovelatz, quar aquela lahoras sira de mot forta acuitat, la qual es aministrada en motas operacios de medicina e en cauterizacio dels autres membres, quar operacio fa de foc.	And hold it there, applying a poultice to the affected area, and if necessary, use a heated tool to cauterize other parts of the body, such as the feet, where appropriate.
E so de las medicinas alcunas am las quals es cauterizat ancha, ayssi cum tezizic e mel anacrat e caus am sabo enayssi que sian mesclatz.	Then apply cautery to their legs and apply it to the feet.
E Gualia recontet de un home dels antics la operacio e la curacio am la qual es curada dolor de anqua e de vena sciatica, e magnifiquet mot be esser de aquel, e diys que no hac necessitat de autra curacio, e quar es sanat per una veguada ayssi cum recomtec, quar fort leu aquel intrec en banh e eysic ja sa d’aquel.	Then, if the patient has been treated with the cautery, the pain will be healed by applying heat to the affected area.
Et es que sia pres de certarragi vert, e si no es atrobat vert, sia presa figua recent; e mot sia trissada am un pauc de grays e sia pausat sus la anqua en la qual es la dolor, o en la coyssa, o en la camba, e sia liat.	And so, for it to be considered a true "gra" (humor) related pain, the patient must have a cushion placed under their feet, the affected area should be treated with a hot iron, and another cushion should be placed on their legs.
E sia layssat per la cantitat de tres horas o per la quantitat que·l malaute centa cedacio de la adhustio.	And if the patient has been suffering for three hours, he should be left alone after the treatment.
E aprop met aquel en banh e donc quan le cors de lu sia enrozat, entromet aquel en le sol, quar la dolor cessa e es sanat.	And if there are cold humors in the body, and the patient's legs are affected, apply a bandage to prevent further swelling.
E sapias que no cove que alcu use de cauteri am aquestas medicinas sino aprop la evacuacio del cors.	Then, they should know that the patient's hands should be covered during treatment.
Mays ja Escorides diysec que quan am fenda de cabra la vena stretica es cauterizada, aprofieyra a lu mo be; e sia le cauteri am lu segon aquesta manieyra: sia presa lana e sia enbeguda en oli antic, e sia pausat entre le pous del pe e entre le fossil.	When pain occurs in the legs, apply cautery as described by the physician's method for treating a fenda, place a cushion under their knees.
E aprop pren fenda de cabra secca e emflasma aquela am foc entro que sia fayta carbo; e aprop pausa lu sobre la lana e leysa la entro que sia estengida.	Then apply charcoal to the patient's wound after opening it up for the treatment of wounds.
E aprop itera aquo, e no cessas far aquo entro que·l scintiment de la mordicacio pervengua entro al anqua e repausa la dolor.	And if you see that the pain extends to another part of the body, apply other remedies.
Et aquesta manieyra de cauteri es apelat cauteri de vaquas.	And this method of cautery is called cauterization by fire.
Capitol .xlii.	When pain in the foot is caused by cold humors, it is customary for doctors to call it gout.
De cauterizacio de dolor de dos.	Of cauterization.
Alcunas veguadas dolor es en le dos per tropas causas, cum per cazement o per percucio o per superflua evacuacio, e per causas ad aquelas semblantz, per infusio de materia frega e humida.	Some people experience pain in their intestines due to causes such as cold or other causes, such as from an excess of fluids in the body.
E cauteri no catz sino en aquesta sola specia la qual es fayta per efusio de materia frega.	And then the cautery is used only for that specific ailment.
Donc cove, aprop evacuacio del malaute am pillulas fitidas e am semblant a lor, que sian faytas sobre·l dos en le qual es la dolor tres linhas segon la latitut de lu, pus que senhas am tentha en quascuna linha v cauteris o mays, segon la quantitat que ve de la tolleransa del malaute e de la vertut de lu.	And if it is customarily to do so in the case of a cold humors-related ailment, they are placed on the patient's legs and feet.
E sia fayta cauterizacio am cauteri de punt.	And there you have cushion-related burns on the feet.
E si vols, cauteriza am tres cauteris o am quatre am cauteri clavilh medial segon aquesta forma:	When you have treated them, place three or four hot irons on their legs in the following way.
