Ayssi comensan las paraulas de Albucasim .	"Thus begins the speech of Albucasim."
E aprop pausa en le foc les cauteris olivars paucs e grantz, per nombre motz, e exsuffla sobre aquels entro que sian mot ignitz.	"And appropriately pause in the fire the olive-sized cauteries, large and small, by number, and exhale over those until they are hot enough."
E aprop pren de aquels un petit o un gran segon le loc e la plagua en la qual es rompuda la arteria, sobre aquela vena festinantment pus que auras remaugut le tieu dit, e te le cauteri entro que sia abcindit e restreyt aquel sanc.	"And appropriately take one of them, small or large according to the place and wound where the artery has been torn open. Place it on that vein quickly once you have removed your hand, and keep the cautery pressed until the bleeding stops."
E si le sanc es expellit de l’orrifici de la arteria quan tu remaues le tieu dit e extringeys le cauteri, lahoras pren la un autre cauteri coytadament dels cauteris les quals en le foc son preparatz, e donc no cesses fer aquo un aprop autre entro que le sanc sia restrengit.	"And if the blood is still being expelled from the wound of the artery when you remove your hand and press the cautery, then immediately take another cautery carefully from those that are prepared in the fire, and continue to do this until the bleeding has stopped."
E guarda te que no comburas le nervi que aqui es, e que vengua sobre le malaute autra malicia.	"And be careful not to burn the nerves that are nearby, and let it come close but not too close to the wound or cause harm."
E sapias que quan de l’arteria flueys sanc, lahoras no es possible en aquels restrenge la sanc, e majorment quan l’arteria es gran, si no am una de quatre manieyras: o am cauteri ayssi quo dit havem, o am extraccio quan no es extrayta, quar quan es extrayta las extremitatz de lu miels son comburidas e es restreyt le sanc, o que sia liat am fiel o am liament per fort strectura, o que sian pausadas sobre lu medicinas de las quals la vertut es restringir la sanc; e sian strengudas am pulvinar am costriccio decent.	"And know that when blood flows from an artery, it is not possible to stop the bleeding by compressing it alone, especially if the artery is large. There are four methods to achieve this:
Mays aquel que aministra restriccio decent de lu am liament e am strictura am draps o per posicio de causas comburentz e de semblantz, no comfereys sino tart.	"Yet he who administers restriction decently to him with lamentation and with stricture by means of cloth or positioning of causes burning and similar, does not cause harm but helps."
Mays si aquo endeve ad alcu e no sia le metge present ni medicina, lahoras obre am pausament del dit indic sobre le orrifici de aquela vena ayssi cum havem dit, e entenda a la gran costreccio de lu entro que le sanc sia ostat de la sobirana partida de la plagua, e sobre la arceria le dit no sia remaugut; e de sobre la arceria sia aspergit am aygua frega de mot gran fregiditat entro que·l sanc sia congilat e engrossat; e mays cossire en que ha de cauteri o de medicina necessitat.	"If there is some need elsewhere, and the doctor is not present nor medicine, then perform with caution the said operation on the opening of that vein as we have said, and understand that there will be great tension inside which will stop the blood from escaping its upper part; and over the artery do not remove it; and over the artery sprinkle cold water well rubbed to make the blood thicken and coagulate. And also consider whether cautery or medicine is necessary."
Comensa la segonda partida.	"Begin the second part."
De incisio e perforacio e ventozas e de fleubotomia e de plaguas e de lor semblants.	"On incision, perforation, wounds, and of phlebotomy and bloodletting, and their like."
Aquestas son paraulas de Albucazis.	"These are words of Al-Bukhazis."
Ja havem dit en le primier capitol tota malautia en la qual cauteri am foc es convenient e am medicina comburent, e las occasios e las causas de lu, e les instrumentz en aquels necessaris am las formas dels cauteris; e he ordenatz les capitols de la subiranetat del cap entro als pes.	"We have said in the first chapter all diseases in which cautery with fire is suitable and medicine burns."
E yeu procesire en aquest capitol per aquela meteysa guisa, per que sia alliujat lo querent aquo, lahoras sobre aquo que aura demandat.	"And you will proceed in this chapter in the same way as before, so that it may be understood by whoever asks about it."
E denant que yeu comense aquo, cove, fils, que aprenguatz que en aquest capitol es per terror aquo que es en le capitol primier de cauterizacio.	"And first of all, know this: in this chapter is included everything that was said in the first chapter on cautery."
E per aquo que cove que sia en lu gran cautela, quar en la operacio la qual es en aquest capitol motas veguadas catz evacuacio la qual es am sanc am le qual esta la vida deves la aspersio de la vena o incisio sobre l’apostema o apercio de exsitura o puracio de la plagua o extraccio de sageta o incizio de peyra e a lor semblantz.	"And therefore it is necessary to be very careful in the operation which is discussed in this chapter, since many lives are lost there due to evacuation with blood."
E de totz aquels so acompanhatz temor e tremor e en le mas de lor catz la mort.	"And of all these, fear and trembling accompany them, and most often death follows."
E yeu amonesti vos que sobre vos no caia aquo en le qual es esitacio, quar alcunas veguadas cazo deves vos manieyras de homes am manieyras motas de malautias.	"And I warn you not to fall into that which is uncertain, for sometimes it happens that one takes on the ways of men who have very harmful habits."
E de lor es alcu que s’irays am la sua malautia e es leugiera deves lu la mort, e aysso per la vehemensia de aquo que troba de sa malautia, e per longuesa de la malautia de lu, e am la malautia es paor la qual significa mort.	"And among them there are some who take on the disease of the other person, and it is easy for death to come from that."
E de aquels es le qual dona a tu son aver e ditta, tu esperant am aquel sanetat, e la sieua malautia es perniciosa.	"And among them there are some who give you their wealth and sayings, and you await health with them, but their disease is harmful."
E donc no cove que tu consentas en aquel que ve a vos del qual es aquesta manieyra; e la vostra cautela sia major que covesitat e la vostra rapacitat; e no presumatz alcuna causa sobre aquo sino aprop sciencia certa la qual virifica aquo deves vos, e al qual perve successio lausabla.	"And therefore do not consent to that person who comes to you with this habit; let your caution be greater than greed and your rapacity; and do not presume anything about it unless you have certain scientific knowledge which proves it, and for which successful outcome is praised."
E usatz en la curacio de totz vostres malautes de pronosticacio e indicacio de lu al qual es salut convertida, quar en aquel es a vos ajutori sobre adquisicio de fama e de memoria, de lausor e de gloria.	"And in the treatment of all your diseases use prognosis and indication of that which turns towards health, for in it you will find assistance in acquiring fame and memory, praise and glory."
O, filhs, Dieus en vos spire le sieu entendement e no oste a vos direccio e proteccio, quar aquo es en la sua ma.	"Oh, my son, may God inspire his understanding within you and not take away from you direction and protection, for this is in His hand."
E yeu e ordenat aquest capitol distingent per capitols segon que precedit en le capitol de cauteris, de la cura del cap entro als pes, per que sia a vos alleujat aquo que demandatz de aquo e del qual havetz necessitat.	"And I have ordered this chapter to be distinguished into chapters according to what has preceded in the chapter on cauterization and treatment of the head down to the feet, so that it may ease for you what you ask about and what you need."
