Ayssi comensan las paraulas de Albucasim .	Certainly! Here's the translation:
E si opilacio es en le preon de la aurelha, lahoras pren ray subtil leon e escalfa aquel am foc un pauc, e aprop met aquel en le meat de l’aurelha.	And if the oil is in the groin of the ear, then take a lion's head ray and warm that which is a little, and then put that into the meat of the ear.</start_turn
E donc si as scentit oppulacio am aquo que le malaute atroba am facilitat, per gravetat de ausir, esforsa la oppressio de lu am facilitat; e guarda te que no plagues les nervis del aurelha.	And if you smell oil in which the patient finds relief, by the gravity of the head, try to compress it easily; and take note that you do not irritate the nerves of the ear.</start_turn
E aprop pausa en l’aurelha drap de li segon la quantitat del ample del trauc lo qual tu as envolvutz en l’enguent egipciac; e fay aquo per alcus jorns entro que sias segur de la consolidacio de la plagua; o que prenguas qualgua e enfon aquela en ayguaros e pulveriza sobre lu segi trissat e usa de lu; e si vezes la aurelha ja esser apostemada, lahoras cove que tu estraguas la qualgua e permutes aquela am autra qualgua la qual tu envoloparas en cerot que sia fayt am oli rozat, entro que sia le apostema caut cedat; e aprop cura aquel entro que sia sanat.	And so keep on the ear marrow as much as the extent of the wound allows; and make oil for several days until you are sure of the consolidation of the plague; or take any other thing and put it in oil and sprinkle over it; and if the ear is already softened, then cover that which you have enveloped in cerate that is useful for oil, until the swelling subsides; and take care of that until it is healed.</start_turn
Mays si accideys flux de sanc, lahoras submergeys esponga o drap en aygua frega e pausa sobre la aurelha, e usa del autra curacio la qual restrengeys le flux del sanc, la qual es dita en le tractat de distillacio.	And if there happens to be discharge of pus, cover sponge or cloth in cold water and place it over the ear, and use another treatment that restricts the discharge, which is mentioned in the treatise of distillations.</start_turn
Capitol .viii.	Capitol VIII.
De cura de athezil le qual endeveno a las palpebras.	Chapter VIII. Of the treatment of swelling of the eyelids which is caused by humors.
Athezil les quals endeveno a las paupebras dels huels alcuna veguada so humitz, alscunas veguadas son secs.	When swelling of the eyelids is caused by cold humors which infiltrate the veins at some time, some are wet and some are dry.
Donc cove que tu tenguas aquels am tenhalhas o am onci, e inscindas aquels am espatum de las suas razitz, e aprop pausa sobre les locs segi trissat.	Therefore keep your hand over the upper and lower eyelids, and remove the cause of the swelling with the point of your scalpel. Then place your hand over the area around the eyes to prevent further bleeding
Mays si dolor am flux de sanc veno, lahoras tu cauteriza aquels am cauteri lanticular subtil.	Although pain may arise from a flow of blood, when you cauterize the area with a pointed lancet, the pain will cease
E la milhor cauterizacio es aprop las inscizios e tropas veguadas retornam quan reman alcuna causa de sas razitz; e quan so cauterizadas am foc, aquelas razitz son comburidas e no retornan.	And the best cauterization is when the small veins and arteries are cauterized. The humors which caused the swelling will then return once the cause of the swelling has been removed. When the humors are cauterized with fire, they are consumed and do not return
Capitol .ix.	Chapter IX.
Cura de grandeyssa que veno a las palpebras dels huels.	Treatment for swelling of the eyelids which arises from humors.
Motas veguadas endeve en las palpebras dels huels alcuna causa la qual es asemblada a grandissa en sa fortalicia e duricia, e per so grandissia es apelada.	When wet humors are present in the eyelids, they cause swelling in their strength and hardness, and for this reason swelling is called great swelling.
E es agreguacio de humiditat grossa en la palpebra dejos e desus.	And it is an accumulation of large moisture in the outer eyelid and under it
Donc la opperacio en lor es que consideras lahoras si la grandissia es procedent en lu en aquo que apar de la palpebra e es mauguda a tota partida; e la causa de lu es leugiera.	Therefore the treatment for such swelling is to consider whether it arises from the outside of the eyelid and is soft throughout; or from the inside of the eyelid and is hard. The cause of the swelling is usually mild
Donc fen sobre aquela am fissura per la latitut, e aprop escorga aquela de tota partida am facilitat entro que evasesca, e aprop suspen aquela am onci e abscindeys aquela.	Therefore remove the cause of the swelling from side to side, and gently evacuate all of it as easily as possible. Then suspend the bleeding by applying pressure to the area
Mays si a tu no es apparelhada la incizio de lu si no pus que penetras la palpebra am inscizio pauc a pauc, lahoras aquo no notz en deguna causa.	However, if the incision has not been properly made and you have only slightly pierced the eyelid, the pain will not disappear completely
E si la figura es gran, lahoras tu l’ajusta am sutura; e cura aquela entro que sia sanada.	If the swelling is large, then suture it; and take care of it until it has healed
E si es pauca, a tu no sobrevindra mal per aquela quar l’anguent de lu restaura aquela e encarna.	If it is slight, you do not need to do more than allow the swelling to restore itself and for the blood to clot naturally
E si la grandissia es declinant a las partidas dedintz de la palpebra deves la superficia dedintz, lahoras evesa la palpebra e suspen la grandissia am onci, otra que tu indigescas de incizio, e prem aquela de tota part, e si la palpebra per inscizio es alonguada, aquo no notz en deguna causa.	If the swelling is diminishing in the outer parts of the eyelid, you should remove the cause of the swelling from the inside of the eyelid, and suspend the swelling by applying pressure to the area. Do not attempt to remove the swelling by incision, for if the eyelid is perforated too much, the pain will not disappear
E aprop la incizio, lava le huel am aygua salada; e cura le loc am aquo que encarna entro que sia sanat.	And finally, after the incision, wash the area with salt water; and take care of the area until it has healed.
