Ayssi comensan las paraulas de Albucasim .	Certainly. Here's the translation:
E si vols, pren le ray e envolveys en la extremitat de lu decentment coto, e aprop gieta oli en la concavitat del auziment, o suc de alcuna herba, o aquo que vols de aquestas medicinas en la canula — e aquela es en la aurelha —, e aprop entromet le ray am coto desus e exprem am la tua ma aquel am compressio temprada de lu entro que l’oli sia expellit en la concavitat del auziment e le malaute senta le oli dedintz.	And if you wish, take the sponge and wrap it around the foot adequately with the toe, and then pour oil into the hollow of the heel, or juice of any herb, or whatever you wish of these medicines into the needle — which is in the heel — and then insert the sponge with the toe and press with your hand that which is pressing temperately from within until the oil is expelled from the hollow of the heel and the patient sits on the oil that is left behind.
E aquo que sia enfundut en la aurelha sia ja scalfat am foc un petit.	And that which is infused into the heel is already scorched with fire a little
E guarda te que la causa la qual distillaras en l’aurelha no sia trop frega, quar las medicinas de aurelha no suffertan aquo.	Beware that the cause which you distill in the heel is not too hot, because the medicines for the heel cannot endure it
Capitol .vii.	Chapter VII.</end_of_turn>
De curacio de opilacio de aurelhas.	Of the treatment of the blistering of the heel.
Alcunas veguadas alcus enfantz yeysso dels ventres de lors mayres no-perforatz, e aquo ja accideys en alcus homes, opilacio en le meat de la aurelha per plagua o per carn nada en aquela; e aquesta opilacio alcunas veguadas es fayta en le preon del trau de la aurelha la qual no consiec le vezement, e alcunas veguadas es en las partidas defora.	Some ointments for children and adults who suffer from large swellings on their feet are useful for blisters not caused by wounds; and that which already exists in some men, blistering of the heel by pressure or by nothing in particular; and this blistering is useful in many cases for the prevention of the swelling of the heel which does not happen in other cases, and in others in the outer parts
E aquela que accideys en le preon de lu, la qual no comprehen le vezement, es en las majors disposicios de dificil sanacio.	And that which happens in the groin of the heel, which does not happen in other cases, is in the greatest degree of difficult healing
E en aquela en qual consegueys le vezement, cove que tu pauses la aurelha del malaute al solelh e reguarda en aquela.	And when you have achieved it, cover the heel of the patient from the disease to the sole of the foot and rest it in that place
E donc si vezes oppulacio apparent, obre aquela am espatum subtil del qual aquesta es la forma de lu:	Therefore if sometimes there appears an apparent blistering, open that with a sponge of the shape of which we have said
Si’ la extremitat de lu en la qual sia petita la latitut, del qual la una partida sia aguda e l’autra no; e le spatum sia de dos latz leon per so que no fassa lizio al aurelha.	If the extremity of the foot in which it is small in size, of which one part is acute and the other is not; and the sponge is of two lion’s feet so that it does not harm the heel
E donc si la opilacio es per carn nascuda en la aurelha o en le meat de lu, lahoras te aquela am oncis subtils e incidiys aquela vehement facilitat entro que sia ostada tota la carn.	Therefore, if the operation is for a wound that has been born in the heel or in the meat of the limb, then do so with fine needles and pierce that area with such gentleness that all the surrounding tissue remains intact.
E si opilacio es en le preon de la aurelha, lahoras pren ray subtil leon e escalfa aquel am foc un pauc, e aprop met aquel en le meat de l’aurelha.	If the operation is in the groin of the heel, then take fine needles and prick that area a little deeper, and then place that in the meat of the heel.
E donc si as scentit oppulacio am aquo que le malaute atroba am facilitat, per gravetat de ausir, esforsa la oppressio de lu am facilitat; e guarda te que no plagues les nervis del aurelha.	Therefore, if you smell infection in that which the patient finds relief with ease, because of the gravity of the situation, force the pressure away with ease; and take care that you do not injure the nerves of the heel
E aprop pausa en l’aurelha drap de li segon la quantitat del ample del trauc lo qual tu as envolvutz en l’enguent egipciac; e fay aquo per alcus jorns entro que sias segur de la consolidacio de la plagua; o que prenguas qualgua e enfon aquela en ayguaros e pulveriza sobre lu segi trissat e usa de lu; e si vezes la aurelha ja esser apostemada, lahoras cove que tu estraguas la qualgua e permutes aquela am autra qualgua la qual tu envoloparas en cerot que sia fayt am oli rozat, entro que sia le apostema caut cedat; e aprop cura aquel entro que sia sanat.	And so pause in the heel above the amount of the width of the wound which you have covered with Egyptian unguent; and do so for several days until you are sure of the consolidation of the wound; or that you take some and put that into vinegar and powder over it and use of it; and if sometimes the heel has already been healed, then stretch the one which you have covered with silk until the other one which you have covered with cotton is taut; and do so until the pus has gone; and care for it until it is healed.</end_of_turn>
Mays si accideys flux de sanc, lahoras submergeys esponga o drap en aygua frega e pausa sobre la aurelha, e usa del autra curacio la qual restrengeys le flux del sanc, la qual es dita en le tractat de distillacio.	May be blood flows from the wound; then immerse sponge or cloth in cold water and place over the heel, and use the other remedy which restricts the flow of blood, which is mentioned in the treatise on distillation.</end_of_turn>
Capitol .viii.	Chapter VIII.</end_of_turn>
De cura de athezil le qual endeveno a las palpebras.	Of the treatment of the swelling which we owe to the eyelids.</end_of_turn>
Athezil les quals endeveno a las paupebras dels huels alcuna veguada so humitz, alscunas veguadas son secs.	The swellings which we owe to the eyelids are some moist and some dry.</end_of_turn
Donc cove que tu tenguas aquels am tenhalhas o am onci, e inscindas aquels am espatum de las suas razitz, e aprop pausa sobre les locs segi trissat.	Therefore you must have those with thumb nails or nails on, and scratch those with the tip of your nails, and then pause over the area which has been scratched.</end_of_turn
Mays si dolor am flux de sanc veno, lahoras tu cauteriza aquels am cauteri lanticular subtil.	And if there is pain with the flow of blood, then you cauterize those which are black with a fine needle.</end_of_turn
E la milhor cauterizacio es aprop las inscizios e tropas veguadas retornam quan reman alcuna causa de sas razitz; e quan so cauterizadas am foc, aquelas razitz son comburidas e no retornan.	And the best cauterization is when the small veins and blood vessels return when the cause of those veins has been removed; and when they are cauterized with fire, those veins are consumed and do not return.</end_of_turn
