Ayssi comensan las paraulas de Albucasim .	Thus begin the remedies of Albucasim.
E sia cauteri olivar del qual aquesta es la forma de lu:	And this cautery is olive-shaped, of which this is its form.
E si es necessitat que puntz sia fayt sobre la fassia del pe, lahoras fay am cauteri de punt.	And if it is necessary to make points on the surface of the foot, then do so with a pointed cautery.
E si las dolors pujan entro als denolhs o a las autras juncturas, e aquo motas vetz s’endeve, lahoras cauteriza aquel sobre quascun donolh am tres cauteris o quatre de tota partida am aquest cauteri olivar.	And if the pains go inside the teeth or to other joints, and this many words are given to you, then cauterize that on each tooth with three or four cauteries of the entire affected part with that olive-shaped cautery.
E si motz cauteris que aquestz cauteris sian a tu necessaris, lahoras cauteriza aquel e no premas trop la tua ma am le cauteri abans, sia tant solament enviro la specitut de la codena.	And if many cauteries are needed, which these cauteries are necessary for you, then cauterize that and do not press too hard with your hand on the cautery beforehand, it is only just around the specific area of the codena.
E si las dolors pugan entro al donolh e·l dos, lahoras aministra le cauteri le qual havem dit en le sieu capitol.	And if the pains go inside the tooth and the back, then administer the cautery which we have said in the seventh chapter.
E si las dolors so en las mas tant solament, e es apelada suagra, lahoras puncta en le circuit dels focils ayssi cum se revolvo, puncta en aquels dos linhas.	And if the pains are only in the jaws, and it is called sagra, then prick around the circle of the gums thus as they revolve, prick in those two lines.
E si reman de las dolors en les ditz, lahoras puncta en le cercuit dels focils sobre quascun notz e sobre la pinche de la ma.	And if the pains remain in the fingers, then prick around the circle of the gums on each knot and on the pincer of the hand.
E si las dolors pugan aprop alscus jorns als coydes o als muscles, lahoras cauteriza les quascus de tota part dels ajutoris.	And if the pains go near the joints to the veins or to the muscles, then cauterize the affected parts of the joints.
E no evacuas le malaute de bon regiment e de recepcio de medicinas, quar si es fayt bon regiment e flacma es evacuada am aquest cauteri sira sanat, Dieus ajudan.	And do not evacuate the sickness with good regimen and reception of medicines, because if it is done with good regimen and evacuation is done with this cautery, it will be healthy, God helping.
Capitol .xlv.	Chapter 45.
De cauterizacio de rompeduras.	About cautery for fractures.
Quan endeve rompedura en les angonars e diysendo les budels denant l’atela al genetiu, e aquo es comensan de aprop, lahoras cove que tu mandas al malaute layssar la sua comestio en le sieu dia e que use de causas leniens per so que la fenda deyssenda del sieu ventre.	When there is a fracture in the limbs and the intestines are dislocated from their cavity, and it begins to cure itself, then you should command the sickness to leave its nourishment on the seventh day and use lenient causes so that the wound will heal on the seventh day.
E aprop segua le malaute entre las tuas mas sobre le sieu dos, e comanda a lu que tengua le sieu ale entro que sia foro getat o aparesca l’atela o·l budels.	And then follow the sickness between your hands over the seventh two, and command it to hold the seventh wing inside so that it will be strong or appear with its cavity or intestines.
E aprop retorna aquel am les tieus ditz e senha am tenta la ruptura sobre le os del pentenilh am senhal la extremitat del qual sia semblant a la maytat de cercle a las subiranas partidas del cors.	And then return that to the ties of the fingers and sew up the rupture over the bone of the fifth finger, signifying the extremity of which it is similar to the circle of the subordinate parts of the body.
E aprop igneys le cauteri del qual aquesta es la forma de lu:	And then ignite the cautery of which this is its form.
entro que sia mot rog e gete cintilhas.	until it will be very red and have many sparks.
E aprop reduzeys le budel o l’atela a la sua conquavitat, e aprop pause la sua ma sobre le loc per so que le budel no yesqua.	And then return the intestine or hernia to its cavity, and then place your hand over the area so that the intestine will not come out.
E tu ja has ubert entre las coyssas del malaute e dejos lu as pausat un coyssi, et autre servent sia sus las cambas de lu, e autre sus le pietz de lu, le qual tengua las suas mas.	You have already opened the space between the patient's thighs, placed a cushion under them, another servant on their legs, and another on their chest, holding their hands.
E aprop pausa le cauteri sobre aquel senhal am la tua ma am cauteri stan dreyt, e te aquel entro que am lu consieguas le os del pentenilh entro al mieg del duiduni; e itera am aquel autra veguada si a tu aquel no has conseguit en la primieyra veguada entro al os.	And then stop the cautery on that sign with your hand as a straight cautery, and you will see that the bones of the fifth finger are aligned inside the middle of the two; and if it does not work in the first instance, try again in another way until you reach the bone.
E observa saviament del ysiment del budel en la hora de la tua cauterizacio, que no comburas aquel budel per so que sobre le malaute no vengua in mort o autre gran malicia.	And observe carefully the movement of the intestine during your cautery, that you do not burn the intestine so that on the patient no death or other great evil comes.
E sapias que quan tu am le cauteri no atenhas le os, no confereys la tua operacio.	You should know that when you hold the cautery, do not touch the bone, nor confuse your operation.
E cove que·l cauteri dels enfants sia subtil segon le gran e la mesura de lor.	And be careful that the cautery for children is subtle according to their age and measure of theirs.
E aprop cura le loc del cauteri per tres dias am boder entro que sia remauguda la scara del foc.	Then treat the area of the cautery for three days with a warm poultice until the scar is reduced by the heat.
E aprop cura aquel am les autres enguentz entro que sia sanat.	Then treat those who have other afflictions until they are healthy.
E le malaute sia jasent sobre le sieu dos per xl dias entro que sia sigillat le loc e la plagua.	And let the patient sit on a soft couch for forty days until the area is sealed and the plague.
E cove que pauses le nutriment de lu segon la longitut del temps de la curacio de lu le qual le linesca le ventre de lu, e que le budel no yesca fora deves le esforsament de guerir.	And be careful that you pause the nourishment of it according to the length of time of its cure, which lines up with the belly of it, and that the intestine does not come out during the effort of healing.
E aprop quan se vol levar aprop xl dias, lahoras aministra liament decentment fayt, e tengua aquel per autres xl jorns.	And then when one wants to get up after forty days, then administer gentle and decent food, and hold that for another forty days.
E sia mermat de trebalh e de replecio de vianda e de beure, e de votz vehementz, quar quan usa de aquest regiment de sanacio entiera sira sanat.	And be mindful of toil and replenishment of food and drink, and of violent vomiting, because when one uses this entire regimen of healing, they will surely be healthy.
