Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Albucasim.
E sia le spazi le qual es entre cascun cauteri la quantitat de la grossitut del dit e si le cauteri olivar o gran.	And let the space between each cautery be the quantity of the thickness of the finger, and if it is a large nail cautery or olive-shaped.
Mays alcunas veguadas sia le cauteri sobre le mieg loc sobre le cap de l’anquan per que son quatre cauteris.	Let it sometimes be the cautery on the middle part on the head of the elbow so that there are four cauteries.
E si vols, cauteriza am le cercle del qual es precesida la forma en la cauterizacio de la dislocacio de l’anqua, la i que sia cercle continent e comburey la ispicitut de tota la codena.	And if you want, cauterize with the circle of which is preceded by the form in the cauterization of the dislocation of the elbow, that it may be a containing circle and burn the thickness of all the tendons.
E aquesta es la manieyra de cauteri in ciatiqua quan dolor es adherent al anqua e no es estenduda entro a la coyssa.	And this is the manner of cautery in sciatica when pain is attached to the anus and not extended into the thigh.
Mays si es estenduda entro a la coyssa, lahoras cauteriza aquel am dos cauteris sobre la coyssa sobre le loc al qual envireys le malaute que es la dolor; e am un cauteri sobre la cavilha per quatre ditz un pauc deves la part cilvestra.	But if it is extended into the thigh, then cauterize that with two cauteries on the thigh over the place to which you direct the patient's attention that hurts; and with one cautery over the ankle for four days a little bit towards the wild side.
E si le cauteri cutellar, e sia la profunditat del cauteri segon la quantitat de la ispicitut de la codena.	And if you are using a knife cautery, then the depth of the cautery should be according to the thickness of the skin.
E si le malaute envireys que la dolor es estenduda entro al loc prop les ditz des pes, lahoras cauteriza aquel aqui on envireys am cauteri per tres puntz o quatre o mays si indigeys de aquel.	And if you direct the patient' attention that the pain is extended into the place near the feet, then cauterize there where you direct with a cautery for three days or four or more if needed.
E si le malaute envireys dolor esser dejos le donolh ves la coyssa, lahoras cauteriza aquel aqui am un cauteri cutellar.	And if the patient directs your attention that the pain is below the knee towards the thigh, then cauterize there with a knife cautery.
E guarda te en tota cauterizacio que no ultimes am le cauteri en tant que comburas nervi o gran arceria, e que per aquo a tu es sobre le malaute mal noccument o contraccio.	And in every cautery beware that you do not go too far with the cautery to the point of burning nerve or major artery, and that because of this to you is the patient badly harmed or paralyzed.
E yeu ja e vist un e autre de aquels les quals cauterizero sobre la cavilha e ultimero en la cauterizacio, e la cama foc inflada entro que la tumor aconseguit lo pe, e foc perforat e corromput tot le pe.	And I have seen one and another of those who cauterized over the ankle and went too far in the cautery, and the bed fire got into the leg, and it was perforated and rotten all through the leg.
E aprop accidic fort solucio de ventre, e aprop aquo la mort.	And then he died a terrible death of stomach ache, and then came his death.
E si la dolor es en dos partidas ensemps cauteriza quascuna segon aquesta manieyra.	And if the pain is in two places, then cauterize each one according to this manner.
E diysero les savis alcus en la cauterizacio de anqua cauteri del qual aquesta es la manieyra: fay semblant a cercle de ferr del qual le cercuit sia la maytat de un palm; e sia deves le sieu orrifici segon la grossesa de un os de datil o mens un pauc.	And the wise say in the cautery of anus cautery, of which this is the manner: make it like a ring of iron, of which the thickness should be half a palm; and its hole according to the thickness of a finger bone or less a bit.
E dedintz aquel cercle sia un autre tertz; e sia le spazi le qual es entre lor la quantitat del notz del pous; e sian aquels cercles ubertz de dos partidas; e sia la longitut de aquels cays un notz o dos notz, e fay en aquels margue de ferr decentment apparelhat en les cercles; e aquesta es la forma de lu:	And within that circle there be another third; and the space between them be the length of the nail of the thumb; and those circles be open on two sides; and the length of those rings be the length of one or two nails, and make on the edge of those rings decently bent apparatus in the form of circles; and this is the shape:
Aprop sia ignit en le foc entro que s’enrogesisca e gete scintillas, e aprop sia pausat sobre la partida del anqua, le malaute colcat sobre le latz sa.	Then let it be heated in the fire until it reddens and shoots out sparks, and then let it be placed over the part of the anus where the patient lies on his side.
E donc cauteriza aquel am tres cauteris redontz en una veguada.	And so cauterize that with three round cauteries in one go.
E aprop layssa aquel per tres jorns; aprop emplastre aquel am boder e layssa la plagua uberta per trops dias; e aprop cura aquel am enguentz entro que sia sanat.	And let it lie there for three days; then let that be plastered with pitch and let the wound remain open for a few days; and then let that be healed with ointment until it is well.
Diys Albucasis : o, filhs, de aquesta specia de cauteri pauc havem usat per la terror del reguardament de lu, e per aquo que paucs havem trobatz les quals reguardan sobre lu.	Albucasis says: O children, we have used this type of cautery sparingly for fear of it, and because few have been found who know how to use it.
Mays dels bos cauteris a lu qui les sufferta, et atroba am aquel le loc de lu.	But those who are good at cauteries and understand them well will find the spot of him who suffers from them.
Mays cauteri am medicinas adhurentz es que tu fassas dos cercles haventz armula perforada en la qual deyssen le guaffo de la porta de ferr; sia la longuitut de la paretz en la nauteza de lor sian dos nozes o quays aquels.	But cautery with healing herbs is that you make two circles having a perforated armlet in which there will be the hook of the iron door; and the length of the parts in their naturalness are two nails or quarters those.
E si le spazi le qual es entre quascu la quantitat de la grossitut del dit; e sian ubertz dejos e desus, e sian que contenguan se entre lor segon aquesta forma:	And if the space between them is the thickness of the thickness of a finger; and they are open below and above, and they are such that they contain themselves among themselves according to this form:
E aprop pausa sobre la partida de la anqua le malaut jasent sobre le latz sa, e comprem la tua ma sobre la partida de la anqua; e aprop pren de aygua cauda e fon la entre dos cercles, e la qualiditat de aquela sia am le foc petit a petit, e te aquela per la quantitat de una hora, e sufferta le malaute la mordicacio e la adhustio de lu — quar aquel atrobo mordicacio ayssi cum de foc — entro que cesse la mordicacio.	And then place over the part of the anus where the patient lies on his side, and press your hand upon the part of the anus; then take a tail of water and pour it between the two circles, and let its quality be heated little by little with fire, and suffer the patient to feel the biting and squeezing of it — for he will feel biting as well as squeezing — until that biting ceases.
