Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Albucasim .
Quan en la superficia de las dentz de las partidas dedintz e de las de foro e entre las gingivas so ajustadas escorsas aspras, legas, e alcunas veguadas son de nigradas e son faytas citrinas o vertz entro que a la gingiva ve per aquo corrupcio e son faytas las dentz legas.	When in the surface of the teeth on the inner and outer lips and between the gums are attached rough, sharp, black or green spots which corrupt the gum and make the teeth loose.
E donc cove que tu fassas sezer le malaute entre las tuas mas e pausar le cap de lu en le tieu se, e ratz las dents en las quals apareysso aquelas escorsas e causas semblantz arena entro que de lor no romangua deguna causa, e aquo fay de la negror e de la citrinitat e de las autras entro que sian mondificadas.	So take a sharp knife and make an incision in the patient's mouth, and press on his head with your thumb, and scrape away the teeth where these rough spots appear, and remove their causes, which will resemble sand, so that no cause remains, and this will remove the blackness and the greeness and the other things until they are clean.
Donc si es ostat aquo que es en aquelas del comensament de la razio, bo es; e sino, lahoras tu itera la razio sobre aquelas al autra dia e al segon e al tertz entro que vengua al derier stament en aquo que tu vols.	So if what is in those at the beginning of the cause is good, so much the better; and if not, then do the cause again on those on another day, and on the second and on the third until it comes to the final point where you want.
E sapias que las dentz han necessitat de motz rezoris de diversas formas e de motas figuras segon que es preparat a la tua operacio.	And know that teeth have need of many razors of diverse forms and shapes according to your operation.
E per so quar le razori am le qual la dent es raza de la partida dedintz es autre del razori am le qual es ras entre las dentz segon autras formas, e aquestas formas de razoris sian deves tu preparadas las quals veyras tantost:	And therefore the razor with which the tooth is scraped from the inner lip is different from the razor with which it is scraped between the teeth, and these forms of razors should be prepared as follows:
Capitol .xxx.	Chapter 30.
D’eradicacio de dentz.	Of the eradication of teeth.
Cove que tu cures la dent de la sua dolor am tot engen e tardes en tota eradicacio de lu, quar no es denguna causa que suplisqua la veguada de lu quan es eradicada, quar es sustancia sublima entro que es excusacio en la eradicacio de lu.	You should cure the tooth of its pain with every artifice and delay in complete eradication of it, for there is no cause that excuses it when it becomes visible as soon as it is eradicated, for it is a sublimated substance which causes excuse in its eradication.
Mays cove quan le malaute es forsat aquela dent eradicar, que fermament deves tu sia certificat quala es la dent dolent, quar motas veguadas la dolor descep le malaute e cuga que sia en dent sana, e tu eradicas aquela e aprop la dolor no cessa entro que la dent malauta e dolent sia eradicada, quar nos ja havem vist aquo per operacio dels barbies.	But if the patient is forced to have that tooth eradicated, you must be certain which is the painful tooth, for many times pain deceives the patient and remains while the tooth is healthy, and you eradicate it and then the pain does not cease until the painful and sick tooth has been eradicated, for we have already seen this through operation of the barbarians.
Donc cum deves tu es sertificat qual es la dent dolent, e que o sabes be, lahoras cove que tu scarifiques en le circuit de la dent am spatum en le qual sia alcuna vertut, entro que sia dissolvut de la dent de la gingiva de tota partida, e aprop mau aquel am les tieus ditz, o am forfexs subtils al comensament petit a petit entro que aquela concucesquas.	So when you are certain which is the painful tooth, and that you know it, then cut around the circuit of the tooth with a chisel in which there is some vertidity, so that it is dissolved from the gum on all sides, and then maul it with your fingers or with fine pincers little by little until you concuss it.
E aprop alogua en lu fortz tenalhas grans per bona loquacio o estuptura fort, e pausa le cap del malaute entre les tieus denolhs que be le tengues que no·s maugua, e aprop tratz la dent segon rectitut en manieyra que no trenques aquela, ni al malaute major dolor no dones.	Then put in it strong tenacles with great force or grip strongly, and press the head of the patient between your teeth which do not hurt him, and then pull the tooth according to rectitude in a manner that you do not break it, nor give the patient major pain.
E donc si no es foro-getat, lahoras pren un de aquels instrumentz, e met aquel dejos lu de tota part am facilitat e esforsa la remocio de lu ayssi que es feyt al comensament.	And if it is not loose, then take one of those instruments and put that down all around with ease and effort the removal of it in such a way as it was done at the beginning.
Mays si la dent es trauquada o corrosa, lahoras cove que tu comples de drap aquel trauc e estrenguas aquel am la extremitat de ray subtil per so que no sia trinquada en la hora de la tua constriccio sobre aquela am tenalas.	But if the tooth is cracked or hollow, then fill that crack and tighten it with a subtle wire on the end so that it does not loosen when you apply your constriction to it while you are holding it.
E cove que tu obres exquesitament am scarificacio en le circuit de tota part de la gingiva e guarda mot la tua fortaleza que no trenques aquela e romangua partida de lu, e retorne sobre le malaute per la malicia que sia majo que la primieyra dolor de lu.	And you should open widely with scraping around the circuit of all parts of the gum and keep your strength so that you do not break it, and return to the patient for the malice which is greater than the first pain of him.
E guarda te que no fassas aquo que fan alscus ignorantz barbiers en lor fistinacio e audacia sobre la eradicacio de lor, ses que no aministran aquo que nos havem recomtat; quar motas veguadas fan venir sobre les homes malautias grans las quals son pus dificils que sian trinquadas, e las razitz de lor remaugudas totas, o alcunas de aquelas, o que extrayguas aquela am alcus osses de la mandigula ayssi cum motas veguadas havem testificat.	And beware that you do not do what some ignorant barbers do in their audacity about the eradication of them, for they do not administer what we have recommended; for many times great sicknesses come upon men which are very difficult to loosen, and their teeth are very hollow or all rotten, or they extract it with some bones from the mandible as we have often witnessed.
E aprop la eradicacio de lu sia lavada la boca am vi caut o vi agre am sal.	Then the patient's mouth should be washed with wine vinegar or wine mixed with salt.
E si endeve fluxs de sanc per aysso, ayssi cum motas veguadas endeve, lahoras trissa alcuna quantitat de zegi e aspergeys sobre la plagua, e si no confereys aquel zegi, cauteriza.	And if blood flows from the wound, as well as several vesicles, then sprinkle some powdered vitriol over the wound and if it does not stop, cauterize.
