Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Al-Bucasi .
E quan deslias aquo e veses que l’apostema ja es diminuit, lahoras cove que fregua le os entro que comensa en lu nayser carn, e aprop cura aquel am regiment exsiccatiu le qual fassa neysser la carn, ayssi cum si tu prenes de farina de froment dos partidas e de colofania quatre partidas e mescla o, e de lor sia fayt emplastre e sia aministrat en aquestas plaguas a de la carn nativitat.	And when you remove the water and see that the pus has already diminished, then know that it is necessary to prepare a paste from two parts of flour and four parts of colophony and mix them together, and let it be made into a plaster and applied to these blisters to the naked flesh.
Capitol .vi.	De la cura de lagramas per catartz e als huels descendentz de las partidas dedintz del cap.
De la cura de aquo que catz en las aurelhas.	Of the cure of water that cats in the ears.
Tota causa que catz en las aurelhas es una de quatre specias, quar o es peyra mineral o causa semblant a peyra, ayssi cum ferr e veyre, o es de planta ayssi cum ceze o fava, o es causa fluxtibla ayssi cum aygua e vi agre e a lor semblantz, o alcuna bestia.	All causes that cats in the ears are of four species, that is either mineral and similar to mineral, namely iron and lead, or plant and similar to plant, namely thistle and favus, or fluid and similar to fluid, namely water and vinegar, and their similar things, or some animal.
E donc quan peyra catz en l’aurelha o autra causa semblant de aquelas causas que no ajustan ne creysso en l’aurelha, e pausa la aurelha al solelh, e si vezes la peyra, lahoras distilla en aquela alcuna causa de oli violat o sizami, e aprop aministra la extraccio de lu, e fay le stornudar am condizi, e oppila las nars deve le aveniment de stornutacio.	And so when mineral cats in the ear or any other cause similar to these causes that do not fit and you doubt about the ear, then place the ear on the shoulder, and if the cat persists, then distill in that cause of olive oil or vinegar, and then administer its extract, and make it sneeze with a condiment, and follow it with a warm napkin.
E aprop pausa en le circuit de la aurelha alscunas pessas de drap o lana, e dextendas la aurelha a las partidas desus, quar motas veguadas es foro-getada am aquestas causas.	Then place on the circuit of the ear some pieces of cloth or wool, and extend the ear to the sides, for the motas seen is froghous with these causes.
E si no n’es getada, lahoras aministra extraccio de lu am le instrument apelat gesti epicicarios subtil del qual aquesta es la forma:	And if it is not froghous, then administer an extract of him with the instrument called a gentle tweezers, whose this form is:
E si es foro-getada am gesti, bo es; e sino, lahoras aministra la extraccio de lu am onci subtil de pauca duplicacio.	And if it is froghous with the tweezers, it is good; otherwise, administer the extract of him with a little amount of double-boiled oil.
E donc si no es foro-getada per aquo, lahoras fay una canula de aram e entromet la extremitat de la canula en le trauc de la aurelha e claus a l’enviro de la canula am cera e am oli mollificada per so que no sia ubert sino la canula.	And so if it is not froghous with water, then make a tube of aram and insert the end of the tube in the opening of the ear and close it around the tube with wax and soft oil so that it is not open but the tube.
E aprop extratz am le tieu vent am fort atraccio, quar tropas veguadas cum aquo que havem recontat.	Then extract it with a strong pull, for ten seen are froghous with water that we have told.
Mays si no es foro-getada en aquesta manieyra, lahoras pren de halka alumbat o de vecz aparelhat am le qual son preses les ausels una patita quantitat, e pausa aquel en la extremitat de ray, e aprop envolopa sobre aquel coto decentment pausat.	Then if it is not froghous in this way, then take a piece of string or twine or a piece of cloth and wrap it around the ear gently.
E aprop entromet aquel en le trauc de la aurelha am facilitat, e aprop excicca la aurelha de la humiditat.	Then insert it into the opening of the ear with ease, and then dry the ear from its moisture.
E donc si no es foro-getada am totas las causas las quals havem recontadas, lahoras tu coyta a talhar aquela denant que endevengua apostema caut o espasme.	And so if it is not froghous with all the causes that we have told, then you cut off what prevents it from developing pus or spasms.
E la manieyra de talhar aquela es que tu al comensament sancnes le malaute de la vena sephasica e extratz del sanc segon la mannieyra de la vertut de lu, e aprop fay aquel cezer entre las tuas mas e converteys l’aurelha a las partidas desus, e fen am petita fissura en la razit de la aurelha deves lo greys de lu en le loc be premegut de lu.	And the way of cutting that off is to sanctify the patient of the vein of the head and extract it from the third time according to the virtue of him, and then place it on its sides, and open the ear with a little slit in the middle of the ear, and turn the ear around.
E sia la fissura de figura lunar entro que pervengua a la peyra, e, la peyra atrobada, osta aquela si podes am instrumentz apropriatz; e aprop cos la fissura en aquela hora am velocitat, e cura aquela entro que sia sanat.	Then let the slit be of lunar form that reaches the pus, and if the pus is stuck, remove it with an appropriate instrument; then sew the slit in that hour with speed, and cure it within.
E si la causa cazent en la aurelha es un dels gras que creysso e so inflatz, lahoras aministra la curacio e la extraccio de lu; mays si no obezeys a tu ad eyssiment, lahoras tu pren spatum teune subtil segon aquesta forma:	And if the cause that cats in the ear is one of the greases that they grow and it is inflated, then administer the cure and extract it; but if it does not respond to you by sneezing, then take a sponge of twine slightly according to this form:
e aministra am aquel la abscizio de aquel gra lo qual es cazut en l’aurelha.	And administer to it the removal of that grease that is caught in the ear.
E no fassas aquo quan cogitas que aquel ja es humectat per la vapor del aurelha, e pausa aquel en motas pessas, e prop extratz ne aquelas am les oncis o am gesti subtil, o ab inscizio ayssi co dit havem, quar es alleujada la extraccio de lu.	And do not let it fall water when you think that it is already moistened by the ear vapor, and then remove it with pieces of cloth or a gentle tweezers, or extract it in this way: for it is relieved by removing it.
Mays en l’aygua la qual es intrada en l’aurelha cove que·l malaute use de sternutacio am condizi al comensament, e omple la sieua aurelha am alcu coto vielh, e jagua sobre aquela aurelha en la qual es l’aygua, e si per aquo es foro-getada, bo es; e sino, lahoras pren tropas peyras teunas e leons segon la longitut del dit, e calfa aquelas en le foc un pauc, e le pacient entrometa una de aquelas en le trauc de la sua aurelha e saute sobre la un pe sieu de aquela partida e percussia am una autra peyra sobre la peyra la qual es dintz la aurelha.	Then in the ear water that enters into the ear, be aware that the patient uses sneezing with a condiment at the beginning, and fill his ear with a little cloth, and if it is not froghous by this water, it is good; otherwise, take two small peals and double-boil them, and make those peals hard, and when they are hard, place one of them in the opening of the ear and make it jump from the other side with a little peal.
