Ayssi comensan las paraulas de Albucasim .	Thus begins Albucasis' words.
E si no es a tu possible estrayre am aquel, lahoras pren una canula concava e entromet aquela en lo guolayro del malaute, e aprop pausa en la concavitat de la canula un ferr ignit, e fay aquo tantas vetz (entro que la sancguisugua sia morta e se osta del guolayro) e abstengua se le malaute tot lo jorn de aygua.	And if you don' want to extract it with that, then take a concave tube and insert it into the foot of the patient, and put a hot iron in the concave part of the tube, and let water out as many times as the blood is dead and stops flowing from the foot) all day long.
E aprop prengua una veyria plena de aygua frega, e obra la boca de lu en aquela, e lava la boca am aquela; e no trasglucia de aquela alcuna causa e maugua l’aygua una hora aprop autra am la sua ma, quar la sancguisugua tantost cum sent l’aygua catz.	And then take a bucket full of lukewarm water, and wash the mouth with it, and not swallow any food or drink water for an hour after that because the blood will taste water soon.
Mays si no es foro-getada am aquo que havem recomtat, lahoras subfumigua le malaute am cimetz o am assafetida per le instrument le qual havem recomtat en la sufumiguacio de uvula.	Maybe if it is not cough up with water that I have told you, then sub-fumigate the patient with cumin or assafetida using the tool which I have told you in the sub-fumigating of the uvula.
Fay aquo, so en quar cayra.	Make water, so in both cases.
E es un’autra manieyra de operacio en sufumiguacio de aquela, es que tu prenguas una ola en la qual sian carbos ignitz e la ola sia cuberta am una cobertora en le mieg de la qual sia un trauc, e sia compausat en aquel trauc la extremitat del instrument; e aprop dega desus la subfumigacio; e pause le malaute la sua boca en la extremitat de la canula, e claugua la sua boca per que la subfumiguacio no sia foro-getada entro que sapias que la subfumigacio es pervenguda a la sancguisugua, quar la sancguisugua tantost cayra.	And this is another way of operating in sub-fumigating water, it is that you take a bucket with which the carbon is lit and the bucket is covered with a blanket on whose side there is a hole, through which the tool's end is placed; then make the sub-fumigation burn; and place the patient' mouth on the tool's end, and close his mouth so that the sub-fumigation does not cough up until you know that the sub-fumigation is reaching the blood, because the blood will cough up soon.
E si no catz, lahoras tu itera la subfumiguacio motas vetz, e abstengua le malaute de beure, e mange causas saladas e alhs, e no begua aygua, e ayssi necessari es que am aquest regiment sia fora-getada.	And if you don' hear it, then repeat the sub-fumigating several times, and prevent the patient from drinking water, and eat salty foods and fruits, and do not drink water again, and as necessary that in this regime it is cough up.
E aquesta es la forma del instrument am le qual es trayta sancguisugua del guolayro quan es vista; e es semblant a forceps ayssi cum vezes, sino quar es en lu alcuna curvitat:	And this is the shape of the tool which I have told you to extract blood from the foot when it is seen; and it is similar to tweezers sometimes, but because it is in its curve:
le qual sia mesa al guolayro, e la extremitat de lu es semblant a bec de ciconia, que es guanta, en la qual es aspretat de lima, per so quar, quan comprem alcuna causa, aquela no leyssa.	which is put on the foot, and its end is similar to a stork's beak, which is sharp, because when it grasps any cause, that does not let go.
Capitol .xl.	Chapter.X.
En le qual es la suma del sermo en apercio de apostemas e en seccio de lor.	In the sum of the speech in the appearance of apthae and in dissection of them.
Les apostemas so motas specias, de motas manieyras, segon que ve rememoracio de lor, de quascuna en aquest libre.	Apthae are special spots, in different ways, according to their appearance, from each one of these books.
E so diversas en perforacio e seccio de lor per doas manieyras, de las quals la una es per la specia de apostemas en si meteys; e per aquo que comprem de las humiditatz.	And they are diverse in perforation and dissection of them in two ways, the first one is for the kind of apthae themselves; and the second is because of their moisture.
E la segonda manieyra es prop les locs en les quals accideys del cos, quar le apostema accident en le cap es autra de la apostema accident en le cul; e le apostema en le loc carnos accident es autra del apostema accident en junctura; e a quascun de lor es son juguament per operacio.	And the second way is because of the places where they happen to the body, because the apthae in the head is different from the one in the back; and the apthae in the flesh are different from the ones in the joints; and each one has its treatment.
E mays de apostemas so alcunas las quals cove que no sian perforadas sino aprop maturacio de la sania en aquels o compliment de lor.	And some apthae are those which are not pierced, but rather their maturation in those or completion of them.
So autras apostemas les quals cove que sian traucatz quan son cruzes, e no son maturatz segon lor compliment, ayssi cum apostemas que son propdas a las juncturas, quar apostema quan ve prop junctura, lo esser de lu es prolonguat entro que·s poyreys aquo que es en le circuit de lu, e fort leu son corromputz les liamentz o les nervis de aquela junctura, per que es fayta causa de contraccio de aquel membre; o es apostema prop de membre principal, e si tu tardas la perforacio de lu entro sia madurat nosira al membre principal; o es prop le cul, donc perfora aque no-madurat; e no cove que·l perforas cru, de no-complida degestio, sino aquel que es prop del cul, per so que no poyresca le preon de lu e sia elonguat a las partidas dedintz del cul, e sia fayta fistula, o que sia fayt en le terme de lu que no sia sanat.	And some apthae are those which are crossed when they are in the joints, and they are not matured according to their completion, then such apthae as are near the joints because the appearance of an apthae when it is near a joint, the person's being prolonged in that is prolonged within its circuit, and the strong corruption of the ligaments or nerves of that joint, so that it causes pain in that member; or if the apthae is near a main member, and if you delay perforating it, then it will not be cured; or if you pierce it when it is behind, therefore it cannot reach its target and be elongated to the parts at the back of the hip, and it becomes a fistula, or if it is made in the term of that joint and does not heal.
Mays cove que tu sapias la hora de la perforacio de la apostema, e aysso es quan es maturat.	May's cover that you know the time of the perforation of the abscess, and so it is when it is mature.
E sapias que es madurat quan es la cedacio de la dolor e la cessacio de la febre, e aprop la diminucio de la rogor e de la pulsacio, e la acuitat del cap del apostema, e les autres senhals.	And you know that it is mature when there is a cessation of the pain and fever, and a decrease in the rash and pulse, and the尖头 of the abscess, and other signs.
E quar cove que sapias la perforacio cazer en le loc pus dejos del apostema e de pus venient de curacio de la eminencia.	And when you know that the perforation should take place in the place pus of the abscess and pus coming from the cure of the eminence.
E perforacio tostemps sia per le lonc de la carn o del cors, si las apostemas son en las partidas de las mas o dels pes, e en loc dels lacertz, de las cordas dels nervis, de las arcerias; e, al derier, en totz locs enguals en les quals no es reflecio; quar en aquels que so reflectitz, usa de perforacio segon aquel membre.	And the perforation should be done at any time during the life of the body or the course, if the abscesses are in the joints of the limbs or in the feet, and in places where there are ligaments, nerves and arteries; and finally, everywhere that is not reflected; for in those that are reflected, use the perforation according to the member.
