Ayssi comensan las paraulas de Albucasim .	Thus begins Al-Buqadi's discourse.
E la via de la operacio de lu es que tu prenguas una agula en la qual haga fil doble, e fiques aquela en la carn, e que la fassas passar del lacrimal de senestre entro al lacrimal dextre, entro que·l fil pervengua en las doas extremitatz de la carn.	And the way to perform the operation is that you take a very fine blade with double threads, and place it in the flesh, and make the thread run under the eyelid, so that it passes from the tear duct on the left side into that of the right; then let the thread come out at the ends of the eyelid.
E aprop exten la carn a las partidas desus am la agula e cus aquela am la agula, e inscideys am spatum ample.	Then stretch the flesh with the threads attached to it, and cut it with the blade, and sew it to the wide part of the nose with thread.
E donc si retorne la figura de la palpebre segon que cove, bo es; e sino, pren le ray e pausa aquel en la figura fenduda, e am aquel converteys la palpebra, e fen las doas fissuras en le latz de la palpebra dejos.	And if the figure returns to its original position, it is good; but if not, then take a needle and insert it into the split figure, and turn the eyelids around, and sew up the two slits in the middle of the eyelid.
E sian las extremitatz de las doas fissuras de dos angles de la inscizio, la qual has fayta entro que concurren, e sia de lor fayt angle entro que quan se congreguan sia fayta figura de lor.	Then adjust the ends of the two slits from different angles of the incision, so that they meet; and then make the figure of the two slits meet with each other.
E aquesta figura es letra greca: la landa.	And this figure is a Greek letter: alpha.
E aprop osta la carn aquela per la quantitat que es le latz de lu agut dejos de lu, aquo que siec la palpebra.	And place that flesh there according to the amount it is the width of his hand away from him, that he saws the eyelid.
E aprop ajusta las partz seperadas e cos aquelas am le fil de lana; e aprop cura aquelas am aquo que havem dit de las medicinas mollificativas e de las calguas entro que sia sanat.	And put those parts apart and stitch them with a woolen thread; and also treat those that have said of the soothing medicines and of the water within which it is healed.
E si alxacrati endeve per fissura o sutura o cauteri, lahoras cove que tu fendas am fissura plana sobre les pels de la palpebra segon que es precedit.	And if they are cured with an incision or a stitch or cauterization, then you should know that you make a flat incision on the skin of the eyelid according to what has preceded it.
E aprop separa am la calgua entre doas labias segon que havem dit.	And separate those two lips according to what they have said.
En la suma del sermo de la cura de alxacrati quan es desus o dejos, que corra en lu operacio, segon que es preparat de la forma de alxacrati, e aquela es en forma de motas diversitatz.	In the summary of the speech of the cure of alxacrati when it is dry or left alone, let that operation run in him, according to what it is prepared in the form of alxacrati, and that one is in a shape of dots.
E le artifexs savi totz temps prepara engen en quascuna manieyra la qual es possibla a lu entro que fassa retornar la figura a la forma natural, o prop de aquela, e aquel malaute segon que a lu conveneys de la operacio e dels strumentz en las majors disposicios.	And the artisans who know it prepare it in any way possible so that it returns to its natural shape or close to it, and this patient according to what is suitable for him by operation and instruments in the greatest dispositions.
Capitol .xv.	Chapter 15.
De la adherencia de la palpebra am la conjunctiva o am la cornea.	Of the adhesion of the eyelid to the conjunctiva or to the cornea.
Quan accideys aquesta consolidacio a motz homes enayssi que sia solidada la palpebra pus desus am le album del huel, e sia prohibida de la facilitat del movement e de las suas obras naturals, donc cove que tu entrometas la extramitat del ray dejos la palpebra, e eleva en sus aquela, o exten aquela am le unci.	When this consolidation occurs in some men that it is solid to the membrane of the eye above, and is prohibited from the ease of movement and its natural works, then you should know that you enter the edge of the eyelid away from it, and raise up that or stretch it with a wax.
E aprop tu inscideys la adherencia am spatum subtil, le qual no sia am acuitat de las inscisios, habantz obtus un petit per so que·l malaute no sia inquietat deves la operacio, e remau le spatum que no ledesca le huel am la sua acuitat.	And you should incise the adhesion with a subtle blade, which is not sharp to the incisors, keeping obtuse so that the patient does not disturb during the operation, and leave the blade that does not hurt the eye in its acuity.
E sia la tua inscizio quays excorjan aquela adherencia am facilitat entro que sia retornada la palpebra segon la sua forma natural e que sia sanada tota la adherencia.	And may your incision that it removes this adhesion with ease within so that the eyelid is returned according to its natural shape and all the adhesion is healed.
E aprop tu met en le huel aygua salada am la qual tu laves; o distilla en lu de zunia dissolvut en l’aygua.	And you should place in the eye salt water which you wash with; or distill in it of Zunic, dissolving in water.
E aprop separa entre la palpebra e l’huel am calgua de li, e pausa sobre le huel lana infuza en album de huou, e aprop le tertz jorn usa de causas consolidativas entro que sia sanat.	And separate between the eyelid and the eye with a calve of him, and place on the eye wool infused with membrane of wine, and immediately third day uses of causes of consolidation within that it is healed.
Capitol .xvi.	Chapter 16.
De inscizio de ungla e de eminencia de carn dels lacrimals.	Of incision of the eye and of the eminence of flesh of the lacrimal.
Sapias que ungla es segon dos manieyras, quar o es nervosa, e es semblant a ciphac dur subtil; o es no-nervosa, semblant a humiditat blanca congilada, la qual quan ferr la toca, o es forsat aquela prendre am onci, es abscindida e le onci no es ficat en lu.	You should know that the eye is according to two ways, either it is nervous and seems like a hard cyphers subtle; or it is not nervous, resembling white frozen water, which when it is touched, it takes with an onion, and is cut off, and the onion does not stick to it.
E amdos las specias no comensan sino del lacrimal major entro que va petit a petit que cobre la vista e prohibeys le lum e·l movement de huel.	And both spices do not begin unless from the lacrimal major within that it goes little by little so that it covers the view and prohibits the light and movement of the eye.
Mays la manieyra del obrar en la inscizio de lu es que·l malaute pause le sieu cap en le tieu se, e aprop obre les huels de lu, e eleva la palpebra am la tua ma, e aprop colligeys la ungla am onci de pauca duplicacio e exten aquela a las partidas desus.	May the way of acting in the incision is that the patient keeps his head down on his chest, and immediately opens his eyelids, and raises the eyelid to your hand, and collects the eye with an onion of few duplicates, and stretches it from above.
E aprop pren una agula e entromet en aquela un pel de cavalh o de buou o de vaqua, o de semblantz, o de fiel fort, o duplica la extremitat de la agulha petit a petit e fica aquela en le mieg de la ungla, e penetra aquela am la agulha, e lia am fiel la ungla; e exten aquela a las partidas desus, e excorja am le pel le latz de la ungla lo qual siec la pupilla.	And pick up an eyehook and put it in the eye of a horse or cow or water, or of any other things, or duplicate the end of the hook little by little and keep that in the middle of the eye with its edge, and push it into the eye with the hook, and cut it through the edge of the eye; and stretch it from above, and duplicate the end of the hook little by little and keeps that in the middle of the eye with its edge, and push it into the eye with the hook, and cut it.
