Ayssi comensan las paraulas de Albucasim .	Thus begins the discourse of Al-Bucasyi.
E donc cove que tu pauses le cap del malaute en le tieu se; aprop converteys la palpebra del uelh am la tua ma sinistra, e si es convertida, bo es; e sino, entromet agulha en aquela en la qual sia fiel de la partida pus dejos de la palpebra, e fay penetrar la agulha am fiel desus, e aquo sia — prop del marge de la palpebra en le qual naysso les pels — prop dels pels, e tira le fiel a las partidas desus am la palpebra, e converteys aquela am le ray.	Then place the cap of the instrument on the left side; then turn the eyelid of the eye to you with your right hand, and if it turns, do not worry; and if not, insert a needle into it at the bottom of the eyelid, which is — close to the edge of the eyelid where there are no hairs — close to the hairs, and pull the thread through it, and turn that side towards you with your left hand, and bring the thread to the top of the eyelid.
E aprop fen en la partida dedintz de la palpebra dejos les pels ajustatz am spatum inscidentz del lacrimal major entro al lacrimal mendre; e aprop extratz le fiel e pausa dejos la palpebra polvilhs petitz de coto o de drap, e aprop senha sobre la palpebra am tenta, e sia ayssi cum figura de fuelha de mirt.	Then cut along that line with a sharp knife, which is inside the eyelid, below the tear duct; then remove the thread and place it between the eyelids, and turn the upper eyelid towards you with your left hand, and bring the thread to the top of the eyelid; then press the lid with your fingers while saying "I will" repeatedly so that the needle is pushed down into half of the circle.
Mays empero cove que sia la figura segon la quantitat de helevacio de la palpebra, quar aquo ja es diversificat en les homes, quar de aquels es le quals indigeys que sia inscidit de la palpebra gran quantitat segon la quantitat per la qual la palpebra es mollificada.	However, in the case of a large amount of fluid on the eyelid, as it differs from person to person, and because the eye is affected differently depending on the amount by which the eyelid is moistened.
E aprop fen am le spatum sobre las doas linhas las quals has senhadas, e comensa del lacrimal major entro al lacrimal menor.	Then cut along the line you have drawn, starting from the tear duct, and continue to the bottom where it meets with the other line.
E si’ la tua fissura prop dels pels naturals ayssi cum es la grossetut del rey.	And if your incision is close to natural hairs, as it is when there is hair growth, then do not worry about that.
E aprop met le onci en un dels dos angles de la codena, e aprop excoria aquela tota, e aprop ajusta am la scitura las doas labias am gula o fiel de lana subtil, e abstergeys le sanc, e fay adherir aquo que superflueys dels fiels sobre dos sobrecils am alcunas causas enviscans, si voles far aquo, e sino, non cures.	Then place the pointed instrument in one of the corners of the cloth, and carefully scrape it all off; then adjust the two sides of the incision with a sharp knife or a blade, making them slightly curved; wipe away any excess hair from the eyelids with powder; and if you want to make that area clean, do so; otherwise, do not worry about it.
E aprop leyssa la sutura dels fiels entro a tres dias o quatre, e aprop cura aquo.	Then leave the stitches in place for three or four days, and then treat that area.
E si vols, layssa la plagua ses sutura, e cura aquela am aquo que exsicca e constrenh, quar la palpebra es alevada deves la sigillacio de la plagua e la agreguacio de lu; mays sutura es milor E donc aysso diysso les antics de taxanir.	And if you wish, leave the stitches in place for as long as they can be left in place, and then treat that area because the eyelid is lifted due to the sealing of the stitches and the accumulation of moisture; however, longer-lasting stitches are better. And therefore say: "The ancient way of treating eye burning has been forgotten."
Mays empero en lu sia sollicitut sobre le malaute, e es de bona operacio, e no es en lu temor.	However, when the instrument is placed on the eye, it is a good operation and not dangerous.
E es autra manieyra en taxmir, e es que senhes sobre la palpebra figura ayssi cum fuelha de mirt, e aprop eleva la palpebra am tres uncis segreguatz e congreguatz segon aquesta forma:	And it is another way of treating that, and that is to turn the eyelid towards you in this form, and then raise the lid with three separate and gathered corners according to this shape.
Mays si no es possible aquo, tener les uncis, e aquo no es engualhat, lahoras pren una agula en la qual haia fil e met aquela en le mieg de la figura, e entromet le autre fiel prop le lacrimal major, e·l fiel segon prop le lacrimal mendre, e ajusta entre les tieus ditz les fiels am equalitat, e aprop am aquels eleva la tua ma am elevacio engual, eleva tota la codena sobre la qual es senhat ayssi cum havem recomtat.	However, if that is not possible, hold the sides of the eyelids, and if they are not closed, then insert a thread into the middle of the figure, and place another thread at the top where there is no hair, and fix those threads with stitches, and then raise the upper eyelid with your left hand using an upward gesture, and bring the lower eyelid towards you with your right hand, and make the same movement.
E aprop ajusta las doas labias de la plagua am sutura, e cura aquel entro que sia sanat.	Then he adjusts the two lips of the wound and sews them together, curing what is inside that should be healed.
Mays si accideys apostema deves la tua inscizio o la tua fissura, seda aquel apostema am cerot e a lu semblantz, e am enguentz.	If, however, you have an abscess that needs to be lanced or cut open, then do so and apply ointment and poultice, and wet it.
E alcunas veguadas endeve a la palpebra que·ls sieus pels sian convertitz, adonc cove que tu uses en aquela de aquo que havem dit de inscizio; mays sutura en quascus es mays artificial.	And if the eyelids turn inward, so that the pellets fall out, then you use what I said above about lancing them; but sew them up in cases where it is artificial.
Ataxinir am cannas es segon aquesta forma:	First, cut off the hair from the canes in this way:
e es que tu convertas la palpebra e scindas la figura qu’es dedintz segon que he recontat; e aprop per art fay doas cannas o doas astelas subtils de las quals longitut sia segon la longitut de la palpebra e la latitut de lor sia mendra de la latitut del spatum.	And if you turn the eyelids and separate their shapes according to what I have described; and then with art, make two thin canes or two thin stiles from them, whose length should be according to the length of the eyelids and their width according to the width of the spine.
E tu ja has inscidit en las extremitatz de quascunas partidas, la on tenes les fils.	You have already lanced at the ends of every fracture, where you have the threads.
Aprop agregua quascuna am subtilitat subre aquo que superflueys de la palpebra del huel, e constres las cannas de quascunas partidas am fort strictura, e layssa aquela per alcus jorns, quar la codena per la strictura morira e sira denegada e se poyrira entro que per si meteyssa cayra.	Then add a little water to each of the canes, which are too thin above the eyelid, and tighten them very tightly, and leave them for a few days, because by their own tension they will break and rot from within.
