Ayssi comensan las paraulas de Albucasim .	Thus begins the speech of Alcubierrez .
Mays en aquesta perforacio am cauteri no es ses temor, quar hu mor tantost ho accideys en le loc fistula a la qual no es sanacio.	However, in this piercing with a cautery there is no fear, because death so soon happens to the patient in that place where the fistula develops; and it is not healing.
Capitol .xxx.	Chapter.XXX.
De la cauterizacio de la melsa.	On the cauterization of the tongue.
Quan tu curas la malautia de la melsa am aquo que havem dit de la curacio en la divisio e no confereys la tua curacio, lahoras cauteri en lu es segon tres manieras, las quals totas son dreyturieras, de las quals la una es que fassas tres cauteris o quatre linhan segon la longitut de la melsa segon la figura dels cauteris del fietge, la figura dels quals ha precedit.	When you heal the tongue's malignancy with water as we have said of the cure in the division and do not confer your cure, then cauterize it with three ways, all of which are true: one is that you make three or four lines according to the length of the tongue according to the shape of the feet' cauteries, whose figure has preceded.
E sia entre quascun cauteri la grossetut d’un dit o un pauc mes, e la manieyra del cauteri sia la manieyra la qual havem dita en le cauteri del fietge engualment.	And be between each cautery the thickness of a finger or a little less, and the shape of the cauterization is the same as we said in the foot's cauterization likewise.
E no compremas la tua ma am le cauteri; e le malaute sia eves sobre lo sieu dos.	And do not buy your hand with the cauterization; and the patient' head is turned toward his/her back.
E es autra manieyra de cauterizar, so es que tu igniscas le cauteri haventz dos vertimentz, la qual causa havem dita en le capitol de dislocacio del muscle, e elava la codena la qual es en le endreyt de la melsa la hon perve le jazer del malaute sinistre.	And there is another way to cauterize, so that you ignite the cautery with two hands, which causes the patient' skin to rise; and lift up the patient' tongue, which is in the patient' mouth, causing it to move to the left or right.
E sia la tua elevacio am la qual elevas la codena segon la longuesa del cors, per que sian faytz cauteris segon la latitut del cos.	And be your elevation with which you lift up the body according to its length, so that there are equal cauterizations according to the width of the body.
E aprop entromet les dos vernimentz, ignitz mot, en aquel entro que am aquels penetres la codena de la autra part.	And then immerse both hands into water, lighting a fire in them, and place your hand on which the cauterization will be made according to that part of the body that is opposite it.
E aprop extrayt le cauteri; e donc son faytz quatre cauteris.	And then remove the cautery; and so four cauterizations are done.
E si voys, cauteriza am cauteri havent tres vernimentz.	And if you want to do it with a single hand, then cauterize with three fingers.
E aprop tu cura le cauteri pus que aia laysat de getar brac per trops jorns, quar mays es comferent que las autras causas precedentz en la curacio.	And so you heal the cautery that is in the patient' mouth, because it is easier to heal than the other causes which precede in the cure.
Capitol .xxxi.	Chapter.XXXI.
De cauterizacio de ydropici.	On the cauterization of the droop.
Cauteri no catz en ydropici sino en alcinte3 propriament.	There is no cautery in the droop, but only in three things properly.
Quan tu curas le ydropic am las manieyras de curacio las quals havem ditas en la divisio e no confereys la tua curacio, lahoras cove que aquel cauterizes am quatre cauteris en le cercuit del embelic e am un cauteri sobre l’estomac, e am autre cauteri sobre le fietge, e am autre cauteri sobre la melsa, e am dos cauteris entre les spondils del dos, e un cauteri en lo dreyt del pietz, e am autre cauteri sobre l’estomac.	When you heal the droop with the ways of healing that we have said in the division and do not confer your cure, then know that he who cauterizes with four cauterizations around the navel and one on the stomach, one on the foot, one on the tongue, one on the back, and two between the ribs, and one on the right side of the body, and one over the navel, and one over the stomach, and one over the foot, and one over the tongue, and one over the right side of the body, and two between the ribs; and one cautery over the left side of the body, and one over the navel, and one over the stomach.
E la quantitat de la profunditat del cauteri sia propdana a la spicitut de la codena.	And the quantity of the depth of the cauterization is proportionate to the thickness of the body.
E aprop layssa le cauteri ubert per so que gete brac per lonc temps.	And then leave the cautery on for a long time that it does not grow cold.
E no evacuas le malaute de curacio aprop le cauteri am aquo que cove per que sian agreguadas a lu doas entencios, e sira festinada a lu am ajutori sanacio.	And you do not evacuate the patient' cure with the cautery before it is made with water so that two sentences are added to it, and the third is moved forward with the help of healing.
La forma del cauteri am lo qual es cauterizat lo ventre sia clavilh segon que la forma de aquel es desus precedent, e es aquel am le qual es cauterizat le dos sia olivar segon qu’es precedent a la sua forma.	The shape of the cautery with which the stomach is cauterized is round according to that part' previous form, and that with which the back is cauterized is also round according to its previous form.
Capitol .xxxii.	Chapter.XXXII.
De cauterizacio de pes e de las coyssas.	On the cauterization of the feet and of the knees.
Quan les pes so apostematz en ydropitz e so repletz de aygua sitrina, cove que cauterisas les pes sobre le dos del pe in nocrati aquo que es entre le auricular e le anular, e eleva la tua ma am le cauteri e no torses aquel; e aprop eleva la tua ma, e no retornes aquela de tot, quar l’aygua satrina rezuda.	When the feet are inflamed with the droop and are full of clear water, then cauterize the top part of the foot between the auricular and the ring finger, and raise your hand with the cauterization and do not twist it; and then raise your hand, and do not return it all, for the clear water will cause it to relax.
Es le cauteri segon aquesta forma: E aprop fay sobre las doas coyssas dos cauteris, e en quascuna coysa sia feyt cauteri am la extremitat del cauteri cutellar.	And this is the form of the cautery: And then place two cauterizations on the knees, and in each knee one cautery at the end of the knife's point.
E sia le cauteri segon la longitut de la coyssa: i dejos le denolh e l’autre jos le mieg loc de la coyssa; e sobre quascuna coyssa dos cauteris.	And be the cauterization according to the length of the knee: and on one side of the leg is left off, and on the other side below the middle place of the leg; and on each knee two cauterizations.
E layssa la plagua uberta ses curacio per lonc temps per so que alcuna aygua resuda de lu.	And leave the plague open for a long time with your cure, so that no water comes out of it.
E aprop cura le am aquelas causas las quals havem ditas.	And then heal those causes which we have said.
Capitol .xxxiii.	Chapter.XXXIII.
De cauterizacio de cos de ventre.	On abdominal cauterization.
Quan cos de ventre es per freg e per humiditat entro que debelice las vertutz, so es la vertut digestiva e retentiva, las quals so en l’estomac e en les budels, e es curat aquo am las manieyras de curacio e no confereys, e vezes le malaute suffertan cauteri de vertut exhiberant, lahoras cauteriza aquel am gran cauteri sobre le sieu stomac segon que a precedit en la cauterizacio del estomac, am le cauteri del cercle e am quatre cauteris en le cercuit del embelic subtils, am cauteri clavilh subtil; e am cauteri sobre le alcatin sobre alozis gran, o am dos cauteris.	When abdominal pain is caused by cold and moisture that affect the muscles, it is the digestive and retentive virtue that is present in the stomach and intestines, and this is cured with certain treatments, and sometimes when the patient suffers from a lack of appetite, they undergo abdominal cauterization; then cauterize according to the following: first, cauterize the entire circle of the abdomen, then four cauterizations around the small intestine, then cauterize the large intestine above the anus, or two cauterizations.
