Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Buqaqua.
E la via de la operacio de lu es que tu prenguas una agula en la qual haga fil doble, e fiques aquela en la carn, e que la fassas passar del lacrimal de senestre entro al lacrimal dextre, entro que·l fil pervengua en las doas extremitatz de la carn.	And the way of doing the operation is that you take a needle with a double thread, and make it pass from the tear duct on the left side to the tear duct on the right side, within which the thread comes to the ends of the flesh.
E aprop exten la carn a las partidas desus am la agula e cus aquela am la agula, e inscideys am spatum ample.	Then stretch the flesh with the needle and draw it through both ends with the needle, and cut it with a wide knife.
E donc si retorne la figura de la palpebre segon que cove, bo es; e sino, pren le ray e pausa aquel en la figura fenduda, e am aquel converteys la palpebra, e fen las doas fissuras en le latz de la palpebra dejos.	Then if the eyelid returns to its place as it should, then do so; but if not, take the string and pause it in the middle of the split, and adjust the eyelids so that the two splits are at the ends of the eyelid.
E sian las extremitatz de las doas fissuras de dos angles de la inscizio, la qual has fayta entro que concurren, e sia de lor fayt angle entro que quan se congreguan sia fayta figura de lor.	And make the ends of the two splits at two angles of the incision, which is done so that they meet, and let them be done so that when they are gathered together they form a figure.
E aquesta figura es letra greca: la landa.	And this figure is Greek letter: Lambda.
E aprop osta la carn aquela per la quantitat que es le latz de lu agut dejos de lu, aquo que siec la palpebra.	Then stretch that flesh by the quantity that is the width of the eyelid on both sides, which holds the eyelid closed.
E aprop ajusta las partz seperadas e cos aquelas am le fil de lana; e aprop cura aquelas am aquo que havem dit de las medicinas mollificativas e de las calguas entro que sia sanat.	Then adjust those separated parts and cut them with a thread of wool, and heal those with water that we have said about the softening medicines and with salt within that is healed.
E si alxacrati endeve per fissura o sutura o cauteri, lahoras cove que tu fendas am fissura plana sobre les pels de la palpebra segon que es precedit.	If the cauterization is done in a crack or stitch or cauterizing, then you have to split that flat crack on top of the eyelid according to what came before it.
E aprop separa am la calgua entre doas labias segon que havem dit.	And separate the hair from between the two lips as we have said.
En la suma del sermo de la cura de alxacrati quan es desus o dejos, que corra en lu operacio, segon que es preparat de la forma de alxacrati, e aquela es en forma de motas diversitatz.	In the sum of the speech of the cure of alcohol if it is dry or left, that runs in it operation, according to which is prepared in the form of alcohol, and that is in a form of various particles.
E le artifexs savi totz temps prepara engen en quascuna manieyra la qual es possibla a lu entro que fassa retornar la figura a la forma natural, o prop de aquela, e aquel malaute segon que a lu conveneys de la operacio e dels strumentz en las majors disposicios.	And the artisans know at all times how to prepare it in any way that is possible inside so that it returns the figure to its natural form or close to it, and this malady according to which suits it from the operation and instruments in the greater dispositions.
Capitol .xv.	Chapter .XV.
De la adherencia de la palpebra am la conjunctiva o am la cornea.	Of the adhesion of the eyelid to the conjunctiva or to the cornea.
Quan accideys aquesta consolidacio a motz homes enayssi que sia solidada la palpebra pus desus am le album del huel, e sia prohibida de la facilitat del movement e de las suas obras naturals, donc cove que tu entrometas la extramitat del ray dejos la palpebra, e eleva en sus aquela, o exten aquela am le unci.	When this consolidation occurs in men who are solid the eyelid over the eye socket and is prohibited from the ease of movement and its natural works, so far as you enter the extremities of the ray you leave the eyelid, and raise that, or extend that to the unction.
E aprop tu inscideys la adherencia am spatum subtil, le qual no sia am acuitat de las inscisios, habantz obtus un petit per so que·l malaute no sia inquietat deves la operacio, e remau le spatum que no ledesca le huel am la sua acuitat.	And you cut the adhesion to a thin blade, which is not to the sharpness of the incisions, holding obtuse a little so that this malady is not disturbed from the operation, and remain the blade that does not damage the eye by its sharpness.
E sia la tua inscizio quays excorjan aquela adherencia am facilitat entro que sia retornada la palpebra segon la sua forma natural e que sia sanada tota la adherencia.	And be your incision which releases that adhesion with ease inside so that it is returned the eyelid according to its natural form and that is healed all the adhesion.
E aprop tu met en le huel aygua salada am la qual tu laves; o distilla en lu de zunia dissolvut en l’aygua.	And you put in the eye salt water with which you wash; or distill in it of Zuni dissolved in water.
E aprop separa entre la palpebra e l’huel am calgua de li, e pausa sobre le huel lana infuza en album de huou, e aprop le tertz jorn usa de causas consolidativas entro que sia sanat.	And separate between the eyelid and the eye with two fingers, and place over the eye wool infused in album of wine, and then third day use from causes of consolidation inside that is healed.
Capitol .xvi.	Chapter  .XVI.
De inscizio de ungla e de eminencia de carn dels lacrimals.	Of incision of unguent and of eminence of flesh of the lacrimal.
Sapias que ungla es segon dos manieyras, quar o es nervosa, e es semblant a ciphac dur subtil; o es no-nervosa, semblant a humiditat blanca congilada, la qual quan ferr la toca, o es forsat aquela prendre am onci, es abscindida e le onci no es ficat en lu.	You know that unguent is according to two ways, because it is either nervous, and seems like a hard subtle ciphac; or is not nervous, like white frozen humidity, which when it touches the blade, or must be forced to take a piece, is separated, and the piece does not remain on it.
E amdos las specias no comensan sino del lacrimal major entro que va petit a petit que cobre la vista e prohibeys le lum e·l movement de huel.	And both spices do not begin until from the lacrimal major that goes little by little that covers the vision and prohibits light and the movement of eye.
Mays la manieyra del obrar en la inscizio de lu es que·l malaute pause le sieu cap en le tieu se, e aprop obre les huels de lu, e eleva la palpebra am la tua ma, e aprop colligeys la ungla am onci de pauca duplicacio e exten aquela a las partidas desus.	May the way of working in the incision is that this malady pause its head on the floor, and return the eyes to you. And open the eyelids, and raise the eyelid to you, and collect the unguent with two drops, and extend that to the extremities above it.
E aprop pren una agula e entromet en aquela un pel de cavalh o de buou o de vaqua, o de semblantz, o de fiel fort, o duplica la extremitat de la agulha petit a petit e fica aquela en le mieg de la ungla, e penetra aquela am la agulha, e lia am fiel la ungla; e exten aquela a las partidas desus, e excorja am le pel le latz de la ungla lo qual siec la pupilla.	And take an arrow and insert it into that hair of horse or ox or cow, or of the same, or of the fat solid, or double the extremities of the arrow little by little and keep that in the middle of the unguent, and pierce that with the arrow, and bind the unguent to the fat thread; and extend that to the extremities above it, and cut off with the blade a little hair from the edge of the unguent which severs the pupil.
