Ayssi comensan las paraulas de Albucasim .	Thus begins the discourse of Al-Bucashi .
E aprop cura aquels pus que las razitz dels claus so erradicadas am aquo dels enguentz les quals la carn ve engenran.	And leave that pus that the roots of claws are eradicated by the water of the ointments with which meat is generated.
Capitol .liiii.	Chapter.liiii.
De cauterizacio de tremor.	On Cauterization for Tremors.
Quan endeve ad alcu tremor per freg en le nervi o per febre de causa frega, o per autra causa semblant, lahoras cove que tu cauterises aquel am quatre cauteris o am v sobre les spondils del dos, entre quascun spondilh am un cauteri; e am cauteri en le pietz de lu, e sobre l‘estomac de lu, am cauteri olivar.	When a tremor is caused by friction in the nerves or by fever of frictive cause, or by similar cause, then know that you treat it with four cauterizations or five on the spine of two, between each spine a cauterization; and one cauterization on the feet, and another on the stomach, and another with olive oil.
E la tremor de lu se repausa e festina la sanetat de la malautia frega.	And that tremor of his will be relieved, and the speed of its healing will increase.
Capitol .lv.	Chapter.lv.
De cauterizacio de albati accidentz al cors.	On Cauterization for Accidental Wounds in the Body.
Quan en le cors so espellitz albati, e so pustulas fendas las quals so feytas de materias grossas corruptas; donc cove al comensament cum apareyso, que sia cauterizat sobre tot cap de la fistola am cauteri subtil am fustz de mirt, la extremitat del qual es estenduda am foc; o am razitz de erestologia longua; o am cauteri lentecular.	When in the body there are accidental wounds, and pustules open that are made of gross corrupted matter; then, at first sight when it appears, treat it so that it is cauterized on all sides of the fistula with a fine cauterizing instrument, the end of which is extended by fire; or with a long-cut razor; or with a slow cauterization.
E alscunas veguadas es cauteri ademamil al comensament de la sua expulcio segon aquesta manieyra; e no so cregudas, e es disrumpuda la superfluitat fazens aquels, et sana de aquels.	And some scabs are cauterized at the beginning of their discharge according to this method; and they are not crusted, and the excess is removed by them, and they are healed from those.
Mays empero cove que aquo sia fayt aprop evacuacio am fleubotomia.	But nevertheless, know that water should be forced out with bloodletting.
Capitol lvi.	Chapter lvi.
De cauterizacio de fluex de sanc accident per incisio de arceria.	On Cauterization for Accident Bloodletting by Cut of Artery.
Tropas veguadas endeve fluex de arceria que es inciza deves la plagua la qual endeve deforo, o deves la incizio de apostemas o cauteri del membre, e alor semblantz, e es dificil remaura aquel.	Too much blood flows from an artery that is cut through the wound of the plague which it was not before, or because of the incision of ables or cauterization of a member, and thus it happens, and it is difficult to recover.
Donc cum accideys ad alcu aquo, lahoras tu·t coyta am la tua ma a l’orrifici de la arceria, e pausa sobre aquel le tieu dit endic estrenh aquel motas veguadas entro que sia ostat le fluex del sanc dejos le tieu dit, e que non yesqua.	Then, if too much blood flows, then you stop it with your hand at the orifice of the artery, and leave that placed over that place where it happens; and do not let the blood go down from the hole where it came out, and do not allow it to go back.
E aprop pausa en le foc les cauteris olivars paucs e grantz, per nombre motz, e exsuffla sobre aquels entro que sian mot ignitz.	And leave the fire cauterizations a few small ones and many, by numbers, and exhale over them within which they are ignited.
E aprop pren de aquels un petit o un gran segon le loc e la plagua en la qual es rompuda la arteria, sobre aquela vena festinantment pus que auras remaugut le tieu dit, e te le cauteri entro que sia abcindit e restreyt aquel sanc.	And take from those a small one or a large one according to the place and the wound in which the artery is broken, and put it into the vein quickly before you can recover your hand, and treat that within which it has been cauterized so that it closes and heals.
E si le sanc es expellit de l’orrifici de la arteria quan tu remaues le tieu dit e extringeys le cauteri, lahoras pren la un autre cauteri coytadament dels cauteris les quals en le foc son preparatz, e donc no cesses fer aquo un aprop autre entro que le sanc sia restrengit.	And if the blood is driven out of the orifice of the artery when you release your hand and exhale the cauterization, then take another cauterization by preparing those that were in fire, and now do not allow it to go back.
E guarda te que no comburas le nervi que aqui es, e que vengua sobre le malaute autra malicia.	And guard yourself from burning the nerve here, and let it flow onto another evil.
E sapias que quan de l’arteria flueys sanc, lahoras no es possible en aquels restrenge la sanc, e majorment quan l’arteria es gran, si no am una de quatre manieyras: o am cauteri ayssi quo dit havem, o am extraccio quan no es extrayta, quar quan es extrayta las extremitatz de lu miels son comburidas e es restreyt le sanc, o que sia liat am fiel o am liament per fort strectura, o que sian pausadas sobre lu medicinas de las quals la vertut es restringir la sanc; e sian strengudas am pulvinar am costriccio decent.	And know that when blood flows from an artery, then it is not possible to stop the blood, and much more so when the artery is large, if not by four ways: or cauterize as it is said has been done, or extract when it is not extracted, because when it is extracted the extremities of him are burned, and the blood is stopped, and the blood is stopped, or that it be tied with a ligature by a strong tension, or that they are placed on medicines from which their virtue is to stop the blood; and they are tied with a pulvinar with a binding.
Mays aquel que aministra restriccio decent de lu am liament e am strictura am draps o per posicio de causas comburentz e de semblantz, no comfereys sino tart.	May the one who performs surgery be modest and strict in his dressing and position for burning and similar causes, he will not achieve anything except torture.
Mays si aquo endeve ad alcu e no sia le metge present ni medicina, lahoras obre am pausament del dit indic sobre le orrifici de aquela vena ayssi cum havem dit, e entenda a la gran costreccio de lu entro que le sanc sia ostat de la sobirana partida de la plagua, e sobre la arceria le dit no sia remaugut; e de sobre la arceria sia aspergit am aygua frega de mot gran fregiditat entro que·l sanc sia congilat e engrossat; e mays cossire en que ha de cauteri o de medicina necessitat.	But if here there is no doctor and there is no medicine, then let the wound be cleaned with a sharp tool according to what I have said above, and understand it very well that the wound should not be torn apart from its natural healing process, and on the scar it should not be burned; and if necessary, cauterize or apply medication.
Comensa la segonda partida.	Begin the second part.
De incisio e perforacio e ventozas e de fleubotomia e de plaguas e de lor semblants.	Of incisions, puncture wounds, bloodletting, plagues, and their similarities.
Aquestas son paraulas de Albucazis.	These are words of Albucasis.
Ja havem dit en le primier capitol tota malautia en la qual cauteri am foc es convenient e am medicina comburent, e las occasios e las causas de lu, e les instrumentz en aquels necessaris am las formas dels cauteris; e he ordenatz les capitols de la subiranetat del cap entro als pes.	We have already said in the first chapter all illness where surgery by fire is appropriate and medication that burns, and the occasions and causes of it, and the tools that are necessary with their shapes of the cauterization; and I have ordered the chapters of the superior part of the head within the feet.
