Ayssi comensan las paraulas de Albucasim .	Thus begins the treatise of Al-Bucayashi .
E si cauterizas am gran cauteri sobre alquatin, es mays derier en juvament.	And if you cauterize with a large cautery on the right side, it is more likely to be followed by death.
Capitol .xxxvi.	Chapter .xxxvi.
De cauterizacio de fistolas que son faytas en la natura derie en las partidas de lu.	Of the cauterization of fistulas that are caused in the later stage in the division of the legs.
Quan la natura no obeziys a la obra la qual havem recomtada en son loc, e·l pacient es espaventat per aquo, sia sanat am cauteri.	When nature does not obey to the work we have recommended at its place, and the patient is frightened by water, then he is healed with cautery.
Donc quan ad alcun ve fistola en la natura derier, e es antiquada, corro sania de lu e humiditatz corrompudas, e donc aquo que es pus digne que cove es que proes aquela am tenta subtil, e aprop conoys la quantitat de la profunditat de lu am la devant dita tenta.	When there is a fistula in nature behind, and it is ancient, I extract the corrupt wetness, and therefore that which is put into dignity that it should cover - that I try with subtle touch, and proportion the amount of its depth with the aforementioned attempt.
Aprop igneys le cauteri que es semblant a ray.	Then bring the cauterizer that seems like fire.
E aprop met aquel cauteri ignit en aquesta fistula, e segon la quantitat en la qual intrec la tenta.	And then set this cautery on fire in this fistula, and according to the amount in which it mixes with the attempt.
E itera sobre aquela le cauteri entro que sian comburitz aquels cors corrumputz tost una veguada o dos o tres, segon la quantitat de la tua necessitat.	And repeat over that cautery within which are burned those corrupted humors one time or two or three, according to the quantity of your need.
E guarda te de combustio de nervi e de vena; o si fistula va al cors de la vesica o al cors del budel, lahoras guarda te de totz aquels locz; e no fassas aquo sino quan la fistula es en loc carnos e cogitas que no es penetrant.	And beware of burning the nerves and veins; or if the fistula goes into the channel of the bladder or into the channel of the intestine, then beware of all those places; and do not pour liquid there unless it is in a fleshy place and you think that it will not penetrate.
E aprop cura le loc entro que sia sanat.	Then heal the area within that it be healed.
E si le loc es sigillat, e so abscindidas de lu las materias, e roman ayssi per lonc temps, lahoras sapias que ja es curat entierament.	And if the area is sealed and there are no matter separated from it, and it has been thus for a long time, then you will know that it is entirely healed.
E si las materias no so de lu ostadas, lahoras sapias que es penetrant o en le preon de lu os corromput, o cays aquo de aquelas causas de las quals vindra rememoracio en son loc.	And if those matters are not held back by it, then you will know that it is penetrating or in the channel of its os corrumput, or it comes from those causes of which there will be recall in its place.
Capitol .xxxvii.	Chapter .xxvii.
De cauterizacio dels ronhos.	Of cauterization of the humors.
Quan en les ronhos endeve dolor per freg o per grossa ventozitat, e per aysso le coyt del malaute es amermat, lahoras cove que cauterizes aquel sobre les ronhos am cauteri sobre quascun ronho am cauteri clavilh del qual precesic la rememoracio.	When there is pain in the humors due to cold or strong wind, and because of this the patient's coat becomes soiled, then cauterize that which causes the pain on the humors with a cautery that can be used for all the humors, and remember the memory of it.
E fort leu cauterizam am le segon un petit dejos, per que vindran tres cauteris liniatz, e donc siran mays deriers en juvament.	Then firmly cauterize with a small piece of wood so that three tiny scars will come out, and then they will heal quickly behind them.
Capitol .xxxviii.	Chapter.xxviii.
De cauterizacio de la vesica.	Of the cauterization of the bladder.
Quan accideys en la vesica debelitat e mollificacio per freg e per humiditatz ayssi que·l malaute la urina no retengua, lahoras cauteriza aquel en la partida pus dejos sobre la vesiqua, la hon comensan les pels del pentenilh, e cauteriza am un cauteri en la partida dreyta, e am autre en la senestra de lu.	When there is pain in the bladder and softening due to cold or wetness, so that the patient does not retain urine, then cauterize that which causes the pain on the posterior part of the bladder with a small piece of wood, where the hairs grow, and cauterize with one cautery on the right side, and another on the left.
E sia la longitut de quascun cauteri segon la cantitat dels not del pous; e cauteriza aquel am cauteri en la partida pus bassa del dos, o am dos cauteris si es necessitat.	And let the length of each cautery be according to the quantity of hairs in the place; and cauterize that which causes the pain with a cautery in the posterior lower part of both, or with two cauteries if necessary.
E sia cauteri clavilh segon que es procesit.	And let there be a cautery that can be used according to how it is treated.
Capitol .xxxix.	Chapter.xxix.
De cauterizacio de la mayra.	Of the cauterization of the large intestine.
Quan veno en la mayra freg e humiditatz, e per aysso es prohibida enpreignacio, e son corrompudas las mestruas de lu, e es tardada la provocacio de lor, e accideys dolor deves le haveniment de lor, lahoras cove que·l loc sia cauterizat am tres cauteris en le circuit del ombelic, ayssi cum havem dit en le cauteri de la vesica; e am cauteri sobre le loc pus dejos del dos, o am dos cauteris, e sia le cauteri clavilh.	When there is cold and wetness in the large intestine, and because of this there is a danger of pregnancy, and the menstrual flow is corrupted, and there is a delay in its occurrence, and pain arises when it moves, then cauterize that place with three cauteries on the path of the navel, as we have said in the cauterization of the bladder; and on the posterior lower part of both, or two cauteries, and let there be a cautery that can be used.
Capitol .xl.	Chapter.xi.
De cauterizacio de la dislocacio de l’anqua.	Of the cauterization of the dislocation of the tongue.
Quan humiditatz moucozas so efundudas a la partida de la anqua, e so faytas causas del yssiment del sieu loc, e senhal de lu es que la coyssa es prolonguada sobre l’autre quan so comparadas entre lor.	When there is moist mucus spread on the part of the tongue, and it causes a feeling of sticking in its place, and it signals that the cough is prolonged when compared to the other, then know that it is due to cold.
E le loc de la dislocacio es atrobat en lu quays boyt.	And the part of the tongue that is dislocated is turned towards the back of the throat.
Adonc cove que cauterizas le malaute sobre la partida de la anqua de lu am cauteri a sercle semblant, pus que tu auras senhat am tenta en le cercuit de la partida ayssi cum es revolguda, e per so que la partida caia el mieg loc del cercle.	Then when you cauterize the patient' tongue on the part that is dislocated with a cautery that seems like fire, knowing that you will have to try in the path of this part as if it were rolled up, and so that the part falls into its normal place within the circle.
E sia le cauteri del qual precedit la forma en la cauterizacio del estomac.	And let there be a cautery that precedes the shape in the cauterization of the stomach.
