Praefatio.	Here is the translation:
Oportet ergo quando uolumus illud, ut secemus Epiglotim sub tribus circulis Epiglotis, aut quatuor, sectione parua per latitudinem, in eo quod est inter duos circulos per quantitatem, quod sit sectio in sifac, non in cartilagine: et iste quidem locus est conueniens sectioni, quoniam est priuatus carne, et uasa sanguinis ab eo sunt longinqua.	Therefore, when we want to do it, we must cut the epiglottis under three or four circles of the epiglottis, with a small section by breadth, in that which is between two circles according to quantity, so that the section is in the sifac not in cartilage: and this place indeed is suitable for the section, since it is deprived of flesh, and the vessels of blood are distant from it.
Quod si medicator est timidus, tunc oportet ut extendat cutem gutturis cum uncino.	But if the surgeon is timid, then it is necessary that he stretches the throat with a hook.
Deinde findat cutem, donec quando peruenit ad cannalem: deuitet uas sanguinis, si uidet ex eis aliquid.	Then he should probe the cut, until he reaches the canal; and if he sees anything from the vessels of blood, he should avoid it.
Deinde secet sifac quod narrauimus: et significatur super sectionem cannalis ex phlegmate quod egreditur ex ea, cum eo quod disrumpitur, et abscisione uocis.	Then he should cut the sifac as we have described; and it signifies above the section of the canal from the phlegm that issues forth from it, when it is ruptured, and the separation of the voice.
Et dimitte uulnus apertum tempore aliquo.	And let go an open wound in due time.
Cum ergo remouetur hora in qua timetur praefocatio, aggrega duo labia uulneris cutis, et sue ipsam solam absque cartilagine.	When then the hour comes that one fears inflammation, gather together the two lips of the wound skin, and alone without cartilage.
Deinde administra medicinas quae faciunt nasci carnem, usquequo sanetur.	Then administer medicines which make flesh grow, until it heals.
Inquit Albucasis.	Albucasis says.
Summa huius sermonis quem narrauimus, expositio non est, nisi quando uident, quod aliquod horum apostematum iam opilauit guttur infirmi: et sublimatus est infirmus super mortem, et uult intersecari anhelitus eius: uadunt ad secandum Epiglotim, ut respiret infirmus super locum uulneris quadam respiratione, et saluetur a morte: et propter hoc praeceperunt dimittere uulnus apertum, donec consumatur malicia aegritudinis, et est malicia eius tribus diebus, et quasi ipsa: tunc ergo praecaeperunt suere uulnus, et curare ipsum, donec sanetur.	The sum of this discourse which we have narrated is not an exposition, unless when they see that some of these abscesses has already obstructed the patient's throat: and the patient is lifted up above death, and wants to be cut open for his breath: they go to incise the Epiglottis, so that the patient may breathe over the wound in a certain respiration, and be saved from death: and on account of this they have commanded to leave an open wound, until the malice of the sickness is consumed, and it is three days old, and almost itself: then therefore they have commanded to sew up the wound, and cure it, until it heals.
Et illud quod uidi per me ipsum est, quod una ancilla accaepit cultellum, et misit cum in guttur suum, et incidit cum eo partem cannalis pulmonis.	And what I saw by myself is, that one servant girl received a knife, and sent it with into her own throat, and cut with it part of the windpipe.
Et uocatus sum ad curationem eius, et inueni eam mugire, sicut est mugitus mortui.	And I was called to cure her, and I found her groaning like a dead person's death rattle.
Detexi ergo a uulnere, et inueni sanguinem qui egressus fuerat ex uulnere paruum.	I therefore removed the stitch from the wound, and I found a little blood that had flowed out of the wound.
Confisus ergo sum, quod ipsa non absciderat uenam, neque guidegi: et uentus egrediebatur ex uulnere.	I therefore trusted that she had not cut the vein nor guided it: and the wind was issuing forth from the wound.
Properaui ergo, et sui uulnus, et curaui ipsum, donec sanum est: et non accidit ancillae aliquid, nisi raucedo in uoce: et rediit post dies ad meliorem dispositionum suarum.	I therefore hastened and attended to her wound, and cured it until she was healthy: and nothing befell the servant girl except a slight hoarseness of voice: and she returned after days to better state of her affairs.
Hinc ergo dico: quod in sectione Epiglotis non est timor.	Therefore I say: that there is no fear in cutting the Epiglottis.
¶ De sectione Herniae gutturis.	Concerning the cutting of a hernia of the throat.
Caput XLIIII.	Chapter 44.
Hoc Apostema nominatum Hernia gutturis, est apostema magnum, secundum colorem corporis: et est in mulieribus multum.	This is called a throat hernia or apostema, a great swelling according to the complexion of the body; and it is very common in women.
Et est secundum duos modos: aut enim est naturale: aut est accidentale.	And it occurs in two ways: either it is natural: or it is accidental.
In naturali certe non est ingenium.	In the natural one, certainly not a defect.
Accidentale uero est secundum duos modos: quorum unus est similis nodis pinguibus.	The accidental one however is in two ways: of which one is similar to fatty knots.
Et modus alter, est similis apostemati quod fit ex nodatione arteriae.	And the other method is similar to the swelling that occurs from arterial constriction.
Et in ipso est timor, et non oportet ut praesumptio fiat ad ipsum cum ferro, nisi in eo quod est paruum: et tu proba ipsum, et inuestiga ipsum cum Intromisso.	And there is fear; and one should not make a presumption about it with iron, unless it is small; and you should test it and investigate it with an instrument.
Si ergo inuenis ipsum simile nodo pingui, et non est suspensum cum aliqua uenarum: tunc seca ipsum, sicut secantur nodi: et extrahe ipsum cum eo quod continet ex kisti, si est in kisti: et si non, tunc perscrutare totum eius.	So if you find it similar to a fatty knot, and it is not suspended with any veins; then cut it, just as knots are cut: and remove it along with what contains it from the chest, if it is in the chest; and if not, then examine the whole of it.
Deinde cura locum cum eo quod oportet ex curatione, donec sanetur.	Then take care of the place with that which is necessary for healing, until it is healed.
¶ De sectione super species Nodorum.	Concerning the cutting above the appearance of knots.
Caput XLV.	Chapter 45.
Nodorum multae sunt species, et ego iam dixi omnes species eorum in diuisione: et oportet ut narrem hic differentiam inter Nodum, et Exituram: cum sit dubitationem faciens.	There are many kinds of knots, and I have already mentioned all their kinds in division; and it is necessary for me to relate here the difference between a knot and an exitura: since it causes doubt.
Dico ergo, quod cum Exitura est caliditas, et febris, et dolores uehementes, donec sedatur ebullitio superfluitatis, et completur putrefactio: tunc enim quiescunt febris et calor.	I say therefore that when an exitura is heat, and fever, and severe pains, until the effusion of superfluity subsides and putrefaction is completed: then indeed the fevers and heat cease.
