Praefatio.	Here is the translation:
¶ De apertione Apostematum, et eorum sectione, et cura in genere.	Of the opening of aposthemes, and their division, and care in general.
Caput XL.	Chapter 40.
Apostematum species sunt multae, multorum modorum, secundum quod uenit rememoratio eorum, scilicet unius, et unius in hoc libro: et sunt diuersae in perforatione eorum, et sectione ipsorum ex duobus modis.	The species of aposthemes are many, of many kinds, according to the recollection of them, namely one and one in this book: and they are diverse in their perforation and division into two modes.
Quorum unus est ex specie apostematis in seipso, et eo quod comprehendit ex humiditatibus.	One of which is a type of apostheme that is in itself, and because it contains moisture from humidity.
Et modus secundus est propter loca, in quibus accidit ex corpore.	And the second mode is due to locations where they occur in the body.
Quoniam apostema accidens in capite, est aliud ab apostemate accidente in ano: et apostema accidens in loco carnoso, est aliud ab apostemate accidente in iuncturis: et unicuique eorum est iudicium suum ex operatione.	For an apostheme occurring on the head is one thing, and different from an apostheme occurring in the anus; and an apostheme occurring on a fleshy part is another thing, and different from an apostheme occurring at a joint: and each of them has its own judgment according to operation.
Et ex apostematibus sunt quae non oportet ut perforentur, nisi post maturationem saniei in eis, et complementum eius: et ex eis sunt, quae oportet ut perforentur, dum sunt cruda, et non maturantur secundum complementum.	And there are aposthemes that should not be perforated unless after maturation of the pus in them and its completion; and among these are those that must be perforated while they are raw, and do not mature according to their completion.
Sicut apostemata quae sunt propinqua iuncturis.	As abscesses which are near joints.
Quoniam apostema quando accidit prope iuncturam, et prolongatur esse eius, donec putrefit quod est in circumitu eius fortasse corrumpuntur ligamenta, aut nerui illius iuncturae: quare est caussa propior contractionis illius membri.	Because when an abscess occurs near a joint and it prolongs itself until what is inside it putrefies, perhaps the surrounding ligaments or nerves of that joint are corrupted: therefore, it is a more immediate cause of that member's contraction.
Aut est apostema apud membrum principale: quoniam si tu tardas perforationem eius, donec maturetur, nocebit uel illi, uel per illud membro principali.	Or it is an abscess in the main member: because if you delay its perforation until it matures, it will harm either that one or through the main member.
Aut est prope anum, perfora ergo ipsum immaturum: et non oportet, ut perfores, apostema crudum, non completae digestionis, nisi quod est prope anum, ut non putrefiat profundum, et longetur ad interiora ani, et fiat fistula, aut fiat in termino eius quod non sanatur.	Or it is near the anus, therefore perforate it unripe: and it is not proper to open up a raw abscess that is not yet fully digested, except when it is near the anus, so that it does not putrefy deep and extend to the internal parts of the anus, and become a fistula or remain in its end without healing.
Oportet ut scias horam perforationis apostematis, quod maturatum est secundum complementum: et est apud sedationem doloris, recessionem febris, et diminutionem rubedinis, et pulsationis, et acuitatem capitis apostematis: et reliqua signa.	You should know the time for perforating an abscess when it has matured according to its completion; and this is at a time of sedation of pain, recession of fever, diminution of swelling, pulse, and sharpness of the head of the abscess: and other signs.
Et oportet, ut facias eandem perforationem in inferiori loco apostematis, et uehementioris eminentiae: et sit perforatio uadens in longitudine corporis, si apostemata sunt in partibus manuum et pedum, et locis lacertorum, et chordarum, et neruorum, et arteriarum, et ad ultimum in omnibus locis aequalibus, quibus non est reflexio.	And you should make the same perforation in the lower part of the abscess and more prominent elevation: and let the perforation go along the length of the body, if the abscesses are in the parts of hands and feet, and elbow joints, and tendons, and nerves, and arteries, and finally in all equal places where there is no reflexion.
In illis autem quae reflectuntur, uade cum perforatione secundum illud membrum.	But in those that are reflected, proceed with the perforation according to that member.
Quando uero apostema est in locis carnosis: tunc melius est ut dimittas perforationem eius, donec confirmetur eius digestio, sicut diximus secundum complementum.	When however the abscess is in fleshy places: then it is better to delay its perforation until its digestion is confirmed, as we said according to its completion.
Quoniam si tu perforas ipsum ante illud, prolongatur cursus uirus ex eo, et est multae sordis et sordiciei, et fortasse indurantur labia eius, et profunditas eius.	Because if you perforate it before that, the course of the pus is prolonged from it, and there are many impurities and foulness, and perhaps the edges of it become hardened, and its depth.
Et quaedam apostemata perforantur secundum latitudinem corporis apud necessitatem: aut secundum illud quo indiget membrum.	And certain abscesses are pierced according to the breadth of the body in necessity or according to what a member requires.
Et oportet, ut administres in apostematibus paruis perforationem paruam, et in apostematibus magnis perforationem amplam: aut sectiones multas per similitudinem magnitudinis apostematis.	And it is necessary to administer a small incision to small abscesses and a large incision to large ones; or multiple sections according to the similarity of the size of the abscess.
Et sunt ex apostematibus, in quibus oportet ut concauetur cutis: et incidatur quando iam facta est sicut pannus, et facta est in termino, quod iam mortua est: sicut illud quod accidit in multis, ut dubelet, et bubonibus.	And there are abscesses from which the skin must be poulticed; and when it has been made like a cloth, and has become dead at the edge, as happens to many things that are dubious, and boils.
Et ex eis sunt quae secantur sectione habente tres angulos.	And from them are those which are cut with an incision having three angles.
Et ex eis est, ex quo inciditur sicut figura folii myrti.	And from them is one that is cut like the shape of a leaf of myrtle.
Sicut apostema inguinum.	Like an abscess in the groin.
Et ex eis sunt in quibus administratur sectio rotunda, et sectio lunaris: et similes eis ex sectionibus.	And from them are those in which a circular incision and a lunar incision are administered: and similar ones from the incisions.
Illud uero cui non est caput, sicut sunt apostemata lenia superficialia, oportet ut perfores ipsum perforatione superficiali, uel plana tantum.	However, that which has no head, such as mild and superficial abscesses, should be pierced with a superficial or flat incision only.
Et oportet, quando apostema est grossum, et iam collegit saniem multam, et perforas ipsum, ut non properes et extrahas pus totum in illa hora: imo extrahe ex ipso partem eius.	And it is necessary, when the abscess is large and has already collected a great deal of pus, to pierce it so that you do not hurry and extract all the pus at once; rather, extract some from it.
Deinde opila apostema usque ad diem alium.	Then bind the abscess with an opilum until another day.
Deinde extrahe quiddam ex pus iterum.	Then extract something else from the pus again.
Fac illud multotiens secundum gradationem, donec egrediatur: praecipue si infirmus est debilis uirtutis, aut mulier praegnans, aut puer paruus, aur senex decrepitus: spiritus enim animalis ab animali multotiens resoluitur cum egressione saniei: et fortasse moritur infirmus, et tu non percipis.	Do this many times according to degree until it drains out: especially if the patient is weak in strength, or a pregnant woman, or a young child, or an old decrepit person: for the spirit of the animal often dissolves from one animal to another with the discharge of pus: and perhaps the patient will die, and you will not notice.
