Praefatio.	Here is the translation:
Deinde suspende eam cum uncino, et abscinde ipsam.	Then hang it up with a hook, and cut it off.
Si autem non praeparatur tibi abscisio eius, nisi postquam tu penetras palpebram cum incisione parumper, tunc nocet infirmo illud in aliquo.	But if it is not prepared for you to cut it off, unless after you have pierced the eyelid with a little incision, then that will harm the sick person in some way.
Quod si fissura est magna: tunc aggrega ipsam cum sutura: et cura ipsam, donec sanetur.	But if it is a large wound: then gather it up with stitches and take care of it until it heals.
Et si est parua, non superueniet tibi malum ex ea.	And if it is small, no evil will come to you from it.
Vnguentum enim restaurat ipsam, et incarnat eam.	For ointment restores it and fleshes it out.
Et si grando est decliuis ad interiora auris uersus superficiem intrinsecam, tunc inuersa palpebram, et suspende grandinem cum uncino: praeter quod indigeas incisione, et preme eam ab omni parte.	And if the discharge is flowing downward from the interior of the ear towards the inner surface, then turn back the eyelid and hang the discharge with a hook: besides which you will need an incision, and press it off from every part.
Quod si elongatur palpebra per incisionem, non nocet illud in aliquo.	But if the eyelid is lengthened by incision, that will not harm it in any way.
Deinde ablue oculum post incisionem grandinis, cum aqua salsa: et cura locum cum eo quod incarnat, donec sanetur infirmus.	Then wash the eye after the incision of the discharge with salt water, and take care of the place with that which fleshes it out, until the sick person heals.
¶ De cura Axirnath palpebrarum.	Of the Treatment of Eyelid Swelling.
Caput X.	Chapter 10.
Axirnath est adeps qui generatur in tunicis palpebrae superioris: et plurimum quidem accidit illud pueris: et ipsum grauat oculos eorum, et accidunt eis catarri in matutinis, et non possunt intueri lumen solis, propterea, quod lachrymae properant ad eos, et propter illud uides eos discumbere super facies suas semper, et super eas dormiunt, et sunt palpebrae eorum sub superciliis humidae, quas iam cooperuit inflatio: et eminentia quidem Axirnath apparens est oculo, et quando tu premis locum cum digitis tuis, sentis Axirnath inter eos.	Axirnath is a fatness that is generated in the skin of the upper eyelid: and it indeed happens most to children: and it weighs down their eyes, and causes them to have cataracts in the mornings, and they are unable to look at the light of the sun, because tears flow towards them, and therefore you see them lying down on their faces all the time, and sleeping on them, and their eyelids are wet beneath their eyebrows, which is already covered with swelling: and indeed Axirnath appears as a prominence to the eye, and when you press the place with your fingers, you feel Axirnath between them.
Et modus operationis eius est, ut ponat infirmus caput suum in sinu tuo.	And the method of its treatment is that the patient puts his head on your shoulder.
Deinde accipe pannum lini, et praepara in eo licinia, et fac ex illo licinio circulum secundum quantitatem quod continet Axirnath ab omni parte.	Then take a piece of linen cloth, and prepare it with linseed, and make from it a circle of lint according to the size that contains Axirnath all around.
Deinde pone eum super eam, et preme cum digitis tuis ab omni parte, ut aggregetur Axirnath in medio circuli.	Then place it on top and press with your fingers all around, so that the Axirnath may gather together in the middle of the circle.
Deinde finde in medio illius humiditatis cum spatumili incidente fissuras per latitudinem, et non sit fissura maior illa quae fit in phlebotomia in profundo.	Then find in the middle of that moisture with a spatula or something similar, making incisions through its breadth, and let no incision be deeper than those made for bloodletting.
Aut oportet ut findas cutem totam, donec peruenias ad Axirnath in pluribus enim dispositionibus procedit Axirnath ex fissura secundum formam frusti pinguedinis albae.	Or it is necessary to make the incision all the way through until you reach the Axirnath, for Axirnath proceeds from the incision in many forms according to the shape of white fatty residue.
Extrahe ergo eam cum panno, quem infiltrasti inter digitos tuos ad exteriora: et tu reuoluis manum tuam ad dextram et sinistram, donec dispergatur: et caue, ne addas in fissura, ut non peruenias cum spatumili ad oculum, et laedas eum.	Therefore, extract it with the cloth which you inserted between your fingers to the outside: and then turn your hand to the right and left until it is dispersed; and be careful not to add anything to the incision, lest you come with a spatula to the eye and hurt it.
Si autem non appareat tibi Axirnath in principio fissurae, tu addas in fissura parum cum facilitate, donec procedat Axirnath.	But if Axirnath does not appear to you at the beginning of the incision, you should add a little bit to the incision with ease until Axirnath proceeds.
Deinde extrahe eam, sicut diximus.	Then extract it as we said.
Deinde submerge pannos in aceto et aqua, et pone eos super locum, et stringe eum cum puluillis.	Then submerge the cloths in vinegar and water, and place them on the spot, and bind it with lint.
Et ex hominibus sunt qui terunt salem, et ponunt ipsum in concauitate fissurae, ut liquefiat quod remansit ex illa humiditate.	And there are people among men who scrape salt, and put it into the hollow of the incision, so that what remains of that moisture may melt.
Deinde cura ipsam, donec sanetur.	Then take care of it until it is healed.
Si autem accidat in loco apostema calidum, tune cura ipsum cum emplastris sedatiuis, donec sanetur.	But if an abscess arises hot in that place, then treat it with soothing poultices until it is healed.
¶ De modis Ataxmir oculi, id est, cum palpebra mollificatur oculi, unde fit ut rugetur sicut non debet.	On the modes of Ataxmir for the eye, that is, when the eyelid becomes soft and the eye swells up, so that it is rubbed as it should not be.
Caput XI.	Chapter 11.
Quando nascuntur in palpebris oculi pili additi praeter cursum sub pilis naturalibus, et antiquantur: tunc ipsi nocent oculo, et faciunt accidere modos aegritudinum, sicut lachrymas assiduas, et mollificationem palpebrarum, et albuginem, donec fit illud caussa destructionis oculi.	When hairs added to the eyelids of the eyes are born and grow beyond their natural course under the natural hairs, and become outdated: then they harm the eye, and cause various afflictions, such as constant tears, softening of the eyelids, and opacity, until it becomes a cause of destruction of the eye.
Et Ataxmir quidem oculi curatur secundum quatuor modos.	And indeed, ataxy of the eye is cured according to four modes.
Aut per cauterium cum igne.	Or by cauterization with fire.
Aut cum medicina acuta, secundum quod praemissum est in capitulo cauterii.	Or with sharp medicine, according to what has been said previously in the chapter on cauterization.
Aut curatur Ataxmir per incisionem et suturam.	Or ataxy of the eye is cured by incision and suture.
Aut per cannas, secundum quod ego dicam.	Or by probes, according to what I shall say.
Oportet ut ponas caput infirmi in sinu tuo.	You should place the head of the sick person on your shoulder.
Deinde conuerte palpebram oculi manu tua sinistra.	Then turn the eyelid of the eye with your left hand.
Si ergo conuertitur, bonum est.	If it turns, that is good.
Et si non: intromitte acum in eam, in qua sit filum ab inferiori parte palpebrae, et fac penetrare acum cum filo desuper, et sit illud prope pilos ipsos, id est, prope marginem palpebrae, in quo nascuntur pili: et trahe filum ad superiora cum palpebra, et conuerte eam cum radio.	And if not: insert the needle into it, at the point where a filament is from the lower part of the eyelid, and make the needle penetrate with the filament above, and let it be near the hairs themselves, that is, near the margin of the eyelid, where hairs are born; and pull the filament upwards with the eyelid, and turn it with the radius.
