Ayssi comensan las paraulas de Albucasim .	Thus begins Al-Buqashani's words.
E sia la tua inscizio am la qual inscideyses aquela en trops dias per la duricia de la dent, e que no sia comauguda autra de las dentz.	And it should be your incision that you make on that tooth in three days because of the hardness of the tooth, and not be joined to any other teeth.
E si es dent eminent expausat a limadura, lahoras lima aquel am lima de ferr de India del qual aquesta es la forma:	And if a prominent tooth is difficult to cut with a file, then grind it with a file of iron from India whose shape is like this:
E sia tot de ferr de India e·l margua eysament; e sia de motz menutz puntz ayssi cum lima am la qual son faytas agulhas, am la qual la dent sia limada pauc a pauc en motz dias am fecilitat, per so que no sia autra dent comauguda e caga.	And it should all be of iron from India; and with pointed tips, cut the tooth little by little using sandpaper which is made into needles, cutting the tooth slowly day by day with ease, so that it is not joined to any other teeth and splits.
E aprop lineys aquela en la fi, e ratz aquela am alscus razoris.	Then polish that tooth well, and fix it with a small screw-shaped nail.
E si es dent del qual una partida es trinquada e lideys la lengua, lahoras cove que tu limescas aquel entro que l’aspretat de aquela fraccio sia ostada e engualhada, e sia aplenada per so que la lengua no ledesca ni la paraula no corrumpa.	And if a tooth has one side broken and the tongue hurts because of it, then cover that place with a bandage where the sharpness of that section is stuck and flattened so that the tongue does not hurt or change the word.
Capitol .xxxiii.	Chapter.33.
De restauracio de dentz maugudas am fiel de aur o de argent.	Of restoring damaged teeth with gold or silver wire.
Quan accideys a las dentz devant concussio e remossio per percussio o per cazament, e le malaute no pot strenher sobre aquo que manga, e tu has curat aquel am medicinas stipticas, e no ha valgut la tua curacio, lahoras per so que no cagan es engen en aquelas que sian strengudas am fiel de aur e no de argent, quar argent se fa vert e aprop se poyreys aprop alscus dias, mays aur nul temps no es mudat.	When teeth are injured by impact or fall and cannot be fixed with stringent medicine; then fix those teeth with gold wire and not silver, because silver turns yellow and hardens quickly; but gold does not change in color and does not harden as quickly.
E sia le fiel en tal subtilitat e grocesa segon la quantitat que puesca entrar entre las dentz; e la forma de la reccio es que prenguas le fiel e pren lo doble de lu entre doas dentz sanas, e aprop que cresques am doas tortuositatz del fiel entre doas maugudas, o si’ una o motas, entro que pervengua la tela a la dent sana del autra partida.	And the wire in such thinness and thickness according to the quantity that can be inserted between teeth; and the shape of the cut is that you take the wire and double it between two healthy teeth, and then increase it by twice as much as the broken tooth between two good ones, or if one or both are missing, until it reaches the thread on a healthy tooth on the other side.
E aprop itera le teyssiment entro a la partida de la qual comenciest, e strenh la tua ma am facilitat e savieza entro que no sia mauguda.	And then repeat the procedure in the same way to the other end of the tooth which you started with; and tighten your grip more easily and more gently until it is not too tight.
E sia la tua striccio am la qual strenhas le fiel deves las razitz de las dentz que no evasesca.	And your tightening should be done so that the wire does not slip out of the roots of the teeth which you are closing.
E aprop inscindeys las extramitatz del fiel superfluens am las forceps o tosoyras, e agregua aquelas en quascun loc am gesti, e converteys aquelas e las occulta entre la dent sana e la dent mauguda, per so que no fassa lesio a la lengua.	And then cut off the excess wire with scissors or tweezers; add it to other waste materials and hide them between the healthy tooth and the broken one, so that they do not harm the tongue.
E aprop leyssa aquela ayssi streyta cum roman.	Then let that stand still as you have tied it.
Mays si es desliada o rumpuda, strenh aquela o aquelas am autra fiel en tal manieyra en tot son temps.	If it is loose or broken, tighten it with another wire in such a way that all the time it takes to do this.
E aquesta es la forma de las dentz e la figura de la rectacio de doas dentz sanas e de doas maugudas, ayssi cum vezes aquestas liadas:	This is the shape of teeth and the figure of the repair of two healthy teeth and two broken ones, as these are tied together:
E quan se fa que retorno una dent o doas aprop le cazement de quascuna en lors locs, e sian recrescutz ayssi cum havem recomtat, e que remauguan.	And if a tooth or two are broken because of a fall in which place it hurts, and the shape of the figure of the wound is like this:
E no fa aquo sino bo artifexs e savi.	This does not make a skilled and wise person.
E alcunas veguadas es aptat alcuna causa dels osses de vaca, e es fayt de lor ayssi cum forma de dent, e es pausada en loc en le qual defayl la dent, e es strengit ayssi cum havem dit, e reman e serveys am aquel per lonc temps.	Some are adapted to some cause of cows' bones, and is made like a tooth; it is placed in the place where failure occurs, and is tightened as we have said, and remains fixed to that for a long time.
Capitol .xxxiv.	Chapter.34.
De inscizio del liament le qual ve en la lengua e prohibeys loquela.	Of incision of the thread which is seen in the tongue and prevents speaking.
Aquest liguament le qual ve dejos la lengua alcunas veguadas o es natural am le qual hom nays, o accidental e accideys per plagua la qual ja es consolidada.	This thread which leaves some or all of your tongue exposed is due to a wound; it is intentional on the part of the person; or it happens by accident because of illness and the infection has already been established.
E la operacio en lu es que huobres la boca del malaute, le sieu cap existent en le tieu se; e eleva la sieua lengua, e aprop inscideys aquel liament nervos segon la latitut entro que sia solvuda la lengua de la sua recencio.	And the operation on him is that you open the mouth of the patient, the existing hat in the thigh; and raise his tongue, and draw back this nerve according to the thickness within which the tongue comes out from its recent.
Mays si en aquela es alcuna duricia o denodacio, e aquo es stat per consolidacio de plagua, lahoras tu gieta unci e scindeys aquel per la latitut entro que aias inscindit le liament e sia dissolvuda la nodacio.	But if in that there is any hardness or denudation, and it is standing for the consolidation of plague, then you pour oil and cut it according to the thickness within which you have cut the nerve and the nodule is dissolved.
