Ayssi comensan las paraulas de Albucasim .	Thus begin the words of Al-Buqaa'.
Lahoras cove que tu fassas sezer le malaute entre las tuas mas sobre un cayrat e lia le sieu huel sa, lu mot stringent.	Then know that you should make the patient burn with a hot iron between his two fingers over a plate; and thus place your finger on its sides, and then see if the water descends; and if it does not, then treat it as mentioned above.
E aprop pausa prop de la palpebra del sieu huel la tua ma senestra, si le huel en le qual es l’aygua es le huel senestra; o am la tua ma dreyta, si le huel es le dextre.	Then place your hand on the eyelid of the affected side of the nose; if the water descends into the left side of the nose, then it is the left eye; or if it descends into the right side, then it is the right eye.
E aprop am la tua ma dextra pren almagda, si le huel es senestre; o am la tua ma senestra, si le huel es de dreyt.	Then place your right hand on the forehead, if the nose is left-sided; or with your left hand, if the nose is right-sided.
E aprop pausa la extremitat de almagda prop de la corona per la grossesa del ray en le album del huel de part del mendre lacrimal, e aprop enpelleys almagda am vertut e revol la tua ma am aquel.	Then place the end of your hand on the forehead, just above the eyebrow; and let it remain there until it hardens. Then remove it with a sharp knife and treat the patient as mentioned above.
E aprop penetre en le album del huel e sentas que almagda ja es pervenguda a causa vueda.	Then pierce into the nose's albumen, and feel that the albumen is already reaching the eye cause;
E cove que sia la masura del cami de almagda al preon la mesura del spazi le qual es de la pupilla entro a la fi de la negror, e es la corona del huel; quar tu veyras am aquel pupilla am la visio de l’huel per la clartat de la tunica cornea.	Then know that the measure of the path of the albumen to the eye is equal to the measurement of the pupil within the edge of the dark ring, and it is the nose' crown; because you will see through the nose' pupil with clarity thanks to the conjunctiva layer.
E aprop pausa almagda entro al loc en le qual es l’aygua, e aprop tu la atira en jos una veguada aprop autra, e donc si la aygua descen tantost, lahoras vetz le malaute aquo sobre le qual huebre la sua vista tantost, e almagda en le sieu huel.	Then place the albumen within the space in which the water is; and then throw it down with another sharp instrument, and if the water descends quickly, then know that the patient's sight has been restored; and if the albumen falls into the eye, then treat it as mentioned above.
E aprop repausa se un pauc; donc si la aygua es descenduda, lahoras tu depausa aquela autre veguada abantz que almagda ne sia getada.	Then wait a little; and if the water descends, then remove that other sharp instrument before the albumen falls into the eye.
E donc quan es sicada e no descen, lahoras tu extrat almagda am facilitat, e revol am aquel la tua ma pauc a pauc, e aprop dissolveys en l’aygua un petit de sal clara de gemma e am aquela lava le huel dedintz; e aprop pausa fora le huel coto o stopa o lana infusa en oli rozat e album de huou e ligua am aquo le huel sa.	Then, when it stops descending and has hardened, remove it easily with a sharp instrument; and then wash the nose inside with clear salt water extracted from gems, and with milk of magnesia mixed with rosewater and albumin of sheepskin; and finally, tie the nose with wool infused with rozmarin oil and milk of magnesia.
Mays nos e aquels que so de nostre temps pause sobre aquel comi trissat am album de huou.	These are the days that we who live now must bear upon this world, over which there comes a cloud of death.
E si no obezeys a tu almagda al intrament de l’huel per la sua duricia — quar es alcu dels homes del qual le huel es dur mot —, lahoras cove que prenguas le spatum le qual es nompnat alberid del qual aquesta es la forma:	And if you do not obey your body when it craves food for its hardness - for there are some men for whom hunger is harsh - then know that you should take the spoon which is called an albutro, and this is the way to use it:
E donc perfora am aquel aquela conjunctura, e no ultimes la tua ma en le trauc, e no es si no que fassas via ad almagda loc subtil.	And therefore pierce that joint with your knife, and do not place your hand on the spot, and do not delay in applying the poultice to the soft skin.
E aprop entromet almagda segon que havem dit.	Then introduce the food as I have described.
E deves le compliment de la tua obra, sia preparat al malaute dormitori descentment fayt en le qual dorma sobre le sieu dos en mayson tenebrosa, e sia prohibit de totz movementz .	And you must compliment your own work, preparing the patient's sleeping place nicely in a dark room, and prohibiting all movement.
E pausa en la natura de lu aquo per que sia linida la sua natura, e no maugua le sieu cap a la partida dreyta ni senestra de tot.	And place water on his head so that its nature is cool, and do not touch his hair to the right or left.
E sia le liament segon la sua disposicio entro al tertz dia.	Then prepare the body according to its disposition within the third day.
E aprop deslia aquel en aquela maysso tenebrosa e exproha la freol vista, e fay li vezer alcunas causas, e aprop retorna le liament entro al dia .vii.	Then remove it from that dark room and examine the body closely, and return it to its place within the seventh day.
E no cove que fassas aquo en la hora de las curacios o tantost aprop la infusio.	And do not place water on him in the hour of the cure or at any other time; rather, apply the infusion.
Habantz cove que tu alienes aquo per so quar la aygua puega leugierament per gran e vehement de reguardament.	When you have removed water because it pollutes the body greatly and vigorously with regard to its sight.
Mays si accideys apostema caut, lahoras cove que deslias le huel denant le vii dia, e rectifica aquel am aquo que ceda apostema.	May it happen that a fever arises suddenly; then, if you remove the body before the seventh day, and apply water to calm the fever.
Lahoras tu absol la vista de lu e pausa sobre la cara de lu oral per le qual sia regit le vezement de lu dejos lu per alcus dias, lu existent en la mayszo tenebrosa.	Then you shall wash his face and place it in a dark room for several days; it is in the dark room that it will be cured of its fever.
E aprop sia gitat de aquela mayzo gradantment e conversa8 en las suas causas.	And then remove it from that room gently and talk to it about its causes.
E sapias que in alchatea no es excusat le discipol de visio alcunas veguadas, e lahoras tu sias ardit sobre la operacio.	And you should know that in an abortion the disciplinarian cannot excuse himself from seeing certain visions, and then you must be diligent about the operation.
E ja es pervengut a nos de alcu de aquels les quals so al Artach , e alcu disse que fayt foc en al Ayrac magdaam perforat am le qual es succada la aygua.	And we have already encountered some of those who are subject to the Art, and some said that they cause fire in the Air; and one says that he pierces the air with his knife, and water flows out of it.
Mays empero yeu non e vist degu en la nostra terra le qual haia perfeyt aquo, ni e aquo legit en alcu dels libres dels antics; e es possible que aquo sia novel.	But there is nothing strange in our country that has achieved water by piercing; and no water is produced from some of the ancient elements; perhaps it is new.
