Ayssi comensan las paraulas de Albucasim .	Ayssi begins speaking the words of Albukhmain.
Tota causa que catz en las aurelhas es una de quatre specias, quar o es peyra mineral o causa semblant a peyra, ayssi cum ferr e veyre, o es de planta ayssi cum ceze o fava, o es causa fluxtibla ayssi cum aygua e vi agre e a lor semblantz, o alcuna bestia.	The saying you've provided in Occitan (also known as Gascon) translates to English as follows: "The whole cause that dwells on the ears is one of four species, whether it be a mineral matter or a matter likened to stone, when mixed with iron and silver; or it is plant-based, like thistle or fava bean, or it is fluid-like matter combined with water and its counterparts." This expression seems to describe various types of metaphors for causes of problems (akin to saying "ailments" in modern English), each type corresponding to a different category: mineral, plant, fluid, or animal. It reflects the rich linguistic heritage of the Occitan language and its regional variations such as Gascon.
E donc quan peyra catz en l’aurelha o autra causa semblant de aquelas causas que no ajustan ne creysso en l’aurelha, e pausa la aurelha al solelh, e si vezes la peyra, lahoras distilla en aquela alcuna causa de oli violat o sizami, e aprop aministra la extraccio de lu, e fay le stornudar am condizi, e oppila las nars deve le aveniment de stornutacio.	Therefore when the sun shines on the rock in the hour of noon, or for those causes that do not fit into that hour and also cause the rock to glisten like this under the sun, sometimes stones are taken from there, resulting in a certain kind of oil being extracted from it. And as they crush the stone, pain is caused to their eyes.
E aprop pausa en le circuit de la aurelha alscunas pessas de drap o lana, e dextendas la aurelha a las partidas desus, quar motas veguadas es foro-getada am aquestas causas.	A pause in the silver chain's circuit sometimes revealed patches of cloth or wool strands at its joints, and by elongating the chain to unusual points, it was often found worn in these ways due to various reasons.
E si no n’es getada, lahoras aministra extraccio de lu am le instrument apelat gesti epicicarios subtil del qual aquesta es la forma:	If not touched, it still administers life-giving blood through the subtle and gentle actions of this medical instrument, which is as follows:
E si es foro-getada am gesti, bo es; e sino, lahoras aministra la extraccio de lu am onci subtil de pauca duplicacio.	If it is a forum of getters and gatherers, then it is; but if not, they will continue to manage the extraction of our limited common resources for a few duplications.
E donc si no es foro-getada per aquo, lahoras fay una canula de aram e entromet la extremitat de la canula en le trauc de la aurelha e claus a l’enviro de la canula am cera e am oli mollificada per so que no sia ubert sino la canula.	Therefore, if it is not forked at the water's edge, you will make an ear canal tube and insert one end of the tube into the burr of the earring and close it down around the area of the tube with wax and oil mixed in a way that makes it smooth so it is no longer useful.
E aprop extratz am le tieu vent am fort atraccio, quar tropas veguadas cum aquo que havem recontat.	There was an attack on our fortress where too many troops had been gathered, causing us to lose significant amounts of water.
Mays si no es foro-getada en aquesta manieyra, lahoras pren de halka alumbat o de vecz aparelhat am le qual son preses les ausels una patita quantitat, e pausa aquel en la extremitat de ray, e aprop envolopa sobre aquel coto decentment pausat.	If not for the scarecrow in this manner, farmers will quickly shoo away or catch birds with old devices that have traps set up on them, and they pause at that point, covering it decently.
E aprop entromet aquel en le trauc de la aurelha am facilitat, e aprop excicca la aurelha de la humiditat.	Someone intervenes in the chaos of the earring's water and takes out the wet earring easily.
E donc si no es foro-getada am totas las causas las quals havem recontadas, lahoras tu coyta a talhar aquela denant que endevengua apostema caut o espasme.	Therefore if it isn't a hiccup caused by everything we have mentioned before, you will find yourself in even greater trouble ahead, as something more severe than an insect bite or spasm may occur.
E la manieyra de talhar aquela es que tu al comensament sancnes le malaute de la vena sephasica e extratz del sanc segon la mannieyra de la vertut de lu, e aprop fay aquel cezer entre las tuas mas e converteys l’aurelha a las partidas desus, e fen am petita fissura en la razit de la aurelha deves lo greys de lu en le loc be premegut de lu.	The practice you are referring to is the one where at mealtime you declare the malady of the venae cavae and its branches according to your temperament, and then you choose a charm between your favorite ones and turn the earring into unusual parts, which will cause a small fissure in the skin under it.
E sia la fissura de figura lunar entro que pervengua a la peyra, e, la peyra atrobada, osta aquela si podes am instrumentz apropriatz; e aprop cos la fissura en aquela hora am velocitat, e cura aquela entro que sia sanat.	Let the lunar figure crack extend until it reaches the rock, and if the rock is dislodged by that crack, you can use appropriate instruments on both the crack and the rock at this time with speed and care so that it heals within that period.
