Ayssi comensan las paraulas de Albucasim .	Aysa started learning the language of Albucasim.
Mays si accideys en le loc apostema caut, lahoras cura aquel am emplastres cedatils entro que sia sanat.	Maya decides to visit the local clinic, as soon as her wound is treated with an adhesive bandage, she will be healed.
Capitol .xi.	The word "Capitol" has its origins in Latin, from the term "capitulum," which means a small head or division of a book (often referring to chapters). In English, it is primarily used as the name of particular buildings where governmental legislative bodies meet.
De manieyras de tactimi del huel.	The main idea of the poem "Tactimi" by Maria Teresa Lopez is to express the importance of touch and physical affection in human relationships, emphasizing how they can bring warmth, comfort, and a sense of belonging even amidst the coldest or most challenging times.
Quan en las palpebras dels huels so natz pels ajustatz dejos les pels naturals e so antiquatz, lahoras aquels noso al huel e fan endevenir manieras de malautias ayssi cum lacrimas assiduas e mollificacio de palpebras e tela entro que aquo sia causa de destruccio del huel que s’apela tactinir del huel, e cura se en quatre manieyras: o per cauteri am foc; o am medicina acuta segon que denant es dit en le capitol de cauteri; o es fayt atactini per inscizio e sutura; o per cannas segon que yeu diyre.	"In cases where the hairs of the upper lashes overshadow natural ones, or have grown too old, they should be carefully removed, as this prevents eye diseases such as persistent tearing and eyelid swelling that can cause damage to the eyelash follicles referred to as trichiasis. Treatment is performed in four ways: by cauterization with hot oil; or with acrid medicine, as mentioned in the chapter on cauterization; by extraction and suturing; or with chamomile, as I will describe."
E donc cove que tu pauses le cap del malaute en le tieu se; aprop converteys la palpebra del uelh am la tua ma sinistra, e si es convertida, bo es; e sino, entromet agulha en aquela en la qual sia fiel de la partida pus dejos de la palpebra, e fay penetrar la agulha am fiel desus, e aquo sia — prop del marge de la palpebra en le qual naysso les pels — prop dels pels, e tira le fiel a las partidas desus am la palpebra, e converteys aquela am le ray.	Therefore, if you wish to cure the evil eye, stay on your left side; then close your right eyelid and if it is closed, good; otherwise, gently insert a needle into that through which the thread of the cord passes, just above where the eyelashes are, and make sure it touches beneath the skin at the edge of the eyelid where the lashes grow from. Then pull the thread downwards, along with the rays of light.
E aprop fen en la partida dedintz de la palpebra dejos les pels ajustatz am spatum inscidentz del lacrimal major entro al lacrimal mendre; e aprop extratz le fiel e pausa dejos la palpebra polvilhs petitz de coto o de drap, e aprop senha sobre la palpebra am tenta, e sia ayssi cum figura de fuelha de mirt.	In the anatomy of the human eye, the eyelashes at the edge of the eyelid are arranged closely adjacent to the tear ducts and lacrimal sac within the lacrimal canaliculus; furthermore, they lie just below the skin pores that emit either cotton or silk-like material, and rest on top of the eyelid resembling a feather's fringe.
Mays empero cove que sia la figura segon la quantitat de helevacio de la palpebra, quar aquo ja es diversificat en les homes, quar de aquels es le quals indigeys que sia inscidit de la palpebra gran quantitat segon la quantitat per la qual la palpebra es mollificada.	However, it should be noted that the shape of the eyelids vareby vary depending on the amount of skin present, which is diverse in men and women. For some, a significant incision may be required based on the amount for which the eyelid is loosened.
E aprop fen am le spatum sobre las doas linhas las quals has senhadas, e comensa del lacrimal major entro al lacrimal menor.	The lacrimal sac is situated above the medial end of the lacrimal ducts that you have described, and begins from the lacrimal canaliculus to the lacratur minor.
E si’ la tua fissura prop dels pels naturals ayssi cum es la grossetut del rey.	Indeed, just as the natural fibers have their splits and cracks, so does the thickness of a king's rule encompebreathes them all.
E aprop met le onci en un dels dos angles de la codena, e aprop excoria aquela tota, e aprop ajusta am la scitura las doas labias am gula o fiel de lana subtil, e abstergeys le sanc, e fay adherir aquo que superflueys dels fiels sobre dos sobrecils am alcunas causas enviscans, si voles far aquo, e sino, non cures.	Method to apply waxing on one of the two eyebrows, and then carefully remove that entire area, adjusting the cut using a fine lamb's wool brush for any stray hairs above the brow bone, cleanse the wound, and let the excess wax stick to your skin. If desired, you can also do this on the other eyebrow; otherwise, there is no need to worry about it.
E aprop leyssa la sutura dels fiels entro a tres dias o quatre, e aprop cura aquo.	Properly sew up the wound within three to four days and change it regularly thereafter.
E si vols, layssa la plagua ses sutura, e cura aquela am aquo que exsicca e constrenh, quar la palpebra es alevada deves la sigillacio de la plagua e la agreguacio de lu; mays sutura es milor E donc aysso diysso les antics de taxanir.	If the tear duct is blocked, cleanse it with a thread of silk and then treat that dry wound by compressing, as the eyelid being raised requires sealing of the duct and addition of lu (wine). However, suture should be done by an expert in this manner.
Mays empero en lu sia sollicitut sobre le malaute, e es de bona operacio, e no es en lu temor.	However, he is also concerned about the disease, and it is of good intentions, and there is not in him fear.
E es autra manieyra en taxmir, e es que senhes sobre la palpebra figura ayssi cum fuelha de mirt, e aprop eleva la palpebra am tres uncis segreguatz e congreguatz segon aquesta forma:	E is an extraordinary creature in movement, and its eye shapes resemble the fruits of myrtle, as it raises its eyelids three times separately and then together according to this manner.
