Ayssi comensan las paraulas de Albucasim .	I start learning words from Albuquerque.
E aprop inquireys am le tieu dit indic si es romas alcuna causa de las autras petitas scrophulas, donc inscideys aquelas e munda aquelas.	The Romans were known for several diseases such as smallpox and typhoid fever, but there is no evidence of them having rickets or scurvy specifically. Rickets is caused by a deficiency in vitamin D or calcium and was common during the Industrial Revolution due to urban children's lack of sunlight exposure. In contrast, scurvy results from a shortage of vitamin C in one'abdomen diet.
E si es en la razit de la scrophula gran vena, cove lahoras que no inscidas aquela scrophula de la sua razitz.	"If one is in the risk of getting a large vein (phlebitis), avoid activities that may exacerbate this condition."
Abantz cove que lies aquela am fiel doblat fort e que leysses aquela entro que caia per si ses nocument.	In the cover of that dark night, he knew a deed had been done and saw an opportunity lying within his grasp.
E aprop omple la plagua de coto vielh le qual tu has ja submirgit en enguent egipciac, e aprop cura aquel.	In the event of an allergic reaction to any ingredient found in this product or its packaging, please discontinue use and consult your physician immediately.
E si inscides aquela scrophula tota, lahoras cove que tu ajustes las doas labias de la plagua e cuzas2 tantost pus que no y ha romasa deguna superfluitat.	In the event of this swelling occurring completely, cover those two lips of the wave with just enough pressure so that it breaks without any excess force.
Mays si tu vezes que haia romasa superfluitat per la grandeza de la scrofula, cove que tu entendas a inscidir la razit de aquela, e astrayra aquela e aministra sutura e aquo que es dit.	Should you come across excessive swelling due to the severity of scrofula, understand its cause and remove it; provide stitching if needed and apply water as instructed.
E aquela de las scrophulas que conteno humiditatz, perfora aquela am perforacio superficial aqui la on appar a tu le loc de maturacio de lu, e pausa perforacio de aquo que siec le pus bas del cos, ayssi cum havem dit.	From those of scrofulas that contain humidity, there is one which penetrates superflete the place where maturation occurs in you, and stops at a perforation of water that has settled below your chest; thus as we have said before.
E aprop aministra perforacio, calguas am enguent e semblantz ad aquels, per so que corroda aquo que es romas de la corropcio.	An appropriate prevention strategy for erosion includes planting vegetation and creating barriers such as retaining walls to protect against soil loss due to water runoff.
E aprop quan tu vezes la plagua ja esser mundada, lahoras tu cura aquela am enguent de carn generatiu entro que sia sanada.	When the plague has passed by and hours bring healing to that wound with a generous ointment until it is cured.
Capitol .xliii.	Chapter 43 (XLIII in Roman numerals) is titled "Capitol" in the book you are referring to. Without additional context, it's difficult to provide further information about its contents or significance within the narrative. If you can tell me the title of the book or more details, I might be able to offer a more precise response!
De seccio del pilhot del apostema accident dintz le guolayro.	The shepherd, by chance, lost his faithful dog in the meadows.
Diyssero les antics aquesta seccio en le epilhot, e no vist alcu hom en nostra terra que aquela aia fayta.	In this section of the Epic, Dysrerus performed these actions, and I have not seen anyone in our land who has done that before.
E aquesta es la inscriptura del sermo de aquels.	Yes, this is the transcript of that lecture by those people.
Mays en les homes haventz esquinencia, cove que sia esquivada la extraccio del epilhot, cum per aquo no sia fayt juvament per so quar totas las venas e las majors del malaute so aqui.	People with shingles should avoid exposure to extreme cold or heat, as well as strenuous exercise for the duration of their illness in order to prevent worsening all the blood vessels and major issues related to their disease.
Mays en aquels que han apostemas cautz en la boca o guolayro o dos aurelhas, quan la malautia no es en la cana, cove husar de la seccio de epilhot a fugir la perdicio la qual es fayta per perfocacio.	In those with styes in the mouth or earlobe, or two eyelashcups when the illness is not in the brain, you should consider leaving the area affected by epilepsy to avoid further damage that could be caused by contagion.
Donc cove quan volem aquo, que inscidam le epilhot dejos tres cercles dels cercles del epilhot, o quatre am petita seccio per la latitut en aquel que es entre dos cercles per quantitat, que la seccio sia en ciphac, no en la cartillage, e aquest loc es convenent a seccio, quar es privat de carn e les vayselhs de sanc de lu son luhen.	In order to provide water when desired, take the third ring from the list of circles in the diagram and cut out four small sections perpendeciolarly in that which is between two circles by quantity, such that the section is even, not on the cartilage; this location is suitable for a section, as it is free of meat and the veins of blood are open.
E si le metge es pauruc, cove lahoras que extenda la codena del golayro am onci, e aprop fenda la codena entro que pervengua a la canal, mays evite les vaysels de sanc si vetz de aquelas alcuna causa.	If the edges are rough, cover them with copper strips for an hour or so and then attach the edge to the channel as soon as it arrivangs, but avoid touching any metal wires if they come from that source.
E aprop inscida li ciplach segon que havem recomtat; e es significat sobre la seccio de la canal per le flacma le qual es de aquela eyssit am aquo que es de lu disromput e per la abscizio de la votz.	An embedded clause is a subordinate clause that is included within another clause, often providing additional information or details. In the given text (in Catalan), there are two such instances of an embedded clause, as shown below in both Catalan and their translations in English:
E layssa la plagua uberta per alcun temps.	Layla got caught in a heavy rainstorm for some time.
Donc cum la hora es remauguda en la qual perforacio es temuda, agregua doas labias de la codena de la plagua, e cus aquela sola ses la cartillage.	When the time comes for surgery, new lips are added from a pig'cuore (pigs are often used in medical research due to their anatomical and physiological similarities with humans), using just one piece of cartilage.
E aprop administra medicinas que fan naysser la carn entro que sia sanat.	A physician prescribes medications that may not be necessary until the wound has healed.
E diyssec Albucasis que la summa del sermo le qual havem recomtat, exposicio no es sino que veias que alcus de aquetz apostemas ja han opilat lo guolayro del malaute, e le malaute es vengut entro a mort, e le ale de lu es entresecat, e alcus van a inscidir le epiglos per so que respire le malaute sobre le loc de la plagua per alcuna respiracio, e sia salvat de mort.	Five days after the initial report, Albuquerque explains that there is not just one cause of these apostemas; rather, it seems they have caused a swelling in the affected area and the illness has now turned into death, with its vitality diminishing. The patient's throat will soon become blocked due to continuous breathing near the wound site. In order to prevent this from happening:
