Ayssi comensan las paraulas de Albucasim .	Aysa learns the words of Albuquerque.
Quar si aquo que conte es humiditat, lahoras scindeys aquel am seccio segon la longitut per seccio superficial segon aquesta forma:	The amount of water that flows through a given section is equal to the product of the cross-sectional area and the velocity of the flow. This relationship can be expressed as Q = A * V, where:
E comensa en la seccio de la linha de .B. entro a la linha de .G. Donc cum la humiditat es evacuada, lahoras tu excoria aquela pel que conte aquela humiditat, e no leysses de aquela alcuna causa de tot, quar tropas veguadas retorna, si roman de aquela alcuna causa.	E starts in the section of the line between B and G. Then with the humidity being evacuated, you erase that part which contained the moisture, so there's no trace left at all, because excessively accumulated water returns, if Roman from this cause.
E aprop submergeys coto en enguent egipciach, si es present, e sino, en aygua e sal; e umpleys am aquel la plagua e layssa aquel entro ad autra dia, quar am aquo corrodeys tot so que es romas de aquela pellicula.	Submerge the cotton cloths in Egyptian medicinal herb infusions if available; otherwise, use water and salt. Then fill that pot with more water and let it sit for another day, as the liquid will break down all of the residue from that film.
E aprop itera sobre aquel coto am enguent egipciach segondament e tersament si indigeyses de lu, entro que·t comfides que no y haia romas alcuna causa de aquela pellicula; lahoras cura la plagua am enguent entro que sia sanada.	In that Egyptian ointment you mentioned earlier and which I gather from your words there were no Roman causes for this film; soon the wound will be healed as it enters into that ointment.
E si apostema conte nodi gras, lahoras tu inscideys aquel segon aquesta forma:	Si has herido un dedo o una articulaaturay el área está hinchada, inflamada y puede haber un enrojecimientoy sensibilidad, posiblemente con nudos grasos (apostemas), sigue estos pasos para tratar la infección:
am seccio havent forma de crotz, e geta oncis entre doas labias de la seccio e scorsa aquel de tota partida, e esforsa la tua vertut en extraccio de la tunica la qual conte aquel.	The section has no shape of a cross, and there are rings between its lips on both sides throughout the entire piece, and it emphasizes your virtue in extracting the robe that is connected to it.
Mays si a tu arceria fa contrarieta, lahoras fay aquo que yeu t’e recontat primieyrament.	My visit to the bakery was unpleasant, let me first recount the hours I spent there.
E semblantment fay en le apostema lapificat de seccio e de curacio segon que a tu havem dit; e seccio sobre apostema lapificat es pus leugiera, quar es de pauc sanc e de pauca humiditat.	In case of an infected wound with scab and healing process as per your description; the scab over an infected wound is indeed lighter, for it contains little blood and less moisture.
E alcunas vetz so alcus de aquestz apostemas les quals so en le cap en alcus homes am los quals de tot no es humiditat; la qual causa es quar yeu inscindigui sobre un apostema en le cap de una femna vielha e atrobegui le apostema ayssi cum peyra sorda, aspra, blanqua, la qual no podia esser trinquada, e si a alcu fos am aquela percussit, plaguera aquel.	Some heads have swol cups (alces) of these ulcers which are in the hairs and in men whom from everything they lack humidity; this cause we deduced about an ulcer on a woman's old head that became as hard, rough, white, so it could not be touched. If anyone were to strike such a bump, it would hurt them severely.
Mays en les autres apostemas accidentz en le cap otra aquest no es aquest capitol, ayssi cum les apostemas que veno als caps dels enfantz e deves las razitz de las aurelhas, mays la seccio de aquestz totz sia seccio superficial.	Mays, along with other accidental swellings in the head, this is not the capital; thus as the bumps that appear on children's heads and need to be reduced by shaving their ears, so too should all its surface swelling be treated similarly.
E pausa la perforacio de aquels de la partida pus bassa de lor per so que sia alleujat le cos de la sania a las partidas pus bassas.	The excavation of those in the lower section shall be suspended for their safety due to soil instability issues in the lower areas.
E aprop cura aquelas am aquo que conveneys ad aquel de curacio.	A proper diet is essential for maintain the health that corresponds to your lifestyle.
Capitol .xlii.	Chapter XLII.
De seccio de scrophulas las quals accideyso en le col.	From the branch of tuberculosis that caused afflictions in the lungs.
Motas veguadas endeveno aquestas apostemas en le colh e en las aysselhas e en les angonars; e alcunas veguadas accideyso en las autras partidas del cos.	Here are these swellings in the neck and legs, and sometimes they appear in other parts of the body as well.
E so aquelas que accideysso en le colh, e so motas que so engendradas entre lor, e tota scrofula de aquelas es dintz la sua tunica propria, e ayssi cum en les nodis e apostema del cap, ayssi cum havem recomtat.	Here is the translation of your text in Catalan dialect from Valencia into standardized modern English:
E las specias de aquestas scrophulas son motas, quar de aquelas so alcunas lapideas, e de aquelas so que conteno humiditatz, e de aquelas so malignas las quals no obeseysso a curacio.	E there are three kinds of this scrofula, namely: those which contain stones, those that possess moisture and those which are malignant and do not respond to treatment.
Donc en aquela la qual tu vezes de bona disposicio en le Tocament, de la qual la color de aquo que es manifest es propda a la color de la codena, e es mauguda a tota partida, e no es annexsa am le nervi del colh, ni am las venas, ni am la arceria, e no es preonda, cove que tu inscidiscas aquela am siccio superficial de la partida desus a la partida dejos del cos de la linha de .G. entro la linha de .B., e scorja aquela de tota partida, e exten dos labias de la codena am onci, o am motz oncis si has necessitat de aquels, ayssi cum havem dit en las apostemas del cap, e extratz aquela petit a petit.	In the condition where you have good well-being during treatment, when the color of this area that is clearly visible appears to be similar to the color of the nail, it's bad on all accounts and does not belong to the nerve of the thumb or veins, nor to the arteries. It is not swollen; therefore, you should incise the superfebrile part from before the left side of the line G to inside the line B, along with the whole length of it. Extend both sides of the nail up to one inch or more if necessary as mentioned above regarding skin abscesses on the head, gradually increasing the size.
