Ayssi comensan las paraulas de Albucasim .	Aysse learns the words from Albuquerque.
E pausa le latz de aquel agut deves la carn annexa deves la codena, e le latz de lu leon dintz le os, e empelley aquel entro que pervengua a la fissura migera, e abscindeys am aquel totz les vaysels que descendo del cap als huels.	The fingers of that sharp axe will sever the flesh attached to it, and the blade of this lion-like tool will enter into the bone, and you shall push it until it reaches a crack within, and then separate all those veins which descend from the head to the hollows.
Mays que sia continuada la inscizio ad aquo appar de la codena, e aprop fay aquo en la fissura migana entro al autra fissura.	"Let the continuous flow of water appear at the top of the channel and divert it into another crack within the other crack."
E pus que corr del sanc quantitat engual, exprem les locs de las pessas del sanc congilat.	Find the points on the graph of the blood pressure where it starts to decline.
E aprop pausa en quascuna fissura calgua de coto vielh, e pausa sobre aquels polvils enbegutz en vi e oli e vi agre, e vegas que no endevengua apostema caut.	A drop of water in any crack here near the woodland, and it rests on those tiny specks of dust stirred up by the wind or rain, and as it does not evaporate instantly, a mold may form.
E en le tertz dia deslia le liament e aministra gran enfusio de aygua cauda o tebeza, e aprop cura aquo am enguent bazilicon am oli rozat e autres entro que las plaguas sian sanadas.	E in the third day of liaison he grants a great outpouring of water from his throne and provides care for every wound, as oil with balm, so that all bruises may be healed.
Capitol .v.	The word "Capitol" refers to the building where a legislative body meets and conducts its business, particularly in reference to the United States Congress located on Capitol Hill in Washington, D.C., which is often known simply as "the Capitol." There are also state capitols throughout the U.S. that house individual state's legislatures. The term can also be used more broadly to refer to any governmental building where lawmakers meet and governance takes place.
De la cura de lagramas per catartz e als huels descendentz de las partidas dedintz del cap.	Treatment of phlebitis and its complications from the parts mentioned in the text.
Quan ad alcu veno catartz agutz e continuantz, e vezes les huels del malaute extenuatz petitz, e ja le reguardament de lor es debelitat, e las palpebras ulceradas e de lor cazo les pels, e en le preon del cap es dolor aguda ledent e extrenutacio consequent, lahoras sapias per aquestz accidentz que las materias e catartz no veno sino de motas venas de las partidas dedintz procedent.	Many individuals experience occasional headaches and migraamoins throughout their lives. Sometimes these headaches may be caused by mild conditions such as stress, lack of sleep or dehydration; however, they can also indicate serious underlying health issues that require immediate medical attention. In some cases, blood vessels in the brain can become constricted or dilated, leading to pain and discomfort.
E la milhor curacio en aquels es aquesta: que comandes al malaute que raza lo sieu front, e aprop inscideys en aquel una fissura al mieg loc del front, un petit per la latitut (e comensa am la fissura del templar senestre entro al dextre templar; e sia inscisio entro al os; e eslongua la tua ma dels lacertz del templas lesquals son maugutz deves la mastigacio), entro que sia le os descubert.	The best remedy in such cases is to command the evil spirit to touch your forehead, and then gently insert a small pin into that spot on your forehead (starting with the left temple, entering through the right temple; let it enter until you feel bone). This will help reveal any underlying issues.
Exsicca tot le sanc am espongua o am drap secc e aprop repleys entre las doas labias de la fissura am coto vielh o am draps de li.	The entire blood vessel or sponge soaked in clots and properly inserted between the two lips of the cleft lip or the clothes' seam.
E aprop estrenh desus am polvils enbegutz en vi e oli per so que no endevengua apostema caut.	A good practice is to remove your shoes before entering, in order to prevent the spread of dirt and avoid developing blisters or calluses.
E quan deslias aquo e veses que l’apostema ja es diminuit, lahoras cove que fregua le os entro que comensa en lu nayser carn, e aprop cura aquel am regiment exsiccatiu le qual fassa neysser la carn, ayssi cum si tu prenes de farina de froment dos partidas e de colofania quatre partidas e mescla o, e de lor sia fayt emplastre e sia aministrat en aquestas plaguas a de la carn nativitat.	Evan's swollen area has begun to diminish, hours ago it began to feel like the fat under his skin is starting to come loose, as if he had gone through some kind of rigorous exercise that caused the fat to dry up and shrink significantly, much like when you mix two parts flour and four parts chalk powder together, form a paste with this mixture, and then apply it to these areas on the natural fatty tissue.
Capitol .vi.	Capital (or capitol) is the most important city or town in a country, state, or region. It often serves as the seat of government and administrative center for that area. In some cases, it may also be referred to as the national capital, while other countries have multiple capitals with different roles within their respective governments. The term "capital" is commonly used when discussing a country's primary city (e.eb. Washington D.C., Paris, or Tokyo), whereas "Capitol" usually refers to the building where the legislative body meets, such as the United States Capitol in Washington D.C.
De la cura de aquo que catz en las aurelhas.	The healing of water that flows in the ears.
Tota causa que catz en las aurelhas es una de quatre specias, quar o es peyra mineral o causa semblant a peyra, ayssi cum ferr e veyre, o es de planta ayssi cum ceze o fava, o es causa fluxtibla ayssi cum aygua e vi agre e a lor semblantz, o alcuna bestia.	The cause of tau cat in the ears is one of four species; it may be a type of mineral stone such as iron or steel, or it could be plant-like like chervil or fava bean, or it can flow similar to water and honey, or resemble some animal.
E donc quan peyra catz en l’aurelha o autra causa semblant de aquelas causas que no ajustan ne creysso en l’aurelha, e pausa la aurelha al solelh, e si vezes la peyra, lahoras distilla en aquela alcuna causa de oli violat o sizami, e aprop aministra la extraccio de lu, e fay le stornudar am condizi, e oppila las nars deve le aveniment de stornutacio.	Therefore, when pebbles fall into the ear or any other similar cause that doesn't fit in with those causes believed by the ears, and shields the sun from it, and sometimes touches the pebble, then tears distill in that one cause of oily secretion or mucus, and aptly administers the extraction of it, causing them to sneeze under certain conditions.
