Ayssi comensan las paraulas de Albucasim .	Thus begins the words of Al-Baghdadi.
E si reman de las dolors en les ditz, lahoras puncta en le cercuit dels focils sobre quascun notz e sobre la pinche de la ma.	And if some of the pains remain in the fingers, then puncture on the circuit of veins over each knuckle and over the thumb.
E si las dolors pugan aprop alscus jorns als coydes o als muscles, lahoras cauteriza les quascus de tota part dels ajutoris.	And if the pains stay for days around the elbows or muscles, then apply the cautery to all parts of the aids.
E no evacuas le malaute de bon regiment e de recepcio de medicinas, quar si es fayt bon regiment e flacma es evacuada am aquest cauteri sira sanat, Dieus ajudan.	And do not allow the patient to return to poor behavior and medicine intake, for if proper behavior and sweating occur with this cautery, then health will come about, God helps.
Capitol .xlv.	Chapter XLV.
De cauterizacio de rompeduras.	On the treatment of ruptures.
Quan endeve rompedura en les angonars e diysendo les budels denant l’atela al genetiu, e aquo es comensan de aprop, lahoras cove que tu mandas al malaute layssar la sua comestio en le sieu dia e que use de causas leniens per so que la fenda deyssenda del sieu ventre.	When there's rupture in the veins and telling of hernias appearing before the intestine at its base, and this is how they begin to proceed, then you should instruct the patient to abstain from food for a day and use mild remedies so that the intestine can heal from its abdominal wound.
E aprop segua le malaute entre las tuas mas sobre le sieu dos, e comanda a lu que tengua le sieu ale entro que sia foro getat o aparesca l’atela o·l budels.	And proceed with the patient between your hands on their back, and command them to have their breath in that place where there is a wound or an appearance of hernia or intestines.
E aprop retorna aquel am les tieus ditz e senha am tenta la ruptura sobre le os del pentenilh am senhal la extremitat del qual sia semblant a la maytat de cercle a las subiranas partidas del cors.	And proceed to return that between your fingers and test the rupture over the bones of the knee, marking the extremity which is similar to half of a circle in the lower parts of the body.
E aprop igneys le cauteri del qual aquesta es la forma de lu:	And then apply the olive-shaped cautery like this:
entro que sia mot rog e gete cintilhas.	and let it burn with small sparks.
E aprop reduzeys le budel o l’atela a la sua conquavitat, e aprop pause la sua ma sobre le loc per so que le budel no yesqua.	And then return the hernia or intestine to its original position and place your hand over the area to prevent further protrusion.
E tu ja has ubert entre las coyssas del malaute e dejos lu as pausat un coyssi, et autre servent sia sus las cambas de lu, e autre sus le pietz de lu, le qual tengua las suas mas.	You have already opened the space between the patient's thighs and placed a cushion under them, another servant on their legs, one more on their chest, holding their hands.
E aprop pausa le cauteri sobre aquel senhal am la tua ma am cauteri stan dreyt, e te aquel entro que am lu consieguas le os del pentenilh entro al mieg del duiduni; e itera am aquel autra veguada si a tu aquel no has conseguit en la primieyra veguada entro al os.	And then place the cautery over that mark with your hand on the cautery straight, and insert that into where you find the bones of the knee in the middle of the thigh; repeat this process for another round if you have not succeeded in inserting it into the bone in the first attempt.
E observa saviament del ysiment del budel en la hora de la tua cauterizacio, que no comburas aquel budel per so que sobre le malaute no vengua in mort o autre gran malicia.	And observe wisely the movement of the hernia during your cautery treatment, do not forcefully push the hernia that might cause harm or other serious problems for the patient.
E sapias que quan tu am le cauteri no atenhas le os, no confereys la tua operacio.	And know that when you have the cautery, do not touch the bones, your operation would not be effective.
E cove que·l cauteri dels enfants sia subtil segon le gran e la mesura de lor.	And consider that the size and measure of children's cauteries should be delicate according to their age and size.
E aprop cura le loc del cauteri per tres dias am boder entro que sia remauguda la scara del foc.	And proceed to care for the area of the cautery for three days with bandages until the scab from the burn heals.
E aprop cura aquel am les autres enguentz entro que sia sanat.	And then treat that with other ointments until it is healed.
E le malaute sia jasent sobre le sieu dos per xl dias entro que sia sigillat le loc e la plagua.	And the patient should be resting on their back for 40 days until the wound and the injury are sealed.
E cove que pauses le nutriment de lu segon la longitut del temps de la curacio de lu le qual le linesca le ventre de lu, e que le budel no yesca fora deves le esforsament de guerir.	And consider that you should withhold nourishment for the patient according to the duration of their treatment, which stretches out their stomachs, and ensure the hernia does not protrude from the effort of healing.
E aprop quan se vol levar aprop xl dias, lahoras aministra liament decentment fayt, e tengua aquel per autres xl jorns.	And as it approaches 40 days, then administer medicine properly made and keep the patient for another 40 days.
E sia mermat de trebalh e de replecio de vianda e de beure, e de votz vehementz, quar quan usa de aquest regiment de sanacio entiera sira sanat.	And if they are reduced by work and overeating, and drink, and strong drinks, then when using this whole regimen of recovery, it will result in their healing.
E yeu diyre la curacio de las rupturas en las autras partidas del ventre, e so al comensament, e vols que no treguan, lahoras cauterisa la ruptura d’aquel am cauteri redon segon la quantitat de lu, e sia aquo que es exhurit de la codena ayssi cum la tersa partida de lu; e aprop cura aquel am aquo que havem dit, e no es ajustat.	And I will tell you the treatment for ruptures in other parts of the abdomen, starting off, and it doesn't stop, then cauterize that rupture with an oval-shaped cautery according to its size, and let as much liquid be absorbed from the vein like half of its length; and treat it with what we have said before, and do not adjust further.
E ja diyssero alcus primiers que ruptura sia cauterizada am cauteri triangular segon aquesta forma, pus que es senhada am tenta:	And already tell some first that the rupture should be cauterized with a triangular cautery according to this form, because it is marked for testing:
e es pausada linha que eys per la latitut en le latz pus sobira de la ruptura, e autra linha al desus; e depausa la tua ma am un cauteri clavilh, mays le primier cauteri es pus leugier e milhor.	And a line is held at the width in the middle part of the largest bulge above the rupture, and another line above; after that, place your hand on a point cautery, but the first cautery should be softer and better.
