Praefatio.	Prologue.
Et posui illic capitula a uertice usque ad pedem.	And I set forth there chapters from head to foot.
Et ego procedam in hoc capitulo illa eadem uia: ut alleuietur super quaerentem quaesitum eius.	And I will proceed in this chapter along the same way, so that the seeker may find what he is looking for.
Et antequam incipiam illud, oportet ut addiscatis o filii, quod in hoc capitulo est ex terrore illud quod est in capitulo primo de cauterizatione.	And before I begin this, O sons, it is necessary that you learn that what is in this chapter about cautery is even more terrifying than what is in the first chapter.
Et propter illud oportet, ut sit cautela in eo uehementior, quoniam in operatione quae est in hoc capitulo, multotiens cadit euacuatio cum sanguine, cum quo stat uita apud apertionem uenae, aut incisionem super apostema, aut apertionem exiturae, aut curationem uulneris, aut extractionem sagittae, aut incisionem super lapidem, et illis similia: ex quibus omnibus associatur tremor, et timor, et cadit in pluribus eorum mors.	And therefore it is necessary that caution be even greater in this, since in the operation which is in this chapter, there often occurs evacuation with blood, with which life stands at the opening of a vein, or incision over an abscess, or opening of an exit, or cure of a wound, or extraction of an arrow, or incision over a stone, and similar things: from all of these trembling and fear arise, and many of them result in death.
Et ego moneo uos, ne cadat super uos illud in quo est haesitatio, nam quandoque cadunt ad uos in hac arte modi hominum cum modis infirmitatum.	And I warn you not to fall into that about which there is hesitation, for sometimes people with various conditions come to you in this art.
Ex eis enim est qui irascitur cum aegritudine sua, et est leuis apud eum mors: propter uehementiam eius quod inuenit ex infirmitate sua et longitudine eius maliciei.	Among them is he who becomes angry with his illness and finds death light: because of the vehemence of what he has found from his illness and the length of his wickedness.
Et cum aegritudine est ex timore quod significat mortem.	And with the illness, there is fear that signifies death.
Et ex eis est, qui dat tibicensum suum, et ditat te cum eo, sperans sanitatem, et aegritudo eius est perniciosa.	Among them is he who offers his wealth and shares it with you, hoping for health, but his illness is deadly.
Non ergo oportet ut consentiatis ei qui uenit ad uos ex eis, cuius modus est talis.	Therefore, do not consent to him who comes to you from among them whose way is like this.
Et sit cautela uestra uehementior, quam cupiditas et uestra rapacitas.	And let your caution be greater than your greed and desire for gain.
Et non praesumatis super aliquid ex illo, nisi post scientiam certam, quae uerificat apud uos illud ad quod peruenit successio laudabilis.	And do not presume upon anything from him unless after certain knowledge which proves among you that he has achieved worthy success.
Et utimini in curatione omnium infirmorum uestrorum, prognosticatione et indicatione de eo ad quod conuenienter sit salus.	And use in the care of all your patients prognosis and indication about that towards which health is suitably directed.
In illo namque est uobis adiutorium super acquisitionem famae et gloriae, et memoriae et laudis.	In that there is for you assistance towards acquiring fame and glory, and remembrance and praise.
Inspiret uobis Deus o filii, intellectum suum, et non auferat uobis directionem et inspirationem: quoniam illud est in manu eius.	May God inspire you, O sons, with His understanding, and not take away from you guidance and inspiration: for that is in His hand.
Et ego quidem ordinaui hoc Capitulum distinguendo per capitula, secundum quod praecessit in capitulo Cauterii, a ceruice usque ad pedes: ut alleuietur uobis quaesitum quod uultis ex eo, et quo indigetis.	And indeed I have arranged this chapter by dividing it into chapters according to what preceded in the chapter on Cautery, from the neck to the feet: so that you may find easily what you seek from it and what you need.
¶ De curatione Aquae quae aggregatur in capitibus puerorum.	On the treatment of water which collects in the heads of children.
Caput I.	Chapter 1.
Scias, quod haec infirmitas multotiens accidit pueris apud partum: aut quando stringit obstetrix caput pueri absque leuitate.	You should know that this illness often happens to children at birth or when the midwife tightly squeezes the child's head without gentleness.
Et quandeque accidit etiam ex caussa occulta quae non scitur.	And sometimes it also happens due to an unknown cause which is not known.
Et ego quidem non uidi hanc aegritudinem in aliis quam in pueris: et ad omnem quem ex eis uidi properauit mors: propter illud ergo uisum est mihi dimittere operationem in ea.	I myself have not seen this illness in anyone other than children, and death hastened to all whom I saw with it. Therefore, it seemed to me necessary to leave the operation on that.
Et ego quidem uidi ex eis puerum, cuius caput impletum erat aqua, et caput magnificabatur in omni die, donec non poterat sedere super seipsum, propter magnitudinem capitis sui: et humiditas augmentata fuit, donec mortuus est.	I myself saw among them a boy whose head was filled with water and swelled every day until he could no longer sit up due to the size of his head. The fluid increased until he died.
Et haec quidem humiditas, aut aggregatur inter cutem et os: aut aggregatur sub osse super sifac.	This fluid either collects between the skin and bone or collects under the bone over the forehead.
Et operatio in illo, si est humiditas inter cutem et os, et apostema est paruum, tunc oportet ut findas in medio capitis fissura una in latitudine: et sit longitudo fissurae quasi duo nodi, donec currat humiditas.	As for the operation on this [condition], if there is fluid between the skin and bone and the abscess is small, then you should make a single slit in the middle of the head's seam with a width of about two joints until the fluid flows out.
Et haec est forma spatumilis.	This is the form of the operation.
Si ergo humiditas est magis augmentata, et apostema est maius, tunc pone eas duas fissuras, secundum formam hanc.	If however the fluid has increased more and the abscess is larger, then make two incisions following this pattern.
Et si humiditas est sub osse, et signum eius est, quod uides commissuras capitis apertas ab omni parte: et aqua deprimitur quando comprimis eam manu tua ad interiora, et non occultatur tibi illud: tunc oportet ut findas in medio capitis tribus fissuris, secundum hunc modum.	But if the fluid is under the bone and its sign is that you see the sutures of the head opened on all sides, and when you press it with your hand towards the interior, water appears and does not hide from you: then you should make three incisions in the middle of the head according to this manner.
Et post incisionem extrahe humiditatem totam.	After the incision, remove all the fluid.
Deinde stringe fissuras cum pannis et puluillis.	Then close the incisions with bandages and lint.
Deinde embroca illud desuper cum uino et oleo usque ad diem quintum.	Then dress it from above with wine and oil until the fifth day.
Deinde solue ligamentum, et cura uulnus cum tentis, et unguentis.	Then remove the bandage and treat the wound with linens and ointments.
Et non dimittas stringere caput cum aequalitate.	And do not leave the head bound unevenly.
Et ciba infirmum omni cibo sicco paucae humiditatis, usquequo confortetur membrum, et sanetur.	Feed the patient with dry food of little moisture until the member is strengthened and healed.
Et modus alius incisionis est, ut consideres ubi apparet magnitudo apostematis, et collectio aquae.	And another method of incision is to observe where the size of the abscess and collection of water appear.
Quoniam quandoque est in occipitio plus, aut in sincipite, aut in dextra, aut in sinistra.	Because sometimes it is more in the occiput, or forehead, or on the right or left side.
Ascende ergo cum incisione ubi apparet tibi apostema et impletio aquae: et scinde illud secundum quod tibi possibile est.	Therefore, make your incision where you see the abscess and accumulation of water appear, and cut it according to what is possible for you.
Et obserua, ne incidas arteriam, et accidat fluxus sanguinis, et moriatur infirmus ex illo fluxu cum euacuatione humiditatis.	And observe that you do not cut the artery, lest there be a flow of blood and the patient dies from that flow along with the evacuation of humidity.
