Praefatio.	Prologue.
Et operatio in ipso est, ut consideres ante operationem suam, si quieuit apostema eius calidum quiete completum, aut imminuitur quadam diminutione: tunc ergo fac sedere infirmum coram sole, et caput eius sit in sinu tuo: et aperi os eius, et accipiat seruiens inter manus suas, et premat linguam eius inferius cum instrumento, cuius haec est forma.	And the operation on it is that you should consider before performing it whether the swelling has completely subsided in its heat or diminished somewhat: then let the patient sit facing the sun, and place his head on your lap. Open his mouth, and have an assistant take hold of his tongue with both hands, pressing down on it from below with an instrument shaped thus:
Fiat ex argento, aut aere, quod sit subtile sicut cultellus.	It should be made of silver or bronze, thin like a knife.
Cum ergo premis cum eo linguam, et ostenditur tibi apostema, et cadit super ipsum uisus tuus: tunc accipe uncinum, et fige ipsum in amigdalam, et extrahe eam ad exteriora quantum potes, praeter quod trahas cum ea aliquid ex tunicis.	When you press down on the tongue with it and the swelling becomes visible to you, then take a hook and fix it onto the tonsil, and pull it out as far as possible without pulling along with it any of its coverings.
Deinde incide eam cum instrumento, cuius haec est forma quae sequitur.	Then cut into it with an instrument shaped thus:
Assimilatur forficibus: uerumtamen extremitates eius sint curuatae, ita quod orificium cuiusque earum est in directo alterius acute: unde cura ut sit ex ferro indo, aut alfuled imbibitum.	It resembles a pair of forceps; however, its tips should be curved such that the opening of each lies directly opposite the point of the other. Make sure it is made of annealed iron or steel.
Si autem non est praesens hoc instrumentum, tunc incide ipsum cum spatumili, cuius haec est forma.	But if this instrument is not available, then cut into it with a spatula shaped thus:
Sit acutum a parte una, non acutum a parte altera.	It should be sharp on one side and not sharp on the other.
Et postquam incidis amigdalam unam, incide alteram secundum hanc eandem speciem incisionis.	And after cutting into one tonsil in this manner, cut into the other according to the same pattern of incision.
Deinde post incisionem gargarizet infirmus cum aqua frigida, aut cum aceto et aqua.	Then after the incision, let the patient gargle with cold water or with vinegar and water.
Si autem accidat ei fluxus sanguinis, gargarizet cum aqua in qua bulliti sunt cortices granatorum: aut folia myrti, et similia illis ex stipticis, donec abscindatur fluxus sanguinis: deinde cura ipsum, donec sanetur.	But if bleeding occurs, let him gargle with water in which pomegranate peels have been boiled or with leaves of myrtle and other similar astringents until the bleeding stops. Then take care of him until he is healed.
Et quandoque nascuntur in gutture apostemata alia, praeter amigdalas duas.	And sometimes, besides the two tonsils, other swellings are born in the throat.
Incide ergo ea secundum quod dixi in incisione duarum amigdalarum aequaliter.	Therefore, cut them as I said in the cutting of the two tonsils equally.
Et ego quidem iam medicatus fui mulierem ex apostemate, quod natum erat inter guttur eius, quod trahebat ad fuscedinem, pauci sensus, quod iam fere clauserat guttur: et mulier respirabat a meatu stricto, et iam prohibuerat ei comestionem, et potum aquae: et iam peruenerat ad mortem, si remansisset uno die, aut duobus diebus.	And indeed I had already treated a woman for an abscess that had grown between her throat which was pulling towards strangulation with few symptoms, it had almost closed off the throat. And the woman breathed through a narrow passage and had already been prohibited from eating and drinking water, and she would have died within one or two days if left untreated.
Et apostema tantum ascenderat, quod emiserat duos ramos, donec exierant super duo foramina nasi.	And the abscess had risen so high that it sent forth two branches which came out over both nostrils.
Properaui ergo festinanter, et fixi in unum eorum uncinum.	So I hurried and fixed a hook into one of them.
Deinde traxi ipsum, et tracta ex eo est portio magna.	Then I pulled it, and a large portion came out from it.
Deinde abscidi eam, ubi comprehendi ex foramine nasi.	Then I cut off that part where it was gripped by the nostril.
Deinde feci illud ei quod processit ex foramine nasi altero.	Then I did to her what had come out of the other nostril.
Deinde aperui os eius, et pressi linguam eius: et postea fixi uncinum in ipsum apostema: deinde abscidi ex eo partem eius, et non cucurrit ex eo nisi sanguis paucus: absolutum est ergo guttur mulieris, et incepit statim bibere aquam, deinde accepit ex cibo.	Then I opened her mouth and pressed down her tongue. And afterwards, I fixed a hook into the abscess itself. Then I cut off part of it and only a little blood came out from it. Therefore, the woman's throat was cleared, and she began immediately to drink water, then took food.
Non ergo cessaui incidere ex illo apostemate multotiens tempore longo: et apostema succedebat loco eius quod incidebam, donec prolongatum est nimis et cum ea illud.	So I did not cease cutting from that abscess many times over a long period until the abscess became too prolonged along with it.
Ingeniaui ergo, et cauterizaui apostema inter guttur.	I then ligatured and cauterized the abscess between the throat.
Stetit ergo ab additione: deinde ambulaui a parte, et non sciui quid fecit Deus cum ea post me.	So it ceased from growing more. Then I left her side, not knowing what God did with her afterwards.
¶ De incisione apostematis uuulae.	On the incision of a swelling on the cheek.
Caput XXXVII.	Chapter 37.
Quando descendit catarrus ad uuulam, et apostematur, et est long: tunc ipsa nominatur perpendicularis: et si est in inferiori parte grossa, rotunda, tunc ipsa nominatur uua.	When catarrh descends to the cheek and swells up and is elongated, then it is called a perpendicular swelling. And if it is thick and round below, then it is called a wen.
Quando curatur cum eo quod diximus in diuisione, et non confert curatio: et uides quod apostema calidum quieuit ab ea, et est subtilis: tunc oportet ut incidas eam.	When treated with what we said in division and the treatment does not help; and you see that a hot swelling has remained there and is thin, then it is necessary to make an incision.
Et quae ex ea est aggregata rotunda, et non est ei longitudo, et est sanguinea, aut fusci coloris, aut nigri, et non est ei sensus: tunc oportet ut deuites incisionem eius.	And that which is gathered around it, round and without length, and is bloody or dark colored or black, and has no sensation, then you should avoid cutting into it.
In ea enim est timor super infirmum.	For there is fear of harming the sick person in this.
Oportet ergo quando uides eam secundum modum quem dixi ex albedine, et longitudine sua, ut facias sedere infirmum coram sole: et premas linguam eius cum instrumento, cuius praecessit narratio: deinde fige uncinum in uuam, et trahe eam inferius: et incide eam cum uno duorum instrumentorum quae dixi in incisione duarum amigdalarum.	It is therefore necessary that when you see it according to the manner which I said from its whiteness and length, you make the sick person sit facing the sun; and press his tongue with an instrument about which there will be a description; then insert a hook into the wen and pull it downwards; and cut it open with one of the two instruments that I mentioned for the incision of the tonsils.
Et oportet ut non incidas ex ea, nisi illud quod additur super naturalem terminum sine additione.	And you should not cut into it except what is added beyond the natural limit without adding anything.
Nam si tu incidis ex ea plus, laedes uocem et sermonem.	For if you cut more than this, you will injure the voice and speech.
Deinde post incisionem utere eo quod narrauimus in incisione duarum amigdalarum: et cura eam, donec sanetur.	Then after the incision, use that which we have described for the incision of the tonsils; and treat it until it heals.
Si autem terretur infirmus ab incisione: tunc oportet ut utaris ingenio in cauterizatione eius absque timore et pauore.	But if the sick person fears the incision, then you should use your skill in cauterizing it without fear or trembling.
